# Woodhouse - Vedauwoo - PIPO - ITRDB WY032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5348
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5348.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wy032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wy032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-06-27
#--------------------
# File_Last_Modified_Date
#   Date: 2006-06-27
#--------------------
# Title
#   Study_Name: Woodhouse - Vedauwoo - PIPO - ITRDB WY032
#--------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Losleben, M.V.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Vedauwoo
#   Location: Wyoming
#   Northernmost_Latitude: 41.15
#   Southernmost_Latitude: 41.15
#   Easternmost_Longitude: -105.37
#   Westernmost_Longitude: -105.37
#   Elevation_m: 2500
#--------------------
# Data_Collection
#   Collection_Name: WY032
#   First_Year: 1511
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ved011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ved202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ved202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ved011_raw	ved012_raw	ved031_raw	ved032_raw	ved041_raw	ved091_raw	ved092_raw	ved101_raw	ved102_raw	ved111_raw	ved022_raw	ved021_raw	ved112_raw	ved081_raw	ved042_raw	ved082_raw	ved121_raw	ved122_raw	ved131_raw	ved132_raw	ved141_raw	ved072_raw	ved071_raw	ved171_raw	ved172_raw	ved192_raw	ved142_raw	ved151_raw	ved152_raw	ved162_raw	ved191_raw	ved201_raw	ved202_raw
1511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.899	0.189	0.287	NA	NA	NA	NA	NA	NA	NA	NA	NA
1512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	0.17	0.394	NA	NA	NA	NA	NA	NA	NA	NA	NA
1513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.687	0.056	0.192	NA	NA	NA	NA	NA	NA	NA	NA	NA
1514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.312	0.225	0.285	NA	NA	NA	NA	NA	NA	NA	NA	NA
1515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.617	0.079	0.097	NA	NA	NA	NA	NA	NA	NA	NA	NA
1516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.533	0.535	0.346	NA	NA	NA	NA	NA	NA	NA	NA	NA
1517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.867	0.663	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA
1518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.237	0.888	0.629	NA	NA	NA	NA	NA	NA	NA	NA	NA
1519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.711	0.668	0.246	NA	NA	NA	NA	NA	NA	NA	NA	NA
1520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.136	0.413	0.276	NA	NA	NA	NA	NA	NA	NA	NA	NA
1521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.388	0.687	0.433	NA	NA	NA	NA	NA	NA	NA	NA	NA
1522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.294	0.062	0.026	NA	NA	NA	NA	NA	NA	NA	NA	NA
1523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.379	0.43	0.451	NA	NA	NA	NA	NA	NA	NA	NA	NA
1524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.495	0.572	0.312	NA	NA	NA	NA	NA	NA	NA	NA	NA
1525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.562	0.412	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.004	0.87	0.275	NA	NA	NA	NA	NA	NA	NA	NA	NA
1526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	0.357	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.904	0.609	0.083	NA	NA	NA	NA	NA	NA	NA	NA	NA
1527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.414	0.391	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.873	0.809	0.181	NA	NA	NA	NA	NA	NA	NA	NA	NA
1528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.208	0.336	0.032	NA	NA	NA	NA	NA	NA	NA	NA	NA
1529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.649	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.587	0.863	0.124	NA	NA	NA	NA	NA	NA	NA	NA	NA
1530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.588	0.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.572	0.659	0.167	NA	NA	NA	NA	NA	NA	NA	NA	NA
1531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.485	0.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	0.29	0.147	NA	NA	NA	NA	NA	NA	NA	NA	NA
1532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.342	0.334	0.311	NA	NA	NA	NA	NA	NA	NA	NA	NA
1533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.534	0.428	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.812	0.188	0.152	NA	NA	NA	NA	NA	NA	NA	NA	NA
1534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.305	0.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998	0.041	0.016	NA	NA	NA	NA	NA	NA	NA	NA	NA
1535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.814	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.876	0.355	0.172	NA	NA	NA	NA	NA	NA	NA	NA	NA
1536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.813	0.647	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.568	0.467	0.257	NA	NA	NA	NA	NA	NA	NA	NA	NA
1537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.997	0.737	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.615	1.208	0.319	NA	NA	NA	NA	NA	NA	NA	NA	NA
1538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833	0.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.595	1.842	0.152	NA	NA	NA	NA	NA	NA	NA	NA	NA
1539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.897	0.677	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.551	1.934	0.359	NA	NA	NA	NA	NA	NA	NA	NA	NA
1540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781	0.447	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.432	1.309	0.295	NA	NA	NA	NA	NA	NA	NA	NA	NA
1541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.791	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.229	0.583	0.229	NA	NA	NA	NA	NA	NA	NA	NA	NA
1542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.592	0.095	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.663	0.588	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.295	0.238	NA	NA	NA	NA	NA	NA	NA	NA	NA
1544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.595	0.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.915	0.208	0.233	NA	NA	NA	NA	NA	NA	NA	NA	NA
1545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.692	0.459	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.598	0.09	0.204	NA	NA	NA	NA	NA	NA	NA	NA	NA
1546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.737	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.505	0.038	0.306	NA	NA	NA	NA	NA	NA	NA	NA	NA
1547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.878	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.813	0.254	0.185	NA	NA	NA	NA	NA	NA	NA	NA	NA
1548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.243	0.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	0.187	0.324	NA	NA	NA	NA	NA	NA	NA	NA	NA
1549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.447	0.831	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.844	0.173	0.598	NA	NA	NA	NA	NA	NA	NA	NA	NA
1550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.825	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.515	0.293	0.261	NA	NA	NA	NA	NA	NA	NA	NA	NA
1551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.928	0.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.416	0.362	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA
1552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.057	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.446	0.38	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
1553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781	0.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.684	0.074	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
