# Graybill - Sit. Gravel Pit - PIPO - ITRDB AZ542
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3408
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3408.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az542-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az542-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az542.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az542.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Sit. Gravel Pit - PIPO - ITRDB AZ542
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sit. Gravel Pit
#   Location: Arizona
#   Northernmost_Latitude: 34.25
#   Southernmost_Latitude: 34.25
#   Easternmost_Longitude: -109.93
#   Westernmost_Longitude: -109.93
#   Elevation_m: 2072
#--------------------
# Data_Collection
#   Collection_Name: AZ542
#   First_Year: 1630
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SGP011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SGP132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SGP132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SGP011_raw	SGP012_raw	SGP021_raw	SGP022_raw	SGP031_raw	SGP032_raw	SGP041_raw	SGP042_raw	SGP051_raw	SGP052_raw	SGP061_raw	SGP062_raw	SGP071_raw	SGP072_raw	SGP081_raw	SGP082_raw	SGP091_raw	SGP092_raw	SGP102_raw	SGP111_raw	SGP112_raw	SGP121_raw	SGP122_raw	SGP132_raw
1622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.77	NA
1623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA
1624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82	NA
1625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA
1626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA
1627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	NA
1629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA
1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21	NA
1631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	NA
1632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA
1633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA
1634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.36	1.75	NA
1635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69	1.56	NA
1636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.24	1.81	NA
1637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67	2.1	NA
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27	1.99	2.3
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01	NA	NA	NA	2.84	2.95	1.8	2.55
1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27	NA	NA	NA	2.49	3.54	2.18	2.21
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98	NA	NA	NA	2.72	2.56	2.41	1.71
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93	NA	NA	2.17	2.75	3.37	2.1	2.15
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA	2.3	2.63	1.77	1.47	1.08
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	3.11	NA	3.17	3.36	2.79	2.44	2.1
1645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.99	2.79	NA	3.98	4.82	2.96	2.41	1.67
1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	2.09	NA	3.86	3.45	1.75	1.83	1.22
1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4	3.5	3.12	NA	4.74	3.46	2.83	2.84	1.47
1648	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	NA	NA	NA	NA	NA	2.95	2.63	3.37	NA	3.71	2.31	1.51	1.73	1.65
1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58	NA	NA	NA	NA	NA	5.95	2.34	3.09	NA	3.09	2.67	1.88	2.08	1.24
1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33	NA	NA	NA	NA	NA	5.24	2.37	3.92	NA	4.14	2.75	2.4	2.02	1.55
1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	4.2	5.59	0.79	2.09	NA	4.45	2.83	2.83	1.8	1.54
1652	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.12	NA	NA	NA	NA	3.84	3.94	1.86	2.33	NA	4.99	3.24	2.57	2.2	1.9
1653	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46	4.14	NA	NA	NA	3.6	2.74	1.52	2.37	NA	3.91	2.51	0.76	0.85	0.63
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	2.47	NA	NA	NA	2.3	2.02	0.55	1.18	NA	2.1	1.66	0.55	0.67	0.47
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	3.91	NA	NA	NA	3.39	2.29	1.07	1.85	NA	2.93	2.31	1.55	1.3	0.64
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82	3.54	NA	NA	NA	2.97	2.88	0.74	0.86	NA	2.7	2.13	1.66	1.48	0.84
1657	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	3.43	NA	NA	NA	2.38	2.65	0.97	0.61	NA	2.47	2.25	1.68	1.3	0.89
1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	3.41	NA	NA	NA	1.83	2.11	0.05	0.56	NA	2.77	2.16	1.85	1.72	1.3
1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.17	3.99	NA	NA	NA	2.96	3.01	0.34	0.71	NA	2.44	2.04	2.13	1.63	1.45
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.89	4.18	NA	NA	NA	4.35	3.65	1.69	1.18	NA	3.53	3.29	1.73	2.38	2.19
1661	NA	NA	NA	NA	NA	NA	NA	NA	3.98	3.34	4.02	NA	NA	NA	3.58	3.52	2.98	2.86	NA	4.49	3.53	2.55	3.75	3.49
1662	NA	NA	NA	NA	NA	NA	NA	NA	3.83	2.58	5.27	NA	NA	NA	4.63	4.15	3.7	3.28	NA	4.04	3.24	2.45	2.64	3.36
1663	NA	NA	NA	NA	NA	NA	NA	NA	3.94	2.03	4.43	NA	NA	NA	3.98	2.83	4.28	3.5	NA	3.51	2.22	2.66	1.84	3.2
1664	NA	NA	NA	NA	NA	NA	NA	NA	2.54	2.24	3.62	NA	NA	NA	3.61	2.87	2.42	2.93	NA	2.75	2.4	2.11	2.25	2.5
1665	NA	NA	NA	NA	NA	NA	NA	NA	2.47	1.79	3.33	NA	NA	NA	3.77	3.34	1.68	2.52	NA	2.13	1.81	2.26	2.8	2.68
1666	NA	NA	NA	NA	NA	NA	NA	NA	2.08	2.21	2.54	NA	NA	2.97	2.62	1.65	1.3	1.99	NA	0.85	1.63	1.33	1.41	1.14
1667	NA	NA	NA	NA	NA	NA	NA	NA	2.08	1.54	2.18	NA	NA	2.36	2.31	1.5	0.78	1.23	NA	1.02	1.27	0.97	1	0.48
1668	NA	NA	NA	NA	NA	NA	NA	NA	2.06	1.35	1.98	NA	NA	1.82	2.43	1.82	0.81	1.2	NA	1.14	1.66	1.18	1.18	0.51
