# Young - Snake Den Trail - TSCA - ITRDB TN026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5397
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5397.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; tn026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tn026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Young - Snake Den Trail - TSCA - ITRDB TN026
#--------------------
# Investigators
#   Investigators: Young, J.; Keeland, R.; Alford, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Snake Den Trail
#   Location: Tennessee
#   Northernmost_Latitude: 35.75
#   Southernmost_Latitude: 35.75
#   Easternmost_Longitude: -83.23
#   Westernmost_Longitude: -83.23
#   Elevation_m: 925
#--------------------
# Data_Collection
#   Collection_Name: TN026
#   First_Year: 1895
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SDH01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SDH10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SDH10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SDH01A_raw	SDH01B_raw	SDH02A_raw	SDH03A_raw	SDH03B_raw	SDH04A_raw	SDH04B_raw	SDH06A_raw	SDH06B_raw	SDH07A_raw	SDH07B_raw	SDH08A_raw	SDH08B_raw	SDH09B_raw	SDH10A_raw	SDH10B_raw
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.399	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.922	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.846	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.392	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.326	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.243	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.391	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.561	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.064	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.299	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.283	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.749	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.609	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.399	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.883	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.35	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	5.876	NA	NA	NA	NA	NA	2.659	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	6.402	NA	NA	NA	NA	NA	3.03	NA	NA	NA	NA	NA
1916	3.488	NA	NA	NA	7.785	NA	NA	NA	NA	NA	3.294	NA	NA	NA	NA	NA
1917	3.433	NA	NA	NA	10.72	NA	NA	NA	NA	NA	3.911	2.591	NA	NA	NA	NA
1918	3.9	NA	NA	NA	9.486	NA	NA	NA	NA	NA	3.618	2.18	NA	NA	NA	NA
1919	4.842	NA	NA	NA	7.866	NA	NA	NA	NA	NA	3.224	3.29	NA	NA	NA	NA
1920	7.325	NA	NA	NA	8.599	2.509	NA	NA	NA	2.682	4.624	3.311	NA	NA	NA	NA
1921	5.67	NA	NA	NA	9.833	2.483	NA	NA	NA	2.628	4.901	3.193	NA	NA	NA	NA
1922	4.289	NA	NA	NA	9.62	2.078	NA	NA	NA	2.797	3.551	3.084	NA	NA	NA	NA
1923	6.043	NA	NA	NA	8.699	2.57	NA	NA	NA	3.423	4.361	2.496	NA	NA	NA	NA
1924	5.097	NA	NA	NA	7.538	3.092	NA	NA	NA	3.028	3.231	1.941	NA	1.383	NA	NA
1925	3.832	5.006	NA	NA	6.101	2.881	1.431	NA	NA	3.37	2.646	2.151	NA	1.309	NA	NA
1926	6.036	7.214	NA	NA	8.252	3.789	4.588	NA	NA	4.349	2.864	1.594	NA	1.105	NA	NA
1927	7.89	7.132	NA	NA	7.823	5.836	6.789	NA	NA	4.48	3.942	2.248	NA	6.596	NA	NA
1928	7.411	6.652	NA	NA	7.941	5.531	3.865	NA	NA	4.352	4.875	2.156	NA	5.499	NA	NA
1929	7.513	6.12	NA	NA	8.127	5.756	4.908	NA	NA	4.894	5.263	2.547	NA	6.715	NA	NA
1930	4.323	3.935	NA	NA	8.611	5.946	5.779	NA	NA	5.6	5.472	2.934	NA	5.634	NA	NA
1931	6.781	5.815	NA	NA	7.634	7.253	7.973	NA	NA	6.472	6.65	5.776	NA	4.037	NA	NA
1932	6.822	6.579	NA	NA	6.023	8.582	7.81	3.907	NA	5.603	6.298	5.771	NA	3.836	NA	NA
1933	6.27	6.377	NA	NA	4.728	7.543	7.3	4.655	5.681	6.527	6.815	5.737	NA	3.406	NA	NA
1934	7.659	8.146	NA	NA	4.033	8.005	8.031	6.616	9.8	8.003	9.711	6.716	NA	5.646	NA	NA
1935	6.518	7.903	5.943	NA	4.363	9.902	5.664	8.047	7.717	8.262	7.608	5.172	NA	5.106	NA	NA
1936	4.916	5.07	4.694	NA	4.701	8.237	4.482	6.048	6.841	5.331	4.811	5.079	NA	4.361	NA	NA
1937	7.06	5.514	6.778	NA	4.729	7.666	6.285	6.781	5.681	4.457	5.105	5.536	NA	6.046	NA	NA
1938	5.609	3.71	8.577	NA	4.844	7.705	5.122	5.209	5.577	4.986	5.44	4.638	NA	4.326	NA	NA
1939	4.542	2.625	7.712	NA	4.606	4.518	6.131	4.273	4.738	5.755	6.08	4.68	NA	4.471	NA	NA
1940	5.384	2.483	7.165	NA	3.807	2.848	4.295	3.557	3.71	5.106	5.087	4.549	3.433	4.137	NA	NA
1941	4.02	2.772	5.857	NA	3.131	2.881	3.747	3.083	2.952	4.839	3.618	3.688	3.618	3.379	NA	NA
1942	4.464	4.552	5.603	NA	2.146	2.94	3.23	3.019	4.107	3.943	2.683	4.048	5.139	2.205	NA	1.612
1943	4.525	6.129	5.914	NA	2.856	2.677	3.812	4.135	5.314	3.861	3.19	4.556	5.319	2.729	NA	2.45
1944	3.357	8.971	6.568	NA	2.568	2.572	3.683	4.736	4.008	3.128	2.826	3.306	3.886	2.327	NA	2.003
1945	2.281	7.443	6.953	NA	2.716	2.291	2.498	3.73	4.176	2.709	2.159	3.42	5.113	2.062	NA	1.753
1946	2.35	5.594	4.377	NA	2.389	3.149	3.782	2.768	3.16	2.575	2.795	3.391	3.479	1.578	NA	1.932
1947	1.878	3.114	3.312	NA	2.467	2.301	4.683	2.274	4.418	2.151	2.907	3.606	2.942	1.559	NA	2.623
1948	2.495	3.19	3.368	NA	1.994	1.823	3.645	1.662	3.94	1.876	3.367	3.881	4.064	1.614	2.082	2.24
1949	2.484	2.293	3.847	NA	2.608	2.203	5.039	2.523	4.408	2.21	2.804	4.024	3.91	2.342	3.236	2.513
