# Copenheaver - Gap Mountain - QUAL - ITRDB VA033
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/18963
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-18963.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va033-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va033-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va033.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va033.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-04-29
#--------------------
# File_Last_Modified_Date
#   Date: 2015-04-29
#--------------------
# Title
#   Study_Name: Copenheaver - Gap Mountain - QUAL - ITRDB VA033
#--------------------
# Investigators
#   Investigators: Copenheaver, C.A.(https://orcid.org/0000-0003-1778-3593)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Carolyn A. Copenheaver, R. Travis Belote, Jason K. Steele, John A. Peterson, Lawton E. Grinter
#   Journal_Name: Journal of the Torrey Botanical Society
#   Published_Title: A dendroclimatic assessment of habitat specificity: Use of a functional trait to classify white oak
#   Published_Date_or_Year: 2013
#   Volume: 140
#   Pages: 41-51
#   Issue: 1
#   Report_Number: 
#   DOI: 10.3159/TORREY-D-12-00037.1 
#   Full_Citation: None
#   Abstract: Habitat specificity of tree species has traditionally been determined by identifying synchronous abiotic characteristics and species presence on the landscape. On a local scale this identifies many species as specialists; however, on a regional scale, most tree species are classified as generalists because individual species are present across a wide-range of edaphic and topographic conditions. To improve our ecological understanding of habitat specificity in trees, we classified white oak (Quercus alba) based on two performance currencies: responsiveness to climate and maximum tree age. We sampled tree rings from both ridge and valley stands in the southern Appalachian Mountains to contrast the dendroclimatic response at these topographic positions. White oak had radial growth responses to Palmer Drought Severity Index, temperature, and precipitation that was not dependent upon topographic position (ridge vs. valley), suggesting that white oak is a generalist species. A dendroclimatic response that is not dependent upon topographic position should allow white oak to adapt readily to climatic shifts that span a range of environmental conditions. Tree age has served as a successful performance currency in relatively undisturbed forests; however, in the southern Appalachian Mountains where there is a long history of human disturbance, maximum tree age revealed more about regional logging history than about white oak habitat specificity. Understanding habitat specificity of plant species improves predictions of species' response to environmental change. Traditionally trees have been classified based on occurrence on the landscape; however, in heavily-impacted forests occurrence is a reflection of land-use history. Dendroclimatology offers a more accurate tool to assess a tree's habitat specificity and was successfully applied in several ridge and valley sites in the Appalachian Mountains to identify white oak as a generalist species.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gap Mountain
#   Location: Virginia
#   Northernmost_Latitude: 37.2833
#   Southernmost_Latitude: 37.2833
#   Easternmost_Longitude: -80.4667
#   Westernmost_Longitude: -80.4667
#   Elevation_m: 730
#--------------------
# Data_Collection
#   Collection_Name: VA033
#   First_Year: 1914
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## gpqa20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gpqa16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gpqa16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	gpqa20_raw	gpqa18_raw	gpqa17_raw	gpqa15_raw	gpqa14_raw	gpqa11_raw	gpqa09_raw	gpqa08_raw	gpqa07_raw	gpqa03_raw	gpqa01_raw	gpqa10_raw	gpqa04_raw	gpqa06_raw	gpqa12_raw	gpqa13_raw	gpqa05_raw	gpqa02_raw	gpqa19_raw	gpqa16_raw
1914	NA	NA	NA	NA	NA	NA	0.689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	1.289	NA	NA	NA	NA	NA	NA	NA	3.641	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	1.466	NA	NA	NA	NA	NA	NA	NA	3.801	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	0.889	NA	NA	NA	NA	NA	NA	NA	2.769	3.009	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	1.041	NA	NA	NA	NA	NA	NA	NA	1.966	2.436	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	1.122	NA	NA	NA	NA	NA	NA	NA	2.003	2	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	2.318	0.822	NA	NA	NA	NA	NA	NA	NA	1.917	3.302	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	1.761	0.745	NA	NA	NA	NA	NA	NA	NA	2.086	2.657	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	2.558	0.548	NA	NA	NA	NA	NA	NA	NA	2.013	2.005	NA	NA	NA	NA
1923	NA	NA	NA	NA	0.991	1.431	0.486	NA	NA	NA	NA	NA	NA	NA	1.513	1.647	NA	NA	NA	NA
1924	NA	NA	NA	NA	3.073	1.421	0.435	NA	NA	NA	NA	NA	NA	NA	2.21	1.371	NA	NA	NA	NA
1925	NA	NA	NA	NA	1.995	1.154	0.461	NA	NA	NA	NA	NA	NA	NA	1.295	1.18	NA	NA	NA	NA
1926	NA	NA	NA	NA	1.89	0.793	0.468	NA	NA	NA	NA	NA	NA	NA	1.299	1.012	NA	NA	NA	NA
1927	NA	NA	NA	NA	2.476	1.112	0.763	NA	NA	NA	NA	0.8	NA	NA	1.308	2.335	NA	NA	1.19	NA
1928	NA	NA	NA	NA	2.079	1.484	0.967	NA	NA	NA	NA	1.398	NA	NA	1.318	1.758	NA	NA	0.861	1
1929	NA	NA	NA	NA	2.041	2.484	1.105	NA	NA	NA	NA	1.866	NA	NA	1.611	1.625	NA	1.641	0.894	0.824
1930	NA	NA	NA	1.593	1.395	2.299	0.772	NA	NA	NA	NA	1.487	NA	NA	1.378	1.586	NA	3.207	0.327	0.672
1931	NA	NA	NA	1.491	1.825	2.85	0.986	NA	NA	NA	NA	2.193	NA	NA	1.672	1.897	NA	4.238	0.761	1.305
1932	NA	NA	NA	1.944	1.928	3.478	0.691	NA	NA	NA	NA	2.072	NA	NA	1.975	2.322	NA	3.725	1.106	1.611
1933	NA	NA	NA	1.443	1.793	2.949	0.76	NA	NA	NA	NA	1.666	NA	NA	2.156	2.245	NA	3.755	1.169	1.039
1934	NA	NA	NA	1.998	1.7	2.715	0.935	NA	NA	NA	NA	1.644	NA	NA	2.327	2.397	NA	2.843	1.691	1.922
1935	NA	NA	NA	2.031	1.972	2.448	1.082	NA	NA	NA	8.078	1.929	NA	NA	2.451	2.72	NA	2.846	1.34	2.061
1936	NA	NA	NA	1.501	1.437	1.981	0.671	NA	NA	NA	3.338	1.382	NA	NA	1.627	1.59	NA	2.073	0.84	2.024
1937	NA	NA	NA	1.846	1.67	2.484	0.782	NA	NA	NA	8.142	1.487	NA	NA	2.238	1.928	NA	3.242	1.475	2.501
1938	NA	NA	NA	2.065	2.393	2.332	0.986	NA	NA	NA	6.025	1.319	NA	NA	2.631	2.147	NA	1.993	2.116	3.165
1939	NA	NA	NA	1.348	1.501	2.203	0.673	NA	NA	NA	4.781	0.958	NA	NA	2.152	1.568	NA	1.79	1.029	2.56
1940	NA	NA	NA	1.529	1.752	2.111	0.715	NA	NA	NA	4.261	0.95	NA	NA	2.399	1.551	NA	1.611	0.855	2.595
1941	NA	0.748	NA	1.156	1.672	1.661	0.417	NA	NA	NA	3.43	0.808	NA	NA	2.625	1.364	NA	1.43	0.878	2.988
1942	NA	1.222	NA	1.158	1.309	1.534	0.385	NA	NA	NA	3.906	1.053	NA	NA	2.628	1.365	NA	1.34	0.957	2.59
1943	NA	1.43	NA	1.165	1.423	1.546	0.256	NA	NA	NA	3.961	1.145	NA	NA	2.43	1.336	NA	1.197	1.54	2.52
1944	NA	1.043	NA	1.052	0.942	1.037	0.173	NA	NA	NA	2.284	0.975	NA	NA	1.709	1.062	NA	0.861	1.143	2.013
1945	NA	1.076	NA	1.064	1.017	1.478	0.294	NA	NA	NA	3.144	1.416	NA	NA	2.629	1.655	NA	1.538	1.56	2.894
1946	NA	0.9	NA	1.312	1.026	1.576	0.281	NA	NA	NA	2.563	1.524	NA	NA	2.59	2.066	NA	1.389	1.841	2.347
1947	NA	0.481	NA	1.111	0.784	1.142	0.18	NA	NA	NA	1.909	1.513	NA	NA	2.323	1.663	NA	0.864	1.068	1.962
1948	NA	1.242	NA	1.152	0.936	1.187	0.275	3.927	NA	NA	1.97	1.596	NA	NA	2.599	1.782	NA	0.993	1.128	1.68
1949	NA	2.081	NA	1.17	0.959	1.582	0.138	3.25	NA	NA	1.93	2.114	NA	NA	2.318	1.307	NA	1.208	2.713	2.403
1950	NA	4.567	NA	1.587	1.069	1.891	1.645	1.914	NA	NA	2.186	2.208	NA	NA	2.585	1.972	NA	1.351	5.686	2.127
1951	NA	3.9	NA	1.191	1.021	1.366	3.124	4.053	NA	4.188	1.753	1.753	NA	NA	2.214	1.374	NA	1.252	4.001	2.027
1952	NA	3.062	NA	0.692	0.791	1.261	1.965	4.965	NA	5.861	1.068	1.527	NA	5.923	1.765	1.213	NA	1.045	2.816	1.774
1953	NA	3.642	3.486	0.959	0.862	1.538	2.41	4.416	NA	3.802	1.966	2.108	7.303	4.812	1.744	1.974	7.406	1.044	3.599	2.023
1954	NA	2.563	3.987	0.673	0.583	1.166	2.183	4.021	4.513	1.857	1.181	1.256	6.51	3.409	1.553	1.213	5.779	0.689	2.61	1.285
1955	NA	2.583	3.251	0.954	0.885	1.176	2.611	3.412	6.633	3.651	1.263	1.659	6.263	3.832	1.562	1.234	4.932	0.669	2.734	1.284
1956	NA	2.96	3.192	0.803	0.923	1.519	2.276	3.452	5.67	4.456	1.111	1.715	4.674	3.833	1.709	1.187	4.031	0.636	2.683	1.681
1957	NA	3.074	3.734	1.092	1.222	1.519	1.751	3.701	5.17	3.868	0.967	2.173	4.354	3.628	1.805	0.98	4.04	0.667	2.833	1.666
1958	NA	3.103	2.983	0.967	1.007	1.263	1.78	2.784	4.363	4.431	1.092	2.034	4.224	3.077	1.557	1.195	3.789	0.714	3.004	1.498
1959	NA	2.514	3.272	0.821	1.066	1.041	1.195	2.231	4.992	3.748	0.902	1.557	2.813	2.302	1.541	1.012	2.232	0.619	1.998	1.495
1960	NA	2.583	3.213	0.729	1.276	1.836	2.048	1.636	3.974	4.069	0.949	1.962	3.189	2.931	1.91	0.998	2.763	0.734	2.257	1.77
1961	2.559	2.269	3.236	0.94	1.171	1.697	1.947	2.123	2.895	2.975	1.364	1.647	3.004	1.805	1.804	0.835	2.357	0.779	2.339	1.652
1962	2.388	2.444	2.053	1.479	1.016	1.763	1.486	1.395	2.759	2.986	1.769	1.358	2.855	1.206	1.629	0.5	1.798	0.69	1.964	1.419
1963	2.587	1.512	1.434	1.568	1.017	1.33	1.51	2.114	2.049	2.064	1.241	1.469	2.52	0.931	1.353	0.435	1.425	0.587	1.361	1.502
1964	1.656	1.08	2.211	0.947	0.982	1.121	0.899	2.211	2.28	1.553	0.906	0.638	2.097	0.914	1.286	0.42	1.154	0.46	1.094	1.065
1965	3.009	1.619	1.805	1.576	1.299	1.668	1.243	2.24	2.995	2.374	2.035	1.44	2.29	1.447	1.363	0.611	1.513	0.618	1.633	1.754
1966	1.122	1.004	2.466	1.223	1.228	1.333	0.96	1.416	1.908	2.066	0.99	0.897	1.559	0.97	1.176	0.571	1.161	0.475	0.926	1.437
1967	1.645	1.277	2.757	1.442	0.93	1.652	1.051	1.731	2.074	2.621	1.487	1.611	1.81	1.666	1.19	0.921	1.329	0.67	1.263	1.648
1968	2.314	1.537	2.349	1.231	0.937	1.881	1.656	2.044	2.845	3.26	2.04	2.229	1.897	2.225	1.861	0.526	1.51	1.104	1.529	1.736
1969	2.279	1.442	2.299	1.622	1.138	2.148	1.563	1.799	2.51	3.191	1.745	1.788	1.718	1.612	1.349	0.739	1.647	1.065	1.459	1.461
1970	1.842	1.349	2.062	1.486	1.129	1.877	1.408	1.489	1.995	2.866	1.55	1.835	1.765	2.093	1.365	0.84	1.42	1.082	1.354	1.716
