# Larson - Claire - QUMA - ITRDB WI024
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33925
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33925.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi024-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi024-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi024.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi024.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Claire - QUMA - ITRDB WI024
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Claire
#   Location: Wisconsin
#   Northernmost_Latitude: 42.684
#   Southernmost_Latitude: 42.684
#   Easternmost_Longitude: -90.493
#   Westernmost_Longitude: -90.493
#   Elevation_m: 267
#--------------------
# Data_Collection
#   Collection_Name: WI024
#   First_Year: 1860
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CLR002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CLR010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CLR010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CLR002A_raw	CLR002B_raw	CLR003A_raw	CLR003B_raw	CLR004A_raw	CLR004B_raw	CLR005A_raw	CLR005B_raw	CLR006A_raw	CLR006B_raw	CLR007A_raw	CLR007B_raw	CLR008A_raw	CLR008B_raw	CLR009A_raw	CLR009B_raw	CLR010A_raw	CLR010B_raw
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.164	NA	NA	NA
1861	NA	NA	NA	NA	NA	0.786	NA	NA	NA	NA	NA	NA	NA	NA	1.037	NA	NA	NA
1862	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	3.178	NA	NA	NA
1863	NA	NA	NA	NA	NA	1.612	NA	NA	NA	NA	NA	NA	NA	NA	2.074	NA	NA	NA
1864	NA	NA	NA	NA	1.955	3.535	NA	NA	NA	NA	NA	NA	NA	NA	2.497	NA	NA	NA
1865	NA	NA	NA	NA	1.409	1.651	NA	NA	NA	NA	NA	NA	NA	NA	3.091	NA	NA	NA
1866	NA	NA	NA	NA	1.407	1.715	NA	NA	NA	NA	NA	2.305	NA	1.486	4.721	NA	NA	NA
1867	NA	NA	NA	NA	1.473	1.841	NA	NA	NA	NA	NA	1.037	NA	1.031	5.271	NA	NA	NA
1868	NA	NA	NA	NA	1.561	0.804	NA	NA	NA	NA	NA	0.571	NA	0.562	2.222	NA	NA	NA
1869	NA	NA	NA	NA	1.136	1.143	NA	NA	NA	NA	NA	0.783	NA	0.717	1.86	NA	NA	NA
1870	NA	NA	NA	NA	1.009	0.868	NA	NA	NA	NA	NA	0.635	NA	1.895	2.794	NA	NA	NA
1871	NA	NA	NA	NA	1.104	1.312	NA	NA	NA	NA	NA	0.656	NA	2.498	2.688	NA	NA	NA
1872	NA	NA	NA	NA	1.021	1.228	NA	NA	NA	NA	NA	0.783	NA	2.73	2.942	NA	NA	2.33
1873	NA	NA	NA	NA	0.837	0.635	NA	NA	NA	NA	NA	0.635	NA	1.503	2.244	NA	NA	1.9
1874	NA	NA	NA	NA	0.673	0.572	NA	NA	NA	NA	NA	0.825	NA	0.825	2.159	2.379	NA	1.579
1875	NA	NA	NA	NA	0.939	0.804	NA	NA	NA	NA	NA	1.397	NA	2.455	1.947	3.227	3.07	2.23
1876	NA	NA	NA	NA	1.027	1.101	NA	NA	NA	NA	NA	1.058	NA	1.905	1.99	3.724	2.857	2.672
1877	NA	NA	NA	NA	1.164	0.826	NA	NA	NA	NA	NA	0.953	NA	2.688	2.582	3.598	2.476	3.344
1878	NA	NA	1.315	1.903	0.656	0.466	NA	NA	NA	NA	NA	0.931	NA	1.736	1.736	3.26	1.99	1.969
1879	NA	NA	2.894	6.011	0.868	0.804	NA	NA	NA	NA	NA	1.545	NA	2.201	2.032	3.133	2.794	3.577
1880	NA	NA	3.154	5.207	1.291	0.952	NA	NA	NA	NA	NA	1.101	NA	2.286	2.011	2.413	2.223	2.794
1881	NA	NA	3.345	4.805	1.207	0.741	NA	NA	NA	NA	NA	1.482	NA	2.963	2.053	3.09	2.921	3.154
1882	NA	NA	3.09	3.133	0.91	0.508	NA	NA	NA	NA	NA	0.974	NA	2.138	1.503	1.947	2.815	1.926
1883	NA	NA	2.942	3.154	0.656	0.296	NA	NA	NA	NA	NA	0.804	NA	1.63	1.947	1.905	2.731	2.434
1884	NA	NA	1.503	2.075	0.36	0.275	NA	NA	NA	NA	NA	0.55	NA	1.376	1.122	1.143	1.799	1.672
1885	NA	NA	3.153	3.725	0.931	0.402	NA	NA	NA	NA	NA	0.656	NA	3.048	1.63	2.138	2.858	3.281
1886	NA	NA	1.016	0.91	0.423	0.317	NA	NA	NA	NA	NA	0.445	NA	1.461	1.63	1.101	1.312	1.757
1887	NA	NA	1.524	1.037	0.804	0.275	NA	NA	NA	NA	NA	0.487	NA	2.286	1.736	1.651	1.609	2.624
1888	NA	NA	2.73	1.736	1.164	0.698	NA	NA	NA	NA	NA	0.529	NA	2.137	1.545	1.693	2.159	2.667
1889	NA	NA	2.667	2.201	0.931	0.402	NA	NA	NA	NA	NA	0.36	NA	2.159	1.186	1.439	1.651	1.757
1890	NA	NA	1.715	1.841	0.508	0.402	NA	NA	NA	NA	NA	0.36	NA	1.482	1.122	1.079	1.249	1.185
1891	NA	NA	1.461	2.73	0.55	0.402	NA	NA	NA	NA	NA	0.296	NA	1.418	0.931	1.185	0.973	0.847
1892	NA	NA	1.672	2.688	0.677	0.423	NA	NA	NA	NA	NA	0.254	NA	2.56	1.461	1.672	1.461	1.228
1893	NA	NA	1.313	1.905	0.825	0.423	NA	NA	NA	NA	NA	0.339	NA	2.224	1.418	1.566	1.143	0.847
1894	NA	NA	1.27	1.037	0.444	0.296	NA	NA	NA	NA	NA	0.233	NA	2.201	0.931	1.482	1.037	0.804
1895	NA	NA	0.783	0.592	0.36	0.339	NA	NA	NA	NA	NA	0.296	NA	1.27	0.656	1.079	0.804	0.678
1896	NA	NA	0.931	1.08	0.911	0.91	NA	NA	NA	NA	NA	0.466	NA	2.222	1.079	1.672	1.206	0.952
1897	NA	NA	1.63	1.587	2.159	0.953	NA	NA	NA	NA	NA	0.275	NA	1.948	0.72	1.164	1.355	1.016
1898	NA	NA	3.683	2.836	2.138	1.397	NA	NA	NA	NA	NA	0.423	NA	3.027	0.931	1.376	1.482	1.143
1899	NA	NA	3.45	2.815	1.884	1.355	NA	NA	NA	NA	NA	0.614	NA	3.196	0.741	1.609	1.63	1.355
1900	NA	NA	1.838	1.99	0.55	0.783	NA	NA	NA	NA	NA	0.296	1.202	1.418	0.591	1.249	1.143	0.825
1901	NA	NA	1.697	1.778	0.741	0.741	NA	NA	NA	NA	NA	0.487	7.258	1.863	0.508	0.889	1.101	0.783
1902	NA	NA	4.043	4.508	2.286	1.291	NA	NA	NA	NA	NA	0.762	7.408	2.794	1.018	1.312	1.397	1.037
1903	NA	NA	5.101	5.035	3.09	1.609	NA	NA	NA	NA	NA	0.974	5.397	2.645	0.994	1.651	2.053	1.397
1904	NA	NA	2.773	3.77	1.714	1.418	NA	NA	NA	NA	NA	1.228	4.383	2.308	0.826	1.609	1.905	1.122
1905	NA	NA	2.857	3.302	1.461	1.207	NA	NA	NA	NA	NA	1.185	3.45	2.286	0.74	1.799	1.524	1.164
1906	NA	5.059	2.921	2.709	2.053	1.164	NA	NA	NA	NA	NA	0.868	2.604	1.333	0.594	1.228	1.376	0.889
1907	NA	5.439	3.239	3.81	2.392	1.588	NA	NA	NA	NA	NA	0.91	3.386	2.244	0.91	1.312	1.567	1.122
1908	NA	4.615	2.878	2.815	3.26	2.138	NA	NA	NA	NA	NA	0.868	2.625	1.566	0.931	1.46	1.524	1.227
1909	NA	4.148	2.604	2.815	2.519	1.609	NA	NA	NA	NA	NA	1.037	2.456	1.714	0.868	1.291	1.164	1.08
1910	NA	5.651	1.926	1.693	1.566	1.206	NA	NA	NA	NA	NA	1.058	1.842	1.397	1.08	1.058	1.27	1.185
1911	NA	2.815	2.371	1.566	1.121	0.804	NA	NA	NA	NA	NA	0.804	1.608	1.333	0.762	1.08	0.868	1.016
1912	NA	2.413	2.497	1.99	1.863	1.736	NA	NA	NA	NA	NA	1.249	2.815	2.286	1.101	1.249	1.376	1.101
1913	NA	4.233	2.054	1.397	1.482	1.312	NA	NA	NA	NA	NA	0.931	2.349	1.99	0.973	1.418	1.206	0.952
1914	NA	2.667	1.821	1.079	2.244	1.143	NA	NA	NA	NA	NA	0.699	1.418	1.27	1.143	1.672	1.122	0.847
1915	NA	4.318	4.001	1.884	4	2.117	NA	NA	NA	NA	NA	1.503	4.403	3.196	1.418	2.074	2.159	3.027
1916	4.657	4.614	2.286	1.503	3.641	3.323	NA	NA	NA	NA	NA	1.206	4.699	3.408	1.715	2.011	1.863	1.249
1917	3.238	3.302	1.672	1.249	1.545	1.439	NA	NA	NA	NA	NA	0.931	1.545	1.609	1.715	2.159	1.651	1.037
1918	4.255	3.45	1.905	1.143	2.688	1.778	NA	NA	NA	NA	NA	0.741	3.175	2.201	1.397	2.032	1.44	1.016
1919	4.36	3.196	2.243	1.46	3.049	1.63	NA	NA	NA	NA	NA	0.826	2.752	2.709	1.545	2.265	1.693	1.185
1920	3.175	2.963	2.033	1.566	1.841	1.609	NA	NA	NA	NA	NA	0.529	2.201	2.138	1.82	2.476	1.841	1.122
1921	3.092	3.238	2.244	1.524	2.18	1.418	NA	NA	NA	NA	NA	0.826	2.222	2.222	1.334	2.159	1.482	0.995
