# Harsha - Wind River Mountains Site D - PIFL - ITRDB WY002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3486
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3486.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy002-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wy002-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wy002.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1996-05-08
#--------------------
# File_Last_Modified_Date
#   Date: 1996-05-08
#--------------------
# Title
#   Study_Name: Harsha - Wind River Mountains Site D - PIFL - ITRDB WY002
#--------------------
# Investigators
#   Investigators: Harsha, J.B.; Stockton, C.W.; Jacoby, G.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Wind River Mountains Site D
#   Location: Wyoming
#   Northernmost_Latitude: 43.08
#   Southernmost_Latitude: 43.08
#   Easternmost_Longitude: -110.07
#   Westernmost_Longitude: -110.07
#   Elevation_m: 2500
#--------------------
# Data_Collection
#   Collection_Name: WY002
#   First_Year: 1492
#   Last_Year: 1972
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus flexilis E. James
#   Common_Name: limber pine
#   Tree_Species_Code: PIFL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 283011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283063_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283063; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 283122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 283122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	283011_raw	283012_raw	283021_raw	283022_raw	283031_raw	283032_raw	283041_raw	283042_raw	283051_raw	283052_raw	283061_raw	283062_raw	283063_raw	283071_raw	283072_raw	283081_raw	283082_raw	283091_raw	283092_raw	283101_raw	283102_raw	283111_raw	283112_raw	283121_raw	283122_raw
1492	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1493	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1494	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1495	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1496	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1497	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1498	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1499	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA
1500	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA
1501	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA
1502	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA
1503	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA
1504	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA
1505	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA
1506	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA
1507	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA
1508	NA	NA	NA	NA	NA	NA	NA	NA	2.09	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA
1509	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA
1510	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA
1511	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA
1512	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA
1513	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA
1514	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA
1515	NA	NA	NA	NA	NA	NA	NA	NA	1.47	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA
1516	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA
1517	NA	NA	NA	NA	NA	NA	NA	NA	2.03	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA
1518	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA
1519	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA
1520	NA	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA
1521	NA	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA
1522	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	0.07	NA	NA	NA	NA	NA
1523	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA
1524	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA
1525	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA
1526	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA
1527	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA
1528	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	1.36	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA
1529	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA
1530	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA
1531	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.44	NA	NA	0.89	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA
1532	NA	NA	NA	NA	NA	NA	NA	NA	0.26	0.31	NA	NA	0.79	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA
1533	NA	NA	NA	NA	NA	NA	NA	NA	0.26	0.33	NA	NA	0.76	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA
1534	NA	NA	NA	NA	NA	NA	NA	NA	0.29	0.31	NA	NA	1.05	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA
1535	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.61	NA	NA	1.33	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA
1536	NA	NA	NA	NA	NA	NA	NA	NA	1.2	0.53	NA	NA	1.27	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA
1537	NA	NA	NA	NA	NA	NA	NA	NA	1.14	0.39	NA	NA	1.08	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA
1538	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.35	NA	NA	1.17	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA
1539	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.47	NA	NA	1.13	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA
