# Speer - Diamond Lake - PIPO - ITRDB OR054
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4777
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4777.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or054-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or054-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or054.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or054.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Speer - Diamond Lake - PIPO - ITRDB OR054
#--------------------
# Investigators
#   Investigators: Speer, J.H.; Swetnam, T.W.(https://orcid.org/0000-0001-7268-2184)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Diamond Lake
#   Location: Oregon
#   Northernmost_Latitude: 43.08
#   Southernmost_Latitude: 43.08
#   Easternmost_Longitude: -121.95
#   Westernmost_Longitude: -121.95
#   Elevation_m: 1510
#--------------------
# Data_Collection
#   Collection_Name: OR054
#   First_Year: 1513
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DLK02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK05C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK05C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK07C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK07C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DLK12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DLK12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DLK02B_raw	DLK05A_raw	DLK05B_raw	DLK05C_raw	DLK06A_raw	DLK06B_raw	DLK06C_raw	DLK07A_raw	DLK07B_raw	DLK07C_raw	DLK08A_raw	DLK08B_raw	DLK09A_raw	DLK09B_raw	DLK10A_raw	DLK10B_raw	DLK11A_raw	DLK11B_raw	DLK12A_raw	DLK12B_raw
1513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA
1514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1515	NA	NA	NA	NA	NA	NA	NA	NA	2.65	NA	2.45	NA	NA	NA	NA	NA	NA	NA	NA	NA
1516	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA
1517	NA	NA	NA	NA	NA	NA	NA	0.87	1.22	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA
1518	NA	NA	NA	NA	NA	NA	NA	0.24	0.62	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
1519	NA	NA	NA	NA	NA	NA	NA	0.24	0.91	0.24	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1520	NA	NA	NA	NA	NA	NA	NA	0.38	1.12	0.37	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA
1521	NA	0.59	NA	NA	NA	NA	NA	0.74	1.61	0.47	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
1522	NA	0.73	NA	NA	NA	NA	NA	1	1.36	0.68	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
1523	NA	0.92	NA	NA	NA	NA	NA	1.21	1.49	0.6	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA
1524	NA	1.27	NA	NA	NA	NA	NA	1.85	2.1	0.91	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA
1525	NA	1.23	NA	NA	NA	NA	NA	2.08	2.26	1.09	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA
1526	NA	1.16	NA	NA	NA	NA	NA	2.19	2.02	1.05	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
1527	NA	1	NA	NA	NA	NA	NA	1.84	1.57	1.13	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
1528	NA	1.25	NA	NA	NA	NA	NA	2.18	1.74	1.25	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1529	NA	1.46	NA	NA	NA	NA	NA	1.91	2.03	1.46	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
1530	NA	1.09	NA	NA	NA	NA	NA	1.71	1.83	0.89	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
1531	NA	1.17	NA	NA	NA	NA	NA	1.67	1.75	1.03	1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
1532	NA	0.94	NA	NA	NA	NA	NA	1.75	2.02	1.27	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
1533	NA	0.62	NA	NA	NA	NA	NA	1.24	1.48	1.04	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA
1534	NA	0.78	NA	NA	NA	NA	NA	1.2	1.63	1.07	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
1535	NA	1	NA	NA	NA	NA	NA	1.58	1.66	1	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
1536	NA	1.36	NA	NA	NA	NA	NA	1.88	2.36	1.38	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA
1537	NA	1.84	NA	NA	NA	NA	NA	1.81	2.5	1.57	2.93	NA	NA	NA	NA	NA	NA	NA	NA	NA
1538	NA	1.42	NA	NA	NA	NA	NA	2.27	2.29	1.41	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
1539	NA	1.23	NA	NA	NA	NA	NA	1.8	1.69	1	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
1540	NA	2.03	NA	NA	NA	NA	NA	1.25	1.39	0.8	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA
1541	NA	1.94	NA	NA	NA	NA	NA	1.66	1.88	1.04	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA
1542	NA	1.92	NA	NA	NA	NA	NA	1.87	1.87	1.29	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA
1543	NA	1.44	NA	NA	NA	NA	NA	1.54	2	1.12	1.51	2.5	NA	NA	NA	NA	NA	NA	NA	NA
1544	NA	1.82	NA	NA	NA	NA	NA	1.85	2.31	1.26	1.6	2.39	NA	NA	NA	NA	NA	NA	NA	NA
1545	NA	1.39	NA	NA	NA	NA	NA	2.18	2.31	1.13	1.63	2.74	NA	NA	NA	NA	NA	NA	NA	NA
1546	NA	1.56	NA	NA	NA	NA	NA	1.54	2.21	1.23	1.29	2.28	NA	NA	NA	NA	NA	NA	NA	NA
1547	NA	1.85	NA	NA	NA	NA	NA	2.36	2.37	1.35	2	3.14	NA	NA	NA	NA	NA	NA	NA	NA
1548	NA	1.44	NA	1.96	NA	NA	NA	2.19	2.2	1.31	1.9	2.95	NA	NA	NA	NA	NA	NA	NA	NA
1549	NA	1.56	NA	1.59	NA	NA	NA	1.92	2.8	1.61	2.11	3.16	NA	NA	NA	NA	NA	NA	NA	NA
1550	NA	1.46	NA	1.65	NA	NA	NA	2.02	2.17	1.53	1.66	2.38	NA	NA	NA	NA	NA	NA	NA	NA
1551	NA	1.78	NA	2.18	NA	NA	NA	2.43	2.12	1.58	2.07	3.04	NA	NA	NA	NA	NA	NA	NA	NA
1552	NA	1.72	NA	1.78	NA	NA	NA	1.86	2.15	1.58	2.48	2.55	NA	NA	NA	NA	NA	NA	NA	NA
1553	NA	2.11	NA	2.53	NA	NA	NA	2.02	2.13	1.5	2.64	2.54	NA	NA	NA	NA	NA	NA	NA	NA
1554	NA	1.59	NA	1.61	NA	NA	NA	1.8	1.8	1.31	1.99	2.04	NA	NA	NA	NA	NA	NA	NA	NA
1555	NA	2.05	NA	2.19	NA	NA	NA	1.63	1.65	1.07	2.68	2.37	NA	NA	NA	NA	NA	NA	NA	NA
1556	NA	1.43	NA	1.53	NA	NA	NA	1.45	1.4	1.25	2.51	1.77	NA	NA	NA	NA	NA	NA	NA	NA
1557	NA	0	NA	0	NA	NA	NA	0.93	0.66	0.78	1.9	2.13	NA	NA	NA	NA	NA	NA	NA	NA
1558	NA	0	NA	0	NA	NA	NA	0.99	0.69	0.84	2	2.4	NA	NA	NA	NA	NA	NA	NA	NA
1559	NA	0.13	NA	0.27	NA	NA	NA	1.52	1.03	1.01	2.34	2.27	NA	NA	NA	NA	NA	NA	NA	NA
1560	NA	0.3	NA	0.4	NA	NA	NA	1.59	1.19	1.13	1.5	2.22	NA	NA	NA	NA	NA	NA	NA	NA
1561	NA	0.47	NA	0.37	NA	NA	NA	1.72	0.92	1.02	1.51	1.67	NA	NA	NA	NA	NA	NA	NA	NA
1562	NA	0.46	NA	0.45	NA	NA	NA	1.54	1.16	1.14	1.61	1.63	NA	NA	NA	NA	NA	NA	NA	NA
1563	NA	0.55	NA	0.52	NA	NA	NA	1.75	1.63	1.1	1.45	1.64	NA	NA	NA	NA	NA	NA	NA	NA
1564	NA	0.81	NA	0.98	NA	NA	NA	1.56	1.49	1.21	1.44	2.17	NA	NA	NA	NA	NA	NA	NA	NA
1565	NA	1.27	NA	1.12	NA	NA	NA	2.38	1.71	1.66	1.77	1.84	NA	NA	NA	NA	NA	NA	NA	NA
