# Peterson - San Bernardino Mountains A - PSMA - ITRDB CA536
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4173
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4173.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca536-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca536-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca536.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca536.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Peterson - San Bernardino Mountains A - PSMA - ITRDB CA536
#--------------------
# Investigators
#   Investigators: Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: San Bernardino Mountains A
#   Location: California
#   Northernmost_Latitude: 34.27
#   Southernmost_Latitude: 34.27
#   Easternmost_Longitude: -117.28
#   Westernmost_Longitude: -117.28
#   Elevation_m: 1400
#--------------------
# Data_Collection
#   Collection_Name: CA536
#   First_Year: 1654
#   Last_Year: 1988
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pseudotsuga macrocarpa (Vasey) Mayr
#   Common_Name: bigcone Douglas-fir
#   Tree_Species_Code: PSMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BC0201B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0201B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0202A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0202A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0205B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0205B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0206A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0206A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0207B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0207B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0208B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0208B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0211B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0211B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0212B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0212B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0213A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0213A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0214A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0214A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0215A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0215A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0216A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0216A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0217B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0217B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0218A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0218A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0219B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0219B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0220B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0220B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BC0201B_raw	BC0202A_raw	BC0203A_raw	BC0204A_raw	BC0205B_raw	BC0206A_raw	BC0207B_raw	BC0208B_raw	BC0209A_raw	BC0210A_raw	BC0211B_raw	BC0212B_raw	BC0213A_raw	BC0214A_raw	BC0215A_raw	BC0216A_raw	BC0217B_raw	BC0218A_raw	BC0219B_raw	BC0220B_raw
1654	NA	NA	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	NA	NA	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	NA	NA	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	NA	NA	1.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.79	NA	NA
1658	NA	NA	2.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.62	NA	NA
1659	NA	NA	2.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.76	NA	NA
1660	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA	NA
1661	NA	NA	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	NA	NA
1662	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4	NA	NA
1663	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.63	NA	NA
1664	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA
1665	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA
1666	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA
1667	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA
1668	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA
1669	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA
1670	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA
1671	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA
1672	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA
1673	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA
1674	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA
1675	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	NA	NA
1676	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA
1677	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA
1678	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	NA	NA
1679	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44	NA	NA
1680	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA	NA	2.4	NA	NA
1681	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	1.75	NA	NA
1682	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA	NA	NA	NA	1.56	NA	NA
1683	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21	NA	NA	NA	NA	1.5	NA	NA
1684	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.62	NA	NA	NA	NA	1.18	NA	NA
1685	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	0.98	NA	NA
1686	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.75	NA	NA
1687	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	NA	NA	1.02	NA	NA
1688	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	NA	NA	NA	NA	1.01	NA	NA
1689	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18	NA	NA	NA	NA	1.16	NA	NA
1690	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	1.03	NA	NA
1691	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	NA	NA	NA	NA	1	NA	NA
1692	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	NA	NA	NA	NA	0.9	NA	NA
1693	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	NA	NA	NA	0.6	NA	NA
1694	NA	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.22	NA	NA	NA	NA	0.8	NA	NA
1695	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	0.95	NA	NA
1696	NA	NA	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.28	NA	NA	NA	NA	1.63	NA	NA
1697	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66	NA	NA	NA	NA	1.99	NA	NA
1698	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA	NA	1.54	NA	NA
1699	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.38	NA	NA	NA	NA	1.67	NA	NA
1700	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA	1.81	NA	NA
1701	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	1.26	NA	NA
1702	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	NA	NA	NA	NA	1.28	NA	NA
1703	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA	NA	NA	NA	1	NA	NA
1704	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	0.99	NA	NA
1705	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	0.99	NA	NA
1706	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	1.02	NA	NA
1707	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	0.68	NA	NA
1708	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	0.54	NA	NA
