# Cleaveland - Crystal - PIPO - ITRDB NM529
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2941
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2941.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm529e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm529e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm529e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm529e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Cleaveland - Crystal - PIPO - ITRDB NM529
#--------------------
# Investigators
#   Investigators: Cleaveland, M.K.; Harlan, T.P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Crystal
#   Location: New Mexico
#   Northernmost_Latitude: 35.97
#   Southernmost_Latitude: 35.97
#   Easternmost_Longitude: -108.8
#   Westernmost_Longitude: -108.8
#   Elevation_m: 2755
#--------------------
# Data_Collection
#   Collection_Name: NM529
#   First_Year: 1652
#   Last_Year: 1978
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CP163E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP163E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP168E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP168E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP181E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP181E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP191E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP191E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP201E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP201E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP203E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP203E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP211E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP211E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP221E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP221E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP233E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP233E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP283E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP283E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP293E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP293E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP294E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP294E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP304E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: CP304E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CP163E_raw	CP168E_raw	CP181E_raw	CP191E_raw	CP201E_raw	CP203E_raw	CP211E_raw	CP221E_raw	CP233E_raw	CP283E_raw	CP293E_raw	CP294E_raw	CP304E_raw
1652	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1653	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1654	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	NA	2.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	NA	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	NA	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	NA	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	NA	2.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1662	NA	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1663	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1665	NA	2.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1666	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1668	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1669	1.08	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	0.98	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	1.36	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	1.52	2.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1673	0.99	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1674	1.44	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1675	1.2	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1676	1.15	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1677	1.59	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1678	1.68	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1679	1.39	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1680	1.44	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	1.53	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	0.87	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	1.34	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1684	0.84	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
1685	0.19	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78
1686	0.99	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.68
1687	1	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
1688	1.4	2.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.73
1689	1.53	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61
1690	1.37	2.06	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	3.41
1691	1.51	2.31	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	2.74
1692	2.19	2.9	NA	NA	NA	NA	NA	NA	NA	NA	2.04	2.55	3.11
1693	1.29	2.6	NA	NA	NA	NA	NA	NA	NA	NA	2.54	3.03	2.91
1694	1.29	1.9	NA	NA	NA	NA	NA	NA	NA	NA	2.51	3.09	2.18
1695	1.41	2.32	NA	NA	NA	1.13	NA	NA	NA	NA	2.4	2.78	2.27
1696	0.89	1.25	NA	NA	NA	0.34	NA	NA	NA	NA	1.79	2.15	2.51
1697	1.33	NA	NA	NA	NA	1.11	NA	NA	NA	NA	3.36	3.44	1.76
1698	1.23	NA	NA	NA	NA	0.73	NA	NA	NA	NA	2.25	2.61	2.7
1699	1.62	NA	NA	NA	NA	1.34	NA	NA	NA	NA	2.9	2.96	2.59
1700	1.2	NA	NA	NA	1.2	0.42	NA	NA	NA	NA	2.55	2.51	2.23
1701	1.71	NA	NA	NA	1.43	0.5	NA	NA	NA	NA	2.88	2.25	2.59
1702	1.49	NA	NA	NA	1.34	1.25	NA	NA	NA	NA	2.56	1.57	2.27
1703	1.07	NA	NA	NA	0.92	1.32	NA	NA	NA	NA	2.03	1.78	1.67
1704	0.92	NA	NA	NA	0.75	0.86	NA	NA	NA	NA	1.81	1.55	1.18
1705	1.06	NA	NA	NA	0.28	0.61	NA	NA	NA	NA	1.14	1.17	2.04
1706	1.34	NA	NA	NA	0.56	0.43	NA	NA	NA	NA	1.86	1.92	1.55
1707	0.8	NA	NA	NA	0.53	0.64	NA	NA	NA	NA	1.89	2.16	1.83
1708	1.06	NA	NA	NA	0.7	0.62	NA	NA	NA	NA	1.4	1.86	1.77
1709	1.13	NA	NA	NA	0.67	0.59	NA	NA	NA	NA	1.29	1.88	1.83
1710	1.36	NA	NA	NA	1.5	1.13	NA	NA	NA	NA	1.96	1.71	1.92
1711	1	NA	NA	NA	1.15	0.82	NA	NA	NA	NA	1.63	1.77	1.99
1712	0.83	NA	NA	NA	1	0.35	NA	NA	NA	NA	1.56	1.29	1.39
1713	0.93	NA	NA	NA	1.05	0.57	NA	NA	NA	NA	1.32	1.43	1.73
1714	0.72	NA	NA	NA	0.94	0.56	NA	NA	NA	NA	1.11	1.44	1.57
1715	1.02	NA	NA	NA	0.81	0.53	NA	NA	NA	NA	1.45	1.19	1.66
