# Peterson - Hoh Lake Medium - TSME - ITRDB WA096
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4141
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4141.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa096-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa096-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa096.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa096.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Hoh Lake Medium - TSME - ITRDB WA096
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hoh Lake Medium
#   Location: Washington
#   Northernmost_Latitude: 47.9
#   Southernmost_Latitude: 47.9
#   Easternmost_Longitude: -123.75
#   Westernmost_Longitude: -123.75
#   Elevation_m: 1315
#--------------------
# Data_Collection
#   Collection_Name: WA096
#   First_Year: 1779
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HMHL01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMHL20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMHL20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HMHL01A_raw	HMHL02A_raw	HMHL03A_raw	HMHL04A_raw	HMHL05A_raw	HMHL08A_raw	HMHL09A_raw	HMHL10A_raw	HMHL11A_raw	HMHL12A_raw	HMHL14A_raw	HMHL15A_raw	HMHL17A_raw	HMHL18A_raw	HMHL19A_raw	HMHL20A_raw
1779	NA	NA	NA	2.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	2.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	2.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	2.19	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA
1786	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA
1787	NA	NA	NA	2.26	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA
1788	NA	NA	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA
1789	NA	NA	NA	3.29	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA
1790	NA	NA	NA	2.62	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA
1791	NA	NA	NA	3.22	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA
1792	NA	NA	NA	3.01	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA
1793	NA	NA	NA	3.14	NA	NA	NA	NA	NA	NA	NA	NA	1.62	NA	NA	NA
1794	NA	NA	NA	2.77	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA
1795	NA	NA	NA	2.2	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA
1796	NA	NA	NA	2.6	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA
1797	NA	NA	NA	2.34	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA
1798	NA	NA	NA	2.34	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA
1799	NA	NA	NA	1.62	NA	NA	NA	NA	NA	NA	NA	NA	0.63	1.16	NA	NA
1800	NA	NA	NA	2.57	NA	NA	NA	NA	NA	NA	NA	NA	1.1	0.63	NA	NA
1801	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.37	NA	NA
1802	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.81	NA	NA
1803	NA	NA	NA	2.86	NA	NA	NA	NA	NA	NA	NA	NA	1.05	0.93	NA	NA
1804	NA	NA	NA	2.44	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.09	NA	NA
1805	NA	NA	NA	1.86	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.11	NA	NA
1806	NA	NA	NA	1.12	NA	0.57	NA	NA	NA	NA	NA	NA	0.31	0.59	NA	NA
1807	NA	NA	NA	0.85	NA	0.76	NA	NA	NA	NA	NA	NA	0.44	0.9	NA	NA
1808	NA	NA	NA	0.87	NA	0.29	NA	NA	NA	NA	NA	NA	0.29	0.42	NA	NA
1809	NA	NA	NA	1.31	NA	0.58	NA	NA	NA	NA	NA	NA	0.46	0.94	NA	NA
1810	NA	NA	NA	0.58	NA	0.12	NA	NA	NA	NA	NA	NA	0.09	0.06	NA	NA
1811	NA	NA	0.61	0.73	NA	0.35	NA	NA	NA	NA	NA	NA	0.31	0.65	NA	NA
1812	NA	NA	1.58	1.01	NA	0.7	NA	NA	NA	NA	NA	NA	0.51	1.31	NA	NA
1813	NA	NA	1.33	0.84	NA	0.86	NA	NA	NA	NA	NA	NA	0.51	1.04	NA	NA
1814	NA	NA	1.24	1.15	NA	1.64	NA	NA	NA	NA	NA	NA	0.62	0.93	NA	NA
1815	NA	NA	0.41	1.12	NA	0.59	NA	NA	NA	NA	NA	NA	0.51	1.05	NA	NA
1816	NA	NA	0.77	1.77	NA	1.13	NA	NA	NA	NA	NA	NA	0.82	1.38	NA	NA
1817	NA	NA	0.68	1.94	NA	1.37	NA	1.59	NA	NA	NA	NA	0.93	1.29	NA	NA
1818	NA	NA	0.54	1.7	NA	1.09	NA	2.77	NA	NA	NA	NA	0.94	1.16	NA	NA
1819	NA	NA	0.16	1.09	NA	0.45	NA	2.13	NA	NA	NA	NA	0.48	0.55	NA	NA
1820	NA	NA	0.07	1.02	NA	0.19	NA	2.47	NA	NA	NA	NA	0.38	0.36	NA	NA
1821	NA	NA	0.25	1.78	NA	0.54	NA	3.56	NA	NA	NA	NA	0.75	1.28	NA	NA
1822	NA	NA	0.18	2.36	NA	0.95	NA	3.66	NA	NA	NA	NA	0.99	1.39	NA	1.06
1823	NA	NA	0.29	1.4	NA	0.89	NA	2.82	NA	NA	NA	NA	0.83	1.22	NA	1.29
1824	NA	NA	0.45	1.09	NA	0.46	NA	2.38	NA	NA	0.72	NA	0.59	0.98	NA	1.19
1825	NA	NA	0.86	1.34	NA	1.57	NA	2.25	NA	NA	0.95	NA	0.83	1	NA	1.09
1826	NA	NA	0.7	0.75	NA	1.5	NA	1.79	NA	NA	1.17	NA	0.93	0.87	NA	1
1827	NA	NA	0.59	0.7	NA	1.48	NA	1.61	NA	NA	2.14	NA	0.77	0.84	NA	0.83
1828	NA	NA	0.72	0.6	NA	1.59	NA	1.74	NA	NA	2.66	NA	0.85	0.72	NA	0.91
1829	NA	NA	0.66	0.84	NA	2.07	NA	1.54	NA	NA	2.88	NA	0.95	0.82	NA	1.6
1830	NA	NA	0.31	0.55	NA	1.72	NA	1.19	NA	NA	2.32	NA	0.79	0.75	NA	1.72
1831	NA	NA	0.22	0.62	NA	1.17	NA	1.46	NA	NA	1.66	NA	1.06	1.01	NA	1.73
1832	NA	NA	0.63	0.61	NA	0.94	NA	1.54	NA	NA	1.02	NA	1.22	1.11	NA	1.79
1833	NA	NA	0.58	0.8	NA	1.34	NA	1.49	NA	NA	1.23	NA	1.21	0.8	NA	1.43
1834	NA	NA	1.39	1.09	NA	1.43	NA	2.21	NA	NA	1.87	NA	0.96	0.75	NA	1.73
1835	NA	NA	0.91	0.92	NA	1.34	NA	1.71	NA	NA	1.65	NA	0.98	0.67	NA	1.75
1836	NA	NA	1.55	0.95	NA	1.37	NA	1.56	NA	NA	1.68	NA	0.93	0.51	NA	1.66
