# Briffa - Fly Peak Chiricahua Mountains - PCEN - ITRDB AZ552
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2816
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2816.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az552l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az552l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az552l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az552l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Briffa - Fly Peak Chiricahua Mountains - PCEN - ITRDB AZ552
#--------------------
# Investigators
#   Investigators: Briffa, K.R.(https://orcid.org/0000-0003-3323-3639); Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-07. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Fly Peak Chiricahua Mountains
#   Location: Arizona
#   Northernmost_Latitude: 31.85
#   Southernmost_Latitude: 31.85
#   Easternmost_Longitude: -109.3
#   Westernmost_Longitude: -109.3
#   Elevation_m: 2790
#--------------------
# Data_Collection
#   Collection_Name: AZ552
#   First_Year: 1828
#   Last_Year: 1983
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea engelmannii Parry ex Engelm.
#   Common_Name: Engelmann spruce
#   Tree_Species_Code: PCEN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 735011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 735011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 735012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 735012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 735031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 735031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 735032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 735032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 735041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 735041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 735042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 735042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 735051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 735051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 735052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 735052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 735061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 735061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	735011_raw	735012_raw	735031_raw	735032_raw	735041_raw	735042_raw	735051_raw	735052_raw	735061_raw
1828	NA	NA	0.55	NA	NA	NA	NA	NA	NA
1829	NA	NA	0.28	NA	NA	NA	NA	NA	NA
1830	NA	NA	0.33	NA	NA	NA	NA	NA	NA
1831	NA	NA	0.47	NA	NA	NA	NA	NA	NA
1832	NA	NA	0.3	NA	NA	NA	NA	NA	NA
1833	NA	NA	0.55	NA	NA	NA	NA	NA	NA
1834	NA	NA	0.31	NA	NA	NA	NA	NA	NA
1835	NA	NA	0.33	NA	NA	NA	NA	NA	NA
1836	NA	NA	0.27	NA	NA	NA	NA	NA	NA
1837	NA	NA	0.41	NA	NA	NA	NA	NA	NA
1838	NA	NA	0.42	NA	NA	NA	NA	NA	NA
1839	NA	NA	0.27	NA	NA	NA	NA	NA	NA
1840	NA	NA	0.3	NA	NA	NA	NA	NA	NA
1841	NA	NA	0.61	NA	NA	NA	NA	NA	NA
1842	NA	NA	0.35	NA	NA	NA	NA	NA	NA
1843	NA	NA	0.64	NA	NA	NA	NA	NA	NA
1844	NA	NA	0.33	NA	NA	NA	NA	NA	NA
1845	NA	NA	0.39	NA	NA	NA	NA	NA	NA
1846	NA	NA	0.36	NA	NA	NA	NA	NA	NA
1847	NA	NA	0.35	NA	NA	NA	NA	NA	NA
1848	NA	NA	0.37	NA	NA	NA	NA	NA	NA
1849	NA	NA	0.36	NA	NA	NA	NA	NA	NA
1850	NA	NA	0.36	NA	NA	NA	NA	NA	NA
1851	NA	NA	0.35	NA	NA	NA	NA	NA	NA
1852	NA	NA	0.25	NA	NA	0.39	NA	NA	NA
1853	NA	NA	0.26	NA	NA	0.7	NA	NA	NA
1854	NA	NA	0.26	NA	NA	0.19	NA	NA	NA
1855	NA	NA	0.24	NA	NA	0.25	NA	NA	NA
1856	NA	NA	0.28	NA	NA	0.31	NA	NA	NA
1857	NA	NA	0.5	NA	NA	0.3	NA	NA	NA
1858	NA	NA	0.38	NA	NA	0.25	NA	NA	NA
1859	NA	NA	0.24	NA	NA	0.28	NA	NA	NA
1860	NA	NA	0.26	NA	NA	0.49	NA	NA	NA
1861	NA	NA	0.35	NA	NA	0.22	NA	NA	NA
1862	NA	NA	0.42	NA	0.71	0.39	NA	NA	NA
1863	NA	NA	0.12	NA	0.55	0.36	NA	NA	NA
1864	NA	NA	0.18	NA	0.44	0.29	NA	NA	NA
1865	NA	NA	0.14	NA	0.24	0.15	NA	NA	NA
1866	NA	NA	0.3	NA	0.33	0.28	NA	NA	NA
1867	NA	NA	0.53	0.4	0.43	0.26	NA	NA	NA
1868	NA	NA	0.24	0.73	0.37	0.36	NA	NA	NA
1869	NA	NA	0.29	0.41	0.47	0.32	NA	NA	NA
1870	NA	NA	0.29	0.57	0.28	0.32	NA	NA	NA
1871	NA	NA	0.27	0.33	0.21	0.22	NA	NA	0.49
1872	NA	NA	0.15	0.49	0.28	0.44	NA	NA	0.56
1873	NA	NA	0.24	0.36	0.52	0.63	NA	NA	0.54
1874	NA	NA	0.09	0.5	0.38	0.31	NA	NA	0.3
1875	NA	NA	0.16	0.37	0.48	0.4	NA	NA	0.22
1876	NA	NA	0.18	0.39	0.32	0.34	NA	NA	0.37
1877	NA	NA	0.18	0.36	0.37	0.5	NA	NA	0.18
1878	NA	NA	0.11	0.48	0.35	0.35	NA	NA	0.25
1879	NA	NA	0.19	0.36	0.26	0.39	NA	NA	0.37
1880	NA	NA	0.13	0.45	0.23	0.25	NA	0.54	0.46
1881	NA	NA	0.11	0.45	0.12	0.36	NA	0.24	0.48
1882	NA	NA	0.09	0.25	0.38	0.24	NA	0.83	0.46
1883	NA	NA	0.15	0.35	0.3	0.33	NA	0.35	0.26
1884	NA	NA	0.18	0.5	0.2	0.19	NA	0.34	0.35
1885	NA	NA	0.15	0.44	0.33	0.28	0.43	0.36	0.26
1886	NA	NA	0.17	0.73	0.27	0.19	0.61	0.51	0.36
1887	NA	0.47	0.09	0.22	0.28	0	0.51	0.48	0.22
1888	NA	0.47	0.11	0.16	0.39	0	0.35	0.39	0.4
1889	NA	0.44	0.12	0.18	0.3	0.26	0.35	0.31	0.3
1890	NA	0.26	0.13	0.22	0.54	0.23	0.31	0.28	0.24
1891	NA	0.31	0.08	0.25	0.29	0.36	0.39	0.4	0.31
1892	NA	0.42	0.09	0.13	0.3	0.25	0.46	0.44	0.21
1893	NA	0.43	0.08	0.15	0.15	0	0.22	0.33	0.34
1894	NA	0.62	0.07	0.08	0.14	0	0.47	0.33	0.36
1895	NA	0.17	0.1	0.11	0.22	0	0.23	0.23	0.29
1896	NA	0.61	0.1	0.09	0.15	0	0.26	0.39	0.43
1897	NA	0.45	0.08	0.08	0.22	0	0.24	0.39	0.34
1898	0.37	0.44	0.14	0.17	0.47	0.27	0.23	0.29	0.33
1899	0.27	0.24	0.13	0.11	0.29	0.32	0.17	0.26	0.29
1900	0.58	0.59	0.09	0.09	0.28	0.17	0.35	0.39	0.19
1901	0.29	0.55	0.09	0.1	0.23	0.25	0.17	0.25	0.27
1902	0.47	0.33	0.07	0.09	0.1	0.15	0.39	0.31	0.22
