# Peltier - Southwest Ecological Memory Project Site P4 - PIED - ITRDB AZ616
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35499
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35499.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az616-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az616-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az616.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az616.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-01-31
#--------------------
# File_Last_Modified_Date
#   Date: 2022-01-31
#--------------------
# Title
#   Study_Name: Peltier - Southwest Ecological Memory Project Site P4 - PIED - ITRDB AZ616
#--------------------
# Investigators
#   Investigators: Peltier, D.M.P.(https://orcid.org/0000-0003-3271-9055); Yocom, L.L.; Nguyen, P.; Bangs, M.; Wilson, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: These tree ring data were collected to assess the climate memory of tree growth around the southwestern US in "ecologically sampled" trees. Trees were from a range of size classes and vigors, but were all dominant or co-dominant. NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Drew M.P. Peltier, Jessica Guo, Phiyen Nguyen, Michael Bangs, Michelle Wilson, Kimberly Samuels-Crow, Larissa L. Yocom, Yao Liu, Michael K. Fell, John D. Shaw, David Auty, Christopher Schwalm, William R.L. Anderegg, George W. Koch, Marcy E. Litvak, Kiona Ogle
#   Journal_Name: Tree Physiology
#   Published_Title: Temperature memory and non-structural carbohydrates mediate legacies of a hot drought in trees across the southwestern USA
#   Published_Date_or_Year: 2022
#   Volume: 42
#   Pages: 71-85
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1093/treephys/tpab091
#   Full_Citation: None
#   Abstract: Trees are long-lived organisms that integrate climate conditions across years or decades to produce secondary growth. This integration process is sometimes referred to as 'climatic memory.' While widely perceived, the physiological processes underlying this temporal integration, such as the storage and remobilization of non-structural carbohydrates (NSC), are rarely explicitly studied. This is perhaps most apparent when considering drought legacies (perturbed post-drought growth responses to climate), and the physiological mechanisms underlying these lagged responses to climatic extremes. Yet, drought legacies are likely to become more common if warming climate brings more frequent drought. To quantify the linkages between drought legacies, climate memory and NSC, we measured tree growth (via tree ring widths) and NSC concentrations in three dominant species across the southwestern USA. We analyzed these data with a hierarchical mixed effects model to evaluate the time-scales of influence of past climate (memory) on tree growth. We then evaluated the role of climate memory and the degree to which variation in NSC concentrations were related to forward-predicted growth during the hot 2011-2012 drought and subsequent 4-year recovery period. Populus tremuloides exhibited longer climatic memory compared to either Pinus edulis or Juniperus osteosperma, but following the 2011-2012 drought, P. tremuloides trees with relatively longer memory of temperature conditions showed larger (more negative) drought legacies. Conversely, Pinus edulis trees with longer temperature memory had smaller (less negative) drought legacies. For both species, higher NSC concentrations followed more negative (larger) drought legacies, though the relevant NSC fraction differed between P. tremuloides and P. edulis. Our results suggest that differences in tree NSC are also imprinted upon tree growth responses to climate across long time scales, which also underlie tree resilience to increasingly frequent drought events under climate change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 1458867, 1643245
#--------------------
# Site_Information
#   Site_Name: Southwest Ecological Memory Project Site P4
#   Location: Arizona
#   Northernmost_Latitude: 34.6
#   Southernmost_Latitude: 34.6
#   Easternmost_Longitude: -110.8
#   Westernmost_Longitude: -110.8
#   Elevation_m: 2001
#--------------------
# Data_Collection
#   Collection_Name: AZ616
#   First_Year: 1881
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus edulis Engelm.
#   Common_Name: pinyon
#   Tree_Species_Code: PIED
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AZP0401B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0401B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0401C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0401C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0402B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0402B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0402C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0402C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0403B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0403B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0403C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0403C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0404B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0404B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0404C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0404C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0405A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0405A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0405B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0405B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0406A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0406A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0406B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0406B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0407A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0407A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0407B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0407B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0408B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0408B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0408A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0408A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0409A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0409A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0409B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0409B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0410B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0410B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0410A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0410A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0411B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0411B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0411A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0411A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0412A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0412A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0412B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0412B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0413B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0413B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0413A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0413A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0414A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0414A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0414B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0414B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0415B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0415B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0415A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0415A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AZP0401B_raw	AZP0401C_raw	AZP0402B_raw	AZP0402C_raw	AZP0403B_raw	AZP0403C_raw	AZP0404B_raw	AZP0404C_raw	AZP0405A_raw	AZP0405B_raw	AZP0406A_raw	AZP0406B_raw	AZP0407A_raw	AZP0407B_raw	AZP0408B_raw	AZP0408A_raw	AZP0409A_raw	AZP0409B_raw	AZP0410B_raw	AZP0410A_raw	AZP0411B_raw	AZP0411A_raw	AZP0412A_raw	AZP0412B_raw	AZP0413B_raw	AZP0413A_raw	AZP0414A_raw	AZP0414B_raw	AZP0415B_raw	AZP0415A_raw
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.642	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.121	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.057	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.306	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.155	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.305	NA	NA
1890	NA	NA	0.611	1.082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.421	0.598	NA	NA	NA	NA	NA	1.792	NA	0.204	1.04	0.58
1891	NA	NA	0.757	1.239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.629	0.301	NA	NA	NA	NA	NA	1.675	NA	0.306	0.702	0.499
1892	NA	NA	0.27	0.831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.384	0.262	NA	NA	NA	NA	1.556	1.532	NA	0.516	0.296	0.222
1893	NA	NA	0.195	0.418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.301	0.129	NA	NA	NA	NA	0.811	0.996	NA	0.445	0.049	0.075
1894	NA	NA	0.157	0.561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.516	0.498	NA	NA	NA	NA	0.691	1.439	NA	0.375	0.283	0.202
1895	NA	NA	0.324	0.667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.456	0.603	NA	NA	NA	NA	1.654	2.469	NA	0.43	0.47	0.253
1896	NA	NA	0.332	0.486	0.873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.378	NA	NA	NA	NA	0.91	1.271	NA	0.418	0.245	0.194
1897	NA	NA	0.633	0.649	1.046	NA	NA	NA	NA	NA	NA	NA	0.228	NA	NA	NA	NA	NA	0.562	0.546	NA	NA	NA	NA	1.212	2.75	NA	0.457	0.532	0.379
1898	NA	NA	0.471	0.46	0.652	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	0.375	0.419	NA	NA	NA	NA	0.908	0.886	NA	0.443	0.341	0.282
1899	NA	NA	0.122	0.198	0.461	NA	NA	NA	NA	NA	NA	NA	0.189	NA	NA	NA	NA	NA	0.365	0.299	NA	NA	NA	NA	1.238	1.399	NA	0.605	0.177	0.16
1900	NA	NA	0.262	0.187	0.312	NA	NA	NA	NA	NA	NA	NA	0.062	NA	NA	NA	NA	NA	0.153	0.185	NA	NA	NA	NA	0.706	0.469	NA	0.414	0.241	0.167
1901	NA	NA	0.404	0.439	0.809	NA	NA	NA	NA	NA	NA	NA	0.268	NA	NA	NA	NA	NA	0.412	0.448	NA	NA	NA	NA	1.446	1.501	NA	0.639	0.45	0.178
1902	NA	NA	0.061	0.097	0.058	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	NA	NA	0.121	0.113	NA	NA	NA	NA	1.199	0.828	NA	0.223	0.123	0.089
1903	NA	NA	0.326	0.344	0.339	NA	NA	NA	NA	NA	NA	NA	0.151	NA	NA	NA	NA	NA	0.077	0.121	NA	NA	NA	NA	1.944	1.085	0.48	1.071	0.663	0.561
1904	NA	NA	0.306	0.372	0.291	NA	NA	NA	NA	NA	NA	NA	0.122	NA	NA	NA	NA	NA	0.141	0.17	NA	NA	NA	NA	1.237	1.11	0.423	0.283	0.585	0.484
1905	NA	NA	0.769	1.107	0.569	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	0.213	0.229	NA	NA	NA	NA	1.868	1.545	0.813	0.783	1.002	0.926
1906	NA	NA	1.367	1.591	1.141	NA	NA	NA	NA	NA	NA	NA	0.628	NA	NA	NA	NA	NA	0.364	0.383	NA	NA	NA	NA	1.941	1.781	1.007	0.739	0.769	0.659
1907	NA	NA	1.412	1.493	1.415	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	0.565	0.535	NA	NA	NA	NA	2.117	1.402	0.833	0.959	1.11	0.84
1908	NA	NA	1.65	1.768	1.759	1.661	NA	NA	NA	NA	NA	NA	0.566	NA	NA	NA	NA	NA	0.7	0.61	NA	NA	NA	NA	2.116	1.186	0.908	1.053	1.215	0.819
1909	NA	NA	1.685	1.803	2.07	2.006	NA	NA	NA	NA	NA	NA	0.746	NA	NA	NA	NA	NA	0.665	0.475	NA	0.794	NA	NA	2.265	1.52	1.02	1.144	0.955	0.655
1910	NA	NA	0.752	1.358	1.866	1.576	NA	NA	NA	NA	NA	NA	0.478	0.521	NA	NA	NA	NA	0.804	0.663	NA	0.744	NA	NA	1.708	1.329	0.524	0.853	0.707	0.474
1911	NA	NA	0.69	1.095	1.71	2.132	NA	NA	NA	NA	NA	NA	0.795	0.812	NA	NA	NA	NA	0.605	0.774	0.928	0.757	NA	NA	1.775	1.358	0.549	0.46	0.576	0.59
1912	NA	NA	0.385	0.679	1.393	1.847	NA	NA	NA	NA	NA	NA	0.555	0.49	NA	NA	NA	NA	0.638	0.569	0.653	0.532	NA	0.763	1.377	1.112	0.848	0.675	0.385	0.417
1913	NA	NA	0.354	0.519	1.626	1.869	NA	NA	NA	NA	NA	NA	0.845	0.86	NA	NA	NA	NA	0.73	0.628	0.641	0.549	NA	0.857	1.416	1.03	1.034	1.139	0.195	0.223
1914	NA	NA	0.488	0.811	2.233	2.248	NA	NA	NA	NA	NA	NA	0.792	0.928	NA	NA	NA	NA	1.158	1.023	0.908	0.715	NA	1.43	1.87	1.2	0.91	1.335	0.653	0.584
1915	NA	NA	0.954	1.039	1.742	1.998	NA	NA	NA	NA	NA	NA	0.869	0.705	NA	NA	NA	NA	1.389	1.436	0.998	0.925	0.77	1.268	1.322	0.988	1.345	1.69	0.666	0.617
1916	NA	NA	1.421	1.456	2.162	2.288	NA	NA	NA	NA	NA	NA	0.845	0.803	NA	NA	NA	NA	2.095	2.028	1.411	1.274	1.128	1.215	2.224	1.195	1.721	2.402	0.701	0.582
1917	NA	NA	1.328	1.454	1.969	2.16	NA	NA	NA	NA	NA	NA	0.972	0.852	NA	NA	NA	NA	2.095	1.998	1.187	1.081	1.115	1.31	1.857	1.217	1.699	1.611	0.965	0.802
1918	NA	NA	0.601	0.995	2.594	2.595	NA	NA	NA	NA	NA	NA	0.61	0.531	NA	NA	NA	NA	1.311	1.348	1.152	1.102	1.077	1.242	1.774	0.596	1.456	1.162	0.674	0.567
1919	NA	NA	0.592	0.779	1.911	2.368	NA	NA	NA	NA	NA	NA	0.658	0.532	NA	NA	NA	NA	0.968	1.137	1.359	1.155	1.41	1.05	1.371	0.927	1.132	1.034	1.244	1.247
1920	NA	NA	0.827	0.847	1.942	1.93	NA	NA	NA	NA	NA	NA	0.744	0.683	NA	NA	NA	NA	1.348	1.102	0.843	0.782	0.855	1.169	1.335	0.73	1.432	1.222	1.263	1.165
1921	NA	NA	0.737	0.704	2.62	2.313	NA	NA	NA	NA	NA	NA	0.817	0.786	NA	NA	NA	NA	0.519	0.447	1.121	1.068	1.419	1.525	1.418	0.774	1.443	1.614	0.488	0.691
1922	NA	NA	0.658	0.584	2.129	2.112	NA	NA	NA	NA	NA	NA	0.795	0.773	NA	NA	NA	NA	0.909	0.749	0.962	0.979	1.291	1.515	1.315	0.774	1.922	1.438	0.839	0.731
1923	NA	NA	0.342	0.54	2.04	1.992	NA	NA	NA	NA	NA	NA	0.412	0.392	NA	NA	NA	NA	0.48	0.411	1.59	1.545	0.917	1.241	1.083	0.706	1.546	1.452	0.412	0.555
1924	NA	NA	0.47	0.868	1.621	1.496	NA	NA	NA	NA	NA	NA	0.923	0.759	NA	NA	NA	NA	0.85	0.717	1.313	1.281	1.274	1.456	1.194	0.806	1.529	1.498	0.599	0.841
1925	NA	NA	0.527	0.896	1.902	1.67	NA	NA	NA	NA	NA	NA	0.489	0.487	NA	NA	NA	NA	1.132	0.983	1.275	1.319	1.21	1.6	1.523	1.072	1.311	1.394	0.905	0.921
1926	NA	NA	0.472	0.673	1.26	1.224	NA	NA	NA	NA	NA	NA	0.669	0.618	NA	NA	NA	NA	0.718	0.594	1.233	1.29	1.173	1.049	1.335	0.793	1.399	1.441	0.691	0.787
1927	NA	NA	0.469	0.984	1.823	1.454	NA	NA	NA	NA	NA	NA	0.608	0.668	NA	NA	NA	NA	0.763	0.881	1.711	1.672	1.482	1.33	1.579	0.957	1.126	1.158	0.576	0.621
1928	NA	NA	0.479	1.134	1.489	1.348	NA	NA	NA	NA	NA	NA	0.824	0.746	NA	NA	NA	NA	0.723	0.731	1.163	1.216	1.179	1.141	1.177	0.814	0.981	1.053	0.739	0.722
1929	NA	NA	0.961	1.718	2.343	2.134	NA	NA	NA	NA	NA	NA	1.144	1.138	NA	NA	1.387	NA	1.204	1.357	1.787	2.206	1.863	1.749	1.752	1.365	1.667	1.78	0.803	0.974
1930	NA	NA	0.871	1.52	1.989	1.881	NA	NA	NA	NA	NA	NA	0.954	1.058	NA	NA	1.268	NA	1.107	1.174	1.664	1.95	1.432	1.413	1.676	1.202	1.753	1.811	0.784	0.79
1931	0.596	NA	1.236	1.68	2.468	2.103	NA	NA	NA	NA	NA	NA	1.082	1.017	NA	NA	1.592	1.667	1.297	1.424	2.276	1.71	1.98	1.556	1.935	1.381	2.075	1.92	1.168	1.161
1932	0.644	NA	1.027	1.007	1.901	1.736	NA	NA	NA	NA	NA	NA	0.731	0.827	NA	NA	1.093	0.793	1.285	1.319	1.609	1.665	1.399	1.636	1.769	0.857	1.386	1.484	1.078	1.043
1933	0.55	NA	0.828	1.075	2.207	2.005	NA	NA	NA	NA	NA	NA	0.774	1.005	NA	NA	1.445	1.104	1.314	1.314	1.837	1.677	1.619	1.921	1.562	1.254	0.998	1.063	0.815	0.982
