# Larson - Jablonowski - QUAL - ITRDB WI035
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33936
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33936.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi035-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi035-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi035.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi035.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Jablonowski - QUAL - ITRDB WI035
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Jablonowski
#   Location: Wisconsin
#   Northernmost_Latitude: 43.661
#   Southernmost_Latitude: 43.661
#   Easternmost_Longitude: -90.635
#   Westernmost_Longitude: -90.635
#   Elevation_m: 352
#--------------------
# Data_Collection
#   Collection_Name: WI035
#   First_Year: 1839
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JBL001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JBL001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JBL002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JBL002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JBL002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JBL002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JBL003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JBL003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JBL003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JBL003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JBL005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JBL005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JBL001A_raw	JBL002A_raw	JBL002B_raw	JBL003A_raw	JBL003B_raw	JBL005A_raw
1839	NA	0.572	NA	NA	NA	NA
1840	NA	0.91	NA	NA	NA	NA
1841	NA	0.657	0.778	NA	NA	NA
1842	NA	0.711	0.539	NA	NA	NA
1843	NA	0.882	0.464	NA	NA	NA
1844	NA	1.166	0.36	NA	NA	NA
1845	NA	1.147	0.374	NA	NA	NA
1846	NA	1.186	0.374	NA	NA	NA
1847	NA	0.899	0.344	NA	NA	NA
1848	NA	0.646	0.285	NA	NA	NA
1849	NA	0.785	0.398	NA	NA	NA
1850	NA	0.811	0.423	NA	NA	NA
1851	NA	0.713	0.523	NA	NA	NA
1852	NA	0.551	0.344	NA	NA	NA
1853	NA	0.403	0.359	NA	NA	NA
1854	NA	0.464	0.313	NA	NA	NA
1855	NA	0.424	0.348	NA	NA	NA
1856	NA	0.676	0.393	NA	NA	NA
1857	NA	0.571	0.313	NA	NA	NA
1858	NA	0.847	0.332	NA	NA	NA
1859	NA	0.825	0.403	NA	NA	NA
1860	NA	1.079	0.619	NA	NA	NA
1861	NA	1.164	0.47	NA	NA	NA
1862	NA	1.672	0.692	NA	NA	NA
1863	NA	1.228	0.558	NA	NA	NA
1864	NA	0.974	0.511	NA	NA	NA
1865	NA	0.699	0.85	NA	NA	NA
1866	NA	1.016	0.867	NA	NA	NA
1867	NA	0.91	0.741	NA	NA	NA
1868	NA	0.741	0.719	NA	NA	NA
1869	NA	0.72	0.826	NA	NA	NA
1870	NA	0.529	0.571	NA	NA	NA
1871	NA	0.571	0.487	NA	NA	NA
1872	NA	0.593	0.444	NA	NA	NA
1873	NA	0.424	0.276	NA	NA	NA
1874	NA	0.36	0.233	NA	NA	NA
1875	NA	0.445	0.403	NA	NA	NA
1876	NA	0.296	0.232	NA	NA	NA
1877	NA	0.423	0.254	NA	NA	NA
1878	NA	0.381	0.339	NA	NA	NA
1879	NA	0.402	0.254	NA	NA	NA
1880	NA	0.508	0.254	NA	1.421	NA
1881	NA	0.402	0.233	NA	0.844	NA
1882	NA	0.487	0.254	NA	1.292	NA
1883	NA	0.402	0.317	NA	1.142	NA
1884	NA	0.741	0.275	NA	1.376	NA
1885	NA	0.677	0.444	NA	1.397	NA
1886	NA	0.656	0.487	NA	1.059	NA
1887	NA	0.508	0.466	1.746	0.995	NA
1888	NA	0.339	0.339	1.408	1.313	NA
1889	NA	0.508	0.444	1.238	0.91	NA
1890	NA	0.381	0.698	1.122	1.058	NA
1891	NA	0.466	0.572	1.122	0.804	NA
1892	NA	0.424	0.444	1.365	1.206	NA
1893	NA	0.212	0.444	0.995	0.974	NA
1894	NA	0.233	0.191	0.752	0.699	NA
1895	NA	0.19	0.233	0.656	0.572	NA
1896	NA	0.275	0.317	0.804	0.974	NA
1897	NA	0.233	0.275	0.804	0.847	NA
1898	NA	0.318	0.254	0.72	0.783	NA
1899	NA	0.233	0.19	0.55	0.508	NA
1900	NA	0.212	0.19	0.455	0.402	NA
1901	NA	0.254	0.17	0.444	0.487	NA
1902	NA	0.381	0.19	0.529	0.635	NA
1903	NA	0.868	0.381	0.709	0.72	NA
1904	NA	0.677	0.36	0.625	0.741	NA
1905	NA	1.079	0.677	0.815	1.058	NA
1906	NA	2.223	0.254	0.931	0.953	NA
1907	NA	1.058	0.19	1.249	1.228	NA
1908	NA	1.778	1.143	1.185	1.058	NA
1909	NA	0.804	0.656	0.942	0.868	NA
1910	NA	0.444	0.36	0.847	0.889	NA
1911	NA	0.487	0.402	1.037	0.847	NA
1912	NA	0.741	0.698	1.069	0.953	NA
1913	NA	0.677	0.487	1.027	0.91	NA
1914	NA	0.953	0.635	0.931	0.931	NA
1915	NA	1.101	0.55	1.08	0.91	NA
1916	NA	0.974	0.466	1.143	1.016	NA
1917	NA	0.826	0.614	0.974	1.016	NA
1918	NA	0.677	0.508	1.249	0.995	NA
1919	NA	0.487	0.381	1.154	1.016	NA
1920	NA	0.466	0.275	1.101	0.783	NA
1921	NA	0.614	0.466	1.243	1.249	NA
1922	NA	0.91	0.826	0.599	0.614	NA
1923	NA	0.571	0.423	0.349	0.508	NA
1924	NA	0.529	0.508	0.222	0.36	NA
1925	NA	1.588	1.736	0.307	0.36	NA
1926	NA	1.841	2.371	0.275	0.381	NA
1927	NA	2.138	2.159	0.392	0.466	NA
1928	NA	3.344	3.556	0.243	0.529	NA
1929	NA	1.461	2.117	0.296	0.572	NA
1930	NA	1.016	1.842	0.36	0.614	NA
1931	NA	0.592	0.995	0.36	0.593	NA
1932	NA	0.762	1.715	0.381	0.698	NA
1933	NA	0.826	1.588	0.476	0.593	NA
1934	NA	0.783	1.058	0.465	0.614	NA
1935	NA	1.101	1.418	0.476	0.762	NA
1936	NA	0.741	0.825	0.487	0.635	NA
1937	NA	1.016	0.762	0.381	0.571	NA
1938	NA	0.614	1.101	0.434	0.635	3.26
1939	NA	0.466	0.762	0.444	0.593	2.434
1940	NA	0.529	0.974	0.402	0.635	2.519
1941	NA	0.847	1.249	0.466	0.698	3.175
1942	NA	1.037	1.058	0.572	0.847	4.149
1943	NA	0.783	0.826	0.456	0.741	5.651
1944	NA	0.868	1.228	0.476	0.847	6.054
1945	NA	0.699	1.08	0.497	0.91	7.43
1946	NA	1.122	1.058	0.423	0.571	4.889
1947	NA	1.439	1.058	0.709	0.783	5.186
1948	NA	1.037	0.931	0.423	0.508	1.736
1949	5.821	1.185	1.058	0.487	0.677	2.921
1950	4.73	1.609	1.27	0.582	0.572	3.45
1951	3.937	1.651	1.545	0.667	0.762	4.127
1952	3.884	1.079	1.588	0.497	0.487	4.445
1953	4.36	1.884	2.434	0.656	0.741	4.614
1954	3.494	2.476	3.175	0.72	0.656	3.45
1955	4.339	3.133	3.514	0.688	0.762	3.619
1956	4.011	2.498	3.365	0.698	0.868	3.217
1957	4.361	2.794	2.73	0.751	0.846	2.392
1958	4.297	2.159	2.095	0.603	0.593	1.841
1959	3.048	3.133	3.154	0.783	0.741	3.302
1960	4.297	3.81	3.852	1.09	0.804	2.433
1961	4.032	2.561	2.794	0.857	0.847	2.668
