# Speer - Ellett Valley - PISP - ITRDB VA039
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/26212
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-26212.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va039-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va039-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va039.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va039.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-02-15
#--------------------
# File_Last_Modified_Date
#   Date: 2019-02-15
#--------------------
# Title
#   Study_Name: Speer - Ellett Valley - PISP - ITRDB VA039
#--------------------
# Investigators
#   Investigators: Speer, J.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collected during the 2011 North American Dendroecological Fieldweek (NADEF) NOAA Template Raw Measurements file added 2019-08-22.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ellett Valley
#   Location: Virginia
#   Northernmost_Latitude: 37.184
#   Southernmost_Latitude: 37.184
#   Easternmost_Longitude: -80.378
#   Westernmost_Longitude: -80.378
#   Elevation_m: 634
#--------------------
# Data_Collection
#   Collection_Name: VA039
#   First_Year: 1949
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus spp. L.
#   Common_Name: pine
#   Tree_Species_Code: PISP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ET63LA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET63LA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET53UA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET53UA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET44AL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET44AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET43BL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET43BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET63_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET63; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET57LA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET57LA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET46LB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET46LB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET50LA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET50LA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET50UC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET50UC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET59LA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET59LA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET33LB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET33LB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET62LB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET62LB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET62LA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET62LA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET46LA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET46LA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ET33LA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ET33LA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ET63LA_raw	ET53UA_raw	ET44AL_raw	ET43BL_raw	ET63_raw	ET57LA_raw	ET46LB_raw	ET50LA_raw	ET50UC_raw	ET59LA_raw	ET33LB_raw	ET62LB_raw	ET62LA_raw	ET46LA_raw	ET33LA_raw
1949	1.615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1950	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1951	5.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1952	5.865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.775	2.771	NA	NA
1953	5.185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.372	4.252	NA	NA
1954	5.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.203	5.305	NA	NA
1955	6.265	NA	NA	NA	NA	NA	NA	NA	NA	5.618	NA	6.722	6.474	NA	NA
1956	3.685	NA	NA	NA	NA	NA	NA	4.795	NA	3.011	NA	4.633	4.298	NA	NA
1957	4.78	NA	NA	NA	NA	NA	NA	5.76	NA	2.938	NA	4.667	4.317	NA	NA
1958	4.61	NA	NA	NA	NA	NA	NA	7.57	NA	3.053	NA	4.958	4.199	NA	NA
1959	5.71	NA	NA	NA	NA	NA	11.05	7.715	8.695	2.991	NA	7.546	6.984	12.605	NA
1960	3.405	NA	NA	NA	NA	NA	7.075	5.105	6.155	2.327	NA	4.169	3.038	6.77	NA
1961	3.8	NA	NA	NA	6.38	NA	9.715	5.555	8.095	2.593	NA	5.3	4.335	8.57	NA
1962	3.05	NA	NA	NA	4.945	NA	8.655	4.43	4.91	2.407	NA	5.403	5.994	7.015	NA
1963	2.73	NA	NA	0.46	4.295	NA	7.125	3.73	5.785	1.883	NA	5.493	3.709	6.515	NA
1964	2.97	NA	NA	0.975	4.04	NA	7.36	4.33	4.94	2.576	NA	4.557	3.01	6.147	NA
1965	3.2	NA	NA	2.425	5.45	NA	10.05	5.29	5.165	3.664	NA	6.553	5.002	7.816	NA
1966	1.905	2.595	NA	3.02	2.815	3.72	2.095	3.5	3.065	2.474	NA	2.858	2.282	0.987	NA
1967	1.575	4.235	NA	4.47	3.65	4.51	3.67	4.175	4.005	2.992	NA	5.12	3.7	3.799	NA
1968	2.22	5.9	5.26	5.84	5.23	5.55	3.665	4.525	4.795	2.795	NA	6.06	4.022	5.301	NA
1969	1.78	4.76	3.81	5.295	2.91	4.874	8.19	3.085	3.135	1.982	4.086	3.2	2.464	5.936	NA
1970	2.14	5.61	4.33	5.645	3.58	5.638	6.855	2.5	3.49	2.732	2.862	3.899	2.618	6.08	4.376
1971	0.95	4.17	2.96	5.015	4.04	4.642	5.175	2.255	2.545	2.779	2.701	2.904	1.601	4.335	4.441
1972	1.725	3.11	2.67	3.76	4.335	4.044	5.845	1.965	3.29	2.87	3.39	3.452	2.41	3.934	3.091
1973	1.4	5.045	3.165	4.905	4.545	4.017	5.51	1.76	3.68	3.079	2.861	3.836	2.899	4.679	3.305
1974	1.185	3.395	2.695	3.85	2.695	2.598	4.035	2.275	1.645	1.977	2.999	2.36	2.822	4.581	2.583
1975	1.455	4.19	2.31	4.66	2.775	3.379	3.44	3.33	1.63	2.093	3.524	2.93	2.432	4.067	2.635
1976	1.57	5.04	2.68	3.155	3.675	3.505	4.025	3.26	1.81	1.93	2.33	3.016	3.267	3.329	3.097
1977	0.835	3.335	2.95	3.295	2.27	3.801	2.555	2.665	1.105	1.556	1.694	2.679	1.934	1.797	2.232
1978	1.015	2.735	2.035	2.325	2.83	2.519	1.74	2.39	0.585	1.704	1.185	1.853	1.136	1.287	1.889
1979	0.27	0.92	2.01	1.45	2.11	3.276	0.7	2.555	1.21	0.309	1.716	1.83	1.006	1.056	1.375
1980	0.685	1.16	2.97	1.395	2.285	4.035	1.615	3.515	1.35	0.741	1.695	2.383	1.1	1.551	1.967
1981	0.655	1.37	1.625	1.13	1.3	3.25	1.05	1.555	0.93	0.782	2.077	1.814	0.886	0.958	1.462
1982	0.65	1.94	2.695	2.015	2.94	3.072	1.735	2.29	0.935	0.898	1.604	1.814	1.405	2.113	1.154
1983	0.535	1.575	1.97	1.44	1.47	1.949	1.205	1.3	0.34	0.563	0.046	1.123	1.031	1.685	1.057
1984	1.055	2.14	2.27	1.51	1.325	2.157	1.195	2.895	0.765	0.979	1.552	1.354	1.271	2.097	1.562
1985	0.635	1.53	2.825	2.025	1.625	1.988	1.245	2.53	0.48	0.894	2.036	1.333	1.353	1.715	1.078
1986	0.72	1.2	2.2	1.59	1.14	1.186	1.105	2.535	0.265	0.668	1.655	0.887	0.983	0.733	0.927
1987	0.22	NA	0.875	0.83	0.535	0.637	0.39	1.035	0.265	0.439	1.394	0.507	0.498	0.369	0.745
1988	0.63	NA	2.725	1.625	1.6	1.693	1.185	2.57	0.585	0.858	2.031	0.909	1.196	0.942	1.73
1989	0.725	NA	4.07	1.75	2.12	1.865	2.025	3.215	1	0.941	1.896	0.926	1.338	1.186	1.894
1990	0.615	NA	3.755	1.04	1.625	1.291	2.39	3.53	0.87	1.485	1.83	0.949	0.748	2.082	2.335
1991	0.855	NA	3.2	1.385	1.35	0.848	1.15	1.685	0.505	1.152	1.229	0.948	0.749	1.031	2.187
1992	0.57	NA	2.865	1.245	2	1.038	1.125	2.325	0.34	0.879	0.806	1.091	1.024	1.082	1.128
1993	0.31	NA	2.09	1.25	1.21	0.636	1.395	2.77	0.155	0.641	0.837	0.859	0.741	1.214	0.716
1994	0.19	NA	2.15	0.895	0.735	0.403	1.135	1.525	0.36	0.475	0.689	0.881	0.902	1.092	0.465
1995	0.23	NA	2.395	0.755	1.195	0.553	1.455	2.005	0.475	1.274	1.368	1.081	1.187	1.318	0.868
1996	0.56	NA	2.87	1.565	1.97	0.286	1.89	1.9	0.815	1.255	2.168	0.879	1.434	1.622	1.752
1997	0.32	NA	3.15	2.065	1.085	0.254	1.44	2.245	0.87	0.977	2.284	0.689	0.656	2.073	0.893
1998	0.275	NA	2.65	2.175	1.645	0.644	1.75	2.295	0.715	0.874	1.653	0.814	0.812	1.161	1.367
1999	0.29	NA	2.85	2.54	0.835	0.636	1.46	2.125	0.435	1.337	1.357	0.756	1.167	1.644	1.023
2000	0.515	NA	3.135	1.99	1.28	0.636	1.31	1.91	0.335	1.475	1.272	0.964	1.271	1.375	1.334
