# Maxwell - Pine Hills - TSCA - ITRDB IN027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30572
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30572.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in027-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in027-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in027.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - Pine Hills - TSCA - ITRDB IN027
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Ayers, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Eastern Deciduous Forest, Climate response, Palmer Drought Severity Index NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Maxwell, J. T. and Harley, G.L.
#   Journal_Name: Climate Dynamics
#   Published_Title: Increased tree-ring network density reveals more precise estimations of sub-regional hydroclimate variability and climate dynamics in the Midwest, USA
#   Published_Date_or_Year: 2017
#   Volume: 49
#   Pages: 1479-1493
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1007/s00382-016-3396-9
#   Full_Citation: None
#   Abstract: Understanding the historic variability in the hydroclimate provides important information on possible extreme dry or wet periods that in turn inform water management plans. Tree rings have long provided historical context of hydroclimate variability of the U.S. However, the tree-ring network used to create these countrywide gridded reconstructions is sparse in certain locations, such as the Midwest. Here, we increase (n = 20) the spatial resolution of the tree-ring network in southern Indiana and compare a summer (June-August) Palmer Drought Severity Index (PDSI) reconstruction to existing gridded reconstructions of PDSI for this region. We find both droughts and pluvials that were previously unknown that rival the most intense PDSI values during the instrumental period. Additionally, historical drought occurred in Indiana that eclipsed instrumental conditions with regard to severity and duration. During the period 1962-2004 CE, we find that teleconnections of drought conditions through the Atlantic Meridional Overturning Circulation have a strong influence (r = -0.60, p < 0.01) on secondary tree growth in this region for the late spring-early summer season. These findings highlight the importance of continuing to increase the spatial resolution of the tree-ring network used to infer past climate dynamics to capture the sub-regional spatial variability. Increasing the spatial resolution of the tree-ring network for a given region can better identify sub-regional variability, improve the accuracy of regional tree-ring PDSI reconstructions, and provide better information for climatic teleconnections.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pine Hills
#   Location: Indiana
#   Northernmost_Latitude: 39.938923
#   Southernmost_Latitude: 39.938923
#   Easternmost_Longitude: -87.055537
#   Westernmost_Longitude: -87.055537
#   Elevation_m: 187
#--------------------
# Data_Collection
#   Collection_Name: IN027
#   First_Year: 1808
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PHH06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHH06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHH05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHH05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHH05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHH05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHH04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHH04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHH10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHH10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHH09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHH09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHH06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHH06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PFF09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PFF09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PFF10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PFF10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PFF111A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PFF111A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PFF12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PFF12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PHH06A_raw	PHH05A_raw	PHH05B_raw	PHH04B_raw	PHH10A_raw	PHH09B_raw	PHH06B_raw	PFF09A_raw	PFF10B_raw	PFF111A_raw	PFF12A_raw
1808	NA	NA	6.146	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	1.534	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	1.68	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	1.554	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	2.299	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	1.093	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	0.488	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	0.934	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	1.546	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	0.953	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	1.081	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	0.353	NA	NA	NA	NA	1.192	NA	NA	NA
1820	NA	NA	0.344	NA	NA	NA	NA	2.131	NA	NA	NA
1821	NA	NA	0.489	NA	NA	6.012	7.984	1.291	NA	NA	NA
1822	NA	NA	0.653	NA	NA	1.803	0.631	1.248	NA	NA	NA
1823	NA	NA	0.653	NA	NA	2.998	0.866	1.543	NA	NA	NA
1824	NA	NA	0.692	NA	NA	1.406	0.786	1.585	NA	NA	NA
1825	NA	NA	0.777	NA	NA	0.918	0.668	1.623	NA	NA	NA
1826	NA	NA	0.611	NA	NA	2.075	0.634	1.692	NA	NA	NA
1827	NA	1.208	0.904	NA	NA	1.741	0.751	1.128	NA	NA	NA
1828	NA	0.504	0.66	NA	NA	1.332	0.638	0.964	NA	NA	NA
1829	NA	0.639	0.702	3.297	NA	1.135	0.58	1.424	NA	NA	NA
1830	NA	0.566	0.702	1.227	NA	1.322	0.756	1.553	NA	NA	NA
1831	NA	0.763	1.337	1.383	NA	1.43	1.451	1.422	NA	NA	NA
1832	NA	0.837	1.436	0.792	NA	1.164	1.541	1.342	NA	NA	NA
1833	NA	0.759	1.606	0.927	NA	1.125	0.825	1.51	NA	NA	NA
1834	NA	0.864	1.222	0.996	NA	1.11	0.986	1.679	NA	0.888	NA
1835	NA	0.899	1.603	1.236	NA	1.257	0.606	2.047	NA	1.014	NA
1836	NA	0.526	0.761	0.771	NA	1.077	0.446	1.503	NA	0.761	NA
1837	NA	0.564	0.846	1.667	NA	0.929	0.69	1.339	NA	1.226	NA
1838	NA	0.436	0.718	0.539	NA	0.854	0.658	1.487	NA	1.69	NA
1839	NA	0.371	0.549	0.631	NA	1.005	0.344	1.277	NA	1.353	NA
1840	NA	0.58	1.184	0.899	NA	1.528	0.823	1.846	NA	2.411	NA
1841	NA	0.907	1.436	1.337	NA	1.782	1.254	2.161	NA	2.114	NA
1842	NA	0.572	0.93	0.817	NA	1.412	0.573	1.275	NA	3.25	NA
1843	NA	0.742	1.099	0.741	NA	1.237	0.213	1.513	NA	2.233	NA
1844	NA	0.773	1.141	0.946	NA	1.293	0.218	1.466	NA	2.186	NA
1845	NA	0.937	1.31	1.283	NA	1.247	0.255	1.464	NA	1.592	NA
1846	NA	0.827	1.352	1.308	NA	0.947	0.338	1.654	NA	1.514	NA
1847	NA	1.152	1.479	1.481	NA	1.221	0.639	1.133	NA	2.531	NA
1848	0.896	1.154	1.475	1.1	NA	1.098	0.751	1.258	NA	2.187	NA
1849	0.594	0.864	1.308	0.972	NA	1.293	0.906	1.381	NA	2.766	NA
1850	0.803	0.839	1.14	1.058	NA	1.533	0.954	1.518	NA	2.482	NA
1851	1.353	1.013	1.351	0.508	NA	1.168	1.119	2.225	NA	2.784	NA
1852	1.124	0.741	1.183	0.402	NA	1.172	0.721	1.731	NA	1.814	NA
1853	2.017	1.016	1.394	0.698	NA	1.662	0.914	2.154	NA	2.495	NA
1854	1.314	1.029	1.227	0.718	NA	1.127	0.673	1.294	NA	1.989	NA
1855	0.535	0.829	0.677	0.676	NA	0.879	0.203	1.348	NA	2.115	NA
1856	0.757	1.044	0.804	0.761	NA	0.881	0.364	1.264	NA	0.55	NA
1857	0.781	1.436	1.142	0.677	NA	1.126	0.478	1.475	NA	1.817	NA
1858	1.04	1.543	1.395	0.718	NA	1.171	0.48	2.012	NA	2.745	NA
1859	1.327	2.061	1.735	0.76	NA	1.737	0.522	2.18	NA	2.703	NA
1860	1.011	1.618	1.65	0.549	NA	1.739	0.682	1.506	NA	2.113	NA
1861	1.09	1.611	1.776	0.633	NA	1.371	0.489	1.161	NA	2.407	5.563
1862	0.941	1.241	1.603	0.887	NA	1.09	0.602	1.168	NA	2.327	2.637
1863	0.901	0.964	1.394	0.928	NA	0.808	0.451	1.258	NA	2.37	3.392
1864	0.76	0.774	0.888	0.634	NA	0.921	0.539	1.261	NA	1.733	2.406
1865	0.509	0.623	0.592	0.465	0.675	0.856	0.299	1.177	NA	1.647	0.991
1866	0.239	0.253	0.275	0.338	1.222	0.855	0.195	1.134	NA	1.898	1.841
1867	0.38	0.288	0.296	0.761	1.847	0.864	0.245	1.805	NA	2.362	2.234
1868	0.322	0.357	0.36	0.677	2.826	1.079	0.274	1.672	NA	2.151	2.282
1869	0.715	0.665	0.846	0.549	2.031	1.532	0.825	2.342	NA	2.576	2.762
1870	3.513	1.671	2.241	0.506	1.203	2.113	3.091	1.716	NA	2.12	1.825
1871	5.622	2.094	3.294	0.717	0.954	2.074	4.152	1.797	NA	1.456	2.335
1872	5.35	2.013	3.294	0.633	0.954	2.408	4.683	2.009	NA	1.634	2.557
1873	3.788	2.29	3.169	0.969	1.244	2.257	4.121	2.431	NA	0.42	2.189
1874	3.275	2.275	2.999	0.969	1.18	2.601	3.872	2.892	NA	1.344	2.151
1875	1.211	0.897	1.562	0.674	1.605	1.329	1.207	1.623	NA	0.378	1.817
1876	2.551	2.113	2.996	0.758	1.776	3.461	2.989	2.879	NA	1.858	2.481
1877	2.131	1.754	2.156	0.884	1.862	3.055	1.903	2.836	NA	1.52	2.716
1878	2.938	2.431	2.834	1.557	2.031	3.946	3.816	3.058	NA	2.327	3.207
1879	1.797	1.44	1.523	1.141	1.566	2.42	2.032	2.515	NA	1.396	2.017
1880	2.266	1.338	1.82	1.183	1.1	2.857	2.285	2.68	NA	1.606	2.723
1881	1.197	0.559	0.592	0.887	1.1	1.742	0.584	1.841	NA	0.994	1.33
1882	2.729	1.251	1.016	2.616	1.016	2.651	1.429	3.093	NA	1.977	2.31
1883	3.641	1.319	1.016	2.443	0.804	2.27	1.429	2.961	4.811	2.577	1.926
1884	2.374	1.399	1.016	1.852	0.889	2.719	1.961	3.33	2.459	3.762	2.227
1885	2.209	0.698	0.55	1.178	0.888	2.186	1.393	3.169	1.543	2.199	1.753
