# Wager - Big Cottonwood East - Days Fork - PSME - ITRDB UT566
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37962
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37962.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut566-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut566.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ut566.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-04-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-04-17
#--------------------
# Title
#   Study_Name: Wager - Big Cottonwood East - Days Fork - PSME - ITRDB UT566
#--------------------
# Investigators
#   Investigators: Wager, David J.; DeRose, R. Justin; Jess, Ryan
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Wager, David J; F A Baker
#   Published_Date_or_Year: 2003
#   Published_Title: Potential effects of ozone, climate, and spruce budworm on Douglas-fir growth in the Wasatch Mountains
#   Journal_Name: Can. J. For. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1139/x02-211
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Big Cottonwood East - Days Fork
#   Location: Utah
#   Northernmost_Latitude: 40.639
#   Southernmost_Latitude: 40.639
#   Easternmost_Longitude: -111.629
#   Westernmost_Longitude: -111.629
#   Elevation_m: 2250
#--------------------
# Data_Collection
#   Collection_Name: UT566
#   First_Year: 1912
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DAY-02E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-02E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-02W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-02W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-03E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-03E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-03W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-03W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-04E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-04E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-04W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-04W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-05E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-05E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-05W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-05W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-06E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-06E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-06W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-06W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-07E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-07E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-07W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-07W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-08E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-08E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-08W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-08W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-09E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-09E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-09W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-09W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-10E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-10E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAY-10W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAY-10W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DAY-02E_raw	DAY-02W_raw	DAY-03E_raw	DAY-03W_raw	DAY-04E_raw	DAY-04W_raw	DAY-05E_raw	DAY-05W_raw	DAY-06E_raw	DAY-06W_raw	DAY-07E_raw	DAY-07W_raw	DAY-08E_raw	DAY-08W_raw	DAY-09E_raw	DAY-09W_raw	DAY-10E_raw	DAY-10W_raw
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.565	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.412	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.365	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.181	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.249	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.607	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.651	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.018	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.464	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.109	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.906	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.607	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.828	NA	NA
1926	NA	NA	3.079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.402	3.542	NA	NA
1927	NA	NA	2.718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.691	3.81	NA	NA
1928	2.1	NA	3.024	NA	NA	NA	NA	NA	NA	NA	NA	2.739	NA	NA	5.356	3.927	NA	NA
1929	2.651	NA	3.71	2.377	NA	NA	NA	NA	NA	NA	NA	1.963	NA	NA	5.567	4.312	NA	NA
1930	2.666	NA	3.86	3.304	NA	NA	NA	NA	NA	NA	4.052	2.017	NA	NA	5.349	4.663	NA	NA
1931	2.243	NA	3.793	3.119	NA	NA	NA	NA	NA	NA	3.681	2.634	NA	NA	5.091	3.994	NA	NA
1932	2.632	NA	3.974	2.656	NA	NA	NA	NA	NA	NA	2.506	2.822	NA	NA	4.523	3.627	NA	NA
1933	3.267	4.293	3.325	2.72	NA	NA	NA	NA	NA	NA	1.787	2.377	NA	NA	4.341	3.478	NA	NA
1934	3.174	2.976	3.688	3.294	NA	NA	NA	NA	NA	NA	2.752	3.397	NA	NA	3.76	3.051	NA	NA
1935	2.542	2.137	3.186	2.083	NA	NA	NA	NA	NA	NA	3.034	3.069	NA	NA	4.321	3.379	NA	NA
1936	2.715	2.427	4.35	3.32	NA	NA	NA	NA	NA	NA	2.661	3.055	NA	NA	4.382	3.575	NA	NA
1937	2.909	3.198	4.059	4.369	NA	NA	NA	NA	2.331	NA	3.957	4.105	2.256	NA	5.62	4.219	NA	NA
1938	2.591	3.641	3.658	3.693	NA	NA	NA	NA	2.936	NA	3.628	3.967	2.637	NA	5.069	3.817	NA	NA
1939	2.426	3.091	3.823	3.736	NA	NA	NA	NA	2.209	NA	4.089	4.524	1.8	1.83	5.361	3.905	NA	NA
1940	1.932	2.324	3.566	2.741	NA	NA	NA	NA	2.29	2.424	3.154	3.268	1.722	1.461	4.224	3.116	NA	NA
1941	2.156	2.75	3.965	4.075	NA	NA	2.851	3.9	3.164	4.509	3.835	3.659	2.641	3.185	4.754	3.14	NA	NA
1942	2.585	2.821	4.058	3.822	NA	NA	3.047	3.977	2.114	2.983	4.761	4.873	2.55	2.709	4.09	3.127	NA	NA
1943	2.477	3.108	4.275	5.057	NA	NA	3.277	4.012	2.802	3.39	3.889	4.74	2.901	2.739	5.03	3.567	NA	NA
1944	2.6	3.103	3.568	3.59	NA	NA	4.187	4.001	3.332	4.363	2.874	3.867	2.761	2.674	4.069	2.935	3.647	NA
1945	2.498	2.74	3.376	3.532	NA	NA	3.83	4.01	3.483	3.294	3.586	3.94	3.372	2.814	4.301	3.348	3.105	NA
1946	2.786	2.847	3.634	4.446	3.725	2.37	3.754	4.1	3.226	3.789	4.279	4.36	3.241	3.72	4.521	3.65	3.023	NA
1947	3.21	3.021	3.473	4.555	3.846	2.708	3.461	4.231	3.993	4.541	3.405	3.613	3.208	3.151	4.55	3.609	2.747	4.736
1948	3.659	2.885	2.957	4.011	2.935	2.213	3.139	3.486	4.118	4.163	4.192	4.141	3.579	3.912	3.844	3.412	2.848	3.639
1949	3.234	2.764	3.029	3.344	3.227	1.974	2.383	3.035	3.319	3.395	2.706	3.265	3.072	3.213	3.796	3.365	2.529	4.017
1950	2.964	2.258	3.198	3.214	3.132	2.393	2.867	3.406	2.695	2.71	2.674	3.451	2.748	3.221	3.563	3.055	2.414	3.17
1951	3.448	2.457	3.716	4.083	3.841	3.366	3.131	3.512	4.207	3.955	3.748	3.852	3.677	3.531	5.498	3.82	3.489	4.689
1952	3.747	3.011	4.023	4.847	4.187	2.425	2.825	3.492	3.824	3.563	4.511	4.058	3.454	4.253	4.776	3.419	3.593	3.717
1953	4.128	2.83	3.226	3.309	3.394	2.71	2.837	3.469	3.914	3.772	3.23	3.452	3.127	3.684	3.871	2.897	3.259	3.372
1954	4.514	3.871	4.21	5.348	4.153	3.976	2.694	3.607	3.71	3.89	4.156	4.504	4.049	4.033	5.244	3.637	3.824	3.572
1955	3.771	2.904	3.725	4.655	3.549	3.645	2.938	3.328	3.908	3.793	3.991	3.516	2.947	3.699	5.888	4.138	2.946	2.838
1956	3.54	2.999	3.533	4.204	3.463	3.741	2.324	3.415	3.352	3.406	3.727	3.302	3.156	3.325	5.211	3.723	3.127	3.622
1957	2.972	2.613	2.807	3.799	2.855	3.003	1.682	2.868	3.277	3.527	2.843	2.679	2.854	2.792	3.691	2.792	3.27	2.633
1958	2.172	2.327	2.588	2.784	2.613	2.306	1.575	2.8	2.717	3.131	2.752	2.906	2.356	2.387	2.983	2.299	2.798	2.621
1959	2.499	2.451	3.109	3.235	3.04	3.174	1.835	3.176	3.169	3.431	2.399	2.843	2.903	2.266	3.471	2.607	3.283	2.913
1960	2.299	3.159	4.037	3.599	4.223	3.342	2.158	3.186	2.75	3.088	3.294	2.739	2.773	2.505	3.453	3.124	3.633	3.077
1961	2.026	2.324	3.337	2.426	3.489	2.901	1.772	2.646	2.974	3.29	2.039	2.265	1.921	1.924	2.558	2.102	3.045	2.621
1962	2.134	2.666	4.38	3.292	4.558	3.548	1.879	2.931	3.01	3.558	2.577	2.987	2.832	2.422	3.341	2.155	3.703	3.504
1963	2.6	3.035	4.722	3.611	4.754	3.69	2.242	3.058	3.56	3.916	3.008	3	2.981	3.214	3.849	2.536	4.029	3.559
