# Lawrence - Charlottesville Mt. Jefferson (Observatory Hill) - QUPR - ITRDB VA019
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3873
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3873.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va019-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va019-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va019.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va019.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Lawrence - Charlottesville Mt. Jefferson (Observatory Hill) - QUPR - ITRDB VA019
#--------------------
# Investigators
#   Investigators: Lawrence, D.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Charlottesville Mt. Jefferson (Observatory Hill)
#   Location: Virginia
#   Northernmost_Latitude: 38.0
#   Southernmost_Latitude: 38.0
#   Easternmost_Longitude: -78.42
#   Westernmost_Longitude: -78.42
#   Elevation_m: 245
#--------------------
# Data_Collection
#   Collection_Name: VA019
#   First_Year: 1881
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus prinus L.
#   Common_Name: chestnut oak
#   Tree_Species_Code: QUPR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OBH011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH222_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH222; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH231_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH231; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OBH241_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OBH241; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OBH011_raw	OBH012_raw	OBH021_raw	OBH022_raw	OBH031_raw	OBH032_raw	OBH051_raw	OBH052_raw	OBH061_raw	OBH062_raw	OBH071_raw	OBH072_raw	OBH081_raw	OBH082_raw	OBH091_raw	OBH092_raw	OBH101_raw	OBH102_raw	OBH111_raw	OBH112_raw	OBH121_raw	OBH122_raw	OBH131_raw	OBH132_raw	OBH141_raw	OBH142_raw	OBH152_raw	OBH161_raw	OBH162_raw	OBH171_raw	OBH172_raw	OBH191_raw	OBH192_raw	OBH201_raw	OBH202_raw	OBH211_raw	OBH212_raw	OBH221_raw	OBH222_raw	OBH231_raw	OBH241_raw
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.11	NA	NA	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.17	NA	NA	3.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA	NA	3.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	5.24	NA	NA	2.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	2.66	NA	NA	NA	NA	6.82	NA	NA	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	2.81	3.87	NA	NA	NA	4.75	NA	NA	2.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	2.49	3.45	NA	NA	NA	3.16	NA	NA	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	3.06	3.18	NA	NA	NA	5.79	NA	NA	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	2.54	3.1	NA	NA	NA	6	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	3.7	3.25	NA	NA	NA	5.58	NA	NA	4.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	3.93	3.85	NA	NA	NA	5.16	NA	NA	3.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	3.27	4.37	NA	NA	NA	5.66	4.2	2.93	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	2.77	3.37	NA	NA	NA	6.41	4.94	2.54	3.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	3.18	5.16	NA	NA	NA	6	5.21	2.87	4.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	3.77	5.88	NA	NA	NA	6.98	3.89	4	3.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	NA
1909	NA	NA	NA	NA	NA	NA	3.95	4.37	NA	NA	NA	4.87	4.23	3.31	4.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.25	NA
1910	NA	NA	NA	NA	NA	NA	4.76	6.36	NA	NA	NA	3.87	3.41	2.77	4.73	NA	NA	NA	NA	NA	NA	NA	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.63	NA
1911	NA	NA	NA	NA	NA	NA	2.99	3.31	NA	NA	NA	3.16	3.45	1.47	2.06	NA	NA	NA	NA	NA	NA	NA	3.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.36	NA
1912	NA	NA	NA	NA	NA	NA	5.66	5.08	NA	NA	NA	4.94	2.83	2.62	2.75	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.03	NA
1913	NA	NA	NA	NA	NA	NA	5.69	7.84	NA	NA	NA	5.28	3.7	2.91	2.93	NA	NA	NA	NA	NA	NA	NA	5.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.29	NA
1914	NA	NA	NA	NA	NA	NA	4.45	4.66	NA	NA	NA	4.29	3.33	2.58	3.22	NA	NA	NA	NA	NA	NA	NA	4.62	3.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.91	NA
1915	NA	NA	NA	NA	NA	NA	4.33	6.63	NA	NA	NA	7.57	5.75	3.89	5.03	NA	NA	NA	NA	NA	NA	NA	5.04	3.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA
1916	NA	NA	NA	NA	NA	NA	5.09	9.42	NA	NA	NA	9.23	6.37	4.25	8.27	7.23	NA	NA	NA	NA	NA	NA	5.67	5.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.46	NA
1917	NA	NA	NA	NA	NA	NA	3.35	6.29	NA	NA	NA	6.5	5.55	3.85	6.9	6.42	NA	NA	NA	NA	NA	NA	5.26	5.24	NA	4.12	NA	NA	NA	NA	5.88	NA	NA	NA	NA	NA	NA	NA	NA	6.5	NA
1918	NA	NA	NA	NA	NA	NA	2.87	3.83	NA	4.62	NA	5.29	3.35	3.25	5	5.54	NA	NA	NA	NA	NA	NA	4.19	4.26	NA	5.21	NA	8.07	NA	NA	4.37	NA	NA	NA	NA	NA	NA	NA	4.84	5.33	NA
1919	NA	NA	NA	NA	NA	NA	2.77	3.91	NA	4.51	NA	6.54	4.46	4.03	6.54	5.79	NA	NA	NA	NA	NA	NA	5.32	4.57	NA	4.09	NA	8.9	NA	NA	5.23	NA	NA	NA	NA	NA	NA	NA	6.03	4.87	NA
1920	NA	3.97	NA	NA	NA	NA	4.2	5.12	NA	5.26	NA	6.01	5.54	3.89	6.09	6.04	NA	NA	NA	NA	NA	NA	5.08	4.63	NA	3.64	NA	5.92	NA	NA	4.62	NA	NA	NA	NA	NA	NA	NA	7.63	5.87	NA
1921	NA	3.64	NA	NA	NA	NA	4.09	3.93	NA	3.27	NA	5.76	4.48	3.29	6.3	5.48	NA	NA	NA	NA	NA	NA	4.17	3.79	NA	3.97	NA	4.46	NA	NA	4.41	NA	NA	NA	NA	NA	NA	NA	6.4	5.62	NA
1922	NA	4.69	NA	NA	NA	NA	6.03	5.54	NA	3.29	NA	5.88	5.91	4.91	5.57	6.61	NA	NA	NA	NA	NA	NA	5.44	4.55	NA	4.84	NA	4	NA	NA	3.75	NA	NA	NA	NA	NA	NA	NA	8.23	3.99	NA
