# McPartland - Marcell Experimental Forest Eastern Spruce bog - PIMA - ITRDB MN037
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37860
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37860.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn037-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn037.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mn037.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-03-31
#--------------------
# File_Last_Modified_Date
#   Date: 2023-03-31
#--------------------
# Title
#   Study_Name: McPartland - Marcell Experimental Forest Eastern Spruce bog - PIMA - ITRDB MN037
#--------------------
# Investigators
#   Investigators: McPartland, Mara
#--------------------
# Description_Notes_and_Keywords
#   Description: collected Sept 2020, 2020 included in chronology
#--------------------
# Publication
#   Authors: McPartland, M.Y.
#   Published_Date_or_Year: 2024
#   Published_Title: Decadal-scale variability and warming affect spring timing and forest growth across the western Great Lakes region. International Journal of Biometeorology
#   Journal_Name: International Journal of Biometeorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages:
#   DOI: 10.1007/s00484-023-02616-y
#   Full_Citation:
#   Abstract: The Great Lakes region of North America has warmed by 1–2 °C on average since pre-industrial times, with the most pronounced changes observable during winter and spring. Interannual variability in temperatures remains high, however, due to the influence of ocean-atmosphere circulation patterns that modulate the warming trend across years. Variations in spring temperatures determine growing season length and plant phenology, with implications for whole ecosystem function. Studying how both internal climate variability and the “secular” warming trend interact to produce trends in temperature is necessary to estimate potential ecological responses to future warming scenarios. This study examines how external anthropogenic forcing and decadal-scale variability influence spring temperatures across the western Great Lakes region and estimates the sensitivity of regional forests to temperature using long-term growth records from tree-rings and satellite data. Using a modeling approach designed to test for regime shifts in dynamic time series, this work shows that mid-continent spring climatology was strongly influenced by the 1976/1977 phase change in North Pacific atmospheric circulation, and that regional forests show a strengthening response to spring temperatures during the last half-century.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: University of Minnesota
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Marcell Experimental Forest Eastern Spruce bog
#   Location: Minnesota
#   Northernmost_Latitude: 47.52942
#   Southernmost_Latitude: 47.52942
#   Easternmost_Longitude: -93.4528
#   Westernmost_Longitude: -93.4528
#   Elevation_m: 426.2
#--------------------
# Data_Collection
#   Collection_Name: MN037
#   First_Year: 1878
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus massoniana Lamb.
#   Common_Name: Masson pine
#   Tree_Species_Code: PIMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MPM01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPM15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPM15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MPM01A_raw	MPM01B_raw	MPM02A_raw	MPM02B_raw	MPM03A_raw	MPM03B_raw	MPM04A_raw	MPM04B_raw	MPM05A_raw	MPM05B_raw	MPM06A_raw	MPM06B_raw	MPM07A_raw	MPM07B_raw	MPM08A_raw	MPM08B_raw	MPM09A_raw	MPM09B_raw	MPM10A_raw	MPM10B_raw	MPM11A_raw	MPM11B_raw	MPM12A_raw	MPM12B_raw	MPM13A_raw	MPM13B_raw	MPM14A_raw	MPM14B_raw	MPM15A_raw	MPM15B_raw
1878	NA	NA	NA	0.104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	0.074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	0.076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.065	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	0.059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.081	NA	NA	NA	NA	NA	NA	NA	0.084	0.101	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	0.045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.079	NA	NA	NA	NA	NA	NA	NA	0.091	0.115	NA	NA	NA	NA	NA	NA
1884	0.116	NA	NA	0.047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.096	NA	NA	NA	NA	NA	NA	NA	0.083	0.087	NA	NA	NA	NA	NA	NA
1885	0.106	NA	NA	0.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.073	NA	NA	NA	NA	NA	NA	NA	0.076	0.088	NA	NA	NA	NA	NA	NA
1886	0.086	NA	NA	0.041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.062	NA	NA	NA	NA	NA	NA	NA	0.132	0.081	NA	NA	NA	NA	NA	NA
1887	0.052	NA	NA	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	NA	NA	NA	NA	NA	NA	0.075	0.097	NA	NA	NA	NA	NA	NA
1888	0.091	NA	NA	0.022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052	NA	NA	NA	NA	NA	NA	NA	0.088	0.08	NA	NA	NA	NA	NA	NA
1889	0.095	NA	NA	0.018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	NA	0.106	0.093	NA	NA	NA	NA	NA	NA
1890	0.139	0.106	NA	0.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	NA	NA	0.08	0.076	NA	NA	NA	NA	NA	NA
1891	0.143	0.1	0.026	0.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.083	NA	NA	NA	NA	NA	NA	NA	0.106	0.068	NA	0.084	NA	NA	NA	NA
1892	0.104	0.071	0.044	0.023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.054	NA	NA	NA	NA	NA	NA	NA	0.097	0.064	NA	0.118	NA	NA	NA	NA
1893	0.076	0.056	0.044	0.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.063	0.073	NA	NA	NA	NA	NA	NA	0.118	0.069	NA	0.09	NA	NA	NA	NA
1894	0.06	0.052	0.048	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.059	0.096	NA	NA	NA	NA	NA	NA	0.105	0.067	NA	0.067	NA	NA	NA	NA
1895	0.123	0.087	0.052	0.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.107	0.08	NA	NA	NA	NA	NA	NA	0.148	0.115	NA	0.08	NA	NA	NA	NA
1896	0.133	0.08	0.043	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.122	0.137	NA	NA	NA	NA	NA	NA	0.111	0.106	NA	0.106	NA	NA	NA	NA
1897	0.121	0.09	0.054	0.024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.118	0.135	NA	NA	NA	NA	NA	NA	0.092	0.076	NA	0.095	NA	NA	NA	NA
1898	0.12	0.096	0.042	0.022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.134	0.116	NA	NA	NA	NA	NA	NA	0.102	0.105	NA	0.096	NA	NA	NA	NA
1899	0.124	0.071	0.035	0.043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.068	0.078	NA	NA	NA	NA	NA	NA	0.067	0.067	NA	0.053	NA	NA	NA	NA
1900	0.106	0.061	0.059	0.053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.058	0.055	NA	NA	NA	NA	NA	NA	0.086	0.077	NA	0.045	NA	NA	NA	NA
1901	0.103	0.039	0.05	0.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.059	0.07	NA	NA	NA	NA	NA	NA	0.111	0.107	NA	0.047	NA	NA	NA	NA
1902	0.092	0.051	0.048	0.022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.048	0.037	NA	NA	0.101	NA	NA	NA	0.097	0.133	NA	0.044	NA	NA	NA	NA
1903	0.091	0.054	0.032	0.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052	0.048	NA	NA	0.125	NA	NA	NA	0.12	0.155	NA	0.031	NA	NA	NA	NA
1904	0.098	0.065	0.037	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	0.047	NA	NA	0.096	NA	NA	NA	0.109	0.122	NA	0.021	NA	NA	NA	NA
1905	0.102	0.09	0.064	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.038	0.059	NA	NA	0.113	NA	NA	NA	0.128	0.152	NA	0.019	NA	NA	NA	NA
1906	0.08	0.053	0.046	0.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.038	0.054	NA	NA	0.11	NA	NA	NA	0.111	0.084	NA	0.017	NA	NA	NA	NA
1907	0.055	0.053	0.038	0.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023	0.04	NA	NA	0.115	NA	NA	NA	0.087	0.075	NA	0.016	NA	NA	NA	NA
1908	0.078	0.054	0.037	0.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	0.054	NA	NA	0.129	NA	NA	NA	0.106	0.097	NA	0.02	NA	NA	NA	NA
1909	0.061	0.042	0.031	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.047	0.071	0.197	0.173	0.126	NA	NA	NA	0.136	0.113	NA	0.014	NA	NA	NA	NA
1910	0.078	0.041	0.042	0.024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.066	0.073	0.201	0.216	0.114	0.084	NA	NA	0.177	0.111	NA	0.017	NA	NA	NA	NA
1911	0.048	0.056	0.052	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.068	0.078	0.185	0.196	0.191	0.111	0.135	NA	0.177	0.093	NA	0.022	NA	NA	NA	NA
1912	0.073	0.057	0.063	0.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.081	0.116	0.173	0.18	0.149	0.131	0.154	NA	0.235	0.137	NA	0.046	NA	NA	NA	NA
1913	0.061	0.076	0.064	0.037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.063	0.115	0.15	0.191	0.161	0.145	0.145	NA	0.203	0.159	NA	0.041	NA	NA	NA	NA
1914	0.08	0.075	0.054	0.033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.078	0.086	0.209	0.246	0.167	0.165	0.129	NA	0.257	0.244	NA	0.062	NA	NA	NA	NA
1915	0.106	0.125	0.118	0.047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.122	0.109	0.23	0.259	0.178	0.222	0.207	NA	0.33	0.302	NA	0.061	NA	NA	NA	NA
1916	0.096	0.091	0.088	0.047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.092	0.077	0.154	0.126	0.119	0.161	0.177	NA	0.233	0.172	NA	0.066	NA	NA	NA	NA
1917	0.097	0.088	0.041	0.036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.114	0.08	0.145	0.154	0.195	0.18	0.16	NA	0.242	0.157	NA	0.079	NA	NA	NA	NA
1918	0.101	0.11	0.031	0.018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.116	0.103	0.124	0.127	0.209	0.171	0.192	NA	0.204	0.175	NA	0.091	NA	NA	NA	NA
1919	0.109	0.094	0.022	0.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049	0.057	0.106	0.087	0.156	0.115	0.135	NA	0.164	0.12	NA	0.057	NA	NA	NA	NA
1920	0.135	0.114	0.048	0.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	0.066	0.142	0.124	0.21	0.187	0.18	NA	0.178	0.148	NA	0.068	NA	NA	NA	NA
1921	0.122	0.119	0.038	0.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.094	0.07	0.102	0.097	0.192	0.212	0.192	NA	0.17	0.098	NA	0.06	NA	NA	NA	NA
1922	0.091	0.115	0.03	0.064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.122	0.112	0.12	0.083	0.211	0.187	0.223	NA	0.179	0.114	NA	0.09	NA	NA	NA	NA
1923	0.057	0.116	0.053	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.103	0.136	0.137	0.105	0.222	0.185	0.223	NA	0.25	0.114	NA	0.093	NA	NA	NA	NA
1924	0.104	0.136	0.072	0.09	NA	NA	NA	NA	NA	NA	0.207	NA	NA	NA	0.15	0.165	0.2	0.142	0.19	0.167	0.192	NA	0.22	0.102	NA	0.084	NA	NA	NA	NA
1925	0.098	0.135	0.082	0.067	NA	NA	NA	NA	NA	NA	0.149	NA	NA	NA	0.109	0.109	0.156	0.115	0.132	0.159	0.208	NA	0.235	0.087	0.096	0.083	NA	NA	NA	NA
