# Black - Hamma Hamma - PSME - ITRDB WA157
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38205
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38205.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa157-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa157.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa157.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-06-12
#--------------------
# File_Last_Modified_Date
#   Date: 2023-06-12
#--------------------
# Title
#   Study_Name: Black - Hamma Hamma - PSME - ITRDB WA157
#--------------------
# Investigators
#   Investigators: Black, Bryan A.; Pringle, Patrick T.; Contreras, Trevor A.; Carson, Emily L.
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Geological Survey
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Hamma Hamma
#   Location: Washington
#   Northernmost_Latitude: 47.537
#   Southernmost_Latitude: 47.537
#   Easternmost_Longitude: -123.066
#   Westernmost_Longitude: -123.066
#   Elevation_m: 8
#--------------------
# Data_Collection
#   Collection_Name: WA157
#   First_Year: 585
#   Last_Year: 923
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## Ham01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham01c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham01c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham01d_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham01d; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham01e_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham01e; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham01f_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham01f; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham02c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham02c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham03c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham03c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham05d_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham05d; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham05e_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham05e; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham05f_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham05f; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Ham08c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Ham08c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	Ham01a_raw	Ham01b_raw	Ham01c_raw	Ham01d_raw	Ham01e_raw	Ham01f_raw	Ham02a_raw	Ham02b_raw	Ham02c_raw	Ham03a_raw	Ham03b_raw	Ham03c_raw	Ham04a_raw	Ham04b_raw	Ham05a_raw	Ham05b_raw	Ham05d_raw	Ham05e_raw	Ham05f_raw	Ham07a_raw	Ham08b_raw	Ham08c_raw
585	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
586	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
587	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.47	6.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
588	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
589	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.91	6.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
590	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.3	5.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
591	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.51	5.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
592	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.65	5.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
593	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.68	4.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
594	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
595	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.46	4.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
596	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.85	2.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
597	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34	2.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
598	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
599	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69	2.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
600	NA	NA	3.9	NA	NA	NA	NA	NA	NA	3.05	3.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
601	NA	NA	4.24	NA	NA	NA	NA	NA	NA	3.09	3.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
602	NA	NA	5.09	NA	NA	NA	NA	NA	NA	2.95	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
603	NA	NA	3.92	NA	NA	NA	NA	NA	NA	2.57	3.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
604	NA	NA	1.36	NA	NA	NA	NA	NA	NA	2.31	2.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
605	4.51	NA	4.71	NA	NA	NA	NA	NA	NA	2.72	2.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
606	4.77	NA	4.91	NA	NA	NA	NA	NA	NA	3.04	3.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
607	4.77	NA	4.99	NA	NA	NA	NA	NA	NA	2.79	3.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
608	4.49	NA	4.95	NA	NA	NA	NA	NA	NA	3.46	3.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
609	2.44	NA	3.35	NA	NA	NA	NA	NA	NA	2.71	3.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
610	2.84	NA	4.17	NA	NA	NA	NA	NA	NA	2.53	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
611	3.87	4.52	4.85	NA	NA	NA	NA	NA	NA	3.7	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
612	3.86	4.18	4.64	4.48	5	NA	NA	NA	NA	3.24	4.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.03	NA
613	3.13	3.6	4.3	3.89	4.39	NA	NA	NA	NA	2.88	3.76	4.18	NA	NA	NA	NA	NA	NA	NA	NA	3.35	NA
614	3.36	3.82	4.11	3.83	4.07	NA	NA	NA	NA	3.15	3.87	3.73	NA	NA	NA	NA	NA	NA	NA	NA	3.08	3.04
615	3.9	4.2	4.2	3.87	3.95	NA	NA	NA	NA	2.91	3.45	3.73	NA	NA	NA	NA	NA	NA	NA	NA	2.94	2.9
616	3.67	3.57	3.94	3.75	3.92	NA	NA	NA	NA	3.54	3.28	3.99	NA	NA	NA	NA	NA	NA	NA	NA	3.5	3.63
617	2.75	2.88	2.74	2.47	2.56	2.86	NA	NA	NA	2.01	2.74	2.73	NA	NA	NA	NA	NA	NA	NA	NA	3.16	2.94
618	2.26	3	2.79	2.02	2.11	2.98	NA	NA	NA	2.54	2.75	2.72	NA	NA	NA	NA	NA	NA	NA	NA	2.51	2.73
619	2.46	2.97	2.74	2.44	2.52	3	NA	NA	NA	1.97	1.93	2.99	NA	NA	NA	NA	NA	NA	NA	NA	2.17	2.58
620	2.35	3.05	2.79	2.54	2.48	2.68	NA	NA	NA	2.64	2.08	2.76	NA	NA	NA	NA	NA	NA	NA	NA	1.56	1.82
621	2.64	3.06	3.02	2.74	2.67	2.91	NA	NA	NA	2.87	2.39	2.38	NA	NA	NA	NA	NA	NA	NA	NA	2.04	2.12
622	2.27	2.57	2.28	1.85	2.13	2.32	NA	NA	NA	2.15	2.65	2.53	NA	NA	NA	NA	NA	NA	NA	NA	1.22	1.3
623	1.8	2.1	2.1	1.37	1.73	1.82	NA	NA	NA	2.25	2.55	2.65	NA	NA	NA	NA	NA	NA	NA	NA	1.03	1.07
624	1.64	1.89	2.28	1.55	1.68	2.24	NA	NA	NA	2.02	2.44	2.66	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.81
625	2.54	2.93	3.07	2.62	2.9	3.19	NA	NA	NA	2.31	2.69	2.92	NA	NA	NA	NA	NA	NA	NA	NA	1.32	1.37
626	3.02	2.9	3.33	2.86	3.28	3.34	NA	NA	NA	2.68	2.95	3.14	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1.63
627	2.84	2.84	3.27	2.68	2.57	3.33	NA	NA	NA	2.56	2.51	2.54	NA	NA	NA	NA	NA	NA	NA	NA	1.9	1.79
628	2.95	2.82	3.16	3.05	3.27	3.13	NA	NA	NA	2.29	2.64	2.82	NA	NA	NA	NA	2.91	NA	NA	NA	1.94	2.02
629	2.43	2.25	2.5	2.63	2.58	2.63	NA	NA	NA	1.79	2.02	2.18	NA	NA	NA	NA	2.24	NA	NA	NA	1.85	1.78
630	1.93	1.75	2.32	1.97	2.17	2.3	NA	NA	NA	1.68	2.37	2.32	NA	NA	NA	NA	1.76	NA	NA	NA	1.63	1.76
631	2.42	2.44	3.81	2.51	2.61	3.05	NA	NA	NA	2.1	2.45	3.04	NA	NA	NA	NA	2.81	NA	NA	NA	2.04	1.99
632	2.79	2.7	3.68	2.81	2.69	3.41	NA	NA	NA	2.35	2.58	2.99	NA	NA	NA	NA	2.47	NA	NA	NA	2.02	2.05
633	2.2	2.48	3.16	2.16	2.22	2.53	NA	NA	NA	2.25	1.97	2.03	NA	NA	NA	NA	1.74	NA	NA	NA	1.8	1.93
634	2.52	2.76	2.96	2.35	2.44	2.32	NA	NA	NA	2.69	1.99	2.3	NA	NA	NA	NA	2.26	NA	NA	NA	1.67	1.89
