# Maxwell - Hemmer Woods - ACSH - ITRDB IN034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34643
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34643.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in034-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in034-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in034.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in034.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Hemmer Woods - ACSH - ITRDB IN034
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X); Therrell, M.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sugar Maple and White Oak comparisons 1901-2016 (analyses period). NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Tsun Fung Au, Justin T. Maxwell, Kimberly A. Novick, Scott M. Robeson, Scott M. Warner, Benjamin R. Lockwood, Richard P. Phillips, Grant L. Harley, Frank W. Telewski, Matthew D. Therrell, Neil Pederson
#   Journal_Name: Ecography
#   Published_Title: Demographic shifts in eastern US forests increase the impact of late-season drought on forest growth
#   Published_Date_or_Year: 2020
#   Volume: 43
#   Pages: 1475-1486
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1111/ecog.05055
#   Full_Citation: None
#   Abstract: While forest communities are changing as a result of global environmental change, the impacts of tree species shifts on ecosystem services such as carbon storage are poorly quantified. In many parts of the eastern United States (US), more xeric-adapted oak-hickory dominated stands are being replaced with mesic beech-maple assemblages. To examine the possible impacts of this ongoing change in forest composition, we investigated how two wide-ranging and co-occurring eastern US species - Acer saccharum (sugar maple) and Quercus alba (white oak) - respond to interannual climate variability. Using 781 tree cores from 418 individual trees at 18 locations, we found late-growing season drought reduced A. saccharum growth more than that of Q. alba. A gradient in the growth reduction across latitude was also found in A. saccharum, where southern populations of A. saccharum experienced greater reductions in growth during drought. Drought had a legacy effect on growth for both species, with drought occurring later in the growing season having a larger legacy effect. Consequently, as forests shift from oak to maple dominance, drought in the later part of the growing season is likely to become an increasingly important control on forest productivity. Thus, our findings suggest that co-occurring species are responding to environmental conditions during different times in the growing season and, therefore, the timing of drought conditions will play an important role in forest productivity and carbon sequestration as forest species composition changes. These findings are particularly important because the projected increases in potential evapotranspiration, combined with possible changes in the seasonality of precipitation could have a substantial impact on how tree growth responds to future climatic change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Hemmer Woods
#   Location: Indiana
#   Northernmost_Latitude: 38.229087
#   Southernmost_Latitude: 38.229087
#   Easternmost_Longitude: -87.366519
#   Westernmost_Longitude: -87.366519
#   Elevation_m: 259
#--------------------
# Data_Collection
#   Collection_Name: IN034
#   First_Year: 1937
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HES01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HES13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HES13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HES01A_raw	HES01B_raw	HES02A_raw	HES02B_raw	HES03A_raw	HES03B_raw	HES04A_raw	HES04B_raw	HES05A_raw	HES06A_raw	HES07A_raw	HES07B_raw	HES08A_raw	HES08B_raw	HES09A_raw	HES09B_raw	HES10A_raw	HES10B_raw	HES11A_raw	HES11B_raw	HES12A_raw	HES12B_raw	HES13A_raw	HES13B_raw
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1938	NA	NA	8.163	NA	NA	NA	3.239	NA	NA	3.247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.072
1939	NA	NA	4.841	4.653	NA	NA	1.724	NA	NA	2.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.942
1940	NA	NA	3.326	2.099	NA	NA	1.563	4.275	NA	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.379
1941	NA	NA	4.348	4.144	NA	NA	1.193	1.891	NA	2.365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.758
1942	NA	NA	5.118	8.776	NA	NA	3.998	1.538	NA	3.652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.12
1943	NA	NA	4.761	5.762	NA	NA	4.148	1.598	NA	3.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.872
1944	NA	NA	2.005	2.095	NA	NA	1.463	3.962	NA	1.731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.372
1945	NA	NA	7.201	6.945	NA	NA	3.95	1.172	NA	2.741	NA	NA	NA	NA	NA	NA	1.313	1.185	1.172	NA	NA	NA	NA	2.595
1946	NA	NA	5.498	4.481	NA	NA	2.632	1.584	NA	3.152	NA	NA	NA	NA	NA	NA	0.654	0.889	0.386	NA	NA	NA	NA	2.703
1947	NA	1.832	4.625	5.385	NA	NA	2.745	2.549	NA	3.647	NA	NA	NA	NA	NA	NA	0.767	0.738	0.466	NA	NA	NA	NA	1.985
1948	NA	1.267	2.844	2.676	NA	NA	1.883	4.062	NA	3.169	NA	NA	NA	NA	NA	NA	0.58	0.895	0.354	NA	NA	NA	NA	1.671
1949	NA	0.855	3.821	7.616	NA	NA	2.183	2.518	NA	2.891	NA	NA	NA	NA	NA	NA	0.845	0.923	0.674	NA	NA	NA	NA	1.777
1950	NA	1.643	3.089	5.393	NA	NA	3.551	2.416	NA	2.907	NA	NA	NA	NA	NA	NA	0.795	1.17	0.91	NA	NA	NA	NA	2.554
1951	NA	2.382	2.79	3.903	NA	NA	2.79	1.55	NA	2.078	NA	NA	NA	NA	NA	NA	0.75	1.156	0.731	0.888	NA	NA	NA	1.619
1952	NA	1.061	1.98	3.164	NA	NA	1.354	1.551	NA	1.838	NA	NA	NA	NA	NA	NA	0.616	0.84	0.483	0.629	NA	NA	NA	1.383
1953	NA	1.439	3.391	2.666	NA	NA	1.246	1.216	NA	1.412	NA	NA	NA	NA	NA	NA	0.78	1.135	0.506	0.835	NA	NA	NA	0.915
1954	NA	2.008	1.955	2.127	NA	NA	1.514	1.874	NA	1.584	NA	NA	NA	NA	NA	NA	1.401	2.107	0.778	1.022	NA	NA	NA	1.286
1955	NA	3.512	4.335	4.79	NA	NA	3.489	3.058	NA	3.147	NA	NA	NA	NA	NA	NA	1.47	1.49	2.373	2.221	NA	NA	NA	1.998
1956	NA	3.695	2.798	3.64	NA	NA	2.754	2.46	NA	2.991	NA	NA	NA	NA	NA	NA	0.848	1.402	1.628	1.553	NA	NA	NA	1.544
1957	NA	4.562	3.764	5.177	NA	NA	3.333	2.975	NA	2.961	NA	NA	NA	NA	NA	NA	1.183	2.078	2.517	0.994	NA	2.065	NA	1.442
1958	NA	4.471	4.912	5.401	NA	NA	4.01	2.918	NA	2.722	NA	NA	NA	NA	NA	2.567	0.732	1.565	1.712	1.278	NA	1.987	NA	1.557
1959	NA	3.793	2.456	4.359	NA	NA	2.729	2.01	NA	3.128	NA	NA	NA	NA	NA	2.24	1.026	1.406	0.969	0.592	NA	1.666	NA	1.519
1960	NA	1.929	3.579	4.33	NA	NA	3.96	4.414	NA	2.862	NA	NA	NA	NA	5.44	2.103	1.438	2.028	1.52	1.918	NA	1.874	NA	1.974
1961	NA	1.226	1.675	3.288	NA	NA	2.241	1.664	NA	1.508	NA	NA	NA	NA	2.617	1.069	0.76	0.995	1.162	1.498	NA	1.238	NA	1.065
1962	NA	1.342	2.121	4.412	NA	NA	1.763	1.184	NA	1.721	NA	NA	NA	NA	3.22	2.299	1.422	1.537	1.333	1.966	NA	1.189	NA	1.942
1963	NA	0.7	3.187	4.354	NA	NA	2.302	2.077	NA	1.555	NA	NA	NA	NA	3.153	2.232	1.476	1.949	2.013	2.702	NA	1.531	NA	1.685
1964	NA	0.588	3.015	2.787	NA	NA	2.002	1.272	NA	2.197	NA	NA	NA	NA	2.865	2.29	1.272	1.094	1.251	1.541	NA	1.093	NA	2.273
1965	NA	0.569	3.648	3.093	NA	NA	2.45	2.533	NA	2.493	NA	NA	NA	NA	3.687	2.415	2.242	1.246	1.864	1.621	NA	1.496	NA	2.675
1966	NA	0.784	3.407	4.061	NA	NA	1.999	2.103	NA	2.199	NA	NA	NA	NA	2.772	1.429	0.859	1.238	1.645	1.642	3.057	1.604	NA	2.257
1967	NA	2.239	5.587	3.776	NA	NA	3.293	2.661	NA	2.911	NA	NA	NA	NA	3.891	2.557	2.72	2.823	2.517	3.261	2.785	3.125	NA	3.942
1968	NA	1.435	4.629	2.386	NA	NA	1.828	2.271	NA	2.348	NA	NA	NA	NA	4.245	4.675	2.181	2.233	1.963	2.568	2.314	2.532	NA	3.921
1969	NA	2.25	4.766	3.899	NA	NA	2.931	2.996	NA	1.632	NA	NA	NA	NA	4.677	4.962	2.37	2.334	1.776	3.165	2.413	2.394	NA	4.16
1970	NA	2.647	4.303	2.156	NA	NA	1.26	0.956	NA	1.703	NA	NA	NA	NA	4.446	4.135	1.934	1.754	1.243	2.219	1.802	2.38	NA	1.722
1971	NA	1.865	3.357	3.292	NA	NA	1.137	2.487	NA	1.375	NA	NA	NA	NA	4.372	3.664	1.008	1.552	1.56	2.164	1.162	3.179	NA	2.394
1972	NA	0.893	2.641	2.817	NA	NA	1.744	1.473	NA	0.506	0.567	0.85	NA	NA	3.789	2.864	1.219	1.771	2.817	2.372	2.013	2.294	NA	2.164
1973	NA	3.596	3.849	3.221	NA	NA	1.984	1.944	NA	0.938	0.717	0.688	NA	NA	4.271	3.308	1.473	2.889	3.457	3.116	2.834	2.805	NA	4.88
1974	NA	3.024	3.98	2.722	NA	NA	1.776	1.897	NA	2.751	0.853	0.507	NA	NA	4.34	4.413	2.174	4.119	3.021	2.76	2.472	1.908	NA	2.412
1975	NA	2.305	3.564	2.375	NA	NA	0.863	0.801	NA	2.119	1.209	0.838	NA	NA	2.816	1.807	1.269	2.8	1.754	1.851	1.829	1.466	NA	2.426
1976	NA	1.245	3.206	2.688	1.188	1.129	1.255	1.525	NA	2.19	0.668	0.761	NA	NA	4.041	2.53	1.691	2.898	1.393	2.263	1.713	1.382	NA	2.067
1977	NA	1.751	3.009	2.937	1.206	0.992	0.658	3.14	NA	2.35	0.36	0.366	NA	NA	3.861	2.222	1.485	1.96	1.764	2.51	1.733	2.127	NA	1.612
1978	6.475	1.324	3.579	2.314	1.186	1.124	1.806	2.692	NA	1.498	1.245	0.726	0.7	NA	3.187	3.231	1.328	2.851	0.929	2.759	1.667	1.474	NA	2.897
1979	6.913	2.481	3.718	2.916	1.373	1.242	2.556	2.16	NA	2.91	0.645	0.834	1.593	NA	3.446	2.889	1.899	2.198	2.746	4.885	1.272	1.495	3.683	2.552
1980	4.799	4.112	3.715	4.211	1.743	1.403	2.745	3.319	NA	3.116	0.869	0.631	1.565	NA	2.636	2.32	1.997	2.5	3.224	4.414	1.934	2.351	3.258	3.665
1981	14.401	6.711	5.981	4.176	1.961	1.805	2.307	3.981	NA	3.114	1.218	1.625	1.076	NA	5.92	4.148	2.69	2.985	2.758	4.801	3.162	3.607	3.267	4.55
1982	3.367	5.607	5.314	4.59	1.044	1.329	0.83	2.195	NA	4.284	0.425	0.753	0.815	NA	4.665	3.303	2.151	2.501	3.988	4.3	2.754	2.357	3.819	3.301
1983	4.63	3.291	2.668	1.772	1.808	1.424	2.292	1.537	NA	2.509	0.476	0.465	0.804	1.041	2.528	2.019	0.927	1.073	1.594	1.878	1.301	1.143	2.812	2.679
1984	2.554	3.162	3.957	2.641	1.036	0.76	1.164	1.643	NA	1.701	1.194	0.583	0.677	0.798	2.912	2.043	1.061	1.485	2.491	2.647	3.163	2.835	3.951	2.376
1985	2.591	3.128	6.587	4.42	2.223	1.932	0.8	2.797	NA	1.495	1.243	1.311	0.649	1.32	4.686	3.476	1.956	2.274	3.39	4.492	4.119	3.791	4.945	3.092
1986	7.033	2.867	7.43	4.536	2.53	2.326	2.416	4.211	NA	3.896	0.514	1.989	2.002	1.132	4.352	4.32	0.89	2.651	2.574	3.208	3.482	3.951	4.715	3.75
1987	7	4.174	8.891	5.827	2.951	1.776	2.482	4.329	1.657	4.641	0.824	1.664	1.463	1.804	4.138	3.775	2.268	2.173	2.848	3.609	3.336	3.084	4.899	3.463
1988	3.087	3.654	3.18	1.848	1.952	2.257	3.187	1.941	0.844	3.792	0.495	1.145	0.883	1.099	2.302	2.156	1.113	1.678	1.191	1.277	1.411	1.234	3.906	1.583
1989	4.389	4.724	5.634	2.888	1.646	1.672	1.707	3.531	1.719	8.186	1.437	2.033	2.614	2.85	3.99	3.03	1.638	2.481	3.12	3.096	3.191	2.107	3.965	2.888
