# Grissino-Mayer - Mount Graham Pinaleno Mountains - PCEN - ITRDB AZ511
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3433
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3433.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az511-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az511-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az511.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az511.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Grissino-Mayer - Mount Graham Pinaleno Mountains - PCEN - ITRDB AZ511
#--------------------
# Investigators
#   Investigators: Grissino-Mayer, H.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Graham Pinaleno Mountains
#   Location: Arizona
#   Northernmost_Latitude: 32.7
#   Southernmost_Latitude: 32.7
#   Easternmost_Longitude: -109.87
#   Westernmost_Longitude: -109.87
#   Elevation_m: 3221
#--------------------
# Data_Collection
#   Collection_Name: AZ511
#   First_Year: 1696
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea engelmannii Parry ex Engelm.
#   Common_Name: Engelmann spruce
#   Tree_Species_Code: PCEN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GRD011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD023_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD023; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD043_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD043; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD053_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD053; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRD162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRD162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GRD011_raw	GRD012_raw	GRD013_raw	GRD021_raw	GRD022_raw	GRD023_raw	GRD031_raw	GRD032_raw	GRD041_raw	GRD042_raw	GRD043_raw	GRD051_raw	GRD052_raw	GRD053_raw	GRD071_raw	GRD072_raw	GRD091_raw	GRD092_raw	GRD101_raw	GRD102_raw	GRD141_raw	GRD142_raw	GRD151_raw	GRD152_raw	GRD161_raw	GRD162_raw
1696	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1698	1.53	NA	NA	NA	NA	NA	NA	NA	3.08	NA	3.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	2.28	NA	NA	NA	NA	NA	NA	NA	4.1	NA	4.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	1.84	NA	NA	NA	NA	NA	NA	NA	3.41	NA	2.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	2.98	NA	NA	NA	NA	NA	NA	NA	5.58	NA	4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1702	2.15	NA	NA	NA	NA	NA	NA	NA	4.31	NA	3.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1703	2.61	NA	NA	NA	NA	NA	NA	NA	4.43	NA	3.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1704	2.16	NA	NA	NA	NA	NA	NA	NA	4.34	NA	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1705	1.98	NA	NA	NA	NA	NA	NA	NA	3.34	NA	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1706	1.97	NA	NA	NA	NA	NA	NA	NA	2.65	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1707	1.65	2.21	NA	NA	NA	NA	NA	NA	2.08	NA	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1708	2	2.7	NA	NA	NA	NA	NA	NA	3.13	NA	3.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1709	1.63	2.16	NA	NA	NA	NA	NA	NA	2.71	NA	3.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1710	1.92	3.88	NA	2.23	NA	NA	NA	NA	3.55	NA	3.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1711	2.1	3.99	NA	2.44	NA	NA	NA	NA	4.63	NA	3.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1712	1.99	2.79	NA	3.59	NA	NA	NA	NA	4.42	NA	3.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1713	1.51	1.95	NA	2.65	NA	NA	NA	NA	4.43	NA	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1714	1.81	1.97	NA	2.84	NA	NA	NA	NA	3.92	NA	4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	1.71	1.66	NA	2.89	NA	NA	NA	NA	2.84	NA	3.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1716	1.5	1.24	NA	2.62	NA	NA	NA	NA	2.38	NA	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	1.83	1.8	NA	2.87	NA	NA	NA	NA	1.97	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1718	2.14	1.86	NA	2.48	NA	NA	NA	NA	3.12	NA	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	1.76	1.34	NA	2	NA	NA	NA	NA	2.9	NA	2.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1720	1.6	1.42	NA	1.5	NA	NA	NA	NA	2.99	NA	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1721	1.5	1.47	NA	2.86	NA	NA	NA	NA	2.7	NA	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1722	1.78	2.13	NA	2.17	2.73	NA	NA	NA	3.31	NA	3.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1723	1.69	1.64	NA	2.05	1.95	NA	NA	NA	2.07	NA	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1724	1.94	1.44	NA	2.53	1.96	NA	NA	NA	1.87	NA	3.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1725	2.21	1.58	NA	2.1	2.31	NA	NA	NA	2	NA	3.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1726	2.21	1.53	NA	2.17	2.27	NA	NA	NA	2.46	NA	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	2.17	1.33	NA	1.81	1.74	NA	NA	NA	1.91	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1728	1.92	1.59	NA	2.48	2.37	NA	NA	NA	2.11	NA	3.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1729	1.83	1.3	NA	1.92	2.01	NA	NA	NA	2.24	NA	3.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1730	1.97	1.54	NA	2.44	2.45	NA	NA	NA	2.37	NA	3.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1731	1.98	1.52	NA	1.88	2.08	NA	NA	NA	2.09	NA	4.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1732	1.9	1.39	NA	1.78	2.3	NA	NA	NA	2.18	NA	3.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	1.11	0.92	NA	0.98	1.59	NA	NA	0.36	2.04	NA	3.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	1.53	0.95	NA	1.89	2.18	NA	NA	0.54	2.15	NA	4.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	1.35	0.8	NA	1.42	1.69	NA	NA	0.39	1.97	NA	3.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	0.94	0.91	NA	1.31	1.52	NA	NA	0.55	1.9	NA	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78	NA
1737	1.37	0.95	NA	1.29	1.51	NA	NA	0.27	1.77	NA	2.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79	NA
1738	1.02	1	NA	1.48	1.69	NA	NA	0.68	2.41	NA	3.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.32	NA
1739	0.77	0.77	NA	1.15	1.42	NA	NA	0.38	1.92	NA	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	NA
1740	0.84	0.86	NA	1.23	1.32	NA	NA	0.28	1.64	NA	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	NA
1741	1.06	1.36	NA	1.68	1.96	NA	NA	0.62	2.53	NA	3.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA
1742	1	1.07	NA	1.52	1.87	NA	NA	0.56	2.44	NA	2.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92	NA
1743	0.94	1.17	NA	1.7	1.94	NA	NA	0.91	2.29	NA	3.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89	NA
