# Larson - Schindler - QUMA - ITRDB WI052
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33954
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33954.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi052-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi052-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi052.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi052.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Schindler - QUMA - ITRDB WI052
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Schindler
#   Location: Wisconsin
#   Northernmost_Latitude: 42.888
#   Southernmost_Latitude: 42.888
#   Easternmost_Longitude: -90.724
#   Westernmost_Longitude: -90.724
#   Elevation_m: 282
#--------------------
# Data_Collection
#   Collection_Name: WI052
#   First_Year: 1864
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SCH001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCH010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCH010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SCH001A_raw	SCH001B_raw	SCH002A_raw	SCH002B_raw	SCH003A_raw	SCH003B_raw	SCH004A_raw	SCH004B_raw	SCH005A_raw	SCH005B_raw	SCH006A_raw	SCH006B_raw	SCH007A_raw	SCH007B_raw	SCH008A_raw	SCH008B_raw	SCH009A_raw	SCH009B_raw	SCH010A_raw	SCH010B_raw
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.533	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.462	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.804	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.678	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.466	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.677	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.741	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.931	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.847	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.291	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.122	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.418	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.312	NA	0.402	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.588	NA	0.542	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.413	NA	0.86	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.672	NA	1.466	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.799	NA	1.143	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.651	0.701	0.868	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.694	0.57	0.529	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.677	0.676	0.593	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.524	0.276	1.016	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.847	1.782	0.402	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.249	0.677	0.275	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.905	1.799	0.762	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.482	1.355	0.487	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.016	0.762	0.762	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.762	0.551	0.55	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995	0.359	0.889	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.249	0.72	0.635	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.656	0.381	0.508	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.698	0.318	0.529	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.698	0.36	0.783	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.508	0.445	0.529	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.466	0.847	0.635	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.487	2.138	0.72	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.593	2.095	1.143	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	2.074	NA	NA	NA	NA	NA	NA	1.037	1.482	1.355	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	3.153	NA	NA	NA	NA	NA	NA	1.799	3.111	3.09	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	3.681	NA	NA	NA	NA	NA	NA	2.244	3.513	3.027	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	2.764	NA	NA	NA	NA	NA	NA	1.524	2.096	2.794	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	3.262	NA	NA	NA	NA	NA	NA	1.672	2.032	3.281	NA	NA
1906	NA	NA	NA	NA	0.695	NA	NA	NA	3.216	NA	NA	NA	NA	NA	NA	1.439	2.053	2.222	NA	NA
1907	NA	NA	NA	NA	0.664	NA	NA	NA	3.108	NA	NA	NA	NA	NA	NA	1.545	2.265	2.371	NA	NA
1908	NA	NA	NA	NA	0.751	NA	NA	NA	2.815	NA	NA	NA	NA	NA	1.923	1.397	2.159	2.011	NA	0.221
1909	NA	NA	NA	NA	1.625	NA	NA	NA	3.15	NA	NA	NA	NA	NA	1.753	1.166	2.011	2.35	NA	0.584
1910	NA	NA	NA	NA	1.073	NA	NA	NA	1.967	NA	NA	NA	NA	NA	3.46	1.395	1.545	1.439	NA	0.976
1911	NA	NA	NA	NA	1.636	NA	NA	NA	1.692	NA	NA	NA	NA	NA	2.243	0.868	1.46	1.228	NA	1.481
1912	NA	NA	NA	NA	2.312	NA	NA	NA	4.846	NA	NA	NA	NA	NA	2.794	1.122	2.985	2.18	NA	1.281
1913	NA	NA	NA	NA	2.566	NA	NA	NA	4.592	NA	NA	NA	NA	NA	3.662	1.524	2.201	1.968	NA	2.525
1914	NA	NA	6.897	3.609	1.982	NA	NA	NA	3.341	NA	NA	NA	NA	NA	2.159	1.228	1.99	1.524	NA	3.569
1915	NA	NA	5.441	6.71	3.691	NA	NA	NA	4.389	4.409	NA	NA	NA	NA	4.466	4.445	3.027	2.646	NA	1.524
1916	NA	4.487	5.824	4.846	4.409	NA	NA	NA	4.119	4.94	NA	NA	NA	NA	3.704	2.709	2.73	2.773	NA	3.514
1917	NA	3.904	3.798	4.724	3.56	NA	NA	NA	3.66	4.102	NA	NA	2.773	NA	1.926	2.011	1.757	2.159	NA	1.016
1918	NA	3.027	3.816	5.174	5.38	NA	NA	NA	4.126	4.277	NA	NA	2.857	NA	2.265	2.413	1.842	2.328	NA	2.476
1919	NA	4.432	4.533	5.214	4.875	NA	NA	NA	4.658	4.261	NA	NA	3.027	5.08	3.429	2.349	3.746	3.429	NA	4.784
1920	NA	3.895	3.737	4.369	5.435	NA	NA	NA	5.417	3.376	NA	NA	3.789	8.446	2.646	2.032	4.826	2.879	NA	4.741
1921	NA	4.44	4.016	3.448	4.416	NA	NA	NA	4.249	3.619	NA	NA	2.349	3.387	1.778	1.82	3.768	2.265	5.652	4.36
1922	NA	5.456	5.673	4.362	6.356	NA	NA	NA	4.018	4.232	NA	NA	3.937	4.72	2.794	2.752	3.133	2.561	6.033	4.635
1923	NA	4.062	3.712	2.681	4.119	NA	NA	NA	2.276	2.832	NA	NA	2.181	2.477	1.481	1.355	1.693	1.249	4.762	3.598
1924	NA	4.629	5.342	4.749	4.808	NA	NA	NA	4.001	4.14	4.001	NA	2.751	2.603	2.201	1.482	2.35	1.651	5.8	4.003
1925	NA	3.665	4.083	3.073	2.785	NA	NA	NA	2.941	3.013	3.387	NA	2.434	2.138	2.371	1.693	2.096	1.418	5.122	4.253
1926	NA	3.994	2.478	2.576	3.022	NA	NA	NA	2.328	2.44	3.366	NA	2.18	2.836	1.99	1.397	2.392	1.757	4.191	3.936
