# Stahle - Keystone Lake - QUST - ITRDB OK007
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4874
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4874.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok007l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ok007l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok007l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ok007l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Stahle - Keystone Lake - QUST - ITRDB OK007
#--------------------
# Investigators
#   Investigators: Stahle, D.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Keystone Lake
#   Location: Oklahoma
#   Northernmost_Latitude: 36.2
#   Southernmost_Latitude: 36.2
#   Easternmost_Longitude: -96.22
#   Westernmost_Longitude: -96.22
#   Elevation_m: 275
#--------------------
# Data_Collection
#   Collection_Name: OK007
#   First_Year: 1611
#   Last_Year: 1982
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus stellata Wangenh.
#   Common_Name: post oak
#   Tree_Species_Code: QUST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KEY81ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY81ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY81BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY81BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY81CLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY81CLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY82ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY82ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY82BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY82BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY83ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY83ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY83BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY83BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY84ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY84ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY84BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY84BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY85ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY85ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY85BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY85BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY86ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY86ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY86BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY86BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY87ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY87ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY87BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY87BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY88ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY88ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY88BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY88BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY89ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY89ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY89BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY89BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY90ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY90ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY90BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY90BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY91ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY91ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY91BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY91BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY92ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY92ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY92BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY92BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY93ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY93ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY93BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY93BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY94ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY94ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY94BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY94BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY95ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY95ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY95BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY95BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY96ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY96ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY96BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY96BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY97BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY97BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY98ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY98ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY98BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY98BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY99ALW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY99ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KEY99BLW_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: KEY99BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KEY81ALW_raw	KEY81BLW_raw	KEY81CLW_raw	KEY82ALW_raw	KEY82BLW_raw	KEY83ALW_raw	KEY83BLW_raw	KEY84ALW_raw	KEY84BLW_raw	KEY85ALW_raw	KEY85BLW_raw	KEY86ALW_raw	KEY86BLW_raw	KEY87ALW_raw	KEY87BLW_raw	KEY88ALW_raw	KEY88BLW_raw	KEY89ALW_raw	KEY89BLW_raw	KEY90ALW_raw	KEY90BLW_raw	KEY91ALW_raw	KEY91BLW_raw	KEY92ALW_raw	KEY92BLW_raw	KEY93ALW_raw	KEY93BLW_raw	KEY94ALW_raw	KEY94BLW_raw	KEY95ALW_raw	KEY95BLW_raw	KEY96ALW_raw	KEY96BLW_raw	KEY97BLW_raw	KEY98ALW_raw	KEY98BLW_raw	KEY99ALW_raw	KEY99BLW_raw
1760	NA	0.567	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	1.174	1.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	0.746	0.992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	0.427	0.273	0.454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	1.333	0.57	1.371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	1.088	0.572	1.178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	0.464	0.318	0.586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	0.17	0.077	0.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	0.035	0.026	0.114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	0.06	0.029	0.046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	0.36	0.123	0.184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	0.394	0.086	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	0.124	0.082	0.074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	0.085	0.063	0.063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	0.217	0.145	0.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	0.322	0.366	0.153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	0.56	0.791	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.539	0.306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	1.168	1.295	0.763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.389	0.479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	0.692	0.841	0.772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.351	0.342	0.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	0.428	0.385	0.315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.269	0.062	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	0.195	0.114	0.339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.209	0.134	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	0.428	0.329	0.427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.338	0.257	0.468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	0.767	0.513	0.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326	0.458	0.555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	0.706	0.334	0.869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.335	0.309	0.137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	0.067	0.121	0.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.066	0.269	0.096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	0.142	0.079	0.094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.048	0.065	0.046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	0.097	0.076	0.057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.034	0.045	0.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	0.072	0.052	0.044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061	0.043	0.018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	0.195	0.14	0.086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.082	0.026	0.063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	0.273	0.188	0.149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.132	0.134	0.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	0.146	0.054	0.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.045	0.188	0.089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	0.059	0.056	0.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026	0.11	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	0.243	0.12	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052	0.078	0.306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	0.084	0.05	0.053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.092	0.111	0.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	0.175	0.076	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.119	0.195	0.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	0.102	0.056	0.122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.079	0.105	0.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	0.534	0.149	0.308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.177	0.296	0.105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	0.323	0.096	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.083	0.199	0.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	0.434	0.258	0.239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.152	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	0.494	0.378	0.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.064	0.276	0.124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	0.329	0.592	0.317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061	0.126	0.049	0.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	0.097	0.093	0.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.055	0.048	0.038	0.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	0.147	0.128	0.152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138	0.222	0.131	0.298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	0.228	0.174	0.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.112	0.065	0.164	0.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	0.234	0.084	0.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.088	0.142	0.237	0.276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
