# Woodhouse - Capulin Volcano - PIPO - ITRDB NM575
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5288
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5288.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm575-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm575-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm575.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm575.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Woodhouse - Capulin Volcano - PIPO - ITRDB NM575
#--------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Brown, P.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Capulin Volcano
#   Location: New Mexico
#   Northernmost_Latitude: 36.77
#   Southernmost_Latitude: 36.77
#   Easternmost_Longitude: -103.95
#   Westernmost_Longitude: -103.95
#   Elevation_m: 2380
#--------------------
# Data_Collection
#   Collection_Name: NM575
#   First_Year: 1712
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## cpp021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpp042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpp042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	cpp021_raw	cpp022_raw	cpp031_raw	cpp032_raw	cpp092_raw	cpp091_raw	cpp061_raw	cpp101_raw	cpp081_raw	cpp012_raw	cpp011_raw	cpp071_raw	cpp111_raw	cpp051_raw	cpp042_raw
1712	NA	NA	NA	NA	NA	2.838	NA	NA	NA	NA	NA	NA	NA	NA	NA
1713	NA	NA	NA	NA	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
1714	NA	NA	NA	NA	NA	2.347	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	NA	NA	NA	NA	NA	1.151	NA	NA	NA	NA	NA	NA	NA	NA	NA
1716	NA	NA	NA	NA	NA	1.187	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	NA	NA	NA	NA	NA	3.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
1718	NA	NA	NA	NA	NA	2.715	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	NA	NA	NA	NA	4.326	2.615	NA	NA	NA	NA	NA	NA	NA	NA	NA
1720	NA	NA	NA	NA	3.824	2.595	NA	NA	NA	NA	NA	NA	NA	NA	NA
1721	NA	NA	NA	NA	3.859	2.788	NA	NA	NA	NA	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	3.923	2.587	NA	NA	NA	NA	NA	NA	NA	NA	NA
1723	NA	NA	NA	NA	2.93	2.068	NA	NA	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	NA	3.933	2.839	NA	NA	NA	NA	NA	NA	NA	NA	2.668
1725	NA	NA	NA	NA	2.614	1.681	NA	NA	NA	NA	NA	NA	NA	NA	2.654
1726	NA	NA	NA	NA	4.364	3.522	NA	NA	NA	NA	NA	NA	NA	NA	3.544
1727	NA	NA	NA	NA	2.314	1.618	NA	NA	NA	NA	NA	NA	NA	NA	3.072
1728	NA	NA	NA	NA	4.117	2.369	NA	NA	NA	NA	NA	NA	NA	NA	3.161
1729	NA	NA	NA	NA	3.569	2.395	NA	NA	NA	NA	NA	NA	NA	NA	2.442
1730	NA	NA	NA	NA	1.448	0.921	2.628	NA	NA	NA	NA	NA	NA	NA	1.822
1731	NA	NA	NA	NA	2.637	1.939	3.998	NA	NA	NA	NA	NA	NA	NA	2.928
1732	NA	NA	NA	NA	2.006	1.706	3.531	NA	NA	NA	NA	NA	NA	NA	2.416
1733	NA	NA	NA	NA	1.964	1.06	3.13	NA	NA	NA	NA	NA	NA	NA	2.465
1734	NA	NA	NA	NA	2.937	1.939	2.781	NA	NA	NA	NA	NA	NA	NA	2.489
1735	NA	NA	NA	NA	1.56	0.786	2.73	NA	NA	NA	NA	NA	NA	NA	1.957
1736	NA	NA	NA	NA	1.923	1.487	4.087	NA	NA	NA	NA	NA	NA	NA	2.766
1737	NA	NA	NA	NA	1.523	0.923	3.882	NA	NA	NA	NA	NA	NA	NA	2.708
1738	NA	NA	NA	NA	0.815	0.495	3.434	NA	NA	NA	NA	NA	NA	NA	2.848
1739	NA	NA	NA	NA	1.823	1.486	3.448	NA	NA	NA	NA	NA	NA	NA	2.715
1740	NA	NA	NA	NA	2.506	1.854	3.083	NA	NA	NA	NA	NA	NA	NA	2.149
1741	NA	NA	NA	NA	1.194	0.867	1.664	NA	NA	NA	NA	0.961	NA	NA	1.347
1742	NA	NA	NA	NA	0.943	0.512	1.402	NA	NA	NA	NA	0.723	NA	NA	1.013
1743	NA	NA	NA	NA	1.664	1.756	1.534	NA	NA	NA	NA	1.268	NA	NA	1.607
1744	NA	NA	NA	NA	1.352	1.384	1.033	NA	NA	NA	NA	1.46	NA	NA	1.436
1745	NA	NA	NA	NA	1.632	1.597	2.252	NA	NA	NA	NA	1.369	NA	NA	1.616
1746	NA	NA	NA	NA	2.53	2.89	2.831	NA	NA	NA	NA	2.123	NA	NA	2.583
1747	NA	NA	NA	NA	3.129	2.913	2.209	NA	NA	NA	NA	2.659	NA	NA	2.178
1748	NA	NA	NA	NA	1.972	2.098	2.019	NA	NA	NA	NA	2.027	NA	NA	1.776
1749	NA	NA	NA	NA	3.245	3.115	2.085	NA	NA	NA	NA	3.065	NA	NA	1.755
1750	NA	NA	NA	NA	2.822	2.112	2.131	NA	NA	NA	NA	2.652	NA	NA	1.425
1751	NA	NA	NA	NA	3.616	2.569	2.753	NA	NA	NA	NA	3.162	NA	NA	2.386
1752	NA	NA	NA	NA	1.924	1.392	1.716	NA	NA	NA	NA	1.646	NA	NA	1.239
1753	NA	NA	NA	NA	2.962	2.375	2.139	NA	NA	NA	NA	1.611	NA	NA	2.01
1754	NA	NA	NA	NA	3.173	2.159	1.736	NA	NA	NA	NA	2.328	NA	NA	1.546
1755	NA	NA	NA	NA	2.747	2.347	2.017	NA	NA	0.741	NA	1.823	NA	NA	1.779
1756	NA	NA	NA	NA	1.512	1.135	0.79	NA	NA	0.523	NA	0.717	NA	NA	0.677
1757	NA	NA	NA	NA	1.663	1.119	1.115	NA	NA	1.4	NA	0.878	NA	NA	0.866
1758	NA	NA	NA	NA	2.329	1.554	1.288	NA	NA	1.161	NA	1.217	NA	NA	1.058
1759	NA	NA	NA	NA	3.005	2.285	1.083	NA	NA	1.034	NA	1.455	NA	NA	0.673
1760	NA	NA	NA	NA	1.888	2.013	1.419	NA	NA	1.329	NA	1.554	NA	NA	1.1
1761	NA	NA	NA	NA	1.982	1.735	1.866	NA	NA	2.126	NA	2.568	NA	NA	1.382
1762	NA	NA	NA	NA	1.61	1.686	1.593	NA	NA	1.661	NA	2.23	NA	NA	1.388
1763	NA	NA	NA	NA	1.431	0.952	2.153	NA	NA	1.095	NA	1.572	NA	NA	1.589
1764	NA	NA	NA	NA	0.832	0.608	1.819	NA	NA	2.017	NA	1.805	NA	NA	1.675
1765	NA	NA	NA	NA	1.465	1.097	1.352	NA	NA	2.027	NA	1.219	NA	NA	1.549
1766	NA	NA	NA	NA	1.915	1.405	1.666	NA	NA	2.329	NA	1.982	NA	NA	1.734
1767	NA	NA	NA	NA	1.637	1.694	1.572	NA	NA	1.607	NA	1.743	NA	2.423	1.465
1768	NA	NA	NA	NA	1.972	1.438	0.782	NA	NA	1.659	NA	1.058	NA	1.595	1.194
1769	NA	NA	NA	NA	2.225	1.944	1.216	NA	NA	1.277	NA	1.513	NA	1.705	1.388
1770	NA	NA	NA	NA	1.29	1.264	0.733	NA	NA	0.917	NA	0.892	NA	1.109	0.834
