# Biondi - Santa Lucia Mountains - PIPO - ITRDB CA598
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2763
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2763.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca598-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca598-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca598.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca598.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Biondi - Santa Lucia Mountains - PIPO - ITRDB CA598
#--------------------
# Investigators
#   Investigators: Biondi, F.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Santa Lucia Mountains
#   Location: California
#   Northernmost_Latitude: 36.07
#   Southernmost_Latitude: 36.07
#   Easternmost_Longitude: -121.57
#   Westernmost_Longitude: -121.57
#   Elevation_m: 625
#--------------------
# Data_Collection
#   Collection_Name: CA598
#   First_Year: 1830
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SLM01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM24C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM24C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM27B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM27B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM28A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM28B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM28B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLM29B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLM29B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SLM01A_raw	SLM01B_raw	SLM02A_raw	SLM02B_raw	SLM03A_raw	SLM04A_raw	SLM04B_raw	SLM05B_raw	SLM07A_raw	SLM07B_raw	SLM08A_raw	SLM08B_raw	SLM09A_raw	SLM09B_raw	SLM23A_raw	SLM23B_raw	SLM24C_raw	SLM25A_raw	SLM25B_raw	SLM26A_raw	SLM26B_raw	SLM27B_raw	SLM28A_raw	SLM28B_raw	SLM29A_raw	SLM29B_raw
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102.9
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.93
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.65
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.24
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.26	66.44
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.42	65.83
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.73	88.84
1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.99	89.52
1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.2	109.89
1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.97	99.14
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.5	97.35
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.6	48.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.92	64.61
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.81	65.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	24.35
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.58	50.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.51	67.72
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.06	85.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.09	62.79
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.04	81.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.58	84.41
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.66	43.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.67	84.3
1847	NA	NA	NA	NA	NA	72.53	93.33	NA	NA	NA	NA	NA	41.32	43.52	84.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.96	81.79
1848	NA	NA	NA	NA	NA	74.87	82.8	NA	NA	NA	NA	NA	43.43	49.35	32.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.83	59.23
1849	NA	NA	NA	NA	NA	61.82	75.79	NA	NA	NA	NA	NA	58.05	57.83	66.75	NA	NA	NA	NA	110.25	NA	NA	NA	NA	45.09	43.58
1850	NA	NA	NA	NA	NA	81.87	77.58	NA	NA	NA	NA	NA	92.77	91.06	107.38	NA	68.74	NA	NA	101.5	NA	NA	NA	NA	66.96	48.18
1851	NA	NA	NA	NA	NA	52.16	26.43	NA	NA	NA	NA	NA	39.1	54.31	20.36	NA	45.52	NA	NA	60.5	NA	NA	NA	NA	45.98	47.85
1852	NA	NA	NA	NA	NA	69.59	61.8	NA	NA	NA	NA	NA	44.82	43.71	69.02	NA	31.09	NA	NA	57.03	NA	NA	NA	NA	59.45	50.96
1853	42.8	NA	NA	NA	NA	91.83	69.3	NA	NA	68.78	NA	146.58	52.26	61.44	78.22	NA	64.25	NA	NA	86.37	NA	NA	NA	NA	64.23	58.64
1854	28.88	NA	NA	NA	NA	80.49	64.18	NA	NA	56.48	NA	52.89	28.77	25.58	89.05	NA	46.43	NA	NA	63.68	NA	NA	NA	NA	47.45	37.3
1855	38.78	NA	NA	NA	44.2	73.61	65.51	NA	NA	75.99	NA	48.11	28.92	28.64	83.55	NA	60	NA	NA	78.98	NA	NA	NA	NA	46.33	39.36
1856	32.8	NA	NA	NA	51.69	61.94	71.5	NA	NA	70.31	NA	58.68	38.45	38.96	70.29	NA	57.38	NA	NA	85.4	NA	NA	NA	NA	51.87	39.66
1857	32.45	NA	NA	NA	52.22	65.2	74.44	NA	NA	83.07	NA	82.13	54.96	50.84	72.17	NA	57.03	NA	NA	78.79	NA	NA	NA	NA	29.67	57.25
1858	37.52	NA	NA	41.3	69.16	54.66	47.92	NA	NA	85.36	NA	46.3	56.93	47.13	55.02	NA	58.08	NA	NA	60.05	NA	NA	NA	NA	59.88	72.44
1859	41.83	NA	NA	46.91	70.41	48.16	55.46	61.56	70.78	76.24	23.23	26.18	13.83	11.1	45.51	NA	41.12	NA	NA	40.18	NA	39.81	NA	NA	40.5	44.08
1860	61.26	53.91	NA	54.97	58.68	60.25	62.72	63.66	80.52	85.19	50.06	47.68	35.86	31.14	63.76	NA	46.14	NA	NA	82.11	NA	55.05	NA	70.08	53.19	58.14
1861	65.69	81.31	NA	61.17	65.12	53.4	63.17	58.47	68.62	70.55	70.08	75.73	39.77	44.31	83.64	NA	83.65	NA	NA	102.42	NA	92.9	NA	64.56	57.67	47.57
1862	51.04	44.78	NA	44.48	49.13	42.09	45.09	43.15	61.22	60.67	46.33	46.84	31.71	31.61	54.15	59.12	50.31	NA	NA	94.39	NA	52.85	NA	58.71	58.82	37.37
1863	57.08	55.63	NA	44.38	54.71	43.6	47.35	55.96	68.02	51.53	35.65	34.87	19.58	18.92	51.18	50.69	35.15	NA	NA	62.39	NA	41.88	NA	34.15	41.41	34.62
1864	29.86	33.71	NA	54.9	44.07	30.62	28	33.05	27.41	33.94	21.6	21.44	24.19	26.32	35.59	37.02	22.23	NA	NA	36.06	50.45	60.03	NA	34.19	37.68	12.82
1865	52.09	54.53	NA	62.69	46.22	48.08	43.49	42.45	54.92	40.57	33.61	32.28	17.83	28.19	41.89	36.44	21.53	NA	NA	37.34	40.46	65.72	NA	30.48	39.71	35.73
1866	60.7	62.3	NA	63.26	65.11	49.54	51.65	49.23	37.9	43.23	36.8	46.55	11	15.47	60.31	52.87	23.63	NA	NA	57.69	79.17	61.03	NA	46.31	48.66	42.51
1867	59.88	68.53	NA	58.3	53.26	39.66	38.29	44.65	46.41	50	51.1	47.3	33.15	43.17	68.49	60.24	30.07	NA	NA	47.26	68.12	64.53	NA	48.43	48.26	43.59
1868	57.43	59.36	NA	39.08	57.22	48.33	44.72	43.59	38.55	54.5	59.82	59.06	25.64	25.32	68.21	64.44	38.77	NA	NA	56.99	65.9	49.82	NA	49.49	44.6	56.78
1869	51.34	65.48	NA	54.62	63.22	51.33	46.4	53.49	64.86	61.99	53.88	41.77	12.27	10.66	62.54	62.45	40.9	NA	NA	59.84	68.67	46.13	52.36	42.87	30.97	42.7
1870	47.63	63	54.49	47.1	52.7	54.52	56.74	38.32	54.68	50.73	27.57	44.58	40.52	30.25	42.14	37.71	35.73	28.72	NA	48.96	54.93	52.14	61.67	47.75	34.89	41.22
1871	34.32	53.86	40.31	48.06	42.59	53.81	48.4	42.42	46.37	51.44	5.34	11.38	22.75	24.96	52.1	36.6	23.61	24.8	NA	52.13	68.79	49.62	61.52	46.75	28.03	43.98
1872	47.21	58.44	48.97	55.64	63.16	59.4	51.58	40.55	59.22	58.58	14.95	21.54	21.35	28.59	56.16	45.04	45.79	36.82	NA	52.31	65.48	49.36	83.91	67.2	19.89	27.73
1873	45.56	39.13	33.77	34.68	27.88	36.77	32.46	34.68	42.36	46.07	21.37	32.21	17.57	31.12	35.39	35.64	23.47	24.57	NA	32.24	55.6	45.92	53.48	39.9	13.63	12.49
1874	36.73	41	31.51	28.97	22.93	22.89	27.16	34.45	22.36	19.62	22.23	27.94	14.8	12.49	26.14	22.97	23.94	26.15	NA	35.43	49.46	40.39	45.62	35.05	10.89	9.51
