# Larson - Hirsbrunner - QUMA - ITRDB WI033
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33934
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33934.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi033-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi033-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi033.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi033.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Hirsbrunner - QUMA - ITRDB WI033
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hirsbrunner
#   Location: Wisconsin
#   Northernmost_Latitude: 42.735
#   Southernmost_Latitude: 42.735
#   Easternmost_Longitude: -90.084
#   Westernmost_Longitude: -90.084
#   Elevation_m: 274
#--------------------
# Data_Collection
#   Collection_Name: WI033
#   First_Year: 1853
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HBR001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HBR010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HBR010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HBR001A_raw	HBR001B_raw	HBR002A_raw	HBR002B_raw	HBR003A_raw	HBR003B_raw	HBR004A_raw	HBR004B_raw	HBR005A_raw	HBR005B_raw	HBR006A_raw	HBR006B_raw	HBR007A_raw	HBR007B_raw	HBR008A_raw	HBR009A_raw	HBR009B_raw	HBR0010_raw	HBR010B_raw
1853	NA	NA	NA	NA	NA	1.086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	1.321	NA	NA	NA	NA	1.895	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	0.904	NA	NA	NA	NA	1.397	1.034	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	1.162	NA	NA	NA	NA	0.953	0.964	NA	NA	1.525	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	1.461	NA	NA	NA	NA	1.27	0.659	NA	NA	0.761	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	1.821	NA	NA	NA	NA	1.397	1.132	NA	NA	0.551	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	1.016	NA	NA	NA	NA	0.888	0.677	NA	NA	0.867	NA	NA	NA	NA
1860	NA	NA	NA	7.664	NA	0.995	NA	NA	NA	NA	0.826	0.847	NA	NA	0.995	NA	NA	NA	NA
1861	NA	NA	NA	5.294	NA	1.82	NA	NA	NA	NA	0.656	0.889	NA	NA	1.185	NA	NA	NA	NA
1862	NA	NA	NA	4.339	NA	1.736	NA	NA	NA	NA	0.466	0.614	NA	NA	1.058	NA	NA	NA	NA
1863	NA	NA	NA	3.768	NA	1.989	NA	NA	NA	NA	0.55	0.508	NA	NA	0.974	NA	NA	NA	NA
1864	NA	NA	NA	3.387	NA	2.201	NA	NA	NA	NA	0.699	0.466	NA	NA	0.593	NA	NA	NA	NA
1865	NA	NA	NA	4.001	NA	2.731	NA	NA	NA	NA	0.931	0.783	NA	NA	0.656	NA	NA	NA	NA
1866	NA	NA	NA	3.746	NA	2.582	NA	NA	NA	NA	0.973	0.974	NA	NA	1.545	NA	NA	NA	NA
1867	NA	NA	NA	2.371	NA	2.498	NA	3.273	NA	NA	0.931	0.868	NA	NA	1.185	NA	NA	NA	NA
1868	NA	NA	NA	2.053	NA	1.947	NA	2.933	NA	NA	0.635	0.571	NA	NA	0.931	NA	NA	NA	NA
1869	NA	NA	NA	3.281	NA	1.651	NA	2.498	NA	NA	0.551	0.783	NA	NA	1.164	NA	NA	NA	NA
1870	NA	NA	NA	2.032	NA	1.545	NA	1.503	NA	NA	0.571	0.423	NA	NA	1.63	NA	NA	NA	NA
1871	NA	NA	NA	1.524	NA	1.799	NA	1.778	NA	NA	0.741	0.741	NA	NA	1.588	NA	NA	NA	NA
1872	NA	NA	NA	2.159	NA	2.18	NA	2.032	NA	NA	0.804	0.741	NA	NA	1.503	NA	NA	NA	NA
1873	NA	NA	NA	1.651	NA	1.842	NA	1.312	NA	NA	0.72	0.72	NA	NA	1.206	3.38	NA	NA	NA
1874	NA	NA	NA	1.651	NA	1.693	NA	1.291	NA	NA	0.614	0.593	NA	NA	1.101	2.083	NA	NA	NA
1875	NA	NA	NA	2.455	NA	3.471	NA	1.609	NA	NA	1.418	1.503	NA	NA	1.376	2.831	NA	NA	NA
1876	NA	NA	NA	3.217	5.769	3.937	NA	2.625	NA	NA	2.731	2.582	NA	NA	1.651	2.371	NA	NA	NA
1877	NA	NA	NA	3.302	9.116	3.598	NA	2.519	NA	NA	2.455	2.413	NA	NA	1.99	2.582	NA	NA	NA
1878	NA	NA	NA	2.794	4.741	2.54	NA	2.52	NA	NA	0.995	1.207	NA	NA	1.799	2.71	NA	NA	NA
1879	NA	NA	NA	3.218	4.149	2.921	NA	3.238	NA	NA	1.376	2.434	NA	NA	2.138	2.37	NA	NA	NA
1880	NA	NA	NA	3.703	4.89	3.196	NA	2.562	NA	NA	1.375	2.011	NA	NA	1.926	2.032	2.672	NA	NA
1881	NA	NA	12.467	4.466	8.192	3.895	NA	2.56	NA	NA	1.567	2.222	NA	NA	1.969	2.519	3.81	NA	NA
1882	NA	NA	7.874	4.233	4.805	3.111	NA	2.709	NA	NA	2.159	2.138	NA	NA	1.778	2.942	4.297	NA	NA
1883	2.324	NA	5.101	3.683	4.318	2.434	NA	2.709	NA	NA	1.524	1.439	NA	NA	1.461	1.884	2.836	NA	NA
1884	1.122	NA	3.365	1.905	2.138	1.565	NA	1.122	NA	NA	1.122	0.91	NA	NA	1.206	1.164	2.053	NA	NA
1885	2.597	NA	7.027	3.789	3.979	3.049	7.115	2.286	NA	NA	3.916	2.942	3.692	NA	1.566	5.355	8.763	NA	NA
1886	1.795	NA	3.979	2.117	2.053	1.524	2.389	1.482	NA	NA	1.333	1.355	2.307	NA	1.122	2.371	2.689	NA	NA
1887	2.671	NA	2.286	2.9	3.09	2.561	2.498	2.244	NA	NA	1.842	1.418	2.582	NA	1.143	1.355	2.265	NA	NA
1888	2.742	NA	2.117	3.197	3.598	2.794	5.376	3.302	NA	NA	2.625	2.265	4.127	NA	1.609	2.117	3.665	NA	NA
1889	2.718	NA	1.63	2.688	3.895	2.201	3.725	3.174	NA	NA	1.947	2.222	3.048	NA	1.355	2.096	3.32	NA	NA
1890	1.832	NA	1.461	2.541	3.09	2.117	2.9	3.112	NA	NA	1.27	1.355	1.841	NA	0.974	1.947	2.371	NA	NA
1891	2.162	NA	1.122	1.989	2.667	2.138	3.641	3.132	NA	NA	1.27	1.397	2.54	NA	1.376	2.053	3.514	NA	NA
1892	3.192	NA	2.646	4.022	3.789	3.45	6.223	4.085	NA	NA	2.583	2.455	3.662	NA	1.503	3.238	5.418	NA	NA
1893	2.842	NA	1.588	3.173	3.323	2.752	5.207	3.45	NA	NA	2.816	2.794	4.191	NA	1.312	2.773	3.683	NA	NA
1894	2.36	NA	1.693	2.752	2.815	2.9	4.212	2.878	2.966	NA	2.476	2.244	3.323	NA	1.228	3.09	3.683	NA	NA
1895	1.489	NA	1.143	1.97	1.82	1.439	2.646	1.863	1.969	NA	1.375	1.058	1.461	NA	0.974	2.561	3.959	NA	NA
1896	3.27	NA	1.545	3.429	3.514	2.9	3.027	3.535	4.42	NA	2.053	1.714	3.725	NA	2.212	4.657	6.054	NA	NA
1897	2.096	NA	1.566	2.413	1.841	1.566	2.646	2.731	2.265	NA	1.566	1.397	1.27	NA	1.772	2.222	2.667	NA	NA
1898	2.14	NA	2.053	2.349	2.371	1.587	3.577	3.641	2.519	NA	1.355	1.333	2.138	NA	2.115	2.773	3.599	NA	NA
1899	3.275	NA	2.688	2.625	3.556	2.434	4.636	4.889	3.302	NA	3.027	1.969	2.815	NA	2.157	3.514	5.143	NA	NA
1900	2.37	NA	1.969	2.222	2.54	1.609	3.471	3.365	2.371	NA	3.09	2.582	1.884	NA	1.297	2.455	4.466	NA	NA
1901	3.718	NA	2.117	2.9	2.413	1.757	3.514	3.281	3.069	NA	3.895	3.916	2.498	NA	2.172	2.646	3.429	NA	NA
1902	3.269	NA	2.603	2.794	3.916	2.561	4.995	4.255	4.022	3.15	3.959	3.26	4.212	NA	2.172	4.217	5.44	NA	NA
1903	4.158	NA	2.794	2.942	3.725	2.582	4.106	4.636	3.916	4.699	4.571	3.768	3.831	NA	3.006	3.488	5.081	NA	NA
1904	3.849	NA	2.582	3.344	3.238	2.201	4.17	4.445	5.165	3.725	2.836	3.641	2.582	NA	2.286	3.133	3.704	3.615	NA
1905	3.68	NA	2.646	3.281	3.662	2.519	4.382	4.191	7.768	4.191	3.112	4.191	4.212	NA	2.794	3.514	4.36	3.349	NA
1906	3.079	NA	2.836	3.091	3.302	2.265	4.953	4.043	5.017	6.011	3.387	3.725	2.836	NA	2.582	2.879	3.577	3.196	NA
1907	3.726	NA	2.773	3.598	3.281	2.477	3.831	3.535	5.249	4.614	3.471	3.112	2.752	NA	2.244	2.709	3.302	3.048	NA
1908	2.78	2.815	2.794	3.175	2.413	1.99	3.345	3.069	2.603	3.323	3.62	3.027	1.63	NA	2.032	2.434	3.027	2.921	3.224
1909	3.542	2.942	2.519	3.175	2.731	2.202	3.492	2.73	2.498	3.45	3.408	2.54	1.863	NA	2.35	2.117	2.434	2.688	2.743
1910	2.713	2.942	2.286	2.667	2.561	2.138	2.667	2.709	2.709	3.133	2.752	2.159	1.397	NA	2.54	1.99	2.096	2.286	2.328
1911	3.398	3.409	2.371	2.858	2.476	2.265	3.069	3.069	2.032	2.858	2.73	2.477	2.265	NA	1.968	2.434	2.984	3.027	2.625
1912	4.597	3.449	3.62	4.55	3.789	3.281	4.191	4.551	3.429	3.725	4.763	3.979	3.175	NA	2.879	2.794	4.276	3.768	3.197
