# Pederson - Hunter Island, Bronx - QUST - ITRDB NY019
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13958
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13958.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny019-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ny019-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny019.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ny019.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-21
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-21
#--------------------
# Title
#   Study_Name: Pederson - Hunter Island, Bronx - QUST - ITRDB NY019
#--------------------
# Investigators
#   Investigators: Pederson, N.(https://orcid.org/0000-0003-3830-263X)
#--------------------
# Description_Notes_and_Keywords
#   Description: This collection of QUST raw ring widths was made by N. Pederson 
# # on Hunter Island in the Bronx, NY. These data were collected for 
# # a dendroecological study of southern temperate trees growing at 
# # or near a northern range margin. They are growing on the edge 
# # of a series of islands along the coast of the Bronx on very 
# # shallow soils. While these trees are growing on the edge of 
# # an island, some trees are partly over-topped by neighboring trees.  
# # Detrending of these raw data with closed-canopy or forest interior 
# # conditions in mind should be considered. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hunter Island, Bronx
#   Location: New York
#   Northernmost_Latitude: 40.96
#   Southernmost_Latitude: 40.96
#   Easternmost_Longitude: -73.8
#   Westernmost_Longitude: -73.8
#   Elevation_m: 3
#--------------------
# Data_Collection
#   Collection_Name: NY019
#   First_Year: 1773
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus stellata Wangenh.
#   Common_Name: post oak
#   Tree_Species_Code: QUST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ADS01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ADS16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ADS16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ADS01a_raw	ADS01b_raw	ADS02a_raw	ADS02b_raw	ADS03a_raw	ADS03b_raw	ADS04a_raw	ADS04b_raw	ADS05a_raw	ADS05b_raw	ADS06a_raw	ADS06b_raw	ADS07a_raw	ADS07b_raw	ADS08a_raw	ADS08b_raw	ADS09a_raw	ADS09b_raw	ADS10b_raw	ADS11a_raw	ADS11b_raw	ADS12a_raw	ADS13a_raw	ADS14a_raw	ADS15b_raw	ADS16a_raw
1773	NA	2.046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	3.333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	0.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	0.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	1.744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	1.236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	1.819	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	0.809	1.076	NA	0.389	NA	NA	NA	NA	NA	NA	3.598	3.707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	1.547	1.514	NA	1.425	NA	NA	NA	NA	NA	NA	5.335	5.765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	2.188	2.71	NA	2.643	NA	NA	NA	NA	NA	NA	2.828	3.199	NA	NA	NA	NA	1.166	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	3.292	4.93	NA	3.047	NA	NA	NA	NA	NA	NA	3.305	3.239	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	2.545	3.318	NA	2.093	NA	NA	NA	NA	NA	NA	2.828	2.359	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	2.098	2.593	1.22	1.665	NA	NA	NA	NA	NA	NA	2.502	1.617	NA	NA	NA	NA	0.652	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	1.791	1.989	2.536	1.798	NA	NA	NA	NA	NA	NA	2.17	1.407	NA	NA	NA	NA	1.002	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	1.925	1.753	2.744	1.378	NA	NA	NA	NA	NA	NA	1.307	0.899	NA	NA	NA	NA	0.786	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	1.433	1.545	3.269	1.932	NA	NA	NA	NA	NA	NA	1.857	1.084	NA	NA	1.488	2.578	0.848	NA	NA	NA	2.796	NA	NA	NA	NA	NA
1789	1.84	1.843	2.428	2.243	NA	NA	NA	NA	NA	NA	1.003	0.581	NA	NA	1.044	1.942	0.73	NA	NA	NA	4.177	NA	NA	NA	NA	NA
1790	1.736	2	2.185	1.704	NA	NA	NA	NA	NA	NA	1.461	1.033	NA	NA	2.7	2.65	1.186	1.91	NA	NA	1.688	NA	NA	NA	NA	NA
1791	1.913	2.062	2.596	1.856	NA	NA	NA	NA	NA	NA	1.403	0.994	NA	4.754	1.708	2.45	0.89	1.34	NA	NA	1.114	NA	NA	NA	NA	NA
1792	1.01	1.027	2.125	1.168	NA	NA	NA	NA	NA	NA	0.934	0.839	4.094	4.129	1.24	1.466	0.698	1.02	NA	NA	0.996	NA	NA	NA	NA	NA
1793	1.653	1.68	1.558	1.665	NA	NA	NA	NA	NA	NA	1.56	1.43	4.981	3.815	2.244	2.604	1.156	1.89	NA	NA	1.067	NA	NA	NA	NA	NA
1794	1.324	1.388	2.512	1.736	NA	NA	NA	NA	NA	NA	1.916	1.43	4.177	4.591	1.794	2.948	0.634	0.994	NA	1.231	1.381	NA	NA	NA	NA	NA
1795	1.581	1.42	1.926	1.661	NA	NA	NA	NA	NA	NA	2.442	1.583	2.802	2.474	1.394	2.374	1.038	1.338	NA	1.195	1.156	NA	NA	NA	NA	NA
1796	2.022	1.966	1.959	1.669	NA	NA	NA	NA	NA	NA	2.089	1.513	3.884	4.151	1.758	3.196	1.764	2.224	NA	0.907	1.022	NA	NA	NA	NA	NA
1797	2.076	1.971	2.181	1.905	NA	NA	NA	NA	NA	NA	1.926	1.673	3.498	3.793	1.816	2.276	1.694	1.75	NA	0.715	0.822	NA	NA	NA	NA	NA
1798	2.289	2.381	2.295	1.418	NA	NA	NA	NA	NA	NA	1.595	1.322	3.988	4.381	1.752	2.64	1.458	1.206	NA	0.671	0.746	NA	NA	NA	NA	NA
1799	2.412	2.385	1.882	1.681	NA	NA	NA	NA	NA	NA	1.732	1.32	3.483	4.621	1.798	2.708	1.886	1.252	NA	0.739	0.902	NA	NA	NA	NA	NA
1800	1.682	2.608	2.529	1.407	NA	NA	NA	NA	NA	NA	1.498	1.271	3.41	3.729	1.902	2.178	1.636	1.204	NA	0.897	0.836	NA	NA	NA	NA	NA
1801	1.754	2.086	1.951	1.396	NA	NA	NA	NA	NA	NA	1.39	1.325	4.009	3.758	2.192	3.432	1.276	1.26	NA	0.807	0.819	NA	NA	NA	NA	NA
1802	1.822	2.374	2.529	1.728	NA	NA	NA	NA	NA	NA	1.701	1.397	2.96	3.376	2.114	3.042	1.342	1.186	NA	1.006	1.099	NA	NA	NA	NA	NA
1803	2.107	2.295	2.362	1.508	NA	NA	NA	NA	NA	NA	1.487	0.911	2.184	3.105	4.084	2.772	1.38	1.212	NA	1.133	0.924	NA	NA	NA	NA	NA
1804	2.396	2.21	2.431	1.778	NA	NA	NA	NA	NA	NA	1.285	1.048	2.986	2.7	2.32	2.322	1.28	1.158	NA	1.142	0.81	NA	NA	NA	NA	NA
1805	2.141	1.694	1.826	1.314	NA	NA	NA	NA	NA	NA	1.771	1.02	2.51	2.59	2.182	3.046	1.038	1.086	NA	1.112	1.034	NA	NA	NA	NA	NA
1806	1.982	2.173	1.257	0.874	NA	NA	2.488	NA	3.698	NA	1.284	0.817	1.919	1.88	2.028	2.792	1.016	0.798	NA	0.756	0.663	NA	NA	NA	0.681	NA
1807	1.958	2.101	1.407	1.109	NA	NA	2.646	NA	2.998	NA	1.244	0.795	2.381	1.744	2.352	2.5	0.95	0.824	NA	0.996	1.35	NA	NA	NA	0.495	NA
1808	1.511	1.497	1.445	1.152	NA	NA	2.28	1.466	3.978	NA	1.126	0.765	1.264	0.776	1.198	1.742	1.192	0.984	NA	0.843	0.986	NA	NA	NA	0.766	NA
1809	1.674	1.533	1.659	1.238	NA	NA	2.258	1.428	3.97	NA	1.642	1.018	1.829	0.817	1.824	1.838	1.302	1.298	NA	0.981	0.997	NA	NA	NA	1.015	NA
1810	1.527	1.516	1.416	1.118	NA	NA	0.652	0.652	2.984	NA	1.215	0.732	1.486	0.794	1.59	1.702	1.032	0.934	NA	0.859	0.856	NA	NA	NA	0.921	3.269
1811	1.675	1.263	1.181	0.826	NA	NA	0.544	0.378	2.298	NA	1.347	0.701	1.61	0.903	2.074	1.588	0.754	0.742	NA	0.885	1.081	NA	NA	NA	1.092	2.992
1812	1.82	1.306	1.555	1.159	NA	NA	0.534	0.372	2.182	NA	0.988	0.821	1.781	1.074	3.018	1.95	0.87	0.894	NA	0.947	1.118	NA	NA	NA	1.118	3.604
1813	1.647	1.136	1.553	1.045	NA	NA	0.994	0.528	1.862	NA	0.954	0.873	2.25	1.344	3.042	1.83	0.738	0.654	NA	0.947	1.431	NA	NA	NA	1.227	2.892
1814	2.001	1.461	1.572	0.952	NA	NA	1	0.608	1.768	NA	1.047	0.652	2.028	1.369	2.328	1.486	0.706	0.832	NA	0.854	1.193	NA	NA	NA	1.084	3.282
1815	1.769	1.357	1.25	1.101	NA	NA	0.946	0.484	1.304	NA	0.754	0.506	2.298	1.922	2.588	2.102	0.778	0.814	NA	1.058	1.397	NA	NA	NA	1.163	2.586
1816	1.253	0.995	1.2	0.855	NA	NA	0.5	0.42	0.954	NA	0.786	0.594	1.569	1.396	1.79	1.816	0.526	0.578	NA	0.671	0.986	NA	NA	NA	0.894	1.819
1817	1.776	1.455	1.722	0.92	NA	NA	1.066	0.674	2.054	NA	0.456	0.445	1.985	1.895	2.124	2.216	0.33	0.378	NA	0.621	1.249	NA	NA	NA	0.713	2.041
1818	1.377	1.364	1.174	0.81	NA	NA	0.622	0.456	1.782	NA	0.451	0.403	1.7	1.479	2.496	2.402	0.418	0.384	NA	0.655	1.14	NA	NA	NA	0.679	1.459
1819	1.109	1.151	1.035	0.711	NA	NA	0.628	0.466	1.164	NA	0.443	0.536	1.293	0.954	1.838	1.782	0.408	0.376	NA	0.563	0.791	NA	NA	NA	0.549	1.136
1820	1.691	1.77	0.694	0.625	NA	NA	0.43	0.42	1.01	NA	0.475	0.519	1.317	0.841	2.266	1.768	0.322	0.366	NA	0.607	0.664	NA	NA	NA	0.379	1.096
1821	1.419	1.306	0.736	0.646	NA	NA	0.802	0.616	1.5	NA	0.713	0.611	1.552	1.092	2.076	1.786	0.46	0.41	NA	0.677	1.107	NA	NA	NA	0.486	1.261
1822	1.234	1.125	0.576	0.509	NA	NA	0.716	0.512	1.272	NA	0.427	0.534	1.426	1.233	2.114	1.728	0.272	0.274	NA	0.663	1.146	NA	NA	NA	0.444	0.988
1823	1.082	0.968	0.648	0.544	NA	NA	0.542	0.588	1.334	NA	0.992	0.654	1.484	1.066	1.768	1.284	0.34	0.32	NA	0.636	0.765	NA	NA	NA	0.447	1.253
1824	1.027	0.833	0.681	0.606	NA	NA	0.746	0.748	1.032	NA	0.866	0.895	1.669	1.393	1.926	1.514	0.374	0.384	NA	0.788	0.829	NA	NA	NA	0.452	0.979
1825	0.951	0.843	0.818	0.7	NA	NA	0.59	0.554	0.842	NA	0.827	0.706	1.164	0.911	1.91	1.4	0.372	0.386	NA	0.57	0.64	NA	NA	NA	0.291	0.564
