# Kaiser - Tok River Nw Tok Tok Cut Off - PCSI - ITRDB AK3
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3674
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3674.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak3-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak3-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak3.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak3.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1997-01-06
#--------------------
# File_Last_Modified_Date
#   Date: 1997-01-06
#--------------------
# Title
#   Study_Name: Kaiser - Tok River Nw Tok Tok Cut Off - PCSI - ITRDB AK3
#--------------------
# Investigators
#   Investigators: Kaiser, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Tok River  Nw Tok  Tok Cut Off
#   Location: Alaska
#   Northernmost_Latitude: 63.23
#   Southernmost_Latitude: 63.23
#   Easternmost_Longitude: -143.17
#   Westernmost_Longitude: -143.17
#   Elevation_m: 630
#--------------------
# Data_Collection
#   Collection_Name: AK3
#   First_Year: 1807
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TOKR0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0170_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0170; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKR0090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKR0090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TOKRCH00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TOKRCH00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TOKR0030_raw	TOKR0170_raw	TOKR0060_raw	TOKR0110_raw	TOKR0040_raw	TOKR0130_raw	TOKR0010_raw	TOKR0020_raw	TOKR0050_raw	TOKR0120_raw	TOKR0100_raw	TOKR0070_raw	TOKR0090_raw	TOKRCH00_raw
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.41
1810	2.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39
1811	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55
1812	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27
1813	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87
1814	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25
1815	1.54	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95
1816	2	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32
1817	1.49	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11
1818	1.69	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19
1819	1.3	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9
1820	1.86	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31
1821	1.46	0.77	0.12	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64
1822	1.7	1.03	1.11	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32
1823	1.26	1.02	1.28	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3
1824	1.56	0.83	1.12	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29
1825	1.39	0.82	1.04	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17
1826	1.24	0.78	0.64	1.08	2.08	NA	NA	NA	NA	NA	NA	NA	NA	1.16
1827	1.63	0.65	0.72	0.87	1.96	NA	NA	NA	NA	NA	NA	NA	NA	1.17
1828	1.63	0.6	0.25	1.12	1.56	NA	NA	NA	NA	NA	NA	NA	NA	1.03
1829	2.03	0.55	0.48	1.41	1.68	NA	NA	NA	NA	NA	NA	NA	NA	1.23
1830	1.51	0.48	0.53	1.35	2.48	NA	NA	NA	NA	NA	NA	NA	NA	1.27
1831	1.45	0.49	0.58	1.7	0.92	NA	NA	NA	NA	NA	NA	NA	NA	1.03
1832	1.83	0.52	0.66	1.58	1.15	NA	NA	NA	NA	NA	NA	NA	NA	1.15
1833	1.31	0.45	0.52	1.49	1.12	NA	NA	NA	NA	NA	NA	NA	NA	0.98
1834	1.08	0.36	0.36	1.36	1.06	NA	NA	NA	NA	NA	NA	NA	NA	0.84
1835	1.02	0.33	0.36	0.99	0.93	NA	NA	NA	NA	NA	NA	NA	NA	0.73
1836	0.76	0.3	0.26	0.74	0.72	NA	NA	NA	NA	NA	NA	NA	NA	0.56
1837	1.35	0.49	0.36	0.9	0.62	NA	NA	NA	NA	NA	NA	NA	NA	0.74
1838	1.23	0.47	0.41	0.91	0.68	NA	NA	NA	NA	NA	NA	NA	NA	0.74
1839	1.04	0.55	0.56	0.95	0.61	NA	NA	NA	NA	NA	NA	NA	NA	0.74
1840	1.2	0.47	0.62	0.97	0.97	NA	NA	NA	NA	NA	NA	NA	NA	0.85
1841	0.97	0.43	0.48	0.64	0.9	0.37	NA	NA	NA	NA	NA	NA	NA	0.63
1842	1.07	0.48	0.64	0.7	1.37	0.77	NA	NA	NA	NA	NA	NA	NA	0.84
1843	1.17	0.4	0.47	0.6	1.14	0.92	NA	NA	NA	NA	NA	NA	NA	0.78
1844	0.63	0.36	0.43	0.4	0.95	0.7	NA	NA	NA	NA	NA	NA	NA	0.58
1845	1.05	0.41	0.48	0.65	1.04	0.81	NA	NA	NA	NA	NA	NA	NA	0.74
1846	1.54	0.46	0.55	0.76	1.43	0.78	1.97	NA	NA	NA	NA	NA	NA	1.07
1847	1.35	0.39	0.5	0.54	1.19	0.65	1.62	NA	NA	NA	NA	NA	NA	0.89
1848	1.08	0.36	0.54	0.41	0.93	0.53	1.51	NA	NA	NA	NA	NA	NA	0.77
1849	0.48	0.29	0.45	0.3	0.52	0.51	1.22	1.03	NA	NA	NA	NA	NA	0.6
1850	0.63	0.35	0.48	0.38	0.72	0.47	1.42	1.37	NA	NA	NA	NA	NA	0.73
1851	0.81	0.36	0.47	0.49	1.13	0.46	1.55	1.36	NA	NA	NA	NA	NA	0.83
1852	0.43	0.32	0.75	0.49	1.23	0.43	1.64	1.17	NA	NA	NA	NA	NA	0.81
1853	0.83	0.29	0.76	0.53	1.47	0.48	2.06	1.71	NA	NA	NA	NA	NA	1.02
1854	0.85	0.29	0.69	0.54	1.27	0.42	2.06	1.93	NA	NA	NA	NA	NA	1.01
1855	1.01	0.33	0.7	0.66	1.34	0.46	1.72	1.83	NA	NA	NA	NA	NA	1.01
1856	0.69	0.26	0.59	0.53	1.13	0.37	1.67	1.42	NA	NA	NA	NA	NA	0.83
1857	0.68	0.22	0.61	0.5	1.19	0.36	1.89	1.15	NA	NA	NA	NA	NA	0.83
1858	0.64	0.21	0.61	0.51	1.45	0.39	1.57	1.21	NA	NA	NA	NA	NA	0.82
1859	0.64	0.19	0.46	0.4	1.25	0.37	1.63	1.02	NA	NA	NA	NA	NA	0.75
1860	0.68	0.22	0.54	0.48	1.09	0.39	1.7	1.09	NA	NA	NA	NA	NA	0.77
1861	0.71	0.23	0.58	0.51	1.09	0.41	1.23	1.14	NA	NA	NA	NA	NA	0.74
1862	0.44	0.17	0.54	0.39	0.78	0.38	1.53	0.87	NA	NA	NA	NA	NA	0.64
1863	0.64	0.19	0.49	0.4	0.63	0.42	1.43	1.36	0.84	NA	NA	NA	NA	0.71
1864	0.69	0.2	0.52	0.47	1.05	0.56	1.2	1.32	0.96	NA	NA	NA	NA	0.77
1865	0.64	0.16	0.47	0.38	0.87	0.48	0.83	1.41	0.93	0.26	NA	NA	NA	0.64
1866	0.47	0.12	0.36	0.3	0.7	0.46	0.87	1.15	0.64	0.66	NA	NA	NA	0.57
