# Swetnam - Abouselman Spring - PIPO - ITRDB NM555
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5067
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5067.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm555-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm555-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm555.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm555.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Swetnam - Abouselman Spring - PIPO - ITRDB NM555
#--------------------
# Investigators
#   Investigators: Swetnam, T.W.(https://orcid.org/0000-0001-7268-2184); Caprio, A.C.; Lynch, A.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Abouselman Spring
#   Location: New Mexico
#   Northernmost_Latitude: 35.8
#   Southernmost_Latitude: 35.8
#   Easternmost_Longitude: -106.62
#   Westernmost_Longitude: -106.62
#   Elevation_m: 2438
#--------------------
# Data_Collection
#   Collection_Name: NM555
#   First_Year: 1604
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ABS011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS072A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS072A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS131A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS131A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABS172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABS172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ABS011_raw	ABS012_raw	ABS021_raw	ABS022_raw	ABS031_raw	ABS032_raw	ABS041_raw	ABS042_raw	ABS051_raw	ABS052_raw	ABS061_raw	ABS062_raw	ABS071_raw	ABS072_raw	ABS072A_raw	ABS081_raw	ABS082_raw	ABS091_raw	ABS092_raw	ABS101_raw	ABS102_raw	ABS111_raw	ABS112_raw	ABS121_raw	ABS122_raw	ABS131_raw	ABS131A_raw	ABS132_raw	ABS141_raw	ABS142_raw	ABS151_raw	ABS152_raw	ABS161_raw	ABS162_raw	ABS171_raw	ABS172_raw
1599	NA	NA	NA	NA	NA	NA	NA	2.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1600	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1601	NA	NA	NA	NA	NA	NA	NA	2.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1602	NA	NA	NA	NA	NA	NA	NA	2.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1603	NA	NA	NA	NA	NA	NA	NA	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1604	NA	NA	NA	NA	NA	NA	NA	1.44	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.03	NA	NA	NA	NA	NA
1605	NA	NA	NA	NA	NA	NA	NA	1.75	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	3.14	NA	NA	NA	NA
1606	NA	NA	NA	NA	NA	NA	NA	3.34	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61	4.36	NA	NA	NA	NA
1607	NA	NA	NA	NA	NA	NA	NA	2.24	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92	4.07	NA	NA	NA	NA
1608	NA	NA	NA	NA	NA	NA	NA	2.8	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89	4.97	NA	NA	NA	NA
1609	NA	NA	NA	NA	NA	NA	NA	2.8	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42	3.6	NA	NA	NA	NA
1610	NA	NA	NA	NA	NA	NA	NA	4.1	3.15	3.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.31	5.09	NA	NA	NA	NA
1611	NA	NA	NA	NA	NA	NA	NA	2.73	2.5	2.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	3.07	NA	NA	NA	NA
1612	NA	NA	NA	NA	NA	NA	NA	3.04	3.1	2.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.43	4.29	NA	NA	NA	NA
1613	NA	NA	NA	NA	NA	NA	NA	2.1	2.5	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	3.29	NA	NA	NA	NA
1614	NA	NA	NA	NA	NA	NA	NA	3.18	3.46	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.43	3.06	NA	NA	NA	NA
1615	NA	NA	NA	NA	NA	NA	NA	2.39	3.22	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.47	3.49	NA	NA	NA	NA
1616	NA	NA	NA	NA	NA	NA	NA	2.22	2.24	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47	2.18	NA	NA	NA	NA
1617	NA	NA	NA	NA	NA	NA	NA	2.77	3.65	3.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	3.05	NA	NA	NA	NA
1618	NA	NA	NA	NA	NA	NA	NA	2.72	4.03	3.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	3.82	NA	NA	NA	NA
1619	NA	NA	NA	NA	NA	NA	NA	1.99	2.7	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.38	2.74	NA	NA	NA	NA
1620	NA	NA	NA	NA	NA	NA	NA	1.81	2.87	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58	2.56	NA	NA	NA	NA
1621	NA	NA	NA	NA	NA	NA	NA	2.66	3.82	3.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.46	4.06	NA	NA	NA	NA
1622	NA	NA	NA	NA	NA	NA	NA	1.72	2.53	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.22	2.99	NA	NA	NA	NA
1623	NA	NA	NA	NA	NA	NA	NA	1.53	1.92	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	1.83	NA	NA	NA	NA
1624	NA	NA	NA	NA	NA	NA	NA	0.86	1.01	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	1.36	NA	NA	NA	NA
1625	NA	NA	NA	NA	NA	NA	NA	1.49	1.44	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	2.4	NA	NA	NA	NA
1626	NA	NA	NA	NA	NA	NA	2.23	1.55	1.95	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66	2.41	NA	NA	NA	NA
1627	NA	NA	NA	NA	NA	NA	1.41	1.49	1.92	1.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	2.03	NA	NA	NA	NA
1628	NA	NA	NA	NA	NA	NA	0.88	1.11	1.03	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.98	NA	NA	NA	NA
1629	NA	NA	NA	NA	NA	NA	1.17	1.34	1.14	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	1.72	NA	NA	NA	NA
1630	NA	NA	NA	NA	NA	NA	1.53	1.73	1.74	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64	2.27	NA	NA	NA	NA
1631	NA	NA	NA	NA	NA	NA	1.29	1.22	0.75	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	0.79	NA	NA	NA	NA
1632	NA	NA	NA	NA	NA	NA	0.93	0.89	1.02	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	1.16	NA	NA	NA	NA
1633	NA	NA	NA	NA	NA	NA	4.01	2.54	2.48	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79	3.06	NA	NA	NA	NA
1634	NA	NA	NA	NA	NA	NA	1.86	1.86	2.33	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.71	3.12	NA	NA	NA	NA
1635	NA	NA	NA	NA	NA	NA	1.48	1.31	1.69	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	1.89	NA	NA	NA	NA
1636	NA	NA	NA	NA	NA	NA	2.14	1.71	1.85	2.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.43	2.57	2.41	NA	NA	NA	NA
1637	NA	NA	NA	NA	NA	NA	2.07	1.43	1.47	2.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02	1.78	2.03	NA	NA	NA	NA
1638	NA	NA	NA	NA	NA	NA	0.83	0.81	0.74	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	0.98	1.09	2.75	NA	NA	NA
1639	NA	NA	NA	NA	NA	NA	2.42	1.85	1.43	2.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.66	2.1	2.19	3.28	2.93	NA	NA
1640	NA	NA	NA	NA	NA	NA	2.14	1.99	1.73	2.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.14	2.29	2.66	3.41	3.62	NA	NA
1641	NA	NA	NA	NA	NA	NA	1.49	1.26	1.02	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	1.49	1.86	3	2.99	NA	NA
