# Maxwell - Davey Woods - LITU - ITRDB OH009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34665
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34665.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; oh009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/oh009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Davey Woods - LITU - ITRDB OH009
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Climate response of tulip poplar NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: David LeBlanc, Justin Maxwell, Neil Pederson, Adam Berland, Tessa Mandra
#   Journal_Name: Ecosphere
#   Published_Title: Radial growth responses of tulip poplar (Liriodendron tulipifera) to climate in the eastern United States
#   Published_Date_or_Year: 2020
#   Volume: 11
#   Pages: 
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1002/ecs2.3203
#   Full_Citation: None
#   Abstract: Tulip poplar is an important component of the eastern deciduous forest and one of the few diffuse-porous tree species with indeterminate apical growth in North America for which there are substantial dendroecological data. This dendroecological study evaluated correlations between radial growth of tulip poplar and monthly, seasonal, and annual climate variables and how these correlations varied across time and spatial climate gradients. The strongest and most spatially consistent correlations were with climate variables related to site water balance, especially precipitation. Growth was positively correlated with climate variables related to site water balance during the months of May through July of the year the annual ring forms and during the previous year growing season and autumn. Growth was negatively correlated with prior year growing season maximum temperature, but positively correlated with prior winter minimum temperature. There was some evidence of temporal variation in growth-climate associations between 1900 and 2016, but the climate variables with the strongest associations were consistent across different time periods. Correlations with climate variables related to water stress increased from east to west as precipitation decreased, but there was no spatial trend in correlations with growing season temperature from north to south as temperature increases. Strength of positive correlations with winter temperature increased from north to south. Growth of tulip poplar will likely be adversely affected if drought frequency or severity increases during the twenty-first century. Increased winter temperature would likely have a positive influence on growth during the subsequent growing season in some parts of the species range. Radial growth of tulip poplar is most affected by climate conditions during a narrow time period early in the growing season, similar to results obtained for multiple oak species and a few other diffuse-porous species in eastern North America. Simulation modelers might consider the phenology of these correlations to formulate more biologically realistic tree climate response functions.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Davey Woods
#   Location: Ohio
#   Northernmost_Latitude: 40.137556
#   Southernmost_Latitude: 40.137556
#   Easternmost_Longitude: -83.907942
#   Westernmost_Longitude: -83.907942
#   Elevation_m: 351
#--------------------
# Data_Collection
#   Collection_Name: OH009
#   First_Year: 1875
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Liriodendron tulipifera L.
#   Common_Name: tuliptree
#   Tree_Species_Code: LITU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DAT01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAT10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAT10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DAT01A_raw	DAT01B_raw	DAT02A_raw	DAT02B_raw	DAT03A_raw	DAT03B_raw	DAT04A_raw	DAT04B_raw	DAT05A_raw	DAT05B_raw	DAT06A_raw	DAT06B_raw	DAT07A_raw	DAT07B_raw	DAT08A_raw	DAT08B_raw	DAT09A_raw	DAT09B_raw	DAT10A_raw	DAT10B_raw
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.674	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	5.383	NA	NA	NA	5.676	NA	NA	7.822	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	4.247	NA	NA	NA	4.738	NA	NA	5.836	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	4.325	NA	NA	NA	5.553	NA	NA	7.663	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	3.023	NA	NA	NA	3.893	NA	NA	5.892	NA	NA	6.466	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	2.664	NA	NA	NA	3.813	NA	NA	5.651	NA	NA	5.084	4.521
1881	NA	NA	NA	NA	NA	NA	NA	NA	1.418	NA	NA	NA	2.545	NA	NA	3.402	NA	NA	3.052	2.389
1882	NA	NA	NA	NA	NA	NA	NA	NA	1.357	NA	NA	NA	2.573	NA	NA	4.6	NA	NA	5.443	5.099
1883	NA	NA	NA	NA	NA	NA	NA	NA	1.288	NA	NA	NA	2.227	NA	4.772	3.264	NA	NA	4.381	3.006
1884	NA	NA	NA	NA	3.66	NA	NA	NA	1.029	NA	NA	NA	2.413	NA	3.762	4.13	NA	NA	3.245	4.68
1885	NA	NA	NA	NA	4.089	NA	NA	NA	0.764	NA	NA	NA	3.025	NA	3.424	4.465	NA	NA	4.44	2.746
1886	NA	NA	NA	NA	3.927	4.048	NA	NA	0.759	NA	3.707	NA	2.046	NA	2.848	3.28	NA	NA	2.997	2.463
1887	NA	NA	NA	NA	4.627	3.399	NA	NA	0.694	NA	3.117	2.661	1.44	NA	2.268	4.251	NA	NA	2.89	3.369
1888	NA	NA	NA	NA	3.369	2.019	NA	NA	1.169	NA	3.694	3.547	1.488	NA	3.695	3.823	NA	NA	4.029	2.906
1889	NA	NA	NA	NA	4.102	2.715	NA	NA	2.243	NA	4.089	4.68	2.11	NA	4.585	4.586	NA	NA	5.283	2.668
1890	NA	NA	NA	NA	2.575	2.487	NA	NA	1.797	NA	2.685	2.191	1.171	NA	2.903	2.619	NA	3.893	2.696	2.74
1891	NA	NA	NA	NA	4.322	3.626	NA	NA	3.045	NA	3.887	3.644	1.246	NA	4.79	3.887	NA	6.35	4.686	5.022
1892	NA	NA	NA	NA	3.732	3.863	NA	NA	3.996	NA	3.788	2.552	0.998	8.029	4.315	3.195	NA	4.84	4.823	2.36
1893	NA	NA	NA	NA	2.007	2.019	NA	NA	2.449	NA	2.558	1.939	1.082	4.014	2.619	2.002	NA	3.527	2.885	3.952
1894	NA	NA	NA	NA	1.07	1.705	NA	NA	1.686	NA	2.171	2.372	0.594	3.176	2.999	2.393	NA	2.879	2.942	4.082
1895	NA	NA	NA	NA	0.879	1.727	NA	NA	1.436	NA	1.227	2.564	0.612	2.273	2.383	2.507	NA	2.272	2.664	2.307
1896	NA	NA	6.287	NA	2.073	2.868	NA	NA	1.775	NA	3.395	2.029	1.209	3.331	5.133	5.226	NA	5.474	3.475	1.708
1897	NA	NA	5.355	NA	3.653	3.912	NA	NA	2.883	NA	3.218	2.781	1.451	3.431	4.213	2.939	NA	4.854	4.012	1.047
1898	NA	NA	2.93	3.203	3.305	2.986	NA	NA	2.543	NA	2.068	4.045	0.556	2.953	3.929	2.953	NA	5.111	4.411	1.557
1899	NA	NA	2.027	1.587	3.559	1.995	NA	NA	3.945	NA	2.801	4.847	0.56	2.789	3.634	2.902	NA	5.244	3.456	2.873
1900	NA	NA	6.079	5.846	3.315	2.364	NA	NA	4.41	NA	3.074	3.828	1.141	3.005	4.543	2.979	NA	3.915	2.065	2.734
1901	NA	NA	5.645	5.588	3.355	2.271	NA	NA	2.937	NA	3.622	3.174	1.007	2.331	4.116	3.312	NA	3.27	3.788	5.696
1902	NA	NA	7.567	9.094	3.208	2.764	NA	NA	3.994	NA	5.568	6.489	0.863	2.967	3.319	3.785	NA	1.909	6.123	6.468
1903	NA	4.702	6.241	8.492	3.892	2.962	NA	NA	3.652	NA	6.988	6.986	1.778	3.336	2.18	3.608	NA	3.395	8.04	5.968
1904	NA	4.955	4.668	5.158	1.391	1.165	NA	NA	2.074	NA	4.726	5.111	1.401	1.163	1.362	2.676	NA	2.648	6.058	2.848
1905	NA	5.287	6.42	7.251	1.968	1.06	NA	NA	3.025	NA	8.535	5.474	1.901	1.128	1.301	3.883	6.88	5.012	8.396	4.835
1906	NA	6.598	7.868	6.915	4.39	2.308	NA	9.321	3.632	NA	9.183	8.973	2.909	3.592	3.34	2.925	7.98	7.076	9.396	5.24
1907	NA	6.317	6.861	5.029	4.569	2.687	7.276	6.575	3.659	NA	7.301	7.514	2.862	2.518	3.403	3.128	5.401	5.619	6.323	6.972
1908	5.297	4.721	5.636	4.535	3.709	1.911	6.648	5.915	3.485	3.777	6.493	6.584	2.463	2.759	3.198	2.72	5.141	4.3	5.935	7.563
1909	6.053	3.432	4.299	5.318	3.16	1.254	2.958	3.17	3.477	2.219	7.337	7.365	2.52	2.09	3.424	2.774	5.051	4.823	5.375	7.258
1910	5.715	3.292	3.65	4.003	2.599	0.899	2.482	1.921	4.076	1.986	5.04	5.165	1.59	0.96	3.146	1.416	2.991	2.965	3.659	4.915
1911	5.495	3.642	2.978	3.682	3.081	1.058	2.165	2.363	2.184	2.359	5.186	4.889	1.08	1.281	2.875	2.037	4.759	4.021	4.37	4.706
1912	7.322	4.25	4.987	5.332	3.547	2.014	3.827	3.714	2.506	2.059	6.765	6.569	1.217	2.738	3.166	2.535	5.436	4.145	4.502	4.996
1913	5.18	6.437	3.176	3.737	2.666	2.003	3.024	2.973	1.901	2.295	4.163	5.448	1.707	3.053	3.286	3.222	5.292	4.637	4.12	4.333
1914	5.008	3.47	1.94	2.331	1.48	1.831	2.064	2.167	1.208	0.993	2.578	2.3	1.12	1.557	3.284	2.908	3.218	4.238	3.484	3.519
1915	7.892	3.608	4.852	5.016	2.528	2.102	5.257	4.569	2.039	1.835	5.799	5.205	3.264	2.956	4.631	4.615	7.268	7.319	6.304	6.066
1916	7.013	6.336	4.664	4.21	2.743	2.493	4.237	4.289	1.889	1.712	4.658	5.513	3.122	2.404	3.227	3.027	5.608	5.404	6.083	5.984
1917	6.279	5.138	4.124	3.947	2.121	1.594	3.498	3.753	1.94	2.595	5.636	5.642	1.718	2.593	3.001	3.734	4.054	3.685	5.079	4.406
1918	4.644	4.206	3.128	2.824	1.725	1.279	2.157	3.836	1.561	1.753	4.174	4.06	1.206	1.633	3.087	2.409	4.343	4.165	3.962	3.491
1919	5.908	3.75	3.962	2.852	2.181	2.203	4.401	3.089	2.101	1.959	3.926	3.392	2.163	1.838	3.466	2.926	3.614	4.829	3.89	4.035
1920	6.538	4.423	3.659	2.751	2.181	1.794	4.357	3.939	1.583	2.067	5.09	4.251	1.643	1.873	3.474	3.246	3.961	3.931	3.203	3.339
1921	6.122	2.709	3.391	4.116	2.953	3.463	4.845	5.258	1.853	2.199	4.773	4.44	2.85	2.909	4.376	3.997	5.191	5.046	4.435	5.296
1922	5.863	2.919	2.501	2.892	2.463	2.53	4.377	4.281	2.233	3.014	3.637	3.442	1.868	2.686	3.02	3.302	3.522	3.125	3.208	2.891
1923	4.727	3.258	2.844	3.3	2.007	2.213	4.606	3.186	1.661	2.045	4.049	4.882	1.455	2.374	2.943	3.027	4.18	4.48	2.188	3.064
1924	5.601	4.095	2.998	4.075	2.003	2.186	4.084	4.094	2.238	2.683	3.203	3.604	1.901	2.679	3.467	3.482	4.288	4.579	4.693	3.78
1925	4.655	5.836	2.666	4.133	2.262	2.363	2.49	3.004	1.974	2.074	3.597	2.74	2.021	2.136	2.805	2.347	3.829	4.073	2.775	2.875
1926	8.769	6.404	3.115	6.319	3.539	3.747	3.037	4.142	2.081	1.6	6.362	3.526	2.724	2.393	3.776	3.077	4.405	3.596	5.996	4.853
1927	5.612	7.897	3.156	5.643	3.398	3.166	3.017	5.584	3.476	3.546	5.214	4.075	2.915	3.013	2.878	2.389	4.515	3.259	4.799	3.144
1928	5.122	4.371	2.619	4.784	2.529	2.741	3.47	4.65	2.675	3.376	4.841	3.878	2.5	2.623	3.665	1.588	2.876	3.117	4.923	3.253
1929	5.343	3.825	2.314	4.168	2.396	2.59	4.1	3.906	2.55	2.039	3.54	2.058	1.551	1.668	4.224	1.653	3.627	3.353	3.272	1.951
1930	3.586	3.479	1.731	3.022	2.329	1.575	3.786	3.625	1.662	1.873	2.61	2.092	1.477	1.903	3.031	2.044	2.884	2.547	3.867	2.125
