# Gaglioti - Noatak Alder Once Burned - ALSP - ITRDB AK185
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32562
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32562.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak185-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak185-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak185.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak185.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-02-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-02-03
#--------------------
# Title
#   Study_Name: Gaglioti - Noatak Alder Once Burned - ALSP - ITRDB AK185
#--------------------
# Investigators
#   Investigators: Gaglioti, B.V.(https://orcid.org/0000-0003-0591-5253); Andreu-Hayles, L.(https://orcid.org/0000-0003-4185-681X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Tundra fire history effects on shrub growth NOAA Template Raw Measurements file added 2021-02-22.
#--------------------
# Publication
#   Authors: Gaglioti, Benjamin; Berner, Logan T; Jones, Benjamin M; Orndahl, Kathleen M; Williams, A Park; Andreu-Hayles, Laia; D'Arrigo, Rossane; Goetz, Scott J; Mann, Daniel H.
#   Journal_Name: Journal of Geophysical Research: Biogeosciences
#   Published_Title: Tussocks enduring or shrubs greening: Alternate responses to changing fire regimes in the Noatak River Valley, Alaska.
#   Published_Date_or_Year: 2021
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Gaglioti, Benjamin; Berner, Logan T; Jones, Benjamin M; Orndahl, Kathleen M; Williams, A Park; Andreu-Hayles, Laia; D'Arrigo, Rossane; Goetz, Scott J; Mann, Daniel H. 2021 in press. Tussocks enduring or shrubs greening: Alternate responses to changing fire regimes in the Noatak River Valley, Alaska. Journal of Geophysical Research: Biogeosciences, in press.
#   Abstract: As the Arctic warms, tundra wildfires are expected to become more frequent and severe. Assessing how the most flammable regions of the tundra respond to burning can inform us about how the rest of the Arctic may be affected by climate change. Here we describe ecosystem responses to tundra fires in the Noatak River watershed of northwest Alaska using shrub dendrochronology, active-layer depth monitoring, and remotely sensed vegetation productivity. Results show that relatively productive tundra is more likely to experience fires and burn more severely, suggesting that fuel loads currently limit tundra fire distribution in the Noatak Valley. Within three years of burning, most alder shrubs sampled had either germinated or re-sprouted, and vegetation productivity inside sixty burn perimeters recovered to pre-fire values. Tundra fires resulted in two phases of increased primary productivity as manifested by increased landscape greening. Phase one occurred in most burned areas 3-10 years after fires, and phase two occurred 16-44 years after fire in situations where tundra fires triggered near-surface permafrost thaw resulting in shrub proliferation. A fire-shrub-greening positive feedback is currently operating in the Noatak Valley and this feedback could expand North as air temperatures, fire frequencies, and permafrost degradation increase. This feedback will not have indiscriminate expansion though; in the Noatak Valley, the fire-shrub-greening process is relatively limited in tussock tundra, where low-severity fires and shallow active layers exclude shrub proliferation. Climate warming and enhanced fire occurrence will likely shift fire-poor regions into either the tussock tundra or erect shrub tundra fire-adapted ecological attractor states that now dominate the fire-rich Noatak Valley.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: USA Joint Fire Science Program
#   Grant: 16-1-01-8
#--------------------
# Site_Information
#   Site_Name: Noatak Alder Once Burned
#   Location: Alaska
#   Northernmost_Latitude: 67.982804
#   Southernmost_Latitude: 67.982804
#   Easternmost_Longitude: -161.978916
#   Westernmost_Longitude: -161.978916
#   Elevation_m: 92
#--------------------
# Data_Collection
#   Collection_Name: AK185
#   First_Year: 1979
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Alnus spp. Mill.
#   Common_Name: alder
#   Tree_Species_Code: ALSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OB-01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-23 (2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-23 (2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-24 (2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-24 (2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OB-25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OB-25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OB-01_raw	OB-01B_raw	OB-02_raw	OB-02B_raw	OB-03_raw	OB-03B_raw	OB-04_raw	OB-04B_raw	OB-05_raw	OB-05B_raw	OB-06_raw	OB-06B_raw	OB-07_raw	OB-07B_raw	OB-08_raw	OB-09_raw	OB-09B_raw	OB-10_raw	OB-11_raw	OB-11B_raw	OB-13_raw	OB-13B_raw	OB-14_raw	OB-14B_raw	OB-15_raw	OB-17B_raw	OB-18_raw	OB-20_raw	OB-20B_raw	OB-21B_raw	OB-22_raw	OB-22B_raw	OB-23_raw	OB-23 (2_raw	OB-24_raw	OB-24 (2_raw	OB-24B_raw	OB-25_raw	OB-25B_raw
1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.658
1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.191
1981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.668
1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.921	NA	NA	NA	NA	NA	NA	NA	0.862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.667
1983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.458	NA	NA	NA	0.602	0.919	NA	NA	NA	NA	NA	NA	0.746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.771
1984	NA	NA	NA	0.278	0.436	0.551	NA	NA	NA	NA	NA	NA	NA	NA	0.299	NA	NA	NA	0.768	0.566	NA	NA	NA	NA	NA	NA	0.629	NA	NA	NA	0.573	0.605	0.677	0.693	NA	NA	0.298	0.842	0.944
1985	NA	NA	0.379	0.708	0.521	0.563	NA	NA	NA	NA	NA	NA	NA	NA	0.256	NA	NA	NA	0.748	0.864	NA	NA	NA	NA	NA	NA	0.603	NA	NA	NA	0.696	0.712	0.6	0.636	NA	NA	0.054	1	0.801
1986	NA	NA	0.758	1.06	0.423	0.512	NA	NA	NA	NA	NA	NA	NA	NA	0.508	NA	NA	NA	0.725	1.09	NA	NA	NA	NA	NA	NA	0.659	NA	NA	NA	0.502	0.431	0.683	0.615	NA	NA	0.043	0.646	0.673
1987	NA	NA	1.09	0.937	0.381	0.425	NA	NA	NA	NA	NA	NA	NA	NA	0.734	NA	NA	NA	0.646	0.836	NA	NA	NA	NA	NA	0.752	0.797	0.356	0.232	NA	0.42	0.399	0.44	0.626	NA	NA	0.054	1.011	0.262
1988	NA	NA	0.838	0.905	0.403	0.442	NA	NA	0.413	0.434	NA	NA	NA	NA	0.204	NA	NA	NA	0.138	0.682	NA	NA	NA	NA	NA	0.455	0.392	0.483	0.373	NA	0.31	0.39	0.388	0.402	NA	0.085	0.075	0.699	0.602
1989	NA	NA	1.004	1.243	0.19	0.246	NA	NA	0.618	0.541	0.362	0.265	NA	NA	0.359	NA	NA	NA	0.682	0.195	NA	NA	NA	NA	NA	0.628	0.388	0.883	0.83	NA	0.181	0.18	0.232	0.159	NA	0.063	0.36	0.275	0.567
1990	NA	NA	1.207	0.699	0.717	0.738	NA	NA	0.281	0.307	0.975	0.549	NA	NA	0.352	NA	NA	NA	0.514	0.724	NA	NA	NA	NA	NA	0.647	0.706	0.238	0.179	NA	0.544	0.603	0.596	0.582	NA	0.15	0.238	0.635	0.223
1991	NA	NA	0.791	0.812	0.231	0.327	NA	NA	0.404	0.361	0.512	0.375	NA	NA	0.377	NA	NA	NA	0.811	0.47	NA	NA	NA	NA	NA	0.724	0.157	0.332	0.291	NA	0.533	0.549	0.806	0.656	NA	0.212	0.17	0.986	0.646
1992	NA	0.897	0.819	0.939	0.221	0.352	NA	NA	0.314	0.362	0.388	0.375	NA	NA	0.849	NA	NA	NA	1.639	0.925	NA	NA	NA	NA	NA	0.725	0.339	0.555	0.534	NA	0.76	0.659	1.212	0.903	0.223	0.202	0.18	0.754	0.644
1993	1.028	0.981	1.028	0.074	0.22	0.214	NA	NA	0.175	0.247	0.371	0.342	NA	NA	0.934	NA	NA	NA	1.302	1.362	NA	NA	NA	NA	NA	0.797	0.191	0.862	0.834	NA	0.813	1.044	0.833	0.954	0.222	0.173	0.158	0.799	0.32
1994	0.915	1.026	0.072	0.108	0.275	0.2	NA	NA	0.104	0.257	0.372	0.235	NA	NA	1.031	NA	NA	NA	0.361	0.797	NA	NA	NA	NA	NA	0.131	0.169	0.213	0.184	NA	0.555	0.469	0.523	0.763	0.362	0.236	0.234	0.34	0.171
1995	0.336	0.503	0.085	0.324	0.057	0.104	NA	NA	0.081	0.088	0.14	0.063	NA	NA	0.054	NA	NA	NA	0.134	0.202	NA	NA	NA	NA	NA	0.131	0.064	0.508	0.451	NA	0.108	0.088	0.1	0.116	0.36	0.313	0.307	0.202	0.109
1996	0.973	1.192	0.289	0.211	0.478	0.403	NA	NA	0.384	0.472	0.371	0.394	NA	NA	0.397	NA	NA	NA	0.951	0.669	NA	NA	NA	NA	NA	0.42	0.54	1.014	0.959	NA	1.167	1.188	0.482	0.444	0.714	0.761	0.476	0.797	0.506
1997	0.653	0.894	0.174	1.536	0.503	0.361	NA	NA	0.336	0.314	0.36	0.275	NA	NA	0.649	NA	NA	0.563	0.845	0.655	NA	NA	NA	NA	NA	0.364	0.816	0.668	0.81	NA	0.49	0.451	0.492	0.385	1.146	1.106	0.911	0.576	0.412
1998	1.187	1.067	0.714	0.859	0.716	0.661	NA	1.115	0.73	0.837	0.796	0.722	NA	NA	0.766	NA	NA	1.013	0.963	0.807	0.786	NA	NA	NA	NA	0.525	0.476	1.169	1.301	NA	0.693	0.489	0.714	0.658	1.289	0.981	0.941	1.081	0.673
1999	0.928	0.567	0.691	0.541	0.497	0.48	1.07	0.872	0.473	0.641	0.593	0.575	NA	NA	0.519	NA	NA	0.926	1.054	0.72	0.74	0.73	0.618	0.693	NA	0.298	0.402	0.81	0.901	NA	0.726	0.748	0.562	0.627	0.742	0.521	0.691	0.708	0.455
2000	0.976	0.897	0.951	0.827	0.646	0.576	0.792	0.735	0.583	0.649	0.984	0.756	NA	NA	0.667	NA	NA	1.093	0.806	0.762	0.739	0.656	0.469	0.521	NA	0.297	0.614	1.235	1.245	NA	0.895	0.881	0.845	0.724	0.66	0.706	0.937	0.745	0.544
2001	0.648	0.626	0.772	0.531	0.529	0.502	0.634	0.719	0.506	0.617	0.551	0.457	NA	NA	0.489	NA	NA	0.643	0.858	0.546	0.624	0.693	0.582	0.592	NA	0.287	0.529	1.126	1.053	NA	0.585	0.473	0.56	0.659	0.568	0.6	0.886	0.379	0.284
2002	0.368	0.304	0.398	0.339	0.317	0.317	0.768	0.174	0.449	0.498	0.34	0.278	NA	NA	0.361	NA	NA	0.436	0.298	0.224	0.349	0.398	0.336	0.3	NA	0.19	0.36	0.607	0.519	NA	0.542	0.36	0.357	0.424	0.359	0.388	0.438	0.341	0.214
2003	0.783	1.029	0.473	0.534	0.552	0.626	0.926	0.704	0.71	0.702	0.415	0.531	NA	0.37	0.468	NA	NA	0.74	0.78	0.744	0.242	0.211	0.72	0.633	NA	0.202	0.423	1.131	1.189	0.88	0.725	0.654	0.43	0.491	0.621	0.594	0.719	0.418	0.407
2004	0.887	0.952	0.735	0.524	0.698	0.65	1.105	1.028	0.355	0.488	0.149	0.25	NA	0.519	0.521	1.935	NA	0.503	1.115	0.967	0.637	0.829	1.088	0.843	0.404	0.318	0.519	1.065	1.306	0.355	0.808	0.544	0.934	0.924	1.068	0.964	1.849	0.668	0.449
2005	0.76	0.71	0.568	1.01	0.688	0.539	0.919	0.854	0.795	0.89	0.797	0.781	0.475	0.895	0.525	2.054	1.437	0.926	0.907	0.776	0.777	0.773	0.418	0.395	0.459	0.331	0.328	1.477	1.639	0.385	0.571	0.517	0.768	0.71	1.135	1.049	1.228	0.833	0.53
2006	0.523	0.588	0.512	0.61	0.455	0.267	0.794	0.936	0.938	0.857	0.72	0.715	0.523	0.549	0.285	1.122	1.285	0.601	0.583	0.419	0.429	0.509	0.351	0.435	0.291	0.282	0.094	0.966	0.873	0.555	0.455	0.356	0.41	0.44	0.47	0.524	0.567	0.48	0.398
2007	0.923	0.952	1.54	1.461	0.625	0.573	0.824	1.112	1.498	1.309	1.213	0.923	0.938	1.406	0.453	1.133	1.428	0.868	0.968	0.65	0.598	0.71	0.807	0.87	1.011	0.436	0.289	1.19	1.46	1.009	0.466	0.663	0.504	0.855	1.156	0.994	1.125	0.669	0.483
2008	0.289	0.445	0.998	1.048	0.407	0.404	0.456	0.566	0.691	0.552	0.723	0.664	0.743	0.981	0.305	0.55	0.692	0.747	0.377	0.295	0.425	0.541	0.634	0.614	0.686	0.248	0.095	0.618	0.508	0.459	0.266	0.37	0.27	0.493	0.468	0.491	0.483	0.361	0.303
2009	0.345	0.557	1.212	1.122	0.405	0.353	0.606	0.896	0.687	0.475	0.587	0.631	1.122	0.985	0.378	0.593	0.822	0.488	0.352	0.295	0.499	0.7	0.536	0.646	0.732	0.247	0.114	0.596	0.612	0.786	0.404	0.379	0.29	0.524	0.563	0.372	0.427	0.314	0.28
2010	0.418	0.526	1.193	1.007	0.322	0.339	0.725	0.854	0.579	0.519	0.758	0.708	0.957	0.769	0.423	0.677	0.706	0.606	0.524	0.57	0.623	0.553	0.561	0.614	0.837	0.278	0.104	0.585	0.429	0.626	0.392	0.61	0.331	0.649	0.618	0.533	0.532	0.432	0.303
2011	0.321	0.351	0.961	0.987	0.388	0.32	0.909	0.721	0.176	0.178	0.585	0.615	0.961	0.99	0.383	0.869	0.778	0.527	0.323	0.297	0.609	0.605	0.414	0.391	0.833	0.251	0.095	0.345	0.088	0.623	0.224	0.175	0.138	0.415	0.174	0.127	0.231	0.099	0.119
2012	0.409	0.514	0.951	0.9	0.393	0.403	1.284	0.964	0.49	0.431	0.853	0.869	1.31	0.944	0.54	0.846	0.693	0.444	0.763	0.47	0.73	0.699	0.838	0.847	0.99	0.412	NA	0.661	0.398	2.395	0.202	0.325	0.396	0.882	0.504	0.482	0.409	0.385	0.459
2013	0.583	0.61	0.948	0.858	0.405	0.493	1.038	0.774	0.385	0.395	0.821	0.982	1.223	0.883	0.462	0.657	0.712	0.48	0.652	0.512	0.523	0.445	0.958	1.209	0.931	0.418	NA	0.623	0.593	1.581	0.309	0.455	0.385	0.836	0.399	0.31	0.506	0.229	0.322
2014	0.639	0.38	0.292	0.652	0.152	0.28	0.691	0.644	0.22	0.241	0.424	0.436	0.893	0.596	0.637	0.381	0.346	0.159	0.196	0.209	0.409	0.287	0.321	0.656	0.792	0.329	NA	0.294	0.265	1.198	0.19	0.231	0.137	0.31	0.379	0.293	0.048	0.197	0.225
2015	0.346	0.141	0.325	0.382	0.321	0.418	0.77	0.636	0.247	0.349	0.323	0.425	0.962	0.456	0.855	0.381	0.444	0.088	0.268	0.26	0.37	0.244	0.191	0.276	0.579	0.24	NA	0.324	0.171	1.074	0.181	0.252	0.127	0.257	NA	0.137	0.402	0.199	0.071
2016	0.142	0.216	0.238	0.27	NA	NA	0.537	0.312	0.175	0.185	0.14	0.255	0.646	0.313	0.424	0.264	0.343	0.137	0.215	0.174	0.558	0.53	0.252	0.37	0.47	0.111	NA	0.094	0.072	1.313	NA	NA	NA	0.074	NA	NA	0.185	NA	0.047
2017	0.257	NA	NA	NA	NA	NA	1.113	0.806	0.3	0.393	0.601	0.616	1.149	0.295	0.945	0.572	0.778	NA	0.399	0.289	NA	NA	0.355	0.403	NA	0.226	NA	0.225	0.218	NA	NA	NA	NA	0.224	NA	NA	0.225	NA	0.246
