# Maxwell - Donaldson Woods - QUAL - ITRDB IN009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30554
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30554.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - Donaldson Woods - QUAL - ITRDB IN009
#--------------------
# Investigators
#   Investigators: Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Van Aken, K.; Matheus, T.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Eastern Deciduous Forest, Climate response, Palmer Drought Severity Index. NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Maxwell, J. T. and Harley, G.L.
#   Journal_Name: Climate Dynamics
#   Published_Title: Increased tree-ring network density reveals more precise estimations of sub-regional hydroclimate variability and climate dynamics in the Midwest, USA
#   Published_Date_or_Year: 2017
#   Volume: 49
#   Pages: 1479-1493
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1007/s00382-016-3396-9
#   Full_Citation: None
#   Abstract: Understanding the historic variability in the hydroclimate provides important information on possible extreme dry or wet periods that in turn inform water management plans. Tree rings have long provided historical context of hydroclimate variability of the U.S. However, the tree-ring network used to create these countrywide gridded reconstructions is sparse in certain locations, such as the Midwest. Here, we increase (n = 20) the spatial resolution of the tree-ring network in southern Indiana and compare a summer (June-August) Palmer Drought Severity Index (PDSI) reconstruction to existing gridded reconstructions of PDSI for this region. We find both droughts and pluvials that were previously unknown that rival the most intense PDSI values during the instrumental period. Additionally, historical drought occurred in Indiana that eclipsed instrumental conditions with regard to severity and duration. During the period 1962-2004 CE, we find that teleconnections of drought conditions through the Atlantic Meridional Overturning Circulation have a strong influence (r = -0.60, p < 0.01) on secondary tree growth in this region for the late spring-early summer season. These findings highlight the importance of continuing to increase the spatial resolution of the tree-ring network used to infer past climate dynamics to capture the sub-regional spatial variability. Increasing the spatial resolution of the tree-ring network for a given region can better identify sub-regional variability, improve the accuracy of regional tree-ring PDSI reconstructions, and provide better information for climatic teleconnections.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Donaldson Woods
#   Location: Indiana
#   Northernmost_Latitude: 38.727
#   Southernmost_Latitude: 38.727
#   Easternmost_Longitude: -86.4085
#   Westernmost_Longitude: -86.4085
#   Elevation_m: 195
#--------------------
# Data_Collection
#   Collection_Name: IN009
#   First_Year: 1725
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DWA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA05c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA05c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA08C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA08C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA08D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA08D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DWA17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DWA17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DWA01A_raw	DWA01B_raw	DWA02A_raw	DWA02B_raw	DWA03A_raw	DWA03B_raw	DWA04B_raw	DWA04A_raw	DWA05B_raw	DWA05c_raw	DWA07A_raw	DWA07B_raw	DWA08C_raw	DWA08D_raw	DWA11A_raw	DWA11B_raw	DWA12A_raw	DWA12B_raw	DWA14A_raw	DWA14B_raw	DWA15A_raw	DWA15B_raw	DWA16A_raw	DWA16B_raw	DWA17A_raw	DWA17B_raw
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.897	1.447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.571	1.967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.264	1.524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.241	4.311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.241	3.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.057	2.422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.308	2.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.266	2.539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58	2.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.87	2.707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.726	1.883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.227	1.63	NA	NA	NA	NA	0.733	0.623	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.671	2.138	NA	NA	NA	NA	1.466	1.32	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.601	1.733	NA	NA	NA	NA	2.111	1.824	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.474	1.629	NA	NA	NA	NA	1.792	1.655	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.567	1.693	NA	NA	NA	NA	1.231	1.62	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.729	0.615	NA	NA	NA	NA	0.557	0.568	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.893	0.914	NA	NA	NA	NA	1.026	0.957	1.003	0.326	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.887	0.579	NA	NA	NA	NA	1.134	0.82	0.556	0.578	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.535	0.599	NA	NA	NA	NA	0.719	0.859	0.88	0.783	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.919	0.842	NA	NA	NA	NA	0.927	1.2	1.029	1.14	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.962	0.789	NA	NA	NA	NA	0.454	0.959	1.013	0.964	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.963	0.928	NA	NA	NA	NA	0.62	1.001	1.112	1.117	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.142	1.035	NA	NA	NA	NA	0.941	0.856	0.977	1.074	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.869	0.734	NA	NA	NA	NA	0.624	0.819	0.996	0.983	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.076	1.054	NA	NA	NA	NA	0.827	0.744	1.046	0.83	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.972	0.924	NA	NA	NA	NA	0.665	0.766	1.046	0.952	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.709	0.632	NA	NA	NA	NA	0.667	0.825	0.944	0.759	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.842	0.69	NA	NA	NA	NA	0.563	0.688	0.872	0.791	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.932	0.952	NA	NA	NA	NA	0.733	0.454	0.902	1.343	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.661	0.491	NA	NA	NA	NA	0.577	0.495	0.584	0.642	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.199	1.066	NA	NA	NA	NA	1.125	0.594	1.033	0.993	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.676	0.914	NA	NA	NA	NA	0.46	0.618	0.82	0.598	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.623	0.891	NA	NA	NA	NA	0.779	0.647	0.533	0.728	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.085	0.832	NA	NA	NA	NA	0.708	0.849	0.923	0.832	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822	1.104	NA	NA	NA	NA	0.9	0.658	0.651	0.571	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.943	0.888	NA	NA	NA	NA	0.921	0.703	0.809	0.78	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.699	0.719	NA	NA	NA	NA	0.586	0.609	0.726	0.677	NA	NA	NA	NA
1763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.988	0.803	NA	NA	NA	NA	0.705	0.685	0.886	0.971	NA	NA	NA	NA
1764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.723	0.887	NA	NA	NA	NA	0.827	0.72	0.829	0.865	NA	NA	NA	NA
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.803	0.804	NA	NA	NA	NA	0.901	0.965	0.636	0.702	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.952	1.058	NA	NA	NA	NA	1.088	1.082	0.834	0.851	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	0.385	NA	NA	NA	NA	0.823	0.68	0.58	0.544	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.965	1.011	NA	NA	NA	NA	1.054	0.722	0.998	1.126	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.986	0.887	NA	NA	NA	NA	1.036	0.756	0.804	0.836	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.824	0.677	NA	NA	NA	NA	0.751	0.657	0.538	0.55	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.614	0.783	NA	NA	NA	NA	0.524	0.551	0.504	0.353	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.804	NA	NA	NA	NA	0.835	0.637	0.878	0.981	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888	0.901	NA	NA	NA	NA	0.844	0.563	1.013	1.114	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.912	0.83	NA	NA	NA	NA	0.738	0.718	0.782	0.906	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.387	1.209	NA	NA	NA	NA	1.204	0.789	1.385	1.115	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.673	1.629	NA	NA	NA	NA	1.116	0.683	1.581	1.436	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.085	1.033	NA	NA	NA	NA	1.037	0.682	1.035	1.037	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.334	1.552	NA	NA	NA	NA	1.153	0.744	2.182	1.693	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.547	1.479	NA	NA	NA	NA	1.12	1.44	1.508	1.534	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.962	1.403	NA	NA	NA	NA	0.798	0.942	1.512	1.595	NA	NA	NA	NA
