# Marquardt - Mt. Bigelow mixed-needle - PIPO - ITRDB AZ601
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28413
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28413.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az601-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az601-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az601.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az601.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-15
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-15
#--------------------
# Title
#   Study_Name: Marquardt - Mt. Bigelow mixed-needle - PIPO - ITRDB AZ601
#--------------------
# Investigators
#   Investigators: Marquardt, P.E.; Miranda, B.R.; Telewski, F.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sky Island Pines, Arizona (USA): Mixed-needle Pinus ponderosa var. brachyptera. NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Paula E. Marquardt, Brian R. Miranda, Frank W. Telewski
#   Journal_Name: Forests
#   Published_Title: Shifts in Climate-Growth Relationships of the Sky Island Pines
#   Published_Date_or_Year: 2019
#   Volume: 10
#   Pages: 
#   Issue: 11
#   Report_Number: 
#   DOI: 10.3390/f10111011
#   Full_Citation: None
#   Abstract: Rising temperatures and changes in precipitation may affect plant responses, and mountainous regions in particular are sensitive to the impacts of climate change. The Santa Catalina Mountains, near Tucson, Arizona, USA, are among the best known Madrean Sky Islands, which are defined by pine-oak forests. We compared the sensitivity and temporal stability of climate-growth relationships to quantify the growth responses of sympatric taxa of ponderosa pine to changing climate. Three taxa (three-needle, mixed-needle, and five-needle types) collected from southern slopes of two contact zones (Mt. Lemmon, Mt. Bigelow) were evaluated. Positive climate-growth correlations in these semiarid high-elevation pine forests indicated a seasonal shift from summer- to spring-dominant precipitation since 1950, which is a critical time for reproduction. Mixed- and five-needle types responded to winter precipitation, and growth was reduced for the five-needle type when spring conditions were dry. Growth trends in response to temperature and specific to site were observed, which indicated the climate signal can be weakened when data are combined into a single chronology. Significant fluctuations in temperature-growth correlations since 1950 occurred for all needle types. These results demonstrated a dramatic shift in sensitivity of annual tree growth to the seasonality of the limiting factor, and a climatic trend that increases local moisture stress may impact the stability of climate-growth relationships. Moreover, output from temperature-growth analyses based on ring-width data (for example from semiarid sites) that does not account for positive and negative growth trends may be adversely affected, potentially impacting climate reconstructions.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: USDA Forest Service
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mt. Bigelow
#   Location: Arizona
#   Northernmost_Latitude: 32.41378
#   Southernmost_Latitude: 32.41378
#   Easternmost_Longitude: -110.714957
#   Westernmost_Longitude: -110.714957
#   Elevation_m: 2534
#--------------------
# Data_Collection
#   Collection_Name: AZ601
#   First_Year: 1884
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BIG008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG013B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG013B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG013C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG013C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG019E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG019E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG019W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG019W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG024A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG024A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG024B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG024B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG030A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG030A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG030B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG030B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG042A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG042A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG042B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG042B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BIG008A_raw	BIG008B_raw	BIG013B_raw	BIG013C_raw	BIG019E_raw	BIG019W_raw	BIG024A_raw	BIG024B_raw	BIG030A_raw	BIG030B_raw	BIG042A_raw	BIG042B_raw
1960	0.33	0.36	0.78	0.46	0.33	0.46	1.48	2.84	0.48	0.58	0.6	0.88
1961	0.37	0.55	0.84	0.65	0.55	0.65	1.16	3.11	0.71	0.6	0.77	1.13
1962	0.5	0.67	0.96	0.63	0.51	0.68	1.64	3.42	0.84	0.8	0.9	1.35
1963	0.56	0.78	1.15	0.85	0.54	0.62	1.62	3.35	1.07	1	0.97	1.48
1964	0.65	0.87	0.8	0.55	0.56	0.61	1.82	2.95	1.22	0.91	0.77	1.29
1965	0.68	0.98	1.36	1.08	0.41	0.57	2.45	3.02	1.61	1.71	0.88	1.22
1966	0.68	1.08	1.35	1.07	0.75	0.62	2.16	2.45	0.97	0.88	0.74	1.44
1967	0.77	0.9	1.67	1.42	0.95	0.64	1.9	2.48	1.88	1.59	0.83	1.27
1968	0.47	0.64	0.81	0.56	0.25	0.24	1.45	2.01	1.25	0.69	0.39	0.63
1969	0.47	0.68	1.26	0.91	0.71	0.49	1.76	2.23	1.82	0.71	0.55	1.2
1970	0.4	0.61	0.99	0.86	0.41	0.31	1.37	1.65	1.38	1.24	0.36	1.03
1971	0.17	0.28	0.76	0.7	0.19	0.32	1.62	2.3	1.7	0.94	0.41	0.7
1972	0.14	0.17	0.68	0.54	0.19	0.34	0.03	2.01	1.04	0.71	0.48	0.72
1973	0.36	0.34	0.99	0.74	0.5	0.61	1.88	2.58	1.74	1.38	0.63	1.44
1974	0.18	0.1	0.66	0.6	0.73	0.64	2.27	2.65	1.88	1.36	0.52	0.88
1975	0.55	0.49	1.31	1.02	0.91	1.14	2.24	2.81	2.64	1.78	0.7	1.33
1976	0.45	0.26	1.1	0.83	0.69	0.7	2.21	2.24	1.99	1.32	0.65	1.12
1977	0.4	0.51	1.28	1.08	0.71	0.9	2.14	2.54	1.35	1.57	0.45	0.72
1978	0.36	0.2	1.32	0.97	0.44	0.57	1.61	2	1.43	1.42	0.48	0.79
1979	0.62	0.48	1.3	0.99	0.79	0.64	2.11	2.52	2.2	1.9	0.78	1.18
1980	0.3	0.43	0.72	0.66	0.51	0.57	1.92	1.81	1.24	1.24	0.42	0.74
1981	0.16	0.29	0.96	0.9	0.6	0.39	1.33	1.91	1.33	1.4	0.43	0.67
1982	0.04	0.14	0.49	0.34	0.36	0.23	0.54	0.89	1.1	1.05	0.18	0.3
1983	0.17	0.13	0.41	0.46	0.3	0.37	0.57	0.64	1	1.46	0.24	0.47
1984	0.11	0.15	0.56	0.56	0.42	0.5	0.53	0.67	1.34	1.68	0.41	0.55
1985	0.23	0.14	0.57	0.52	0.3	0.32	1.07	1.12	1.17	1.21	0.47	0.36
1986	0.31	0.08	0.45	0.43	0.24	0.02	0.45	0.48	0.19	0.38	0.42	0.54
1987	0.33	0.23	0.48	0.54	0.16	0.04	0.56	0.5	0.39	0.34	0.65	0.36
1988	0.27	0.15	0.59	0.9	0.31	0.41	0.78	0.73	0.52	0.33	0.79	0.46
1989	0.23	0.15	0.86	0.87	0.43	0.13	0.96	0.97	0.59	0.34	0.91	0.74
1990	0.35	0.36	1.39	1.18	0.54	0.3	1.26	1.08	0.94	0.73	0.82	0.81
1991	0.37	0.35	0.79	0.77	0.23	0.57	1.06	1.46	1.13	1.29	0.38	0.63
1992	0.63	0.83	1.93	1.71	0.48	0.28	1.22	1.59	2.23	2.43	0.78	1.47
1993	0.29	0.3	0.79	0.63	0.19	0.32	0.67	1.06	1.69	1.35	0.42	0.53
1994	0.32	0.36	0.98	0.99	0.36	0.47	0.71	1.04	1.8	1.51	0.66	0.59
1995	0.34	0.58	1.38	1.11	0.54	0.42	0.97	1.41	2.21	1.76	0.91	0.84
1996	0.24	0.31	1.14	1.02	0.48	0.36	1.24	1.43	1.13	1.24	0.75	0.79
1997	0.25	0.36	1.07	1	0.37	0.54	1.04	1.42	1.27	2.05	0.71	0.61
1998	0.66	0.76	1.58	1.25	0.62	0.52	1.62	1.9	1.78	2.43	0.95	0.99
1999	0.47	0.58	1.6	1.45	0.65	0.31	1.61	2.17	1.63	3.29	0.62	0.81
2000	0.29	0.46	1.35	1.28	0.27	0.29	0.85	0.98	1.05	1.97	0.5	0.57
2001	0.35	0.33	1.44	1.14	0.33	0.33	0.96	1.38	0.94	1.56	0.45	0.74
2002	0.09	0.01	0.8	0.6	0.33	0.38	0.66	0.5	0.56	1.06	0.24	0.32
2003	0.3	0.24	1.36	1.12	0.5	0.27	0.75	1.08	0.71	1.77	0.41	0.51
2004	0.19	0.12	1.09	0.9	0.22	0.24	0.48	1.04	1.02	1.7	0.37	0.66
2005	0.2	0.25	1.38	1.25	0.29	0.14	0.52	0.96	0.63	1.09	0.16	0.24
2006	0	0.11	1.29	0.76	0.11	0.28	0.48	0.65	0.7	1.22	0.4	0.6
2007	0.43	0.23	1.24	1.03	0.26	0.66	0.42	0.59	0.76	2.1	0.23	0.34
2008	0.58	0.39	1.29	1.43	0.25	0.54	0.57	0.99	1.48	3.74	0.6	0.89
2009	0.56	0.46	1.47	NA	0.27	0.61	0.64	1.08	1.23	3.12	0.49	0.73
2010	NA	NA	1.78	NA	0.54	0.4	NA	NA	NA	NA	NA	NA
2011	NA	NA	2.26	NA	0.31	0.6	NA	NA	NA	NA	NA	NA
2012	NA	NA	NA	NA	0.4	0.35	NA	NA	NA	NA	NA	NA
