# Marquardt - Mt. Bigelow mixed-needle - PIPO - ITRDB AZ601
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28413
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28413.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az601-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az601-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az601.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az601.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-15
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-15
#--------------------
# Title
#   Study_Name: Marquardt - Mt. Bigelow mixed-needle - PIPO - ITRDB AZ601
#--------------------
# Investigators
#   Investigators: Marquardt, P.E.; Miranda, B.R.; Telewski, F.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sky Island Pines, Arizona (USA): Mixed-needle Pinus ponderosa var. brachyptera. NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Paula E. Marquardt, Brian R. Miranda, Frank W. Telewski
#   Journal_Name: Forests
#   Published_Title: Shifts in Climate-Growth Relationships of the Sky Island Pines
#   Published_Date_or_Year: 2019
#   Volume: 10
#   Pages: 
#   Issue: 11
#   Report_Number: 
#   DOI: 10.3390/f10111011
#   Full_Citation: None
#   Abstract: Rising temperatures and changes in precipitation may affect plant responses, and mountainous regions in particular are sensitive to the impacts of climate change. The Santa Catalina Mountains, near Tucson, Arizona, USA, are among the best known Madrean Sky Islands, which are defined by pine-oak forests. We compared the sensitivity and temporal stability of climate-growth relationships to quantify the growth responses of sympatric taxa of ponderosa pine to changing climate. Three taxa (three-needle, mixed-needle, and five-needle types) collected from southern slopes of two contact zones (Mt. Lemmon, Mt. Bigelow) were evaluated. Positive climate-growth correlations in these semiarid high-elevation pine forests indicated a seasonal shift from summer- to spring-dominant precipitation since 1950, which is a critical time for reproduction. Mixed- and five-needle types responded to winter precipitation, and growth was reduced for the five-needle type when spring conditions were dry. Growth trends in response to temperature and specific to site were observed, which indicated the climate signal can be weakened when data are combined into a single chronology. Significant fluctuations in temperature-growth correlations since 1950 occurred for all needle types. These results demonstrated a dramatic shift in sensitivity of annual tree growth to the seasonality of the limiting factor, and a climatic trend that increases local moisture stress may impact the stability of climate-growth relationships. Moreover, output from temperature-growth analyses based on ring-width data (for example from semiarid sites) that does not account for positive and negative growth trends may be adversely affected, potentially impacting climate reconstructions.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: USDA Forest Service
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mt. Bigelow
#   Location: Arizona
#   Northernmost_Latitude: 32.41378
#   Southernmost_Latitude: 32.41378
#   Easternmost_Longitude: -110.714957
#   Westernmost_Longitude: -110.714957
#   Elevation_m: 2534
#--------------------
# Data_Collection
#   Collection_Name: AZ601
#   First_Year: 1884
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BIG008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG013B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG013B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG013C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG013C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG019E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG019E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG019W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG019W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG024A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG024A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG024B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG024B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG030A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG030A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG030B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG030B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG042A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG042A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIG042B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIG042B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BIG008A_raw	BIG008B_raw	BIG013B_raw	BIG013C_raw	BIG019E_raw	BIG019W_raw	BIG024A_raw	BIG024B_raw	BIG030A_raw	BIG030B_raw	BIG042A_raw	BIG042B_raw
1884	NA	NA	NA	3.03	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	3.04	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	3.05	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	2.49	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	2.18	NA	NA	NA	NA	NA	NA	NA	NA
1889	2.24	1.51	NA	2.62	NA	NA	NA	NA	NA	NA	NA	NA
1890	1.44	1.12	NA	2.33	NA	NA	NA	NA	NA	NA	NA	NA
1891	1.86	1.29	NA	2.03	NA	1.13	NA	NA	NA	NA	NA	NA
1892	1.17	0.76	NA	1.79	NA	1.13	NA	NA	NA	NA	NA	NA
1893	1.17	0.89	NA	2.32	NA	1.76	NA	NA	NA	NA	NA	NA
1894	1.03	0.58	NA	1.75	NA	1.43	NA	NA	NA	NA	0.78	1.16
1895	0.65	0.72	NA	1.79	NA	1.42	NA	NA	NA	NA	0.93	1.15
1896	0.64	0.71	NA	1.82	NA	1.44	NA	NA	NA	NA	0.83	1.12
1897	0.61	0.64	NA	1.73	NA	1.46	NA	NA	NA	NA	1.28	1.63
1898	1.63	1.71	NA	2.7	NA	2.04	NA	NA	NA	NA	1.43	1.94
1899	1.74	1.48	NA	2.2	NA	1.84	NA	NA	NA	NA	1.6	2.36
1900	1	0.82	NA	1.27	NA	1.29	NA	NA	NA	NA	1.03	1.79
1901	0.96	0.96	NA	1.87	NA	1.53	NA	NA	NA	NA	1.03	1.84
1902	0.82	1.07	1.51	1.53	NA	1.24	NA	NA	NA	NA	0.91	1.62
1903	1.59	1.43	2.5	2.67	NA	1.85	NA	NA	NA	NA	0.95	1.66
1904	0.87	0.74	1.98	1.97	NA	1.27	NA	NA	NA	NA	0.75	1.15
1905	0.74	0.6	1.93	2.1	NA	1.3	NA	NA	NA	NA	0.79	1
1906	1.21	1.1	1.88	1.82	NA	1.51	NA	NA	NA	NA	1.18	1.17
1907	1.76	1.6	2.05	2.38	NA	1.96	NA	NA	NA	NA	1.96	1.68
1908	1.45	1.12	2.7	2.79	NA	2.08	NA	NA	NA	NA	2.07	1.37
1909	1.26	1.45	1.71	1.93	NA	1.58	NA	NA	NA	NA	2.1	1.29
1910	0.83	0.63	2.17	1.86	NA	1.38	NA	NA	NA	NA	1.85	1.05
1911	1.21	1.34	2.27	2.06	NA	1.78	NA	NA	NA	NA	2.03	1.41
1912	1.32	1.33	2.3	2.01	NA	1.7	NA	NA	NA	NA	2.32	1.73
1913	1.63	1.75	1.97	2.46	NA	1.91	NA	NA	NA	NA	2.24	1.46
1914	1.83	1.82	2.79	2.6	NA	2.14	NA	NA	NA	NA	2.92	1.92
1915	0.78	0.85	1.77	1.45	NA	1.25	NA	NA	NA	NA	2.14	1.54
1916	1.19	1.25	2.22	2.45	NA	1.68	NA	NA	NA	NA	3.18	1.89
1917	1.03	1.06	2.2	2.67	NA	1.56	NA	NA	NA	NA	3.04	1.92
1918	0.83	1.17	1.61	1.79	NA	1.15	NA	NA	NA	NA	2.64	1.45
1919	0.95	1.29	2.07	2.59	NA	1.35	NA	NA	NA	NA	2.74	1.5
1920	1.06	1.47	1.62	2.3	NA	1.35	NA	NA	NA	NA	2.19	1.27
1921	1.02	1.07	1.44	1.82	NA	1.09	NA	NA	NA	NA	2.05	1.35
1922	0.66	1.43	1.3	2.08	NA	1.24	NA	NA	NA	NA	2.17	1.58
1923	0.87	1.3	1.16	1.37	NA	1.06	NA	NA	NA	NA	1.93	1.61
1924	0.67	1.04	1.16	1.43	NA	1.64	NA	NA	NA	NA	2.02	1.62
1925	0.79	2.04	1.44	1.88	NA	1.46	NA	NA	NA	NA	2.31	1.78
1926	0.64	1.18	1.25	1.46	NA	0.96	NA	NA	NA	NA	1.86	1.35
1927	0.94	1.3	1.28	1.25	NA	1.57	NA	NA	NA	NA	2.16	1.82
1928	0.92	1.57	0.98	1.54	NA	1.56	NA	NA	NA	NA	2.27	1.8
1929	0.72	1.36	1.48	1.83	NA	1.77	NA	NA	NA	NA	2.53	1.59
1930	1.25	1.55	1.93	1.57	1.55	1.75	NA	NA	NA	NA	2.24	1.81
1931	1.12	1.71	1.61	2.25	1.39	1.94	NA	NA	NA	NA	2.02	1.63
1932	1.04	1.45	1.63	1.94	1.47	2.01	NA	NA	NA	NA	1.69	1.39
1933	1	1.33	1.91	1.38	1.73	1.15	NA	NA	NA	NA	1.9	1.88
1934	0.68	0.65	1.25	1.44	2.03	0.7	NA	NA	NA	NA	1.65	1.47
1935	1.31	1.28	1.42	1.87	1.64	1.18	NA	NA	NA	NA	2.34	2.52
1936	0.91	1.02	1.1	1.26	1.06	0.56	NA	NA	NA	NA	1.98	1.78
1937	0.61	0.6	0.96	1.34	0.93	1.02	NA	NA	NA	NA	1.57	1.31
1938	0.79	0.87	0.75	0.9	1.23	0.69	NA	NA	NA	NA	1.73	1.35
1939	0.65	0.66	0.44	1.15	0.69	0.43	NA	NA	NA	NA	1.74	1.42
1940	0.53	0.77	0.65	1.22	1.09	0.25	NA	NA	NA	NA	1.38	0.91
1941	0.54	0.97	0.51	0.53	0.83	0.95	NA	NA	NA	NA	1.23	1.09
1942	0.69	0.65	0.55	0.75	0.55	0.86	NA	NA	NA	NA	1.21	1.34
1943	0.45	0.59	0.54	0.56	0.59	0.57	NA	NA	NA	NA	0.91	0.96
1944	0.62	0.83	0.5	0.5	0.43	0.41	NA	NA	NA	NA	1	1.03
1945	0.53	0.7	0.52	0.48	0.25	0.25	NA	NA	NA	NA	1.08	0.99
1946	0.29	0.63	0.46	0.49	0.19	0.05	NA	NA	NA	NA	0.97	0.93
1947	0.4	0.6	0.39	0.48	0.41	0.1	NA	NA	NA	NA	0.85	0.91
1948	0.35	0.67	0.28	0.23	0.25	0.13	NA	NA	NA	NA	0.8	1.04
1949	0.75	1.3	0.81	0.67	0.37	0.52	NA	NA	NA	NA	1.34	1.39
1950	0.6	1.22	0.6	0.48	0.18	0.54	1.76	1.75	NA	NA	1.47	1.62
1951	0.8	1.28	0.47	0.41	0.23	0.53	1.68	1.91	NA	NA	0.89	1.23
1952	0.73	0.94	0.55	0.52	0.3	0.76	2.33	2.93	NA	NA	0.98	1.28
1953	0.82	1.09	0.56	0.54	0.28	0.44	2.33	2.92	NA	NA	0.77	1.17
1954	0.51	0.84	0.7	0.59	0.38	0.71	2.05	2.25	1	1.11	0.95	1.15
1955	0.33	0.59	0.64	0.5	0.36	0.62	2.22	2.53	0.33	0.35	0.56	0.6
1956	0.07	0.41	0.38	0.35	0.23	0.22	2.07	2.59	0.66	0.66	0.41	0.35
1957	0.47	0.75	0.81	0.68	0.63	0.54	2.52	3.48	1.03	0.93	0.67	0.78
1958	0.41	0.57	0.72	0.66	0.54	0.62	2.37	3.33	0.95	0.93	0.75	0.85
1959	0.5	0.63	0.66	0.56	0.5	0.52	1.91	3.11	0.34	0.39	0.58	0.95
