# Marquardt - Mt. Lemmon mixed-needle - PIAZ - ITRDB AZ604
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28416
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28416.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az604-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az604-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az604.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az604.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-15
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-15
#--------------------
# Title
#   Study_Name: Marquardt - Mt. Lemmon mixed-needle - PIAZ - ITRDB AZ604
#--------------------
# Investigators
#   Investigators: Marquardt, P.E.; Miranda, B.R.; Telewski, F.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sky Island Pines, Arizona (USA): Mixed-needle Pinus ponderosa var. brachyptera. NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Paula E. Marquardt, Brian R. Miranda, Frank W. Telewski
#   Journal_Name: Forests
#   Published_Title: Shifts in Climate-Growth Relationships of the Sky Island Pines
#   Published_Date_or_Year: 2019
#   Volume: 10
#   Pages: 
#   Issue: 11
#   Report_Number: 
#   DOI: 10.3390/f10111011
#   Full_Citation: None
#   Abstract: Rising temperatures and changes in precipitation may affect plant responses, and mountainous regions in particular are sensitive to the impacts of climate change. The Santa Catalina Mountains, near Tucson, Arizona, USA, are among the best known Madrean Sky Islands, which are defined by pine-oak forests. We compared the sensitivity and temporal stability of climate-growth relationships to quantify the growth responses of sympatric taxa of ponderosa pine to changing climate. Three taxa (three-needle, mixed-needle, and five-needle types) collected from southern slopes of two contact zones (Mt. Lemmon, Mt. Bigelow) were evaluated. Positive climate-growth correlations in these semiarid high-elevation pine forests indicated a seasonal shift from summer- to spring-dominant precipitation since 1950, which is a critical time for reproduction. Mixed- and five-needle types responded to winter precipitation, and growth was reduced for the five-needle type when spring conditions were dry. Growth trends in response to temperature and specific to site were observed, which indicated the climate signal can be weakened when data are combined into a single chronology. Significant fluctuations in temperature-growth correlations since 1950 occurred for all needle types. These results demonstrated a dramatic shift in sensitivity of annual tree growth to the seasonality of the limiting factor, and a climatic trend that increases local moisture stress may impact the stability of climate-growth relationships. Moreover, output from temperature-growth analyses based on ring-width data (for example from semiarid sites) that does not account for positive and negative growth trends may be adversely affected, potentially impacting climate reconstructions.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: USDA Forest Service
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mt. Lemmon
#   Location: Arizona
#   Northernmost_Latitude: 32.433619
#   Southernmost_Latitude: 32.433619
#   Easternmost_Longitude: -110.790248
#   Westernmost_Longitude: -110.790248
#   Elevation_m: 2577
#--------------------
# Data_Collection
#   Collection_Name: AZ604
#   First_Year: 1859
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MTL050A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL050A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL050B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL050B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL050D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL050D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL248A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL248A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL248B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL248B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL281C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL281C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL281D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL281D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL283A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL283A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL283B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL283B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL285A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL285A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL285B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL285B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL217A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL217A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL217B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL217B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL280A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL280A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL280B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL280B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL280C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL280C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MTL280D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MTL280D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MTL050A_raw	MTL050B_raw	MTL050D_raw	MTL248A_raw	MTL248B_raw	MTL281C_raw	MTL281D_raw	MTL283A_raw	MTL283B_raw	MTL285A_raw	MTL285B_raw	MTL217A_raw	MTL217B_raw	MTL280A_raw	MTL280B_raw	MTL280C_raw	MTL280D_raw
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	2.48	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	1.49	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	1.15	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	1.33	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.89	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	1.03	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	0.82	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	2.36	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	3.46	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	3.83	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	3.15	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	2.33	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	1.42	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	1.89	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	2.14	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	1.75	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	3.23	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	3.44	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	3.12	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	2.73	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	2.82	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	2.6	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	2.27	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	2.38	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	2.33	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	2.75	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	2.06	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	2.18	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	1.22	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.7	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.44	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.61	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	0.59	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.59	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.57	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.83	NA	NA	NA	NA
1895	1.51	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.86	NA	NA	NA	NA
1896	1.77	1.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	1.37	NA	NA	NA	NA
1897	2.13	2.16	0.77	NA	NA	NA	NA	NA	NA	NA	NA	0.61	1.48	NA	NA	NA	NA
1898	2.03	2.1	1.12	NA	NA	NA	NA	NA	NA	NA	NA	0.87	1.94	NA	NA	NA	NA
1899	1.73	2.16	0.86	NA	NA	NA	NA	NA	NA	NA	NA	0.99	2.1	NA	NA	NA	NA
1900	1.21	1.21	0.58	NA	NA	NA	NA	NA	NA	NA	NA	0.37	0.89	NA	NA	NA	NA
1901	1.83	1.56	0.69	NA	NA	NA	NA	NA	NA	NA	NA	0.69	1.44	NA	NA	NA	NA
1902	0.67	0.9	0.46	NA	NA	NA	NA	NA	NA	NA	NA	0.4	1.02	NA	NA	NA	NA
1903	1.62	1.64	1.14	NA	NA	NA	NA	NA	NA	NA	NA	0.78	2.27	NA	NA	NA	NA
1904	0.5	0.7	0.59	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.4	NA	NA	NA	NA
1905	1.05	1.12	1.27	NA	NA	NA	NA	NA	NA	NA	NA	0.61	1.61	NA	NA	NA	NA
1906	1.41	1.34	2	NA	NA	NA	NA	NA	NA	NA	NA	0.64	1.92	NA	NA	NA	NA
1907	1.25	1.36	1.87	NA	NA	NA	NA	NA	NA	NA	NA	0.85	2.6	NA	NA	NA	NA
1908	1.53	1.59	1.86	NA	NA	NA	NA	NA	NA	NA	NA	0.72	1.91	NA	NA	NA	NA
1909	1.21	1.32	1.92	NA	NA	NA	NA	NA	NA	NA	NA	0.68	2.01	NA	NA	NA	NA
1910	0.79	0.87	0.6	NA	NA	NA	NA	NA	NA	NA	NA	0.41	1.2	NA	NA	NA	NA
1911	1.3	1.47	1.01	NA	NA	NA	NA	NA	NA	NA	NA	0.87	1.77	NA	NA	NA	NA
1912	1.31	1.36	1.02	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.9	NA	NA	NA	NA
1913	1.44	1.37	1.18	NA	NA	NA	NA	NA	NA	NA	NA	1.01	1.52	NA	NA	NA	NA
1914	1.2	1.37	1.4	NA	NA	NA	NA	NA	NA	NA	NA	1.16	2.38	NA	NA	NA	NA
1915	1.08	1.48	1.25	NA	NA	NA	NA	NA	NA	NA	NA	0.77	1.66	NA	NA	NA	NA
1916	0.96	1.5	0.87	NA	NA	NA	NA	NA	NA	NA	NA	0.87	1.9	NA	NA	NA	NA
1917	0.9	1.18	0.62	NA	NA	NA	NA	NA	NA	NA	NA	1.1	2.29	NA	NA	NA	NA
1918	1.1	0.98	0.94	NA	NA	NA	NA	NA	NA	NA	NA	0.78	2.01	NA	NA	NA	NA
1919	0.68	0.83	0.61	NA	NA	NA	NA	NA	NA	NA	NA	0.97	1.66	NA	NA	NA	NA
1920	0.97	0.87	0.63	NA	NA	NA	NA	NA	NA	NA	NA	0.91	1.86	NA	NA	NA	NA
1921	0.33	0.32	0.27	NA	NA	NA	NA	NA	NA	NA	NA	0.38	0.7	NA	NA	NA	NA
1922	0.78	0.67	0.53	NA	NA	NA	NA	NA	NA	NA	NA	0.63	1.11	NA	NA	NA	NA
1923	0.55	0.63	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.94	NA	NA	NA	NA
1924	0.56	0.6	0.68	NA	NA	NA	NA	NA	NA	NA	NA	0.68	1.1	NA	NA	NA	NA
1925	0.25	0.26	0.18	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.56	NA	NA	NA	NA
1926	0.69	0.6	0.48	NA	NA	NA	NA	NA	NA	NA	NA	0.63	1.18	NA	NA	NA	NA
1927	0.64	0.62	0.49	NA	NA	NA	NA	NA	NA	NA	NA	0.6	1.29	NA	NA	NA	NA
1928	0.57	0.6	0.75	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.61	NA	NA	NA	NA
