# Peterson - Mount Adams High - TSME - ITRDB WA106
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4152
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4152.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa106-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa106-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa106.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa106.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Peterson - Mount Adams High - TSME - ITRDB WA106
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Adams High
#   Location: Washington
#   Northernmost_Latitude: 46.17
#   Southernmost_Latitude: 46.17
#   Easternmost_Longitude: -121.5
#   Westernmost_Longitude: -121.5
#   Elevation_m: 1890
#--------------------
# Data_Collection
#   Collection_Name: WA106
#   First_Year: 1690
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HHMA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMA20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMA20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HHMA01A_raw	HHMA02A_raw	HHMA03A_raw	HHMA04A_raw	HHMA05A_raw	HHMA06A_raw	HHMA07B_raw	HHMA08A_raw	HHMA09A_raw	HHMA10B_raw	HHMA11A_raw	HHMA12A_raw	HHMA14A_raw	HHMA15A_raw	HHMA16B_raw	HHMA17B_raw	HHMA18A_raw	HHMA19A_raw	HHMA20A_raw
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA
1701	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	1.12	0.26	NA	NA	NA	NA
1702	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	1.61	0.71	NA	NA	NA	NA
1703	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	0.98	0.47	NA	NA	NA	NA
1704	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	0.94	0.73	NA	NA	NA	NA
1705	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	1.47	1.13	NA	NA	NA	NA
1706	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	1.15	0.57	NA	NA	NA	NA
1707	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	0.71	0.34	NA	NA	NA	NA
1708	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	0.92	0.5	NA	NA	NA	NA
1709	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	0.91	0.18	NA	NA	NA	NA
1710	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	1.63	0.65	NA	NA	NA	NA
1711	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	1.3	0.47	NA	NA	NA	NA
1712	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	1.56	0.72	NA	NA	NA	NA
1713	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	1.22	0.75	NA	NA	NA	NA
1714	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	0.96	0.72	NA	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	0.73	0.23	NA	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	1.52	0.4	NA	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	1.6	0.7	NA	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	1.24	0.54	NA	NA	NA	NA
1719	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	1.46	0.63	NA	0.15	NA	NA
1720	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	1.4	0.61	NA	0.19	NA	NA
1721	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	1	0.78	NA	0.22	NA	NA
1722	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	0.66	0.26	NA	0.43	NA	NA
1723	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	1.1	0.43	NA	0.06	NA	NA
1724	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	1.03	0.41	NA	0.15	NA	NA
1725	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	1.12	0.48	NA	0.23	NA	NA
1726	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	1.28	0.43	NA	0.21	NA	NA
1727	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	1.45	0.43	NA	0.29	NA	NA
1728	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	1.29	0.36	NA	0.62	NA	NA
1729	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	0.5	NA	1.51	0.48	NA	0.63	NA	NA
1730	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	0.54	NA	1.22	0.45	NA	0.3	NA	NA
1731	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	0.22	NA	0.68	0.24	NA	0.17	NA	NA
1732	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	0.12	NA	0.76	0.47	NA	0.09	NA	NA
1733	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	0.06	NA	0.95	0.51	NA	0.05	NA	NA
1734	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	0.04	NA	0.89	0.4	NA	0.02	NA	NA
1735	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	0.04	NA	0.96	0.32	NA	0.02	NA	NA
1736	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	0.07	NA	1	0.38	NA	0.05	NA	NA
1737	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	0.1	NA	0.74	0.32	NA	0.1	NA	NA
1738	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	0.1	NA	1.02	0.38	NA	0.08	NA	NA
1739	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	0.53	NA	1.4	0.63	NA	0.12	NA	NA
1740	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	0.51	NA	1.28	0.9	NA	0.03	NA	NA
1741	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	NA	0.45	NA	1.35	1.11	NA	0.15	NA	NA
1742	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	0.13	NA	1.09	0.3	NA	0.04	NA	NA
1743	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	0.52	NA	1.59	0.57	NA	0.14	NA	NA
1744	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	0.37	NA	1.26	0.39	NA	0.11	NA	NA
1745	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	0.22	NA	1.75	0.4	NA	0.04	NA	NA
