# McPartland - Marcell Experimental Forest Pine upland - PIRE - ITRDB MN036
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37859
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37859.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn036-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn036.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mn036.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-03-31
#--------------------
# File_Last_Modified_Date
#   Date: 2023-03-31
#--------------------
# Title
#   Study_Name: McPartland - Marcell Experimental Forest Pine upland - PIRE - ITRDB MN036
#--------------------
# Investigators
#   Investigators: McPartland, Mara
#--------------------
# Description_Notes_and_Keywords
#   Description: collected Sept 2020, 2020 included in chronology
#--------------------
# Publication
#   Authors: McPartland, M.Y.
#   Published_Date_or_Year: 2024
#   Published_Title: Decadal-scale variability and warming affect spring timing and forest growth across the western Great Lakes region. International Journal of Biometeorology
#   Journal_Name: International Journal of Biometeorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages:
#   DOI: 10.1007/s00484-023-02616-y
#   Full_Citation:
#   Abstract: The Great Lakes region of North America has warmed by 1–2 °C on average since pre-industrial times, with the most pronounced changes observable during winter and spring. Interannual variability in temperatures remains high, however, due to the influence of ocean-atmosphere circulation patterns that modulate the warming trend across years. Variations in spring temperatures determine growing season length and plant phenology, with implications for whole ecosystem function. Studying how both internal climate variability and the “secular” warming trend interact to produce trends in temperature is necessary to estimate potential ecological responses to future warming scenarios. This study examines how external anthropogenic forcing and decadal-scale variability influence spring temperatures across the western Great Lakes region and estimates the sensitivity of regional forests to temperature using long-term growth records from tree-rings and satellite data. Using a modeling approach designed to test for regime shifts in dynamic time series, this work shows that mid-continent spring climatology was strongly influenced by the 1976/1977 phase change in North Pacific atmospheric circulation, and that regional forests show a strengthening response to spring temperatures during the last half-century.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: University of Minnesota
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Marcell Experimental Forest Pine upland
#   Location: Minnesota
#   Northernmost_Latitude: 47.51099
#   Southernmost_Latitude: 47.51099
#   Easternmost_Longitude: -93.45787
#   Westernmost_Longitude: -93.45787
#   Elevation_m: 419.98
#--------------------
# Data_Collection
#   Collection_Name: MN036
#   First_Year: 1948
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus resinosa Aiton
#   Common_Name: red pine
#   Tree_Species_Code: PIRE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MPR15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MPR15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01A_raw	MPR01B_raw	MPR02A_raw	MPR02B_raw	MPR03A_raw	MPR03B_raw	MPR04A_raw	MPR04B_raw	MPR05A_raw	MPR05B_raw	MPR06A_raw	MPR06B_raw	MPR07A_raw	MPR07B_raw	MPR08A_raw	MPR08B_raw	MPR09A_raw	MPR09B_raw	MPR10A_raw	MPR10B_raw	MPR11A_raw	MPR11B_raw	MPR12A_raw	MPR12B_raw	MPR13A_raw	MPR13B_raw	MPR14A_raw	MPR14B_raw	MPR15A_raw	MPR15B_raw
1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.152
1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.328	NA	0.187
1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.435	NA	0.266
1951	0.443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.234	NA	NA	0.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697	NA	0.369
1952	0.617	NA	0.701	NA	NA	NA	NA	NA	1.431	NA	NA	NA	NA	NA	0.496	NA	NA	0.632	NA	NA	NA	NA	NA	NA	NA	0.696	NA	0.783	NA	0.411
1953	0.653	NA	0.882	NA	NA	NA	0.595	NA	1.034	NA	NA	NA	0.43	NA	0.513	NA	NA	0.631	NA	NA	NA	NA	NA	NA	NA	0.622	NA	0.746	NA	0.543
1954	0.866	NA	0.659	0.84	NA	NA	0.518	NA	0.819	NA	0.731	NA	0.606	NA	0.571	NA	NA	0.674	NA	NA	NA	NA	0.436	NA	NA	0.664	1	0.735	NA	0.543
1955	0.985	NA	0.715	1.089	NA	1.294	0.715	NA	0.908	1.127	0.99	NA	0.807	NA	0.733	NA	NA	0.897	NA	NA	NA	NA	1.032	NA	NA	0.709	1.126	0.879	NA	0.713
1956	0.806	NA	0.644	0.749	NA	0.836	0.562	NA	0.681	0.772	0.713	NA	0.58	0.857	0.599	NA	0.951	0.672	NA	NA	0.509	0.631	0.73	0.643	NA	0.654	0.795	0.784	0.788	0.503
1957	0.958	NA	0.629	0.797	NA	1.098	0.574	NA	0.699	0.97	0.784	1.566	0.544	0.729	0.826	1.001	1.212	0.898	NA	NA	0.625	0.572	0.755	0.816	0.64	0.623	0.95	0.888	0.96	0.757
1958	0.894	1.08	0.865	0.972	NA	0.899	0.656	0.987	0.909	0.967	0.833	1.015	0.575	0.932	0.66	1.148	0.904	0.8	0.631	NA	0.672	0.647	0.652	0.6	0.789	0.62	0.963	0.869	0.734	0.727
1959	1.058	1.052	0.683	0.828	1.204	0.977	0.741	1.405	0.629	0.791	0.899	1.018	0.86	0.915	0.81	1.035	0.857	0.795	0.833	NA	0.607	0.54	0.562	0.549	0.847	0.735	1.068	0.981	1.046	0.724
1960	0.801	1.139	0.681	0.67	1.125	0.819	0.852	1.028	0.475	0.622	0.672	0.994	0.678	0.731	0.73	1.116	0.645	0.669	0.581	NA	0.457	0.416	0.389	0.575	0.924	0.649	0.811	0.667	0.762	0.688
1961	0.748	0.751	0.584	0.751	0.98	0.711	0.699	1.004	0.368	0.456	0.658	0.643	0.671	0.948	0.835	0.865	0.702	0.486	0.78	NA	0.415	0.321	0.49	0.423	0.715	0.495	0.799	0.429	0.777	0.767
1962	0.828	0.577	0.684	0.673	0.951	0.582	0.644	0.955	0.355	0.368	0.827	0.766	0.789	0.876	0.769	1.047	0.516	0.372	0.788	NA	0.395	0.439	0.479	0.417	0.578	0.362	0.74	0.415	0.799	0.643
1963	0.959	0.833	0.714	0.633	0.902	0.749	0.659	0.907	0.527	0.379	0.908	0.913	0.884	0.988	0.828	1.226	0.617	0.364	0.765	0.686	0.451	0.338	0.502	0.349	0.528	0.434	0.944	0.6	0.638	0.586
1964	0.645	0.628	0.633	0.521	0.422	0.353	0.468	0.61	0.51	0.456	0.562	0.669	0.732	0.692	0.707	0.761	0.382	0.427	0.53	0.642	0.291	0.307	0.463	0.348	0.739	0.367	0.529	0.364	0.599	0.463
1965	0.578	0.506	0.389	0.498	0.482	0.458	0.483	0.586	0.488	0.422	0.565	0.592	0.746	0.798	0.514	0.936	0.454	0.394	0.45	0.603	0.283	0.306	0.388	0.378	0.609	0.393	0.586	0.311	0.525	0.685
1966	0.57	0.496	0.431	0.608	0.598	0.488	0.222	0.401	0.422	0.547	0.504	0.55	0.756	0.641	0.614	0.57	0.415	0.341	0.461	0.498	0.273	0.243	0.319	0.472	0.438	0.477	0.547	0.245	0.5	0.492
1967	0.343	0.222	0.38	0.514	0.433	0.345	0.155	0.244	0.308	0.504	0.463	0.479	0.503	0.511	0.483	0.581	0.386	0.283	0.417	0.387	0.2	0.17	0.337	0.312	0.559	0.362	0.461	0.206	0.382	0.329
1968	0.383	0.299	0.441	0.494	0.588	0.358	0.22	0.193	0.347	0.399	0.449	0.613	0.626	0.494	0.576	0.353	0.377	0.323	0.45	0.513	0.229	0.289	0.423	0.39	0.511	0.409	0.341	0.294	0.494	0.339
1969	0.494	0.252	0.435	0.464	0.435	0.272	0.211	0.176	0.405	0.492	0.41	0.332	0.621	0.575	0.601	0.445	0.375	0.358	0.519	0.642	0.239	0.29	0.397	0.404	0.415	0.561	0.41	0.244	0.501	0.445
1970	0.213	0.21	0.259	0.283	0.193	0.109	0.161	0.187	0.256	0.298	0.254	0.208	0.328	0.386	0.346	0.285	0.203	0.184	0.341	0.379	0.184	0.174	0.271	0.163	0.509	0.313	0.259	0.154	0.375	0.257
1971	0.431	0.544	0.369	0.434	0.26	0.178	0.231	0.251	0.345	0.317	0.406	0.448	0.446	0.493	0.414	0.323	0.226	0.175	0.396	0.464	0.223	0.148	0.314	0.264	0.37	0.267	0.332	0.176	0.4	0.254
1972	0.411	0.586	0.43	0.483	0.24	0.181	0.329	0.358	0.418	0.438	0.382	0.445	0.502	0.638	0.574	0.475	0.312	0.212	0.469	0.466	0.237	0.215	0.312	0.241	0.308	0.447	0.317	0.291	0.502	0.286
1973	0.576	0.543	0.459	0.548	0.36	0.293	0.244	0.517	0.411	0.558	0.537	0.364	0.588	0.715	0.537	0.523	0.345	0.156	0.508	0.653	0.393	0.263	0.442	0.357	0.476	0.577	0.573	0.344	0.574	0.505
1974	0.36	0.305	0.352	0.393	0.382	0.216	0.185	0.383	0.308	0.349	0.298	0.356	0.401	0.341	0.319	0.295	0.237	0.13	0.349	0.365	0.286	0.238	0.271	0.332	0.556	0.433	0.182	0.263	0.434	0.35
1975	0.317	0.289	0.413	0.391	0.442	0.21	0.213	0.309	0.293	0.423	0.317	0.273	0.327	0.315	0.26	0.313	0.216	0.163	0.356	0.365	0.337	0.252	0.233	0.343	0.287	0.338	0.176	0.306	0.369	0.297
1976	0.358	0.209	0.331	0.328	0.283	0.313	0.178	0.214	0.271	0.403	0.336	0.332	0.231	0.399	0.348	0.29	0.21	0.135	0.313	0.279	0.283	0.227	0.243	0.304	0.287	0.332	0.162	0.299	0.39	0.249
1977	0.287	0.293	0.302	0.233	0.328	0.236	0.188	0.213	0.254	0.309	0.324	0.325	0.232	0.424	0.46	0.403	0.234	0.163	0.339	0.387	0.25	0.138	0.204	0.258	0.207	0.379	0.217	0.297	0.284	0.173
1978	0.307	0.38	0.361	0.306	0.449	0.293	0.198	0.176	0.335	0.392	0.382	0.347	0.208	0.366	0.527	0.393	0.209	0.183	0.424	0.504	0.293	0.211	0.276	0.333	0.183	0.37	0.253	0.24	0.22	0.155
1979	0.305	0.312	0.255	0.245	0.436	0.283	0.22	0.181	0.275	0.326	0.281	0.259	0.21	0.327	0.336	0.251	0.144	0.183	0.342	0.474	0.272	0.232	0.168	0.266	0.278	0.305	0.22	0.169	0.193	0.147
1980	0.342	0.359	0.295	0.3	0.345	0.335	0.223	0.141	0.26	0.308	0.228	0.241	0.178	0.256	0.268	0.217	0.139	0.122	0.275	0.399	0.274	0.233	0.184	0.25	0.287	0.309	0.233	0.178	0.175	0.112
1981	0.417	0.411	0.338	0.362	0.532	0.372	0.241	0.244	0.215	0.353	0.313	0.468	0.174	0.312	0.391	0.235	0.161	0.136	0.36	0.484	0.282	0.276	0.261	0.299	0.248	0.395	0.339	0.25	0.235	0.197
1982	0.349	0.315	0.304	0.378	0.363	0.262	0.197	0.223	0.178	0.362	0.243	0.296	0.164	0.291	0.309	0.226	0.136	0.113	0.343	0.439	0.22	0.261	0.233	0.222	0.286	0.356	0.245	0.134	0.274	0.147
1983	0.326	0.269	0.287	0.394	0.35	0.302	0.213	0.234	0.22	0.287	0.33	0.284	0.155	0.325	0.476	0.259	0.185	0.145	0.312	0.384	0.309	0.275	0.256	0.298	0.247	0.297	0.244	0.212	0.261	0.125
1984	0.326	0.357	0.41	0.516	0.456	0.339	0.334	0.219	0.24	0.263	0.416	0.327	0.211	0.456	0.574	0.266	0.268	0.156	0.292	0.403	0.389	0.339	0.352	0.245	0.337	0.434	0.198	0.236	0.371	0.188
1985	0.3	0.439	0.39	0.502	0.583	0.436	0.371	0.264	0.315	0.269	0.409	0.245	0.37	0.467	0.492	0.3	0.442	0.19	0.408	0.368	0.358	0.471	0.446	0.411	0.202	0.365	0.23	0.236	0.393	0.223
1986	0.302	0.315	0.382	0.419	0.431	0.426	0.29	0.201	0.261	0.293	0.436	0.38	0.432	0.424	0.638	0.354	0.369	0.213	0.315	0.445	0.287	0.386	0.408	0.344	0.234	0.343	0.26	0.237	0.373	0.272
1987	0.294	0.212	0.286	0.425	0.259	0.299	0.262	0.249	0.274	0.321	0.453	0.467	0.435	0.4	0.602	0.327	0.308	0.198	0.293	0.355	0.379	0.312	0.425	0.218	0.24	0.453	0.233	0.256	0.353	0.202
1988	0.202	0.18	0.137	0.239	0.204	0.188	0.202	0.138	0.155	0.194	0.175	0.279	0.255	0.236	0.29	0.236	0.107	0.09	0.165	0.197	0.228	0.148	0.275	0.112	0.134	0.263	0.111	0.139	0.197	0.109
1989	0.207	0.201	0.185	0.248	0.235	0.207	0.166	0.116	0.164	0.177	0.226	0.313	0.301	0.273	0.345	0.19	0.098	0.087	0.191	0.192	0.267	0.199	0.273	0.134	0.138	0.196	0.102	0.13	0.175	0.105
