# Büntgen - Ovronnaz - ABAL - ITRDB SWIT309
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16874
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16874.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit309-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit309-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit309.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit309.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Büntgen - Ovronnaz - ABAL - ITRDB SWIT309
#--------------------
# Investigators
#   Investigators: Büntgen, U.(https://orcid.org/0000-0002-3821-0818); Esper, J.(https://orcid.org/0000-0003-3919-014X); Frank, D.C.(https://orcid.org/0000-0001-5463-5640); Nievergelt, D.; Verstege, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: # # Collection purpose: 
# # dendroclimatology
# # 
# # 
# # Cores are stored at: 
# # WSL
# # 
# # 
# # Notes: 
# # Formerly rw00502ovr11
# # 
# # References:
# # Buntgen et al: (2006) Journal of Climate; (2006) TRACE; (2006) Trees; 
# # (2005) Climate Dynamics; (2005) TRACE; (2008) GCB; NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ovronnaz
#   Location: Switzerland
#   Northernmost_Latitude: 46.2
#   Southernmost_Latitude: 46.2
#   Easternmost_Longitude: 7.15
#   Westernmost_Longitude: 7.15
#   Elevation_m: 1500
#--------------------
# Data_Collection
#   Collection_Name: SWIT309
#   First_Year: 1832
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 11O10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11O16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11O16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	11O10A_raw	11O10B_raw	11O11A_raw	11O11B_raw	11O12A_raw	11O12B_raw	11O14A_raw	11O14B_raw	11O15A_raw	11O15B_raw	11O16A_raw	11O16B_raw
1832	1.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	1.84	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	1.7	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	1.75	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	1.88	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	1.29	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	1.58	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	1.27	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	1.04	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	0.94	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	1.25	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	1.49	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	1.32	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	1.08	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	1.15	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	1.09	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	0.78	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	1.14	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	0.56	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	0.72	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	0.47	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	0.8	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	0.98	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	0.9	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	1.15	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	1.46	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	1.1	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	1.66	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	1.27	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	1.76	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	1.58	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	1.76	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	1.58	1.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	1.31	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	1.58	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	1.51	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	1.5	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	1.27	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	1.02	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	1.15	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	1.13	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	1.23	1.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	1.45	2.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	1.36	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	1.48	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	1.26	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	1.33	1.81	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA
1889	1.98	2.85	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA
1890	1.98	2.71	NA	NA	NA	NA	1.42	NA	NA	NA	NA	NA
1891	1.71	2.03	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA
1892	2.03	2.76	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA
1893	2.19	2.81	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA
1894	2.11	2.51	NA	NA	NA	NA	2.06	NA	NA	NA	NA	NA
1895	2.09	2.47	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA
1896	2.02	2.14	NA	NA	NA	NA	1.72	NA	NA	NA	NA	NA
1897	2.02	2.37	NA	NA	NA	NA	1.85	NA	NA	NA	NA	NA
1898	2.06	2.44	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA
1899	1.83	2.51	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA
1900	1.75	2.12	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA
1901	1.42	2.25	NA	NA	NA	NA	2.11	NA	NA	NA	NA	NA
1902	1.93	2.43	NA	NA	NA	NA	1.91	NA	NA	NA	NA	NA
1903	1.46	1.82	NA	NA	NA	NA	2.1	NA	NA	NA	NA	NA
1904	1.56	2.46	NA	NA	NA	NA	2.06	2.15	NA	NA	NA	NA
1905	1.71	2.28	NA	NA	NA	NA	2.01	2.01	NA	NA	NA	NA
1906	1.51	1.55	NA	NA	NA	NA	1.98	2.02	NA	NA	NA	NA
