# Briongos - Pinar Viejo San Clemente Cuenca - PIPN - ITRDB SPAI056
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2867
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2867.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai056-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai056-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai056.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai056.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Briongos - Pinar Viejo San Clemente Cuenca - PIPN - ITRDB SPAI056
#--------------------
# Investigators
#   Investigators: Briongos, J.M.; Cerro-Barja, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pinar Viejo  San Clemente Cuenca
#   Location: Spain
#   Northernmost_Latitude: 39.33
#   Southernmost_Latitude: 39.33
#   Easternmost_Longitude: -2.42
#   Westernmost_Longitude: -2.42
#   Elevation_m: 720
#--------------------
# Data_Collection
#   Collection_Name: SPAI056
#   First_Year: 1882
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus pinea L.
#   Common_Name: Italian stone pine
#   Tree_Species_Code: PIPN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PVI01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PVI15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PVI15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PVI01_raw	PVI02_raw	PVI03_raw	PVI04_raw	PVI05_raw	PVI07_raw	PVI08_raw	PVI10_raw	PVI11_raw	PVI12_raw	PVI13_raw	PVI14_raw	PVI15_raw
1882	3.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	4.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	7.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	3.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	7.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	5.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	5.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	9.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	7.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	4.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	4.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	3.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	1.51	2.57	3.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	2.96	3.47	7.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	2.48	4.73	3.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	2.57	3.17	3.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	2.72	4.84	4.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	1.77	1.84	3.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	2.03	0.93	2.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	2.23	1.26	3.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	2.84	4.28	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	2.73	2.84	3.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	2.78	3.26	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	2.38	3.49	3.11	2.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	2.88	3.64	4.84	3.01	2.73	NA	NA	NA	NA	NA	NA	NA	NA
1908	1.85	3.7	5.99	3.03	3.82	NA	NA	NA	NA	NA	NA	NA	NA
1909	1.92	3.18	4.74	3	2.29	NA	NA	NA	NA	NA	NA	NA	NA
1910	1.51	2.87	2.11	1.72	3.04	NA	NA	NA	NA	NA	NA	NA	NA
1911	1.51	2.6	2.39	2.37	3.7	NA	NA	NA	NA	NA	NA	NA	NA
1912	1.23	1.65	3.01	3.25	3.96	NA	NA	NA	NA	NA	NA	NA	NA
1913	1.59	0.32	1.88	3.13	4.68	2.83	NA	NA	NA	NA	NA	NA	NA
1914	1.2	0.67	0.68	1.69	3.38	4.38	3.78	NA	NA	NA	NA	NA	NA
1915	0.3	0.66	0.69	1.5	3.15	4.68	3.74	NA	NA	NA	NA	NA	NA
1916	0.28	1.64	0.99	2.2	5.36	3.03	4.34	1.76	2.29	NA	NA	NA	NA
1917	0.35	2.09	1.34	4.12	3.51	4.33	4.05	2.72	2.26	5.48	NA	NA	NA
1918	0.72	2.73	1.82	1.24	3.32	2.5	4.63	3.89	3.31	5.55	NA	NA	NA
1919	0.59	1.95	1.21	0.76	2.66	3.28	3.18	4.6	6.29	3.27	1.23	3.96	2.71
1920	0.65	2.29	1.48	0.46	3.23	3.54	3.86	6.22	4.45	3	1.85	3.97	3.53
1921	0.82	2.65	2.6	0.53	4.42	3.06	4.52	6.57	6.06	3.31	2.41	5.95	5.09
1922	0.89	2.37	2.2	0.67	4.41	1.26	5.21	2.92	7.14	3.12	1.43	7.6	6.36
1923	0.51	0.83	1.38	0.53	1.63	0.84	2.1	2.56	5.29	0.91	0.69	2.84	5.52
1924	0.5	0.62	1.22	0.5	1.32	0.8	1.93	2.54	3.59	1.51	0.42	1.7	4.96
1925	0.59	0.49	1.14	0.61	1.28	0.79	3	2.13	1.98	1.08	0.56	1.67	5.84
1926	0.52	0.51	1.07	0.6	1.12	1.42	2.24	2.61	4.21	0.99	0.89	1.85	4.6
1927	0.85	1.23	1.64	0.92	1.87	1.08	3.83	2.94	4.57	2.17	1.14	1.66	5.77
1928	0.68	1.05	1.31	0.94	1.6	1.71	3.9	0.98	5.17	1.88	0.48	2.24	5.52
1929	0.96	2.19	2.03	0.99	2.25	2.12	4.33	1.78	3.98	1.72	1.72	2.27	6.66
1930	0.74	2.44	1.81	0.75	1.92	2.04	4.28	2.04	4.33	1.66	1.79	2.38	6.78
1931	0.72	1.96	1.85	0.6	1.59	1.45	3.49	2.44	4.56	1.29	1.97	2.5	4.54
1932	0.35	0.63	0	0.31	0.73	0.92	1.64	0.88	3.45	0.76	1.02	1.35	2.17
1933	0.54	0.68	0.8	0.59	0.8	0.89	2.27	0.64	2.8	1.09	1.65	1.53	2.66
1934	0.54	0.62	1.13	0.54	0.77	1.15	2.65	0.59	3.39	1	1.91	1.3	2.37
1935	0.46	0.47	0.82	0.55	0.55	1.08	1.77	0.6	3.84	0.57	1.48	1.14	1.7
1936	0.69	0.22	0.78	0.65	0.61	1.11	0.88	0.74	1.97	0.73	1.14	1.04	2.53
1937	0.81	0.75	1.09	0.96	1.06	1.15	1.9	0.98	3.29	1.09	2.68	1.83	3.13
1938	0.59	0.8	1.82	0.74	1.16	0.92	2.14	0.88	2.81	0.89	3.28	2.79	2.78
1939	0.64	0.67	1.73	0.69	0.82	0.55	1.63	0.54	2.38	0.46	2.63	1.64	2.3
1940	0.39	0.59	1.2	0.42	0.48	0.18	0.89	0.46	2.5	0.43	1.56	1.48	1.62
