# Fischer - Nordrhein-Westfalen/Eifel dre20 - PISY - ITRDB GERM187
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16704
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16704.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ187-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ187-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ187.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ187.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Eifel dre20 - PISY - ITRDB GERM187
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Eifel dre20
#   Location: Germany
#   Northernmost_Latitude: 50.5
#   Southernmost_Latitude: 50.5
#   Easternmost_Longitude: 6.5667
#   Westernmost_Longitude: 6.5667
#   Elevation_m: 490
#--------------------
# Data_Collection
#   Collection_Name: GERM187
#   First_Year: 1844
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## dre2015m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2015m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2002m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2002m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2003m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2003m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2005m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2005m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2006m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2006m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2007m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2007m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2008m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2008m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2010m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2010m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2011m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2011m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2013m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2013m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre2014m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre2014m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	dre2015m_raw	dre2002m_raw	dre2003m_raw	dre2005m_raw	dre2006m_raw	dre2007m_raw	dre2008m_raw	dre2010m_raw	dre2011m_raw	dre2013m_raw	dre2014m_raw
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.06
1846	NA	NA	2.35	NA	NA	NA	NA	NA	NA	2.24	1.88
1847	NA	NA	3.05	NA	NA	NA	NA	NA	NA	3.5	2.15
1848	NA	NA	4.5	NA	NA	NA	NA	NA	NA	5.06	2.39
1849	NA	NA	3.15	NA	NA	NA	NA	NA	NA	3.6	2.54
1850	NA	NA	3.3	NA	NA	NA	NA	NA	NA	3.86	2.38
1851	NA	3.57	5.12	NA	NA	NA	NA	NA	NA	4.46	3.24
1852	3.57	3.22	4.94	1.62	NA	NA	NA	NA	3.25	4.83	3.3
1853	2.76	2.66	4.31	1.79	NA	NA	NA	NA	2.81	4.57	2.77
1854	2.2	2.62	4.21	1.87	NA	3.02	NA	4.01	2.35	5.85	2.82
1855	2.56	2.64	3.17	2.41	NA	4.12	NA	3.75	2.65	4.37	2.48
1856	2.38	2.62	2.95	2.28	NA	4.25	NA	3.02	2.07	3.5	2.04
1857	1.48	1.89	2.54	2.11	NA	3.43	NA	2.46	1.91	2.85	1.46
1858	1.96	1.61	2.06	1.82	NA	3.96	NA	2.9	1.87	2.84	1.67
1859	1.37	1.24	2.05	2.36	NA	3.74	NA	2.22	1.76	2.37	1.88
1860	0.69	0.64	1.68	2.2	NA	3.38	NA	2.51	1.34	2.38	1.21
1861	1.22	1.24	1.61	2.21	NA	3.76	NA	2.8	1.41	2.82	1.64
1862	1.22	1.13	0.96	2.16	NA	3.15	NA	2.56	1.24	2.81	1.42
1863	0.89	0.94	0.92	2.07	NA	2.23	3.25	2.53	0.88	2.51	1.22
1864	0.87	1.13	1.21	1.95	NA	2.58	3.42	2.8	0.71	2.55	1.26
1865	0.8	1.25	1.43	1.86	NA	2.6	2.91	1.04	0.47	1.84	1.05
1866	0.69	1	1.37	1.86	NA	1.73	3.22	3.02	0.53	1.77	1.24
1867	0.8	0.93	1.78	1.44	2.36	2.33	2.58	2.14	0.44	1.87	1.6
1868	0.45	0.82	1.33	1.6	2.16	1.98	2.05	1.8	0.45	1.9	1.02
1869	0.52	0.98	1.4	1.89	1.94	1.61	1.64	1.71	0.7	1.6	0.7
1870	0.44	0.77	1.18	1.86	1.83	1.31	0.83	1.3	0.73	1.31	0.47
1871	0.62	1.29	1.44	1.88	1.86	2.34	1.83	1.88	0.88	1.62	0.8
1872	0.85	1.46	1.23	1.36	1.74	2.44	1.79	1.72	1.07	0.98	0.68
1873	0.9	1.74	1.58	1.71	1.57	2.74	1.39	1.88	1.04	1.2	0.96
1874	0.98	1.2	1.38	1.2	0.95	1.8	1.21	1.4	1.16	1.08	1.06
1875	0.88	1.3	1.45	1.7	1.69	2.08	1.54	1.6	1.26	1.25	0.88
1876	0.67	1.12	1.16	1.65	1.62	1.49	1.22	1.56	0.98	1	0.98
1877	0.84	1.26	1.34	1.98	1.81	1.41	1.5	1.52	1.46	1.1	1.12
1878	0.8	1.3	1.21	1.54	1.49	1.32	1.59	1.52	0.96	1.32	1.28
1879	0.68	0.9	0.95	1.96	1.15	1.02	1.44	1	0.83	1.1	0.9
1880	0.78	0.96	0.62	1.12	0.94	0.82	1.19	0.64	0.84	0.55	0.52
1881	0.86	1.09	0.94	0.82	1.03	0.94	1.33	0.7	0.98	0.71	0.61
1882	1.24	1.42	1.49	1.06	1.69	1.34	1.38	1.16	1.22	0.74	1.01
1883	0.74	1	1.05	1.03	0.87	1.04	0.64	0.84	0.8	0.52	0.7
1884	0.8	1.35	1.21	0.84	1.18	0.9	0.78	0.92	0.99	0.7	1.03
1885	0.66	1.32	0.96	1.18	1.29	0.62	0.7	0.63	0.9	0.74	0.92
1886	0.6	1.05	0.84	1.78	0.82	0.59	0.56	0.49	0.88	0.46	0.58
1887	0.49	0.89	0.88	1.26	0.74	0.68	0.64	0.56	0.64	0.52	0.91
1888	0.53	0.72	0.81	1.24	0.8	0.68	0.74	0.46	0.73	0.38	0.58
1889	0.78	0.67	0.9	0.98	0.83	0.77	1.01	0.55	0.86	0.4	0.54
1890	0.96	0.9	1.24	0.94	0.76	1.03	1.02	0.62	1.12	0.56	0.92
1891	0.66	0.7	1.06	0.88	0.88	0.92	1.24	0.49	1.24	0.56	1
1892	0.76	1.19	1.17	1.03	1.07	0.86	1.18	0.56	1.28	0.44	1.13
1893	0.82	1.29	1.28	1.15	1.32	0.69	0.8	0.49	1.27	0.34	1.14
1894	1.28	1.4	1.08	1.21	1.64	0.55	0.96	0.56	1.66	0.24	1.5
1895	1.14	1.29	1.06	1.25	1.46	0.42	0.88	0.42	1.25	0.19	1.37
1896	1.34	0.87	1.13	1.1	1.58	0.58	0.78	0.32	1.32	0.24	1.34
1897	1.06	1.1	1.41	0.9	1.66	0.88	0.94	0.56	1.4	0.36	1.51
1898	1.02	1	1.36	1.22	1.67	1.08	0.84	0.49	1.22	0.34	1.52
1899	1.34	0.98	1.46	1.06	1.05	0.82	0.76	0.51	1.21	0.46	1.57
1900	1.58	1.49	1.73	0.98	1.13	0.89	0.79	0.47	1.48	0.4	1.38
1901	1.5	1.13	1.75	1.2	1.61	0.86	1	0.58	1.35	0.47	1.5
1902	1.38	0.6	2	1.22	1.32	0.66	0.86	0.62	1.56	0.55	1.5
1903	1.76	1.18	2.43	1.51	1.76	0.97	1.3	1.02	1.62	0.78	2.13
1904	1.4	1.03	2.04	1.49	1.42	1.13	1.17	1.02	1.34	0.64	2
1905	1.36	0.93	1.78	1.56	1.48	1.16	1.29	0.81	1.42	0.52	1.67
1906	1.04	0.73	1.14	1.44	1.28	0.88	0.9	0.64	1.16	0.46	1.54
1907	1.16	1.1	1.45	1.52	1.3	1.14	1.06	0.6	1.2	0.48	1.58
1908	1.04	1.12	1.36	1.32	1.2	1.12	0.95	0.68	0.94	0.5	1.29
1909	1.14	1.12	1.18	1.24	1.04	1.14	0.76	0.81	1.05	0.48	1.4
1910	1.41	1.47	1.02	1.22	1.07	1.24	0.98	0.75	1.13	0.38	1.2
1911	1.16	1.27	0.76	1.38	0.91	1.02	0.62	0.68	0.96	0.42	0.93
1912	1.14	2.07	0.9	1.55	1.49	1.22	0.94	0.88	1.22	0.46	1.2
1913	1.35	1.54	1.23	1.44	1.7	1.28	1.26	0.93	1.32	0.63	1.41
1914	1.08	1.59	1.55	1.1	1.25	1.2	0.81	1	1.01	0.62	1.81
