# Touchan - Puerto de las Palomas - PINI - ITRDB ESP089
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39273
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39273.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/esp089-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/esp089.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/esp089.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-04-05
#--------------------
# File_Last_Modified_Date
#   Date: 2024-04-05
#--------------------
# Title
#   Study_Name: Touchan - Puerto de las Palomas - PINI - ITRDB ESP089
#--------------------
# Investigators
#   Investigators: Touchan, Ramzi
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Touchan, Ramzi; Kevin J Anchukaitis; David M Meko; Dalila Kerchouche; Said Slimani; Rachid Ilmen; Fouad Hasnaoui; Frederic Guibal; Jesus Julio Camarero; Raúl Sánchez-Salguero; Alma Piermattei; Abdessadek Sesbou; Benjamin I Cook; Mohamed Sabir; Hayat Touchane
#   Published_Date_or_Year: 2017
#   Published_Title: Climate controls on tree growth in the Western Mediterranean
#   Journal_Name: The Holocene
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1177/0959683617693901
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Puerto de las Palomas
#   Location: Spain
#   Northernmost_Latitude: 37.94
#   Southernmost_Latitude: 37.94
#   Easternmost_Longitude: -2.94
#   Westernmost_Longitude: -2.94
#   Elevation_m: 1237
#--------------------
# Data_Collection
#   Collection_Name: ESP089
#   First_Year: 1819
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PDP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PDP21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PDP21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PDP01A_raw	PDP01B_raw	PDP02A_raw	PDP02B_raw	PDP03A_raw	PDP03B_raw	PDP04A_raw	PDP04B_raw	PDP05A_raw	PDP05B_raw	PDP06A_raw	PDP06B_raw	PDP07A_raw	PDP07B_raw	PDP08A_raw	PDP08B_raw	PDP09A_raw	PDP09B_raw	PDP10A_raw	PDP10B_raw	PDP11A_raw	PDP11B_raw	PDP12A_raw	PDP12B_raw	PDP13A_raw	PDP13B_raw	PDP14A_raw	PDP14B_raw	PDP15A_raw	PDP15B_raw	PDP16A_raw	PDP16B_raw	PDP17A_raw	PDP17B_raw	PDP18A_raw	PDP18B_raw	PDP19A_raw	PDP19B_raw	PDP20A_raw	PDP20B_raw	PDP21B_raw
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.87	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.47	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.2	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.88	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.94	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.47	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.48	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.01	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.9	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.02	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.9	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.42	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.37	NA	NA	NA	NA	26.45
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.59	NA	NA	NA	NA	24.96
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.08	NA	NA	NA	19.47	NA	NA	NA	NA	42.59
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.77	NA	NA	69.91	20.09	NA	NA	NA	NA	61.07
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.21	NA	NA	47.03	13.79	NA	NA	NA	NA	56.37
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.85	NA	NA	31.41	21.59	NA	NA	NA	NA	58.19
1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122.25	NA	34.3	NA	NA	26.68	10.81	NA	NA	NA	NA	50.09
1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.33	NA	32.24	NA	NA	32.11	24.12	NA	NA	NA	NA	53.53
1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.64	41.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.51	NA	35.25	NA	NA	38.24	16.13	NA	NA	NA	NA	39.55
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.85	32.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.06	NA	51.43	NA	38.76	NA	NA	29.78	16.09	NA	NA	NA	NA	36.88
1841	NA	NA	NA	NA	NA	NA	NA	NA	28.54	NA	NA	NA	NA	NA	NA	NA	17.45	20.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.72	NA	37.71	NA	42.62	NA	NA	29.41	16	NA	NA	NA	NA	41.84
1842	NA	NA	NA	NA	NA	NA	NA	NA	24.7	NA	NA	NA	NA	NA	NA	NA	33.32	37.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.81	NA	30.92	NA	36.57	NA	NA	21.71	10.45	NA	NA	NA	NA	27.49
1843	NA	NA	NA	NA	NA	NA	NA	NA	54.87	NA	NA	NA	NA	NA	NA	NA	40.26	29.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.11	NA	28.89	NA	33.09	NA	59.66	26.22	13.06	NA	NA	NA	NA	24.71
1844	NA	NA	NA	NA	NA	NA	NA	NA	50.88	NA	NA	NA	NA	NA	NA	NA	29.09	28.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.37	NA	21.81	NA	48.09	NA	53.84	20.49	14.11	NA	NA	NA	NA	16.49
1845	NA	NA	NA	NA	NA	NA	NA	NA	25.86	NA	NA	NA	NA	NA	NA	NA	40.32	41.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.84	15.66	20.01	NA	47.96	NA	55.4	20.93	16.18	NA	NA	NA	NA	13.58
1846	NA	NA	NA	NA	NA	NA	NA	NA	18.19	NA	NA	NA	49.73	NA	NA	NA	43.83	27.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.99	21.24	22.21	NA	52.14	13.77	4.66	22.3	14.99	NA	NA	NA	NA	14.55
1847	NA	NA	NA	NA	NA	NA	NA	NA	48.94	NA	NA	NA	39.49	NA	NA	NA	40.08	34.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.92	17.43	22.94	NA	30.93	6.46	27.72	12.22	4.32	NA	NA	NA	NA	10.27
1848	NA	NA	NA	NA	NA	NA	58.79	NA	45.01	NA	NA	NA	43.12	NA	NA	NA	51.11	41.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.45	14.04	16.28	NA	28.78	5.44	23.22	3.96	2.16	NA	NA	NA	NA	16.25
1849	NA	NA	NA	NA	NA	NA	63.13	NA	40.81	NA	NA	NA	50.06	NA	NA	NA	42.76	41.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.56	15.37	31.33	NA	23.98	5.94	33.23	2.4	1.9	NA	NA	NA	NA	16.8
1850	NA	NA	NA	NA	NA	NA	100.34	NA	52.65	NA	NA	NA	72.73	NA	NA	37.8	56.61	50.33	NA	NA	NA	70.59	NA	NA	NA	NA	NA	85.55	24.81	39.64	NA	58.51	9.25	44.52	7.65	7.32	NA	NA	NA	NA	18.78
1851	NA	NA	NA	NA	NA	NA	76.84	40.09	33.07	38.84	NA	NA	64.76	NA	NA	18.14	42.95	39.25	NA	NA	NA	33.01	NA	NA	NA	7.6	NA	43.83	15.64	23.29	NA	38.3	14.37	45.07	6.85	4.13	NA	NA	NA	NA	13.32
1852	NA	NA	NA	NA	NA	NA	44.07	43.73	25.78	21.95	NA	NA	47.82	48.56	NA	11.46	17.84	11.13	NA	NA	NA	39.96	NA	NA	NA	7.71	NA	19.11	7.61	17.22	NA	26.66	13.11	4.83	18.06	7.4	NA	NA	NA	NA	12.43
1853	NA	NA	NA	NA	NA	NA	42.4	48.81	30.52	32.61	NA	NA	55.23	29.91	NA	10.97	34.47	20.65	NA	NA	NA	23.43	NA	NA	NA	6.83	NA	29.79	5.34	14.12	NA	33.58	2.41	13.08	22	9.3	NA	NA	NA	NA	8.16
1854	55.35	NA	NA	NA	NA	NA	52.87	55.55	40.48	35.21	NA	NA	55.22	37.87	NA	17.77	48.36	45.51	NA	NA	NA	37.88	NA	NA	NA	11.75	NA	61.18	13.17	24.39	NA	35.21	9.49	31.71	18.93	13.85	NA	NA	NA	NA	11.23
1855	47.97	NA	NA	NA	NA	NA	49.48	50.69	48.23	45.62	NA	NA	64.14	29.89	NA	29.86	51.58	44.39	58.08	NA	NA	38.31	NA	NA	NA	32.66	NA	57.75	15.34	21.24	NA	33.76	13.59	28.79	18.62	10.68	NA	NA	NA	NA	10.3
1856	62.17	NA	NA	NA	NA	NA	49.38	47.18	54.02	53.42	40.29	NA	59.39	46.15	NA	33.69	48.97	48.51	67.02	NA	NA	32.38	NA	NA	NA	37.84	NA	58.17	16.54	18.06	NA	38.96	21.53	33.25	28.28	10.23	NA	NA	NA	NA	17.17
1857	49.28	NA	NA	NA	NA	NA	43.12	40.17	54.94	46.85	28.97	NA	53.69	31.23	NA	48.32	47.61	33.67	65.38	NA	NA	35.04	NA	NA	NA	37.79	NA	45.31	15.86	18.78	NA	28.26	21.96	26.69	24.96	10.46	NA	NA	NA	NA	17.88
1858	46.37	NA	NA	NA	NA	NA	37.12	53.94	42.43	43.02	33.88	NA	37.89	38.73	NA	49.47	36.29	30.74	66.6	NA	NA	28.47	NA	NA	NA	43.1	NA	45.84	9.13	10.7	NA	21.34	20.58	28.48	19.74	7.82	NA	NA	NA	NA	11.88
1859	44.76	NA	NA	NA	NA	NA	32.63	33.49	42.04	46.98	33	NA	49.37	41.6	NA	51.43	51.54	37.24	63.72	NA	NA	23.4	49.88	NA	NA	43.18	NA	54.05	15.15	19.95	NA	37.23	20.91	32.67	21.03	17.38	NA	NA	NA	NA	16.76
1860	30.67	56.42	NA	NA	NA	32.06	26.29	33.93	31.24	34.98	27.46	26.08	28.66	30.53	NA	35.42	49.44	32.51	49.84	39.73	NA	27.36	31.89	NA	NA	43.69	NA	41.24	11.1	11.51	NA	22.41	36.91	21.64	13.8	11.24	NA	NA	NA	NA	17.54
