# Meriläinen - Linnankatu 20 Savonlinna - PISY - ITRDB FINL027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4002
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4002.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl027-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; finl027-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/finl027.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2004-03-09
#--------------------
# File_Last_Modified_Date
#   Date: 2004-03-09
#--------------------
# Title
#   Study_Name: Meriläinen - Linnankatu 20 Savonlinna - PISY - ITRDB FINL027
#--------------------
# Investigators
#   Investigators: Meriläinen, J.; Lindholm, M.; Timonen, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Linnankatu 20 Savonlinna
#   Location: Ita-Suomen laani
#   Northernmost_Latitude: 61.87
#   Southernmost_Latitude: 61.87
#   Easternmost_Longitude: 28.9
#   Westernmost_Longitude: 28.9
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: FINL027
#   First_Year: 1454
#   Last_Year: 1779
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OMA0371A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0371A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0374A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0374A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0374B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0374B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0377A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0377A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0377B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0377B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0379A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0379A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0379B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0379B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0381A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0381A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0381B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0381B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0385A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0385A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0385B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0385B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0386A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0386A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0386B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0386B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0388A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0388A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OMA0388B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OMA0388B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OMA0371A_raw	OMA0374A_raw	OMA0374B_raw	OMA0377A_raw	OMA0377B_raw	OMA0379A_raw	OMA0379B_raw	OMA0381A_raw	OMA0381B_raw	OMA0385A_raw	OMA0385B_raw	OMA0386A_raw	OMA0386B_raw	OMA0388A_raw	OMA0388B_raw
1454	0.63	NA	NA	0.41	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1455	0.52	NA	NA	0.45	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1456	0.63	NA	NA	0.61	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1457	0.78	NA	NA	0.83	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1458	0.73	NA	NA	0.68	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1459	0.58	NA	NA	0.58	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1460	0.76	NA	NA	0.84	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1461	0.7	NA	NA	0.67	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1462	0.73	NA	NA	0.76	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1463	0.59	NA	NA	0.6	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1464	0.66	NA	NA	0.86	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1465	0.45	NA	NA	0.6	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1466	0.29	NA	NA	0.32	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1467	0.2	NA	NA	0.24	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1468	0.38	NA	NA	0.4	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1469	0.47	NA	NA	0.48	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1470	0.31	NA	NA	0.42	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1471	0.21	NA	NA	0.25	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1472	0.09	NA	NA	0.16	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1473	0.34	NA	NA	0.4	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1474	0.31	NA	NA	0.4	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1475	0.12	NA	NA	0.15	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1476	0.06	NA	NA	0.04	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1477	0.08	NA	NA	0.09	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1478	0.11	NA	NA	0.11	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1479	0.13	NA	NA	0.11	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1480	0.22	NA	NA	0.19	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1481	0.19	NA	NA	0.16	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1482	0.24	NA	NA	0.27	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1483	0.19	NA	NA	0.19	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1484	0.15	NA	NA	0.2	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1485	0.23	NA	NA	0.32	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1486	0.46	NA	NA	0.55	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1487	0.34	NA	NA	0.36	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1488	0.4	NA	NA	0.37	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1489	0.28	NA	NA	0.24	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1490	0.32	NA	NA	0.22	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1491	0.53	NA	NA	0.53	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1492	0.52	NA	NA	0.44	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1493	0.42	NA	NA	0.46	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1494	0.47	NA	NA	0.52	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1495	0.52	NA	NA	0.65	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1496	0.45	NA	NA	0.51	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1497	0.45	NA	NA	0.5	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1498	0.41	NA	NA	0.45	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1499	0.11	NA	NA	0.16	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1500	0.16	NA	NA	0.15	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1501	0.19	NA	NA	0.15	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1502	0.23	NA	NA	0.24	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1503	0.17	NA	NA	0.16	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1504	0.25	NA	NA	0.22	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1505	0.3	NA	NA	0.35	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1506	0.33	NA	NA	0.34	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1507	0.34	NA	NA	0.39	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1508	0.36	NA	NA	0.4	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1509	0.28	NA	NA	0.41	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1510	0.44	NA	NA	0.49	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1511	0.4	NA	NA	0.51	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1512	0.46	NA	NA	0.54	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1513	0.33	NA	NA	0.37	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1514	0.27	NA	NA	0.29	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1515	0.33	NA	NA	0.3	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
