# Esper - Hallgarter Zange - ABAL - ITRDB GERM231
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30736
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30736.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ231-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ231-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ231.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ231.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-15
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-15
#--------------------
# Title
#   Study_Name: Esper - Hallgarter Zange - ABAL - ITRDB GERM231
#--------------------
# Investigators
#   Investigators: Esper, J.(https://orcid.org/0000-0003-3919-014X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Missing rings were inserted with the value 1. NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hallgarter Zange
#   Location: Germany
#   Northernmost_Latitude: 50.05
#   Southernmost_Latitude: 50.05
#   Easternmost_Longitude: 8.01
#   Westernmost_Longitude: 8.01
#   Elevation_m: 500
#--------------------
# Data_Collection
#   Collection_Name: GERM231
#   First_Year: 1917
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## EDH0101a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0101a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0101b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0101b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0102a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0102a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0102b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0102b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0103a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0103a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0103b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0103b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0105a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0105a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0105b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0105b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0112a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0112a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0112b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0112b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0113a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0113a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0113b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0113b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0114a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0114a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0120a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0120a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0120b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0120b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0121a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0121a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0121b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0121b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0125a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0125a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0125b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0125b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0128a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0128a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0128b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0128b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0129a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0129a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0129b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0129b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0140z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0140z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	EDH0101a_raw	EDH0101b_raw	EDH0102a_raw	EDH0102b_raw	EDH0103a_raw	EDH0103b_raw	EDH0105a_raw	EDH0105b_raw	EDH0112a_raw	EDH0112b_raw	EDH0113a_raw	EDH0113b_raw	EDH0114a_raw	EDH0120a_raw	EDH0120b_raw	EDH0121a_raw	EDH0121b_raw	EDH0125a_raw	EDH0125b_raw	EDH0128a_raw	EDH0128b_raw	EDH0129a_raw	EDH0129b_raw	EDH0140z_raw
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.45	NA	NA
1921	NA	NA	3.82	NA	NA	NA	NA	NA	NA	NA	2.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	NA	NA
1922	NA	NA	2.93	NA	NA	NA	NA	NA	2.13	NA	2.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82	NA	NA
1923	NA	3.81	2.72	NA	NA	NA	NA	NA	3.06	NA	2.29	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	2.75	NA	NA
1924	NA	3.88	3.37	NA	NA	NA	NA	NA	3.44	NA	2.97	2.54	NA	NA	1.43	NA	NA	NA	NA	NA	NA	3.14	NA	NA
1925	NA	5.24	4.22	NA	NA	NA	NA	NA	4.11	NA	3.09	3.32	NA	NA	1.92	NA	NA	NA	NA	NA	NA	4.05	NA	NA
1926	NA	4.66	3.74	NA	NA	NA	NA	NA	3.83	3.57	4.08	3.52	NA	NA	2.97	NA	NA	NA	NA	NA	NA	3.58	NA	NA
1927	NA	3.84	2.39	NA	NA	4.09	NA	NA	3.29	3.06	2.4	2.47	NA	NA	2.8	NA	NA	NA	NA	NA	NA	3.46	NA	NA
1928	NA	3.76	2.79	NA	NA	3.6	NA	NA	2.96	3.14	2.12	2.06	NA	NA	2.31	NA	NA	NA	NA	NA	NA	3.09	NA	NA
1929	NA	2.78	1.87	NA	NA	3.79	NA	NA	1.96	1.81	1.42	1.49	NA	NA	1.5	NA	NA	NA	NA	NA	NA	2.65	NA	NA
1930	NA	3.31	2.05	2.38	NA	3.61	NA	NA	2.07	2.19	1.51	1.58	NA	NA	1.96	NA	NA	NA	NA	NA	0.87	3.34	NA	2.05
1931	NA	3.77	2.87	3.18	5.29	4.66	NA	NA	2.63	2.93	1.99	2.03	NA	NA	2.2	NA	NA	NA	NA	NA	1.39	3.59	NA	2.47
1932	NA	4.23	3.6	3.81	6.4	5.1	NA	NA	2.99	3.2	2	2.14	NA	NA	2.34	NA	NA	NA	NA	NA	2.19	3.81	3.86	2.95
1933	NA	3.87	2.37	2.83	4.38	4.07	NA	NA	2.52	2.77	1.55	2.74	NA	NA	2.08	NA	NA	NA	NA	NA	2.39	3.56	4.71	3.44
1934	NA	2.7	1.97	2.14	4.89	3.69	NA	NA	2.27	2.82	1.59	2.28	NA	NA	2.2	NA	NA	NA	NA	NA	2.3	2.72	3.66	2.92
1935	NA	3.49	2.29	2.62	4.59	3.72	NA	NA	2.54	3.24	1.97	2.38	NA	NA	2.04	NA	2.27	NA	NA	NA	2.56	2.69	3.64	2.86
1936	NA	3.19	2.45	2.12	4.14	4.15	NA	NA	2.67	3.46	1.66	1.77	NA	NA	2.29	NA	2.48	NA	NA	NA	2.14	2.58	4.06	2.58
1937	NA	2.58	2.18	2.56	2.96	3.58	2.37	NA	1.8	2.29	1.34	1.33	NA	NA	2	NA	1.84	NA	NA	NA	1.86	2.14	3.01	2.08
1938	3.17	3.11	2.49	3.15	3.19	3.48	2.8	NA	2.02	2.34	1.38	1.31	NA	NA	2.2	1.71	2.37	NA	NA	NA	2.5	2.81	3.57	2.44
1939	4.15	2.68	2	2.95	2.86	3.97	2.3	NA	1.76	1.75	1.36	1.12	NA	NA	2.24	1.25	1.85	NA	NA	NA	1.81	2.19	3.57	1.77
1940	2.19	1.58	1.45	2.2	2.04	2.54	1.7	NA	1.05	0.95	0.96	0.86	NA	NA	1.44	1.26	0.65	NA	NA	1.68	1.7	1.49	2.35	0.72
1941	3.18	2.19	2.02	2.86	2.85	3.69	2.02	NA	1.95	2.31	1.84	1.46	NA	NA	2.31	1.43	1.24	NA	NA	2.6	3.12	2.29	2.92	1.2
1942	2.37	1.71	1.5	2.71	1.92	2.66	2.18	NA	1.25	1.24	1.58	0.98	NA	NA	1.24	0.74	0.97	NA	NA	2.22	2.69	1.91	3.24	0.81
1943	2.64	2.3	2.5	3.22	3.07	3.7	3.45	NA	1.81	2.02	2.6	2.52	NA	NA	2.35	1.43	1.82	NA	NA	2.7	3.63	3.48	4.38	1.71
1944	1.21	1.36	1.42	1.9	2.27	2.32	1.95	NA	1.55	1.42	1.63	2.1	NA	NA	2.2	1.71	1.98	NA	NA	1.84	2.03	1.99	2.75	1.74
1945	0.85	0.66	0.75	1.22	2.14	1.84	3.2	NA	1.94	1.94	1.08	1.55	NA	NA	2.27	2.38	2.35	NA	NA	0.84	1.04	1.94	2.84	2.61
1946	1.02	0.97	0.79	1.59	2.45	2.08	3.05	NA	1.62	1.75	2.01	2.03	NA	NA	1.88	1.91	1.75	NA	NA	0.88	0.84	2	3	2.22
1947	1.07	0.76	0.79	1.68	1.7	1.66	2.15	NA	1.08	1.39	1.64	1.94	NA	NA	1.61	1.08	1.28	NA	NA	0.99	1.05	1.41	2.13	1.49
1948	1.5	1.07	0.91	1.89	2.1	1.98	2.71	NA	1.66	1.84	2.49	2.4	NA	NA	1.49	1.19	1.4	NA	NA	1.5	1.57	2.68	3.6	1.59
1949	1.88	1.29	1.41	1.92	2.04	2.11	1.54	NA	1.56	1.57	2.11	2.35	NA	NA	1.25	1.29	1.45	NA	NA	1.97	1.87	2.81	3.87	1.48
1950	2.51	1.45	2.13	3.32	2.6	2.89	2.12	NA	1.27	1.19	1.93	1.77	NA	NA	2.04	1.82	2.05	NA	NA	2.81	2.83	3.08	4.33	2.14
1951	2.97	1.38	2.08	3	2.28	2.95	1.68	NA	1.14	0.94	1.86	1.46	NA	NA	2.03	1.94	2.05	NA	NA	2.54	2.61	2.93	4.31	1.93
1952	1.9	1.35	1.65	2.75	1.69	2.22	1.48	NA	0.86	0.7	1.58	1.19	NA	NA	1.61	1.57	1.9	NA	NA	1.81	2.66	2.2	3.27	1.79
1953	2.04	1.32	1.66	2.91	1.79	2.69	1.76	NA	1	0.7	1.18	0.88	NA	NA	1.59	1.24	1.87	NA	NA	1.74	2.16	2.37	3.37	1.47
1954	1.96	1.46	1.45	2.11	1.55	2.06	1.17	NA	0.83	0.66	0.9	0.78	NA	NA	0.84	1	1.63	NA	NA	1.55	1.69	1.49	2.02	1.22
1955	1.88	1.32	0.86	1.32	1.07	1.6	1.04	NA	1.11	1.01	1.15	1.21	NA	NA	0.89	1.07	1.56	NA	NA	1.2	1.14	1.16	1.52	1.21
1956	0.49	0.32	0.15	0.17	0.33	0.76	0.4	NA	0.26	0.23	0.3	0.07	NA	NA	0.16	0.53	0.26	NA	NA	0.4	0.25	0.27	0.35	0.35
1957	0.78	0.68	0.33	0.85	1.1	1.81	1.29	1.14	0.61	0.4	1.22	1.32	NA	NA	0.91	1.05	0.92	NA	NA	0.95	0.9	0.78	1.48	0.62
1958	0.38	0.04	0.18	0.4	0.97	1.51	0.94	0.85	0.66	0.25	1.11	1.29	NA	NA	1.12	1.3	1.12	NA	NA	0.94	1.25	0.76	1.79	0.64
1959	0.5	0.32	0.23	0.24	1.25	1.85	1.38	0.93	0.64	0.46	1.13	1.42	NA	NA	0.99	1.08	1.08	NA	NA	1.16	1.48	1.18	2.51	0.1
1960	0.16	0.43	0.2	0.5	1.12	2.15	1.29	0.95	0.73	0.6	1.45	1.44	NA	NA	1.12	1.11	0.88	NA	NA	1.26	1.2	1.65	2.62	0.91
1961	0.42	0.04	0.22	0.4	0.75	1.63	1.09	0.71	0.62	0.49	1.4	1.16	NA	NA	0.8	0.82	0.57	NA	NA	0.58	0.56	1.02	2.41	0.77
