# Bräker - unt.Bremgartenstrasse - QURO - ITRDB SWIT233
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14052
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14052.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit233-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit233-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit233.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit233.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - unt.Bremgartenstrasse - QURO - ITRDB SWIT233
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: unt.Bremgartenstrasse
#   Location: Switzerland
#   Northernmost_Latitude: 47.3925
#   Southernmost_Latitude: 47.3925
#   Easternmost_Longitude: 8.3986
#   Westernmost_Longitude: 8.3986
#   Elevation_m: 420
#--------------------
# Data_Collection
#   Collection_Name: SWIT233
#   First_Year: 1927
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DIE0028G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0028G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0028P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0028P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0097G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0097G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0097P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0097P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0326G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0326G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0326P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0326P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0338G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0338G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0338P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0338P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0467G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0467G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0467H_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0467H; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0467P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0467P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0467Q_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0467Q; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0480G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0480G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0480P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0480P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0708G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0708G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0708P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0708P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0708X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0708X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0708Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0708Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0723P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0723P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE0723R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE0723R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DIE0028G_raw	DIE0028P_raw	DIE0097G_raw	DIE0097P_raw	DIE0326G_raw	DIE0326P_raw	DIE0338G_raw	DIE0338P_raw	DIE0467G_raw	DIE0467H_raw	DIE0467P_raw	DIE0467Q_raw	DIE0480G_raw	DIE0480P_raw	DIE0708G_raw	DIE0708P_raw	DIE0708X_raw	DIE0708Y_raw	DIE0723P_raw	DIE0723R_raw
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	1.85	NA	NA	NA	NA	1.66	0.86	NA	NA
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.54	NA	2.2	NA	NA	NA	NA	1.16	1.88	NA	NA
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.95	NA	3.35	NA	NA	NA	NA	1.47	1.41	NA	NA
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.31	NA	2.82	NA	NA	NA	NA	1.44	1.31	NA	NA
1933	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.88	NA	2.41	NA	NA	NA	NA	0.94	1.56	NA	NA
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.38	NA	2.25	NA	NA	NA	NA	1.48	1.65	NA	NA
1935	NA	NA	NA	NA	NA	NA	2.2	2.36	NA	3.03	NA	1.41	NA	NA	NA	NA	1.58	1.83	NA	NA
1936	2.66	3.85	2.02	2.57	NA	NA	4.86	4.73	3.4	3.01	1.73	0.95	NA	NA	NA	NA	2.71	2.84	NA	NA
1937	4.26	4.4	2.56	3.49	NA	NA	5.48	5.15	4.57	2.76	5.86	0.88	2.58	2.35	NA	NA	1.76	1.57	NA	NA
1938	3.58	3.65	4.67	4.68	4.21	4.94	4.97	3.99	4.42	3.1	4.02	2.36	4.15	2.79	NA	NA	2.15	1.95	NA	NA
1939	3.34	3.13	4.23	4.7	4.54	3.92	3.43	3.28	5.16	2.24	2.33	2.4	3.57	2.96	NA	NA	1.92	1.06	NA	NA
1940	2.65	2.63	5.65	5.55	4.21	4.08	3.36	3.54	4.05	2.36	2.13	3.12	3.87	2.68	NA	NA	1.92	1.58	NA	NA
1941	2.19	2.17	4.74	4.65	4.88	3.32	2.27	2.18	4.36	2.46	1.01	2.54	3.3	2.15	NA	NA	1.71	1.51	2.67	2.35
1942	2.56	2.03	4.83	5.65	3.56	2.65	1.62	1.96	3.54	3.25	0.96	2.66	2.59	1.71	6.2	4.23	1.33	1.23	2.21	2.75
1943	2.74	2.3	5.79	5.86	5.05	3.61	2.16	2.57	3.91	4.82	1.55	2.82	2.88	2.43	3.22	2.64	1.92	1.51	2.2	2.54
1944	3.49	2.07	5.75	6.42	4.84	3.98	2.33	2.88	4.16	4.7	1.7	2.88	3.05	2.74	3.05	2.9	1.66	1.22	2.99	3.45
1945	3.32	1.21	2.97	3.57	2.62	2.09	1.69	1.41	2.25	2.19	0.88	1.49	1.92	1.4	1.79	1.29	1.19	1.17	1.99	2.19
1946	2.92	2.49	4.46	4.57	4.72	3.92	3.06	2.72	3.7	4.72	1.12	3.63	3.23	1.95	3.2	2.83	3	1.96	3.19	3.19
1947	1.14	1.9	3.47	3.4	2.38	2.59	2.12	1.57	2.9	3.75	1.1	2.61	2.64	2.02	2.55	2.14	2.35	1.54	2.95	2.95
1948	0.94	1.36	1.95	2.16	1.46	1.68	1.23	0.72	2.51	2.66	0.85	1.6	2.33	1.22	2.14	1.51	1.75	1.52	3.98	3.36
1949	1.53	1.5	2.32	2.6	2.2	1.74	1.8	1.07	3.58	3.64	1.35	2.9	2.73	2.63	2.1	1.7	1.81	1.58	3.02	3.34
1950	1.52	1.71	2.73	3.53	2.34	2.35	1.99	1.64	3.79	4.28	1.67	4.04	3.83	3.92	1.58	1.99	3.49	1.33	3.64	3.6
1951	1.36	1.78	2.48	3.4	1.75	1.94	1.66	1.47	3.71	2.87	1.45	2.87	2.25	4.23	1.88	1.63	3.51	1.46	2.36	2.72
1952	0.96	1.82	2.34	3.38	1.66	1.81	1.82	1.77	3.19	3.02	1.28	2.69	2.96	3.67	2.12	2.24	3.12	1.21	2.64	2.98
1953	0.75	1.36	3.26	4.11	1.92	1.74	2.05	1.9	2.84	2.4	1.15	2.97	3.7	3.15	1.92	1.89	2.6	1.35	2.8	2.85
1954	0.37	1.03	2.18	2.25	1.52	1.75	1.76	1.62	1.85	1.44	1.2	1.68	2.74	3.36	1.88	2	2.72	1.72	2.12	2.19
1955	0.37	1.06	3.32	3.53	1.3	1.41	1.7	1.54	1.78	1.81	1.01	1.71	2.65	2.54	1.34	1.81	2.47	1.47	1.77	2.01
1956	0.37	0.8	3.08	2.58	1.51	1.34	1.45	1.17	1.32	1.75	0.59	1.02	2.13	2.39	1.08	1.67	1.87	1.21	1.57	1.87
1957	0.55	0.6	3.57	1.77	1.41	1.49	1.26	1.06	1.3	1.12	0.64	2.03	1.72	1.46	1.02	1.31	1.4	1.01	1.29	1.29
1958	1.09	1.42	3.88	3.7	2.58	2.68	2.27	2.45	3	3.42	0.92	3.84	4.36	2.67	2.43	2.45	3.63	1.7	2.46	2.92
1959	0.84	0.82	3.36	2.83	2.06	2.2	2.05	1.81	2.63	2.27	0.98	2.76	2.5	3.18	1.97	1.64	2.88	1.41	2.22	2.37
1960	1.02	0.82	3.41	2.69	2.57	2.08	2.12	2.17	2.34	1.88	1.02	3.03	2.1	3.07	1.66	2	3.67	2.1	1.79	2.16
1961	0.5	0.44	2.43	2.18	1.86	1.65	1.32	1.93	1.94	2.39	0.98	3.35	1.64	2.96	1.73	1.75	3.8	1.72	1.67	1.74
1962	0.59	0.59	2.47	2.12	3.42	1.49	1.74	2.13	2.06	2.36	1.23	3.57	2.51	2.8	1.75	1.81	3.1	1.08	2.34	2.5
1963	0.52	0.59	2.6	2.16	1.96	1.71	1.82	1.79	2.42	2.7	1.38	5.21	2.85	4.33	1.84	1.97	3.11	1.4	2.97	2.52
1964	1.18	1.5	2.84	2.77	2.14	2.05	2.21	1.67	2.3	3.41	1.55	7.72	2.97	4.33	2.09	2.6	3.71	1.98	4.23	3.07
1965	1.69	2.12	3.55	3.89	2.92	2.8	2.64	2.32	2.64	3.66	1.85	7.21	2.98	3.89	2.8	2.59	4	2.09	4.06	3.04
1966	1.83	1.51	3.4	2.96	2.15	2.32	1.91	1.8	2.28	2.51	1.26	5.42	2.39	2.8	2.49	2.21	4.47	2.25	2.86	2.4
1967	1.29	1.23	3.19	2.77	1.85	2.18	1.8	1.88	1.24	1.07	1	2.36	2.13	3.08	1.37	1.39	3.16	1.77	2.25	2.45
1968	1.96	1.57	4.19	4.28	2	2.14	2.24	2.4	1.02	0.92	1.06	2.06	2.51	4.35	1.96	2.41	3.86	1.72	2.62	2.86
1969	2.38	2.58	4.17	4.65	3.55	2.67	2.63	2.92	1.62	2.42	1.45	4.24	3.54	4.43	3.41	2.48	4.37	3	3.34	3.8
1970	1.79	2.52	3.83	3.32	3.09	2.92	2.49	3.1	1.4	2.02	1.46	3.96	3.07	3.07	3.25	2.46	3.63	2.78	3.38	3.16
1971	2.07	3.07	3.87	3.7	3.34	2.96	2.46	3.59	1.53	2.29	1.08	4.77	3.97	3.98	3.57	2.45	3.62	2.01	4.34	3.21
1972	1.59	1.84	2.43	2.42	3.37	2.49	2.28	3.51	1.58	2.03	0.97	4.37	3.31	3.54	2.86	1.54	3.35	2.05	3	2.32
