# Mašek - 25PL Šumava - PCAB - ITRDB CZE058
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37283
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37283.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/cze058-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cze058-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/cze058.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cze058.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2023-01-25
#--------------------
# File_Last_Modified_Date
#   Date: 2023-01-25
#--------------------
# Title
#   Study_Name: Mašek - 25PL Šumava - PCAB - ITRDB CZE058
#--------------------
# Investigators
#   Investigators: Mašek, J.(https://orcid.org/0000-0002-3494-9113); Treml, V.(https://orcid.org/0000-0001-5067-3308); Mík, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Mašek, Jiří, Jan Tumajer, Jelena Lange, Ryszard Kaczka, Petr Fišer, Václav Treml
#   Journal_Name: Ecosystems
#   Published_Title: Variability in Tree-ring Width and NDVI Responses to Climate at a Landscape Level
#   Published_Date_or_Year: 2023
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: ECO-22-0233
#   DOI: 10.1007/s10021-023-00822-8
#   Full_Citation: Jiří Mašek, Jan Tumajer, Jelena Lange, Ryszard Kaczka, Petr Fišer, Václav Treml. 2023. Variability in Tree-ring Width and NDVI Responses to Climate at a Landscape Level. Ecosystems, ECO-22-0233. doi: 10.1007/s10021-023-00822-8
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Charles University Grant Agency
#   Grant: GAUK 548120
#--------------------
# Site_Information
#   Site_Name: 25PL Šumava
#   Location: Czech Republic
#   Northernmost_Latitude: 49.215391
#   Southernmost_Latitude: 49.215391
#   Easternmost_Longitude: 13.243904
#   Westernmost_Longitude: 13.243904
#   Elevation_m: 1129
#--------------------
# Data_Collection
#   Collection_Name: CZE058
#   First_Year: 1893
#   Last_Year: 2021
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 25PL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25PL21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25PL21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	25PL05_raw	25PL11_raw	25PL04_raw	25PL09_raw	25PL23_raw	25PL18_raw	25PL06_raw	25PL15_raw	25PL22_raw	25PL14_raw	25PL25_raw	25PL20_raw	25PL01_raw	25PL07_raw	25PL24_raw	25PL13_raw	25PL12_raw	25PL03_raw	25PL19_raw	25PL02_raw	25PL08_raw	25PL26_raw	25PL17_raw	25PL16_raw	25PL10_raw	25PL21_raw
1893	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	2.82	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47	NA	NA	NA	NA	NA	1.97	NA
1900	NA	NA	NA	NA	NA	NA	1.55	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	NA	NA	NA	1.75	NA
1901	NA	NA	NA	NA	NA	NA	2.44	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.52	NA	NA	NA	NA	NA	2.34	NA
1902	NA	NA	NA	NA	NA	NA	1.78	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.95	NA	NA	NA	NA	NA	1.81	NA
1903	NA	NA	NA	NA	NA	NA	1.43	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.57	NA	NA	NA	NA	NA	1.77	NA
1904	NA	NA	NA	NA	NA	NA	1.42	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.94	NA	NA	NA	NA	NA	1.48	NA
1905	NA	NA	NA	NA	NA	NA	1.71	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04	NA	NA	NA	NA	NA	1.27	3.17
1906	NA	NA	NA	NA	NA	NA	1.78	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.12	NA	NA	NA	NA	NA	1.84	1.83
1907	NA	NA	NA	NA	NA	NA	1.82	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	NA	NA	NA	NA	NA	1.98	2.52
1908	NA	NA	NA	NA	NA	1.93	1.61	0.52	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	2.84	NA	NA	NA	NA	NA	1.82	2.36
1909	NA	NA	NA	NA	NA	2.69	1.15	0.54	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	2.68	NA	NA	NA	NA	NA	1.52	2.17
1910	NA	NA	NA	NA	NA	1.79	1.11	0.54	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	2.83	NA	NA	NA	NA	NA	1.63	2.13
1911	NA	NA	NA	NA	NA	1.62	1.56	0.75	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA	2.32	NA	NA	NA	NA	NA	2.84	2.34
1912	NA	NA	NA	NA	NA	1.51	2.16	1.64	NA	NA	NA	NA	NA	1.41	NA	NA	NA	NA	2.05	NA	NA	NA	NA	NA	2.8	1.47
1913	NA	NA	NA	NA	NA	2.48	2.26	1.33	NA	NA	NA	NA	NA	2.28	NA	NA	NA	NA	2.36	NA	NA	NA	NA	NA	2.53	1.22
1914	NA	NA	NA	NA	NA	2.02	3.53	1.11	NA	NA	NA	NA	NA	1.97	NA	NA	NA	NA	3.11	NA	NA	NA	NA	NA	2.96	2.06
1915	NA	NA	NA	NA	NA	1.72	3.6	0.76	NA	NA	NA	NA	NA	1.92	NA	NA	NA	NA	3.28	NA	NA	NA	NA	NA	2.83	1.64
1916	NA	4.42	NA	NA	NA	2.11	2.94	0.63	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3	NA	NA	NA	NA	1.35	2.66	1.6
1917	NA	2.78	NA	NA	NA	1.3	1.98	0.58	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	2.28	NA	NA	NA	NA	2.1	2.1	1.76
1918	NA	2.51	NA	NA	NA	1.76	1.62	0.87	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	1.84	1.14	NA	NA	2.59	2.59	2	1.54
1919	NA	1.78	NA	NA	NA	1.61	1.67	1.12	NA	2.39	NA	NA	NA	1.52	NA	NA	NA	NA	1.99	1.52	NA	NA	2.4	1.91	2.11	1.94
1920	NA	2.51	NA	NA	NA	1.65	1.59	1.14	NA	3.32	NA	NA	NA	1.91	NA	NA	NA	NA	2.06	1.5	NA	3.08	1.84	1.07	2.55	1.71
1921	NA	2.63	NA	NA	NA	1.86	1.3	1.03	NA	2.43	NA	NA	NA	2.17	NA	NA	NA	NA	2.01	1.23	NA	2.06	2.23	2.65	2.32	1.72
1922	NA	2.42	NA	NA	NA	1.74	1.34	1.22	NA	2.44	NA	NA	NA	1.88	NA	NA	NA	NA	2.6	1.21	NA	2.54	1.68	2.62	1.96	1.68
1923	1.61	2.78	NA	NA	NA	1.9	1.28	1.18	NA	2.79	NA	NA	NA	2.6	NA	NA	NA	NA	2.06	0.68	NA	1.84	1.37	2.73	2.28	1.44
1924	3.59	2.82	2.22	NA	NA	2.25	2.12	1.67	3.54	2.7	NA	NA	3.21	2.54	NA	NA	2.77	NA	2.29	0.93	NA	2.3	2	2.69	2.61	1.99
1925	3.02	2.6	2.32	NA	NA	1.75	2.4	1.34	3.61	2.58	NA	NA	2.15	2.02	NA	NA	2.66	NA	2.3	1.83	NA	2.14	2.53	2.62	2.63	1.36
1926	2.9	2.65	1.99	NA	NA	1.82	2.27	1.27	3.42	2.84	NA	NA	2.06	2.14	NA	NA	2.06	1.87	2	1.54	NA	2.67	2.47	2.6	2.6	1.57
1927	2.84	3.48	1.94	NA	NA	2.29	2.48	1.11	3.62	2.85	NA	NA	3.57	2.62	NA	NA	2.78	1.7	2.68	1.33	NA	2.98	2.38	3.01	2.62	2
1928	2.37	2.37	1.1	NA	NA	1.92	2.66	0.71	3.11	2.45	3.86	NA	2.72	2.24	NA	NA	2.76	1.32	1.93	4.15	NA	3.03	2.11	2.04	2.66	1.89
1929	2.16	1.11	0.98	2.02	NA	1.44	1.31	0.37	1.86	1.62	3.62	NA	1.02	1.26	NA	NA	1.69	1.17	1.63	1.3	NA	1.85	1.66	1.4	1.12	1.07
1930	2.43	1.27	0.71	2.09	NA	1.48	1.23	0.66	2.65	1.4	2.93	NA	1.32	2.01	NA	NA	2.34	1.54	1.71	1.98	NA	2.1	1.87	1.92	1.16	1.65
1931	3.17	1.82	0.75	2.44	NA	1.99	1.83	0.94	4.11	2.08	3.48	NA	1.96	2.4	NA	NA	4.33	1.9	1.84	2.76	2.54	2.46	2.24	2.56	1.49	1.91
1932	3.65	2.04	1.35	2.42	NA	1.77	2.04	1.25	3.33	2.31	3.44	NA	2.31	2.53	NA	NA	3.1	1.77	1.48	2.49	2.72	2.94	2.1	2.18	1.49	1.97
1933	3.08	1.93	0.87	1.4	NA	1.49	1.48	1	2.69	1.96	2.61	NA	2.2	2.81	NA	NA	2.08	1.18	0.97	1.87	1.53	2.41	1.3	1.83	1.61	1.65
1934	3.13	2.39	0.88	1.09	NA	2.05	2.29	0.89	3.2	2.16	2.4	NA	2.1	2.74	1.62	NA	1.93	1.16	1.38	1.76	1.37	2.87	1.7	2.85	2.03	1.56
1935	2.62	1.87	0.59	0.9	NA	1.95	1.77	1.61	2.86	1.69	2.33	NA	1.81	2.72	1.83	NA	1.21	0.79	1.19	1.42	1.91	2.24	1.15	3.29	1.95	1.67
1936	2.48	1.53	0.61	1.16	NA	1.28	1.44	0.58	2.7	1.62	3.13	NA	1.37	1.97	1.6	NA	0.99	0.99	1.07	1.16	1.49	1.86	0.78	2.02	1.55	1.11
1937	2.57	2.08	0.59	1.51	1.78	1.27	1.51	0.72	3.02	1.98	2.52	NA	0.97	1.62	1.74	NA	1.57	1.38	1.05	1.37	1.86	2.1	1.17	1.46	1.44	1.11
1938	2.34	2.39	0.61	2.33	1.73	1.28	1.42	0.45	3.61	1.8	1.83	NA	0.79	2.12	1.95	NA	1.89	1.22	1.11	1.57	1.76	1.93	1.15	1.37	1.46	1.25
1939	2.65	2.41	0.7	1.82	1.89	1.09	1.12	0.41	3.45	1.77	1.81	3.53	0.57	2.28	1.87	NA	1.95	1	0.96	1.88	1.57	1.76	1.22	1.86	1.56	1.49
