# Bräker - Haslenau - QURO - ITRDB SWIT251
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14070
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14070.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit251-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit251-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit251.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit251.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Haslenau - QURO - ITRDB SWIT251
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Haslenau
#   Location: Switzerland
#   Northernmost_Latitude: 47.5828
#   Southernmost_Latitude: 47.5828
#   Easternmost_Longitude: 9.2742
#   Westernmost_Longitude: 9.2742
#   Elevation_m: 507
#--------------------
# Data_Collection
#   Collection_Name: SWIT251
#   First_Year: 1932
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GU014071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU014071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU014072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU014072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU148081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU148081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU148082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU148082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU172081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU172081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU172082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU172082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU200111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU200111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU200112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU200112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU226081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU226081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU226082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU226082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU318111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU318111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU318112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU318112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU463111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU463111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU463112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU463112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GU014071_raw	GU014072_raw	GU148081_raw	GU148082_raw	GU172081_raw	GU172082_raw	GU200111_raw	GU200112_raw	GU226081_raw	GU226082_raw	GU318111_raw	GU318112_raw	GU463111_raw	GU463112_raw
1932	NA	NA	1.8	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	2.59	2.4	4.23	4.13	NA	NA	6.41	4.52	NA	NA	NA	NA
1934	NA	NA	5.47	4.81	4.59	3.25	NA	NA	3.1	2.25	NA	NA	NA	NA
1935	NA	NA	6.13	4.91	4.64	3.21	NA	NA	3.02	3.02	NA	NA	NA	NA
1936	1.03	1.38	5.53	4.6	5.53	3.34	1.17	1.16	4.04	3.53	NA	NA	NA	NA
1937	1.92	1.99	4.08	3.73	5.93	3	2.63	2.85	4	2.91	NA	NA	NA	NA
1938	2.11	1.42	4.54	2.94	5.16	3.11	2.65	2.97	3.2	2.54	1.41	2.83	NA	NA
1939	1.84	1.16	6.5	3.77	5.38	2.98	2.34	2.92	2.95	1.92	2.45	1.25	1.22	1.53
1940	0.99	0.6	5.36	2.44	2.29	1.77	1.76	1.85	2.01	1.38	1.44	1.19	1.68	1.33
1941	0.93	0.91	4.51	2.4	2.49	1.74	1.45	1.84	2.13	1.58	2.89	1.86	0.69	1.05
1942	1.49	1.52	4.24	2.02	2.76	2.14	2.67	2.51	1.51	1.13	3.15	1.96	0.72	0.68
1943	1.65	1.42	2.68	1.35	1.9	1.86	1.84	2.17	1.37	0.74	2.07	1.39	0.52	0.45
1944	1.42	1.32	2.77	1.73	3.38	1.67	3.46	3.38	1.25	1.39	2.58	2.03	0.76	0.69
1945	1.36	1.24	3.75	2.19	3.23	2.21	2.64	2.96	1.55	1.27	3.03	2.17	0.95	1
1946	1.42	1.26	4.17	1.6	2.52	2.27	3.87	3.77	2.2	1.78	3.34	2.52	2.03	1.58
1947	1.22	1.43	3.64	1.67	2.66	1.94	3.62	3.51	1.92	1.48	2.56	2.74	1.99	1.23
1948	1.13	1.25	2.96	1.41	2.9	1.99	4.5	2.67	1.53	1.23	2.72	2.43	2.44	1.14
1949	1.16	1.27	2.22	0.95	1.52	1.12	2.52	2.83	1.56	1.35	2.72	2.4	2.04	1.33
1950	1.21	1.21	1.71	0.7	2.86	2.36	3.49	2.72	1.58	1.3	3.14	3.2	2.72	1.9
1951	0.91	1.11	2.17	1.03	3.09	2.39	2.73	2.19	1.92	1.73	4.06	4.18	2.48	2.45
1952	1.13	0.94	1.56	1.12	1.84	1.2	2.42	3.78	1.87	1.68	3.64	3.56	2.57	2.75
1953	1.42	0.86	1.39	0.81	3.05	1.82	2.36	3.57	2.26	2.06	3.68	3.94	2.93	2.49
1954	0.95	0.71	1.32	0.98	1.62	1.16	1.71	1.78	2.26	1.83	2.76	3.04	3.18	2.07
1955	0.49	0.48	0.81	0.48	1.66	1.33	2.15	1.42	2.2	1.66	1.49	1.35	1.56	1.24
1956	0.64	0.45	0.63	0.31	1.37	0.77	2.23	1.19	1.73	1.56	1.43	1.09	1.5	1.54
1957	0.78	0.58	0.68	0.34	1.53	0.91	1.96	1.17	1.6	1.61	1.22	1.03	1.51	0.97
1958	2.02	1.15	1.62	0.67	3.15	1.82	2.48	2.17	2.64	2.87	2.3	1.41	2.24	2.51
1959	1.16	1.81	1.26	1.39	2.45	1.58	3.54	1.82	2.9	2.6	2.64	2.8	2.38	2.87
1960	2.35	2.07	1.45	1.07	1.91	1.49	3.23	1.49	2.57	2.08	3.35	3.43	2.18	2.5
1961	2.47	2.08	1.17	0.62	1.39	0.81	3.08	1.53	2.64	1.56	2.72	2.8	3.11	3.47
1962	3.03	2.25	1.99	0.41	1.24	0.87	1.06	1.06	3.75	1.27	1.82	2.78	1.89	2.02
1963	2.44	2.76	1.61	0.47	1.02	0.95	1.12	1.64	3.27	1.4	2.85	3.25	2.29	1.69
1964	2.42	2	0.89	0.61	1.3	0.9	1.41	1.12	2.26	1.43	2.67	2.36	2.23	1.85
1965	2.58	1.69	0.9	0.7	1.51	1.18	1.64	1.21	2.04	1.78	2.76	2.54	2.1	1.74
1966	1.73	1.49	0.92	0.77	1.78	1.18	1.87	1.36	1.6	1.25	2.38	1.73	1.75	1.35
1967	1.99	2.02	0.92	0.91	1.93	1.12	2.03	1.35	1.68	1.36	2.12	2.02	2.03	0.96
1968	2.81	2.8	1.31	1.07	1.51	1.27	1.99	1.96	1.28	1.51	2.41	3.01	3.6	1.06
1969	3.07	3.32	1.85	2.38	2.49	1.5	2.26	2.18	1.89	2.14	3.74	3.09	5.47	1.01
1970	2.46	2.65	1.08	1.81	1.58	1.55	1.7	1.67	1.64	2	2.77	2.76	3.84	1.55
1971	2.59	2.38	0.68	1.16	1.71	1.46	2.54	1.84	1.42	1.45	2.24	2.26	3.55	0.93
1972	1.16	1.44	0.39	0.89	0.96	1.13	1.74	1.53	1.2	1.25	1.46	1.72	1.76	0.85
1973	1.42	2.11	0.7	2.06	1.43	1.44	2.55	1.81	1.73	1.11	1.77	1.5	2.34	0.81
1974	1.51	2.06	0.59	1.74	1.23	0.96	2.34	1.93	1.25	1.12	2.08	1.53	2.37	0.73
1975	1.95	2.43	0.49	1.2	2.23	1.99	2.25	2.69	1.57	1.53	2.74	2.43	3.24	0.65
1976	1.59	1.8	0.5	0.93	1.26	0.88	2.57	1.77	1.18	0.92	2.29	2.17	3.7	0.93
1977	1.54	1.17	0.45	1.03	0.81	0.63	2.54	1.71	0.75	0.71	1.78	1.36	2.29	0.92
1978	1.71	1.44	0.41	0.62	1.66	1.14	1.73	1.76	0.88	0.97	1.83	1.47	2.52	1.16
1979	1.49	1.43	0.48	0.73	1.58	1.26	2.44	2.29	1.36	1.26	2.77	2.03	3.07	1.28
1980	1.07	0.96	0.38	0.78	0.84	0.74	1.5	1.35	0.85	0.97	2.06	1.56	1.41	0.51
1981	0.39	0.39	0.31	0.52	0.49	0.84	1.26	1.08	0.75	1.36	0.98	1.91	0.95	0.27
1982	1.44	1.37	0.35	0.67	1.74	0.57	2.59	2.35	1.33	1.49	1.44	3.85	2.48	0.97
