# Fonti - Cugnasco - FASY - ITRDB SWIT345
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16920
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16920.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit345-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit345-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit345.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit345.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Fonti - Cugnasco - FASY - ITRDB SWIT345
#--------------------
# Investigators
#   Investigators: Fonti, P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cugnasco
#   Location: Switzerland
#   Northernmost_Latitude: 46.185
#   Southernmost_Latitude: 46.185
#   Easternmost_Longitude: 8.8817
#   Westernmost_Longitude: 8.8817
#   Elevation_m: 560
#--------------------
# Data_Collection
#   Collection_Name: SWIT345
#   First_Year: 1908
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## F01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	F01A_raw	F01B_raw	F02A_raw	F02B_raw	F03B_raw	F04A_raw	F04B_raw	F05A_raw	F05B_raw	F06A_raw	F06B_raw	F07A_raw	F07B_raw	F08A_raw	F08B_raw	F09B_raw	F10A_raw	F10B_raw	F11A_raw	F11B_raw	F12A_raw	F12B_raw	F13A_raw	F14A_raw	F14B_raw	F15A_raw	F16A_raw	F16B_raw	F17A_raw	F17B_raw	F18A_raw	F18B_raw	F19A_raw	F19B_raw	F20A_raw	F20B_raw
1908	NA	NA	NA	NA	NA	NA	NA	NA	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	2.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	2.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	3.37	2.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	3.01	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	3.24	3.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	3.71	3.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	4.51	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	4.52	2.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	3.26	2.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	2.95	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	2.2	2.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	0.88	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	3.72	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	5.99	5.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	1.59	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	4.56	4.72	NA	4.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	1.42	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	4.25	3.6	NA	4.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.37	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	3.75	3.66	NA	4.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	1.06	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	4.63	3.38	NA	3.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	1.27	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	0.76	NA	2.88	2.67	NA	4.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	0.96	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	1	NA	2.27	2.44	NA	4.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	1.24	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	0.62	NA	2.25	2.68	3.39	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	1.59	NA	NA	NA	NA	NA	NA
1931	NA	NA	NA	NA	NA	0.93	NA	3.32	3.66	4.05	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	1.07	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	NA	1.4	NA	2.89	3.54	6.26	6.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1.36	NA	NA	NA	NA	NA	NA
1933	NA	NA	NA	NA	NA	0.95	NA	2.02	2.52	5.26	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	1.41	NA	NA	NA	NA	NA	NA
1934	NA	NA	NA	NA	NA	0.68	NA	1.98	2.46	4.28	4.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	0.89	NA	NA	NA	NA	NA	NA
1935	NA	NA	NA	NA	NA	1.04	NA	1.13	2.39	3.44	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	0.98	NA	NA	NA	1.44	NA	NA
1936	NA	NA	NA	NA	NA	1.17	NA	0.86	1.53	3.96	3.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	0.86	NA	NA	NA	1.73	NA	NA
1937	NA	NA	NA	NA	NA	1.27	NA	1.34	2.01	4.38	3.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	0.97	NA	NA	NA	2.18	NA	NA
1938	NA	NA	NA	NA	NA	1.57	NA	1.7	2.01	4.77	4.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	0.58	NA	NA	NA	1.97	NA	NA
1939	NA	NA	NA	NA	NA	1.56	NA	1.8	2.42	4.71	4.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	0.61	NA	NA	NA	2.54	NA	NA
1940	NA	NA	NA	NA	NA	1.59	NA	2.37	3.34	4.56	4.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	1.41	NA	NA	NA	3.25	NA	NA
1941	NA	NA	NA	NA	NA	2.46	2.63	2.01	2.97	4.4	5.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09	1.63	NA	NA	NA	2.72	NA	NA
1942	NA	NA	NA	NA	NA	2.07	3.39	1.26	2.44	4.11	5.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.46	2.91	NA	NA	NA	3.42	NA	NA
1943	NA	NA	NA	NA	NA	2.22	3.01	2.15	2.48	3.12	4.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26	NA	6.69	7.99	NA	NA	NA	3.53	NA	NA
1944	NA	NA	NA	NA	NA	1.47	2.8	2.11	3.56	3.44	4.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.31	NA	5.4	5.73	NA	NA	NA	3.27	NA	NA
1945	NA	NA	NA	NA	1.27	2.07	2.46	2.64	2.65	3.07	3.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	NA	3.39	3	NA	NA	NA	2.23	NA	NA
1946	NA	NA	NA	NA	1.65	1.74	2.2	1.36	1.19	2	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA	1.88	2.6	NA	NA	NA	1.92	NA	NA
1947	NA	NA	NA	NA	1.45	2.2	1.7	1.59	1.18	3.44	3.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	NA	3.39	2.87	NA	NA	NA	2.02	NA	NA
1948	NA	NA	NA	NA	1.14	2.36	1.95	2.26	1.67	3.34	3.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	NA	3.86	2.37	NA	NA	NA	1.51	NA	NA
