# Becker - Schonegrund Mittleres Hinterbuch - PISY - ITRDB GERM016
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2711
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2711.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ016-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ016-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ016.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ016.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1990-08-01
#--------------------
# File_Last_Modified_Date
#   Date: 1990-08-01
#--------------------
# Title
#   Study_Name: Becker - Schonegrund Mittleres Hinterbuch - PISY - ITRDB GERM016
#--------------------
# Investigators
#   Investigators: Becker, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: Contains the same RWL data as GERM018 (https://www.ncei.noaa.gov/access/paleo-search/study/2705), but has its own Chronology file. NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Schonegrund Mittleres Hinterbuch
#   Location: Germany
#   Northernmost_Latitude: 48.57
#   Southernmost_Latitude: 48.57
#   Easternmost_Longitude: 9.08
#   Westernmost_Longitude: 9.08
#   Elevation_m: 710
#--------------------
# Data_Collection
#   Collection_Name: GERM016
#   First_Year: 1769
#   Last_Year: 1971
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 880021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 880021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 880022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 880022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 880041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 880041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 880042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 880042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 880051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 880051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 880052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 880052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 880071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 880071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 880072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 880072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	880021_raw	880022_raw	880041_raw	880042_raw	880051_raw	880052_raw	880071_raw	880072_raw
1778	0.27	0.19	0.2	0.15	NA	NA	NA	NA
1779	0.33	0.36	0.25	0.2	0.22	0.23	NA	NA
1780	0.45	0.41	0.34	0.31	0.3	0.35	NA	0.35
1781	0.57	0.51	0.47	0.61	0.45	0.49	NA	0.65
1782	0.6	0.52	0.47	0.54	0.5	0.53	NA	0.7
1783	0.68	0.55	0.63	0.59	0.53	0.61	NA	0.73
1784	0.58	0.5	0.61	0.6	0.62	0.72	NA	0.49
1785	0.6	0.52	0.53	0.71	0.73	0.8	NA	0.54
1786	0.66	0.65	0.51	0.67	0.58	0.66	NA	0.5
1787	0.54	0.52	0.48	0.62	0.52	0.47	NA	0.4
1788	0.61	0.7	0.47	0.76	0.58	0.67	NA	0.6
1789	0.61	0.64	0.49	0.61	0.65	0.61	NA	0.43
1790	0.56	0.69	0.42	0.66	0.56	0.52	0.59	0.52
1791	0.63	0.66	0.45	0.76	0.49	0.5	0.48	0.55
1792	0.94	0.89	0.62	0.9	0.66	0.69	0.87	0.95
1793	0.73	0.65	0.65	0.85	0.57	0.53	0.68	0.65
1794	0.73	0.7	0.47	0.71	0.48	0.52	0.83	0.71
1795	0.78	0.71	0.43	0.64	0.56	0.56	0.65	0.65
1796	0.8	0.71	0.5	0.77	0.55	0.52	0.78	0.75
1797	0.75	0.67	0.61	0.75	0.39	0.45	0.75	0.74
1798	0.68	0.63	0.68	0.86	0.47	0.5	0.87	0.95
1799	0.62	0.6	0.62	0.69	0.5	0.39	0.69	0.67
1800	0.71	0.6	0.5	0.7	0.56	0.37	0.68	0.65
1801	0.69	0.81	0.43	0.58	0.58	0.37	0.53	0.55
1802	0.77	0.62	0.48	0.54	0.69	0.39	0.41	0.54
1803	0.83	0.63	0.38	0.55	0.55	0.31	0.47	0.57
1804	0.67	0.62	0.37	0.41	0.47	0.27	0.39	0.38
1805	0.61	0.5	0.4	0.43	0.58	0.31	0.35	0.29
1806	0.6	0.43	0.37	0.37	0.45	0.29	0.48	0.43
1807	0.62	0.34	0.35	0.5	0.58	0.27	0.37	0.37
1808	0.67	0.46	0.3	0.5	0.68	0.36	0.4	0.32
1809	0.6	0.44	0.29	0.37	0.6	0.3	0.37	0.24
1810	0.57	0.49	0.37	0.48	0.71	0.37	0.42	0.38
1811	0.53	0.41	0.39	0.39	0.61	0.27	0.29	0.29
1812	0.47	0.31	0.25	0.23	0.5	0.26	0.28	0.25
1813	0.57	0.4	0.3	0.32	0.54	0.34	0.29	0.33
1814	0.54	0.4	0.35	0.31	0.56	0.51	0.31	0.35
1815	0.4	0.32	0.35	0.27	0.63	0.56	0.26	0.28
1816	0.37	0.21	0.24	0.19	0.41	0.45	0.28	0.26
1817	0.39	0.21	0.25	0.17	0.4	0.48	0.32	0.27
1818	0.37	0.25	0.28	0.3	0.44	0.42	0.51	0.27
1819	0.54	0.41	0.22	0.28	0.43	0.5	0.64	0.39
1820	0.5	0.42	0.19	0.17	0.3	0.35	0.38	0.25
1821	0.44	0.61	0.25	0.24	0.35	0.45	0.36	0.31
1822	0.76	0.87	0.28	0.39	0.55	0.65	0.5	0.32
1823	0.65	0.53	0.2	0.26	0.5	0.57	0.43	0.32
1824	0.47	0.38	0.26	0.23	0.4	0.44	0.33	0.33
1825	0.49	0.43	0.23	0.28	0.39	0.4	0.28	0.27
1826	0.52	0.49	0.2	0.23	0.36	0.35	0.19	0.25
1827	0.33	0.29	0.21	0.2	0.34	0.36	0.2	0.28
1828	0.52	0.35	0.25	0.23	0.41	0.53	0.36	0.35
1829	0.47	0.34	0.26	0.18	0.37	0.52	0.38	0.38
1830	0.47	0.3	0.19	0.2	0.39	0.41	0.29	0.36
1831	0.38	0.27	0.29	0.25	0.46	0.5	0.32	0.41
1832	0.38	0.2	0.2	0.17	0.37	0.48	0.3	0.43
1833	0.42	0.2	0.25	0.22	0.31	0.48	0.31	0.32
1834	0.41	0.37	0.3	0.3	0.41	0.52	0.36	0.37
1835	0.31	0.21	0.2	0.23	0.32	0.36	0.28	0.26
1836	0.31	0.32	0.19	0.26	0.35	0.41	0.23	0.25
1837	0.33	0.28	0.19	0.29	0.38	0.43	0.27	0.28
1838	0.33	0.21	0.16	0.2	0.32	0.33	0.2	0.22
1839	0.27	0.2	0.16	0.2	0.24	0.25	0.2	0.19
1840	0.41	0.31	0.13	0.21	0.27	0.33	0.24	0.27
1841	0.4	0.41	0.2	0.25	0.27	0.31	0.22	0.28
1842	0.4	0.39	0.18	0.23	0.3	0.31	0.18	0.2
1843	0.35	0.21	0.17	0.17	0.35	0.35	0.21	0.27
1844	0.27	0.23	0.23	0.17	0.31	0.4	0.16	0.21
1845	0.17	0.14	0.19	0.14	0.3	0.26	0.14	0.16
1846	0.28	0.3	0.28	0.25	0.35	0.23	0.18	0.19
1847	0.23	0.2	0.16	0.13	0.26	0.16	0.17	0.15
