# Schmid - Baerschwil Landsberg 1 (dry) - FASY - ITRDB SWIT384
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33032
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33032.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit384-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit384-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit384.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit384.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-03-05
#--------------------
# File_Last_Modified_Date
#   Date: 2021-03-05
#--------------------
# Title
#   Study_Name: Schmid - Baerschwil Landsberg 1 (dry) - FASY - ITRDB SWIT384
#--------------------
# Investigators
#   Investigators: Schmid, L.; Bigler, C.; Weber, P.; Fonti, P.
#--------------------
# Description_Notes_and_Keywords
#   Description: Reference: 
# # Schmid, L. (2010). 
# # Vergleich der Gefasse der Buche an einem trockenen und einem mesischen Standort. 
# # Master thesis. ETH Zurich, Zurich. NOAA Template Raw Measurements file added 2021-05-03.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Baerschwil Landsberg 1 (dry)
#   Location: Switzerland
#   Northernmost_Latitude: 47.39283
#   Southernmost_Latitude: 47.39283
#   Easternmost_Longitude: 7.46516
#   Westernmost_Longitude: 7.46516
#   Elevation_m: 697
#--------------------
# Data_Collection
#   Collection_Name: SWIT384
#   First_Year: 1872
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BAR Bu06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR Bu01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR Bu01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BAR Bu06_raw	BAR Bu08_raw	BAR Bu10_raw	BAR Bu11_raw	BAR Bu04_raw	BAR Bu03_raw	BAR Bu05_raw	BAR Bu07_raw	BAR Bu09_raw	BAR Bu12_raw	BAR Bu13_raw	BAR Bu14_raw	BAR Bu15_raw	BAR Bu02_raw	BAR Bu01_raw
1872	NA	NA	3.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	NA	NA
1875	NA	1.43	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	NA	NA
1876	NA	1.74	1.08	NA	NA	NA	NA	NA	NA	NA	1.74	NA	1.38	NA	NA
1877	NA	1.66	0.63	NA	NA	NA	NA	NA	NA	NA	1.84	NA	1.4	0.99	0.68
1878	NA	1.23	0.79	NA	NA	NA	NA	NA	NA	NA	2.24	2.42	0.77	0.87	1.18
1879	NA	0.84	1.04	NA	NA	NA	NA	NA	NA	NA	2.32	2.55	0.5	0.75	1.31
1880	NA	1.24	0.71	NA	NA	NA	1.56	NA	NA	NA	2.21	2.36	0.78	0.82	1.55
1881	NA	0.77	0.52	NA	NA	NA	1.46	NA	NA	NA	1.45	2.33	0.66	0.95	0.96
1882	NA	0.59	0.53	NA	NA	NA	1.73	NA	NA	NA	1.7	3.21	0.46	1.17	1.25
1883	NA	0.65	0.5	NA	NA	NA	1.23	NA	NA	NA	1.57	3.25	0.69	1.23	1.3
1884	NA	0.33	0.34	NA	NA	NA	0.98	NA	NA	NA	1.23	2.4	0.36	1.14	1.01
1885	NA	0.27	0.37	NA	NA	NA	0.65	NA	NA	NA	0.84	1.53	0.24	1.1	0.78
1886	NA	0.33	0.27	NA	NA	NA	0.51	NA	NA	NA	1.16	1.42	0.21	1.67	1.13
1887	NA	0.3	0.26	NA	NA	NA	0.69	NA	NA	NA	0.95	0.95	0.17	1.45	0.62
1888	NA	0.3	0.36	NA	NA	NA	0.71	NA	NA	NA	0.62	1.05	0.19	1.41	0.65
1889	NA	0.43	0.39	NA	NA	NA	1	NA	NA	NA	1.55	1.59	0.28	2.22	0.77
1890	NA	0.39	0.42	NA	NA	NA	1.26	NA	NA	NA	1.76	1.03	0.22	2.53	0.74
1891	NA	0.92	0.47	NA	NA	NA	1.99	NA	NA	NA	1.65	1.24	0.27	2.3	0.83
1892	NA	1.33	0.3	NA	NA	NA	1.39	NA	NA	NA	1.11	1.22	0.25	1.22	0.42
1893	NA	0.93	0.17	NA	NA	NA	0.96	NA	NA	NA	0.53	0.79	0.13	0.69	0.21
1894	NA	1.93	0.32	NA	NA	NA	2.08	1.75	NA	NA	1.03	1.49	0.21	2	0.75
1895	NA	1.83	0.37	NA	NA	NA	1.59	1.91	NA	NA	0.98	1.49	0.32	1.46	1.05
1896	NA	1.18	0.45	NA	NA	NA	1.66	1.89	NA	NA	1.03	1.01	0.33	1.3	1.05
1897	NA	0.94	0.26	NA	NA	NA	1.28	1.42	NA	NA	0.58	0.89	0.15	1.05	0.85
1898	NA	1.04	0.23	NA	NA	NA	1.11	1.31	NA	NA	0.59	0.94	0.43	0.88	0.93
1899	NA	0.77	0.24	NA	NA	NA	0.66	1.04	NA	NA	0.27	0.74	0.29	0.53	0.68
1900	NA	1.12	0.2	NA	NA	NA	0.66	1.15	NA	NA	0.25	0.88	0.32	0.82	0.94
1901	NA	1.2	0.21	NA	NA	NA	0.46	1.34	NA	NA	0.32	1.14	0.4	0.68	1.24
1902	NA	0.52	0.2	NA	NA	NA	0.38	0.92	NA	NA	0.26	0.77	0.3	0.54	0.75
1903	0.49	0.8	0.43	NA	NA	NA	0.38	0.79	NA	NA	0.24	1.11	0.65	0.44	1.57
1904	0.54	0.65	0.58	NA	NA	NA	0.46	0.85	NA	1.32	0.31	0.92	0.67	0.5	1.48
1905	0.67	0.64	0.71	NA	NA	NA	0.45	0.82	NA	1.32	0.26	0.93	0.74	0.49	1.2
1906	0.69	0.63	0.63	NA	NA	NA	0.46	0.93	NA	1.44	0.25	0.98	0.66	0.46	1.49
1907	0.73	0.49	0.65	NA	NA	NA	0.41	0.64	NA	0.67	0.17	0.93	0.68	0.28	0.96
1908	0.52	0.42	0.82	NA	NA	NA	0.38	0.68	NA	1.14	0.24	0.9	0.47	0.48	0.91
1909	0.43	0.36	0.61	NA	NA	NA	0.3	0.76	NA	0.87	0.15	0.77	0.57	0.33	0.81
1910	0.71	0.6	1.35	NA	NA	NA	0.36	1.51	NA	1.73	0.3	1.06	1.16	0.48	2.11
1911	0.7	0.62	0.87	NA	NA	NA	0.3	1.41	NA	1.26	0.31	1.19	1.07	0.8	1.38
1912	0.55	0.42	0.64	NA	NA	NA	0.26	1.09	NA	0.69	0.16	0.93	1.1	0.57	0.98
1913	0.74	0.62	0.71	NA	NA	NA	0.2	1.36	NA	0.9	0.26	1.04	1.26	0.24	1.21
1914	0.88	0.78	0.94	NA	NA	NA	0.24	1.82	NA	1.26	0.36	1.27	1.56	0.42	1.3
1915	1.49	1.11	0.85	NA	NA	NA	0.4	1.51	NA	1.43	0.39	1.27	2.52	0.4	1.42
1916	2.67	1.85	1.07	1.9	NA	NA	0.35	1.88	NA	2.31	0.59	1.56	3.08	1.8	2.2
1917	2.62	1.36	1.02	2.06	NA	NA	0.52	1.61	NA	2.32	0.78	1.39	2.81	2.3	2.46
1918	1.76	1.13	0.64	1.43	NA	NA	0.41	1.26	NA	1.72	0.57	0.96	1.56	1.83	1.5
1919	1.4	1	0.64	0.82	NA	NA	0.45	0.86	NA	1.2	0.66	0.97	1.03	1.73	0.94
1920	2.08	1.01	0.77	1.06	NA	NA	0.46	0.96	NA	1.31	0.66	1.29	1.3	2.42	0.81
1921	1.96	1.15	0.61	1.3	NA	NA	0.39	0.56	NA	1.31	0.71	1.23	1	2.08	0.93
1922	1.22	0.93	0.64	0.29	NA	NA	0.38	0.27	NA	0.97	0.42	0.99	0.86	1.15	0.58
1923	1.47	1.36	0.85	0.69	NA	NA	0.52	0.52	NA	1.21	0.54	1.32	0.99	1.3	0.89
1924	1.78	1.38	1.44	0.76	NA	1.67	0.47	0.61	NA	1.44	0.55	1.56	1.37	1.65	1.2
1925	2.16	1.81	0.91	1.03	NA	0.94	0.47	0.75	NA	1.32	0.63	1.27	1.11	1.42	1.01
1926	2.68	1.8	1.04	0.92	NA	1.14	0.47	0.88	NA	1.52	0.73	1.72	1.39	1.44	1.16
1927	3.1	1.69	0.67	0.97	NA	0.99	0.41	0.82	NA	1.56	0.7	1.75	1.32	1.65	1.29
1928	2.08	1.14	0.57	1.08	NA	1.01	0.44	0.81	NA	1.2	0.7	1.32	0.9	1.32	1.09
