# Alla - Nueno - QUFG - ITRDB SPAI066
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/10474
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-10474.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai066-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai066-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai066.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai066.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-03-01
#--------------------
# File_Last_Modified_Date
#   Date: 2010-03-01
#--------------------
# Title
#   Study_Name: Alla - Nueno - QUFG - ITRDB SPAI066
#--------------------
# Investigators
#   Investigators: Alla, A.; Camarero, J.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nueno
#   Location: Spain
#   Northernmost_Latitude: 42.25
#   Southernmost_Latitude: 42.25
#   Easternmost_Longitude: -0.4167
#   Westernmost_Longitude: -0.4167
#   Elevation_m: 700
#--------------------
# Data_Collection
#   Collection_Name: SPAI066
#   First_Year: 1958
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus faginea Lam.
#   Common_Name: Portuguese oak
#   Tree_Species_Code: QUFG
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NF01NEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF01NEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF01SWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF01SWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF05NWXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF05NWXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF05SEXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF05SEXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF06NNXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF06NNXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF06SSXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF06SSXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF07NNXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF07NNXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF07SSXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF07SSXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF09NNXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF09NNXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF09SSXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF09SSXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF12NNXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF12NNXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF12SSXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF12SSXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF15NNXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF15NNXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF15SSXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF15SSXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF19NNXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF19NNXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NF19SSXX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NF19SSXX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NF01NEXX_raw	NF01SWXX_raw	NF05NWXX_raw	NF05SEXX_raw	NF06NNXX_raw	NF06SSXX_raw	NF07NNXX_raw	NF07SSXX_raw	NF09NNXX_raw	NF09SSXX_raw	NF12NNXX_raw	NF12SSXX_raw	NF15NNXX_raw	NF15SSXX_raw	NF19NNXX_raw	NF19SSXX_raw
1958	NA	NA	NA	NA	NA	NA	0.85	0.98	NA	NA	NA	NA	NA	NA	NA	NA
1959	NA	NA	NA	NA	NA	NA	1.34	1.36	NA	NA	NA	NA	NA	NA	NA	NA
1960	NA	NA	NA	NA	NA	NA	2.45	2.48	NA	NA	NA	NA	NA	NA	NA	NA
1961	NA	NA	NA	NA	NA	NA	2.22	2.76	NA	NA	NA	NA	NA	NA	NA	NA
1962	NA	NA	NA	NA	NA	NA	1.52	1.33	NA	NA	NA	NA	NA	NA	NA	NA
1963	NA	NA	NA	NA	NA	NA	1.62	1.2	NA	NA	NA	NA	NA	NA	NA	NA
1964	NA	NA	NA	NA	NA	NA	2.3	1.9	2.79	3.4	NA	NA	NA	NA	NA	NA
1965	NA	NA	NA	NA	NA	NA	1.3	1.26	1.93	2.67	NA	0.48	NA	NA	1.01	0.98
1966	NA	NA	2.46	3.19	NA	NA	2.11	1.62	2.06	3.6	NA	1.22	NA	NA	1.05	0.97
1967	NA	NA	1.48	2.86	NA	NA	1.85	1.09	1.25	2.84	NA	1.25	NA	NA	0.79	0.64
1968	NA	NA	2.15	3.35	NA	NA	2.07	1.3	1.65	3.4	NA	1.21	2.61	1.71	1.33	1.2
1969	NA	NA	2.68	4.73	NA	NA	1.5	0.95	0.91	1.66	NA	1.81	3.4	3.27	1.85	1.75
1970	NA	NA	2.14	3.76	NA	NA	1.13	0.73	0.61	1.66	1.07	1.3	2.06	2.12	1.19	1.13
1971	NA	NA	4.25	10.68	NA	NA	0.55	0.41	1.28	2.93	1.76	1.63	1.68	2.12	1.54	1.94
1972	1.46	2.02	6.2	10.49	NA	NA	0.49	0.29	1.43	2.64	1.74	1.24	1.16	1.65	1.33	1.6
1973	1.2	1.94	3.14	6.25	2.21	2.35	0.63	0.19	1.36	2.56	1.51	1.3	1.33	1.58	1.07	1.25
1974	1.13	2	2.71	4.59	1.8	2.13	0.69	0.29	1.28	1.99	1.6	1.24	1.09	1.17	0.87	0.98
1975	1.01	2.25	2.4	4.58	2.06	2.05	0.78	0.32	1.51	2.37	1.79	1.29	1.69	1.64	1.26	1.32
1976	1.52	2.53	1.86	4.27	1.79	1.53	0.43	0.34	1.54	2.06	1.86	1.69	1.48	1.87	1.2	1.5
1977	2.45	3.34	1.69	4	1.46	1.17	0.73	0.48	1.5	1.96	1.53	2.07	1.04	1.39	1.34	1.72
1978	2.23	2.36	1.53	3.26	1.28	1.14	0.52	0.29	1.05	1.49	1.29	1.59	0.98	1.48	1.15	1.44
1979	2.58	2.34	1.39	2.99	1.38	0.83	0.5	0.49	1.21	1.57	1.43	1.74	1.31	1.45	1.45	1.36
1980	3.26	2.5	1.05	2.35	1.52	1.09	0.51	0.36	1.19	1.7	1.51	1.45	1.08	1.32	1.34	0.83
1981	2.61	1.76	0.81	1.61	0.83	0.62	0.31	0.34	0.89	1.13	1.3	1	0.85	0.97	0.61	0.52
1982	2.86	1.7	0.57	0.94	0.9	0.64	0.24	0.27	0.9	1.22	1.24	1.12	1.3	1.24	0.77	0.59
1983	2.48	1.5	0.84	0.95	1	0.67	0.29	0.38	0.91	1.52	1.63	1.29	1.24	1.36	1.16	0.91
1984	2.4	1.68	0.81	1.09	1.22	0.96	0.58	0.5	1.03	1.62	1.82	1.67	1.15	1.49	2	1.78
1985	1.98	1.07	0.69	2.04	0.59	0.36	0.44	0.38	1.06	1.64	1.47	1.39	1.2	2.16	2.61	2.69
1986	1.64	1.05	0.84	2.05	0.8	0.51	0.36	0.35	1	1.35	1.41	1.53	1	2.02	1.85	2.06
1987	2.07	0.92	0.81	1.69	0.9	0.62	0.53	0.62	1.04	1.38	1.59	1.91	1.12	1.57	2.02	1.88
1988	2.83	1.43	0.61	1.93	1.4	1.05	1.02	0.97	1.91	2.07	2.08	2.66	1.26	1.78	3.29	4.2
1989	1.61	1.02	0.71	1.55	0.66	0.45	0.42	0.55	0.98	1.05	1.22	1.66	0.95	1.08	0.99	0.81
1990	2.48	0.89	0.44	1.07	1.12	0.58	0.58	0.62	1.13	1.33	1.39	1.48	1.37	1.59	1.72	2.29
1991	1.75	0.74	0.41	1.04	0.78	0.44	0.39	0.47	0.97	0.92	1.87	1.56	1.43	1.3	1.15	0.91
1992	3.01	0.95	0.49	1.5	0.69	0.36	0.45	0.43	1.62	2.12	2.36	2.28	2.54	2.65	1.05	1.18
1993	2.36	1.72	0.55	2.15	0.67	0.44	0.62	0.58	1.8	2.36	2.9	2.91	2.8	2.71	1.88	1.38
1994	2.4	1.59	0.4	1.48	0.4	0.28	0.6	0.7	1.12	1.67	2.03	1.84	2.1	2.59	1.07	1.12
1995	1.67	1.22	0.41	1.17	0.74	0.41	0.58	0.83	1.29	1.51	1.84	2.47	1.61	2.34	1.01	0.74
1996	2.43	1.92	0.7	2.35	1.13	0.65	1.14	1.63	1.86	2.52	2.85	3.28	2.2	2.7	1.89	2.32
1997	2.61	2.08	0.52	2.55	1.54	1.03	1.23	3.51	2.51	3.66	3.18	3.28	2.82	4	2.72	2.75
1998	1.63	1.8	0.32	1.18	1.01	0.76	0.67	0.83	0.78	0.9	1.88	1.63	1.87	1.79	1.81	1.54
1999	1.21	1.1	0.23	0.93	0.78	0.6	0.86	0.83	0.89	0.93	1.83	1.21	1.85	1.81	1.71	1.46
2000	1.37	1.29	0.23	1.43	0.86	0.84	0.72	0.66	1.17	1.48	1.55	1.26	2.09	2.05	2.51	1.86
2001	1.31	1.28	0.31	1.6	0.6	0.61	0.82	0.58	0.57	0.75	1.3	0.94	1.6	1.55	2.25	1.46
2002	0.89	0.9	0.36	1.06	0.54	0.41	0.83	0.38	0.8	0.79	0.92	0.68	1.12	0.99	0.94	0.79
2003	1.66	2.41	0.6	2.21	1.12	1.31	1.09	0.9	1.05	1.22	1.95	1.56	1.65	2.22	2.32	1.76
2004	NA	3.64	0.94	1.85	1.4	1.49	1.29	0.77	1.5	1.44	1.73	1.14	1.72	3.15	3.18	2.81
2005	NA	2.27	0.57	1.24	0.48	0.59	0.49	0.48	0.74	0.78	1.37	1.09	1.21	1.69	0.85	0.57
2006	NA	1.67	0.47	1.02	0.8	0.59	0.63	0.45	1.08	0.82	1.41	1	1.42	1.46	0.91	0.73
2007	NA	5.73	0.81	1.84	NA	0.94	0.88	0.61	1.14	1.3	1.67	1.18	1.67	2.02	1.42	1.43
