# Touchan - Ermita Jardín Botánico - PIHA - ITRDB ESP087
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39271
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39271.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/esp087-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/esp087.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/esp087.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-04-05
#--------------------
# File_Last_Modified_Date
#   Date: 2024-04-05
#--------------------
# Title
#   Study_Name: Touchan - Ermita Jardín Botánico - PIHA - ITRDB ESP087
#--------------------
# Investigators
#   Investigators: Touchan, Ramzi
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Touchan, Ramzi; Kevin J Anchukaitis; David M Meko; Dalila Kerchouche; Said Slimani; Rachid Ilmen; Fouad Hasnaoui; Frederic Guibal; Jesus Julio Camarero; Raúl Sánchez-Salguero; Alma Piermattei; Abdessadek Sesbou; Benjamin I Cook; Mohamed Sabir; Hayat Touchane
#   Published_Date_or_Year: 2017
#   Published_Title: Climate controls on tree growth in the Western Mediterranean
#   Journal_Name: The Holocene
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1177/0959683617693901
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Ermita Jardín Botánico
#   Location: Spain
#   Northernmost_Latitude: 37.7
#   Southernmost_Latitude: 37.7
#   Easternmost_Longitude: -2.21
#   Westernmost_Longitude: -2.21
#   Elevation_m: 1444
#--------------------
# Data_Collection
#   Collection_Name: ESP087
#   First_Year: 1923
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus halepensis Mill.
#   Common_Name: Aleppo pine
#   Tree_Species_Code: PIHA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## EJB01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB13C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB13C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EJB21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EJB21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	EJB01A_raw	EJB01B_raw	EJB02A_raw	EJB02B_raw	EJB03A_raw	EJB03B_raw	EJB04A_raw	EJB04B_raw	EJB05A_raw	EJB05B_raw	EJB06A_raw	EJB06B_raw	EJB07A_raw	EJB07B_raw	EJB08A_raw	EJB08B_raw	EJB09A_raw	EJB09B_raw	EJB10B_raw	EJB11A_raw	EJB11B_raw	EJB12A_raw	EJB12B_raw	EJB13A_raw	EJB13B_raw	EJB13C_raw	EJB14A_raw	EJB14B_raw	EJB15A_raw	EJB15B_raw	EJB16A_raw	EJB16B_raw	EJB17A_raw	EJB17B_raw	EJB18A_raw	EJB18B_raw	EJB19A_raw	EJB19B_raw	EJB20A_raw	EJB20B_raw	EJB21A_raw	EJB21B_raw
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.22	14.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.79	17.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.03	29.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	20.04	NA	NA	NA	NA	NA	NA	NA	NA	72.63	NA	NA	NA	NA	NA	31.49	35.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	39.25	NA	NA	NA	NA	NA	NA	NA	NA	45.36	NA	NA	NA	NA	NA	34.84	33.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	39.36	NA	NA	NA	NA	NA	56.47	NA	NA	24.85	NA	NA	NA	39.43	NA	31.12	39.62	NA	20.94	NA	NA	NA	NA	NA	NA	NA	NA	9.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	57.36	NA	NA	NA	NA	NA	49.48	NA	NA	48.41	NA	NA	NA	48.94	NA	46.5	73.83	NA	35.91	NA	NA	NA	NA	NA	NA	NA	NA	11.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	48.53	NA	NA	NA	NA	NA	31.79	54.03	NA	39.57	NA	NA	NA	39.91	NA	36.36	53.4	NA	46.37	NA	NA	NA	NA	NA	NA	NA	NA	15.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1931	NA	NA	NA	NA	21.09	NA	NA	NA	NA	NA	28.21	36.84	NA	24.3	NA	NA	NA	27.34	NA	15.31	41.12	18.26	29.45	NA	NA	NA	NA	NA	NA	NA	NA	15.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	35.57	NA	NA	NA	NA	NA	29.55	48.59	NA	33.44	NA	NA	NA	35.34	NA	20.87	48.57	34.99	57.09	NA	NA	NA	NA	NA	NA	NA	NA	28.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	NA	NA	38.55	NA	NA	NA	NA	NA	31.71	53	NA	48.91	NA	NA	NA	22.31	NA	25.3	43.72	39.51	57.24	NA	NA	NA	NA	NA	NA	NA	NA	38.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	NA	NA	36.28	38.08	31.99	NA	NA	NA	NA	NA	24.17	32.51	NA	35.9	NA	NA	NA	22.36	NA	14.91	26.61	40.3	41.47	NA	NA	28.45	28.04	NA	NA	NA	NA	33.71	NA	NA	NA	NA	NA	NA	NA	NA	10.53	NA
1935	NA	NA	47.55	34.51	55.44	48.3	NA	NA	NA	NA	31.76	51.01	NA	38.58	50.98	NA	NA	38.47	NA	28.14	33.52	39.28	43.13	NA	NA	23.1	22.1	NA	NA	NA	NA	34.59	NA	NA	NA	NA	NA	NA	NA	NA	9.07	NA
1936	NA	NA	44.91	27.83	30.62	38.28	NA	NA	NA	NA	29.35	44.7	NA	31.71	42.45	42.22	36.2	20.19	NA	18.76	29.02	32.23	26.52	NA	NA	36.02	18.45	NA	NA	NA	NA	19.1	NA	NA	NA	NA	NA	NA	NA	NA	9.43	NA
1937	NA	NA	31.25	30.13	27.91	40.32	NA	NA	30.19	NA	28.66	28.38	NA	26.36	29.5	28.26	22.47	18.99	NA	12.56	19.47	24.41	28.09	NA	NA	24.8	20.56	NA	NA	NA	NA	29.55	47.11	NA	NA	NA	NA	NA	NA	NA	14.62	NA
1938	NA	NA	18.51	13.86	17.8	37.3	NA	NA	18.83	17.58	17.3	15.63	NA	8.14	16.29	16.01	18.29	17.28	NA	5.26	8.23	17.75	18.32	NA	NA	19.02	20.08	NA	NA	NA	NA	17.67	27.58	NA	NA	NA	NA	NA	NA	NA	13.66	NA
1939	NA	NA	24.82	31.22	33.69	41.76	NA	NA	19.43	24.88	19.98	23.14	NA	12.06	15.21	18.44	24.93	21.93	NA	9.47	7.94	24.34	22.25	NA	NA	14.64	19.68	NA	NA	NA	NA	21.16	27.3	NA	NA	NA	NA	NA	NA	NA	12.11	NA
1940	NA	NA	35.15	44.95	43.81	60.2	NA	NA	30.38	34.34	29.2	45.01	NA	13.65	21.42	20.76	25.4	44.19	NA	14.94	13.6	30.87	31.44	NA	NA	29.44	18.39	NA	NA	NA	NA	32.68	40.07	NA	NA	NA	NA	NA	NA	NA	24.82	NA
1941	NA	NA	36.81	37.96	49.71	60.74	NA	NA	29.3	28.29	16.51	32.16	19.45	16.9	12.46	11.26	23.04	34.71	NA	12.32	14.32	43.95	29.96	NA	NA	18.83	24.43	NA	NA	NA	NA	35.57	34.7	NA	NA	NA	NA	NA	NA	NA	23.92	NA
1942	NA	NA	23.72	22.34	27.09	40.28	NA	NA	23.13	22.9	16.05	18.36	18.19	18	12.39	15.45	23.38	30.8	16.9	10.04	8.72	26.15	18.27	14.14	16.75	16.16	25.07	30.07	NA	NA	NA	17.25	25.1	NA	NA	NA	NA	NA	30.27	NA	23.92	NA
1943	NA	NA	14.53	10.01	27	27.85	NA	NA	13.33	17.94	10.49	15.26	24.27	17.94	16	13.67	13.8	33.57	10.76	6.41	5.06	18.97	14.84	9.24	10.37	8.71	18.85	20.18	33.21	22.4	NA	21.92	17.96	NA	NA	NA	NA	NA	16.86	NA	18.56	NA
1944	NA	NA	15.77	17.48	32.2	41.83	NA	NA	28.82	27.85	31.95	20.15	38.6	22.7	16.28	14.47	29.08	25.99	8.34	14.15	13.06	33.01	21.71	19.39	8.38	11.57	15.77	38.81	32.55	20.22	NA	29.16	33.56	NA	NA	NA	NA	NA	28.35	NA	16.55	NA
1945	NA	NA	26.11	26.62	26.39	43.54	NA	NA	28.9	46.48	27.46	21.58	22.83	15.21	13.7	15.92	15.96	22.96	7.84	13.92	16.67	31.1	22.87	7.46	17.81	16.41	36.16	35.41	16.85	24.24	NA	33.06	27.69	41.78	NA	NA	22.14	NA	30.88	NA	7.4	NA
1946	NA	NA	17.65	19.43	34.81	54.86	NA	NA	23.32	49.67	27.18	24.15	25.07	18.27	22.02	19.85	24.97	44.13	8.86	14.54	12.52	30.19	26.69	12.84	21.83	22.95	27.73	21.9	22.06	24.73	NA	30.86	27.33	65.07	NA	NA	25.97	NA	34.35	NA	9.35	NA
1947	NA	NA	16.8	17.7	26.28	41.71	NA	NA	19.68	52.41	16.71	9.84	11.81	9.41	11.34	12.52	10.9	14.96	8.34	9.16	8.31	27.89	28.46	10.37	10.3	8.53	14.25	17.87	24.86	14.77	38.11	33.53	20.74	34.42	NA	NA	19.95	NA	20.19	NA	14.2	NA
1948	29.01	NA	16.23	20.64	28.35	39.3	NA	NA	23.1	59.81	19.78	19.57	11.39	15.25	14.61	14.27	18.62	30.61	11.58	10.23	12.99	24.96	24.19	14.18	19.84	21.99	15.67	11.94	21.76	18.06	37.09	26.08	14.8	41.75	NA	NA	18.91	NA	24.25	NA	17.72	NA
1949	35.49	NA	9.64	16.94	29.87	34.82	15.68	34.03	16.9	41.42	17.39	10.96	20.15	22.05	13.6	13.05	12.6	18.35	14.19	10.04	5.78	25.46	25.62	19.3	19.86	16.61	14.47	16.09	25.6	24.02	33.81	18.4	19.06	31.47	NA	NA	41.27	NA	32.52	NA	24.42	NA
1950	41.97	NA	14.91	15.64	23.48	33.83	13.59	15.77	23.97	44.21	18.87	15.35	21.47	28.25	17.79	18.54	13.16	20.21	17.89	9.67	9.49	21.4	22.4	22.3	28.71	28.22	16.01	21.73	20.62	20.8	33.53	25.99	20.1	35.75	NA	NA	31.97	NA	40.02	NA	20.56	NA
1951	41.74	NA	13.91	22.3	28.65	39.37	20.29	15.79	23.93	46.86	21.85	20.43	26.23	39.73	11.96	12.87	21.48	23.68	15.36	15.36	8.8	32.79	23.02	18.9	28.12	26.16	15.07	23.85	19.5	25.43	31.36	29.98	17.63	34.67	NA	NA	38.28	NA	40.3	NA	21.64	NA
1952	56.15	40.1	18.34	30.09	33.52	56.86	29.8	50.15	30.09	58.99	20.92	17.23	29.59	57.37	12.16	15.18	23.97	25.08	17.21	12.52	12.36	39.62	30.01	24.23	28.76	33.33	14.75	24.62	25.03	22.48	34.41	28.11	18.34	63.1	NA	NA	38.5	55.71	51.28	NA	24.49	NA
1953	42.61	51.53	15.05	18.81	18.69	30.84	17.62	24.72	21.57	44.34	20.37	11.36	28.98	38.72	11.78	12.57	24.53	22.29	15.49	5.09	4.46	17.49	10.68	20.66	16.15	17.36	21.17	13.75	17.61	22.93	14.69	18.77	11.24	36.07	NA	NA	16.03	19.78	34.58	NA	16.92	24.72
1954	47.03	40.38	20.31	29.19	25.94	39.57	29.04	29.57	21.29	40.24	10.88	10.95	23.49	24.81	15.27	14.31	15.27	18.56	17.88	11.61	5.59	28.42	18.97	18.73	23.51	23.89	14.2	16.5	27.36	21.54	18.84	35.42	19.51	26.65	NA	NA	25.3	37.05	72.09	36.89	30	36.07
1955	48.56	36.58	17.85	33.14	30.46	47.06	31.99	39.77	25.56	40.31	12.94	13.36	19.56	33.62	11.57	13.25	15.3	21.05	14.22	5.51	3.99	18.17	13.84	14.09	19.42	20.44	26.35	18.22	31.01	24.37	23.47	29.64	13.58	28.52	NA	NA	15.9	22.58	40.48	22.21	17.3	20.83
1956	20.69	20.82	14.32	9.7	14.69	25.92	21.89	25.68	17.4	29.47	3.65	3.68	8.3	16.69	3.57	2.92	2.94	6.47	14.24	5.24	1.91	19.2	17.56	7.43	7.74	9.83	14.42	8.43	23.71	17.06	8.62	12.69	13.9	13.81	NA	NA	24.33	16.91	33.84	19.57	18.78	24.04
1957	30.46	22.12	19.19	23.59	17.22	41.21	27.59	32.27	19.53	30.21	9.15	12.08	8.95	20.35	10.76	10.54	8.78	14.67	13.79	10.24	5.1	23.67	15.73	17.21	7.68	11.51	14.18	20.74	21.18	17	17.74	24.05	13.28	26.06	NA	NA	28.27	29.36	60.05	32.14	23.77	39.59
1958	20.81	14.11	15.58	22.44	24.44	39.89	33.46	47.01	23.73	35.43	12.14	12.87	12.82	27.81	11.49	13.07	12.19	14.13	12.44	8.01	6.66	24.1	22.67	15.23	10.66	12.25	15.21	21.26	12.36	15.34	11.15	6.08	13.5	30.04	NA	NA	17.38	28.49	41.59	26.28	16.96	36.46
1959	21.18	19.69	19.14	22.72	24.96	37.56	42.26	59.46	27.57	43.35	9.2	14.38	9.88	37.22	11.57	12.66	16.86	19.92	17.15	7.17	6.9	25.26	26.69	15.8	12.35	17.85	13.55	21.05	29.62	13.84	10.78	4.14	18.52	24.85	NA	NA	22.55	18.94	39.8	27.37	24.35	49.58
1960	10.16	12.28	15.01	15.5	18.27	28.28	37.55	44.22	23.34	41.17	5.22	4.85	7.89	26.07	7.66	5.98	10.74	8.33	11.28	6.12	5.33	14.73	21.24	10.49	9.4	9.75	8.72	11.22	24.81	12.48	5.8	4.67	14.3	22.24	NA	NA	14.72	12.67	31.87	14.44	26.01	59.37
