# Richter - Albarracin Valdecuenca - PISP - ITRDB SPAI023
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4237
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4237.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai023-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai023-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai023.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai023.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Richter - Albarracin Valdecuenca - PISP - ITRDB SPAI023
#--------------------
# Investigators
#   Investigators: Richter, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Albarracin Valdecuenca
#   Location: Spain
#   Northernmost_Latitude: 40.28
#   Southernmost_Latitude: 40.28
#   Easternmost_Longitude: -1.45
#   Westernmost_Longitude: -1.45
#   Elevation_m: 1550
#--------------------
# Data_Collection
#   Collection_Name: SPAI023
#   First_Year: 1887
#   Last_Year: 1985
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus spp. L.
#   Common_Name: pine
#   Tree_Species_Code: PISP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## E440801A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440801A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440801C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440801C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440802A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440802A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440802B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440802B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440802D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440802D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440803A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440803A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440803C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440803C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440804A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440804A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440804B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440804B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440805A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440805A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440805B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440805B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440806A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440806A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440806B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440806B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440808A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440808A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440808C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440808C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440809A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440809A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440809B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440809B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440810A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440810A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E440810C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E440810C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	E440801A_raw	E440801C_raw	E440802A_raw	E440802B_raw	E440802D_raw	E440803A_raw	E440803C_raw	E440804A_raw	E440804B_raw	E440805A_raw	E440805B_raw	E440806A_raw	E440806B_raw	E440808A_raw	E440808C_raw	E440809A_raw	E440809B_raw	E440810A_raw	E440810C_raw
1887	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	1.45	NA	NA	NA	NA	2.65	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA
1892	NA	1.74	NA	NA	NA	NA	3.18	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	3.02	2.23
1893	NA	1.86	NA	NA	NA	1.28	2.11	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	2.54	2.02
1894	NA	2.08	NA	NA	NA	2.86	2.36	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	3.52	2.14
1895	3.75	2.84	NA	1.6	NA	2.79	2.48	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	4.82	3.29
1896	2.05	2.17	NA	1.96	2.29	1.6	2.96	NA	2.03	1.52	1.75	0.7	NA	NA	NA	NA	NA	3.12	1.62
1897	1.19	2.09	NA	2.16	2.05	1.27	1.48	NA	2.21	1.01	1.07	0.68	NA	NA	1.66	NA	NA	2.83	1.59
1898	1.7	0.49	NA	0.73	1.37	0.58	0.71	NA	2.58	1.03	0.93	1.19	NA	NA	1.24	NA	NA	2.32	2.02
1899	1.91	1.33	2.43	0.15	1.52	1.36	1.49	3.53	3.55	0.53	0.53	1.54	NA	NA	1.54	NA	NA	3.74	2.78
1900	4.23	2.07	0.8	1.31	0.22	1.09	2.12	1.91	1.99	0.55	0.39	1.3	NA	NA	0.77	2.45	NA	1.95	1.56
1901	2.36	1.75	0.68	1.24	0.81	1.21	1.8	1.71	1.93	0.81	1.33	2.27	NA	4.49	0.85	2.35	NA	3.84	3.27
1902	2.24	1.92	0.63	3.5	0.81	1.3	1.29	2.02	2.76	1.56	1.19	1.7	NA	3.2	1.9	3.26	NA	3.59	2.76
1903	1.71	1.28	2.57	2.72	2.31	1.39	1.62	3.27	4.32	4.04	3.04	1.85	NA	5.66	2.31	1.03	NA	5.9	5.38
1904	2.72	2.09	2.48	5.6	1.48	0.85	0.75	1.42	2.36	3.15	3.3	0.97	NA	5.5	2.06	2.02	NA	3.65	3.71
1905	1.8	1.84	5.74	3.75	3.28	1.14	1.54	2.05	4.37	2.76	6.35	1.42	2.02	6.5	2.6	1.2	NA	4.85	4.75
1906	2.74	2.68	3.63	3.96	1.83	0.97	0.9	1.21	2.73	1.6	2.13	1.18	1.2	7	2.59	1.64	1.53	3.6	4.09
1907	2.17	2.56	3.34	4.71	2.41	1.89	2.16	2.18	3.31	1.66	3.23	1.43	1.59	5.72	3.07	1.82	2.77	4.75	5.42
1908	2	2.35	4.43	3.18	3.28	2.75	3	2.12	3.09	2.26	3.43	2.08	1.11	5	3.92	2.26	2.07	4.81	4.95
1909	3.08	3.53	3.06	3.34	2.5	2.46	2.32	2.09	3.1	2.24	2.94	1.8	1.18	4.46	2.99	2.02	2.08	2.91	3.49
1910	2.82	3.04	3.38	5.03	2.28	1.65	2.51	2.15	2.9	1.98	3.92	1.91	1.12	4.62	3.62	1.21	0.92	2.78	3.57
1911	2.95	3.15	4.13	4.55	3.69	2.28	2.92	2.87	3.25	3.7	3.39	2.27	2.03	3.77	3.35	1.68	1.86	3.5	4.43
1912	3.25	4.2	3.67	3.49	2.9	2.64	3.28	2.61	3.71	3.49	0.25	1.35	1.94	3.44	3.43	2.07	2.53	4.44	2.99
1913	2.76	2.59	3.41	2.4	2.45	2.24	2.77	1.31	1.22	0.78	0.45	1.89	3.04	0.82	0.97	1.69	1.72	4.35	4.14
1914	0.27	1.08	3.17	2.81	2.41	1.22	1.26	1.81	1.57	0.87	0.75	2.46	2.92	1.34	1.9	0.27	0.33	5.43	4.76
1915	0	0.14	3.3	1.88	3.84	1.05	1.26	2.4	2.64	1.05	0.96	1.83	2.89	2.5	1.72	1.09	1.05	4.17	2.35
1916	0.16	0.76	1.85	2.7	3.54	2.1	2.28	2.38	2.83	0.97	0.84	1.43	2.23	1.67	1.76	1.05	1.07	3.43	1.73
1917	0.33	0.58	2.44	4.12	4.07	2.69	3.27	0.2	0.67	1.72	1.3	2.06	3.2	2.13	1.91	0.84	1.25	5.03	2.01
1918	0.22	0.39	2.83	4.26	3.97	2.63	2.58	0.96	1.64	3.15	3.74	1.71	2.44	2.38	2.09	0.73	1.42	3.45	2.81
1919	0.72	0.89	3.68	4.11	5.35	2.36	2.93	3.06	3.18	4.5	4.16	2.06	2.85	2.88	2.94	1.13	2.32	3.19	2.67
1920	1.94	2.26	2.92	3.6	3.43	3.46	2.81	2.87	3.29	3.65	2.72	2.14	2.15	3.63	2.87	2.53	2.74	4.15	3.09
1921	2.63	2.4	2.26	2.33	2.16	2.63	1.88	3.31	3.73	3.43	3.21	1.39	1.59	4.26	3	2.8	3.32	2.5	1.35
1922	1.09	0.95	2.83	1.85	2.55	4.94	3	3	4	0.35	0.26	2.44	3.03	4.89	0.84	2.97	3.8	3.03	1.72
1923	0.34	0.31	1.38	1.06	0.1	3.08	1.47	0.24	0.39	0.25	0.23	0.87	1.18	2.25	0	0.71	0.97	1.91	1.41
1924	0.29	0.29	0.98	0.76	0.24	1.27	1.2	0.68	0.36	0.49	0.61	1.23	1.69	3.02	0.14	0.69	1.42	0.75	0.93
1925	0.69	1.03	2.15	1.47	0.75	3.33	1.88	1.05	0.84	1.17	1.53	1.82	2.46	3.21	0.33	1.89	2.2	1.61	1.87
1926	0.72	1.42	3.73	3.15	0.58	4.34	2.88	2.7	2.36	2.06	2.12	1.8	2.52	5.21	0.78	3.15	3.73	3.45	4.63
1927	0.73	1.08	0.82	2.42	1.53	5.27	3.73	3.8	3.4	3.02	2.67	3.27	3.63	5.78	1.08	3.25	4	4.16	5.32
1928	0.9	1.13	0.93	1.62	0.45	5.15	3.61	3.74	3.79	1.75	2.18	2.19	3.35	2.58	0.95	1.72	2.53	4.66	4.71
1929	0.32	0.12	0.2	0.54	0.98	0.59	0.35	0.24	0.36	0.05	0.33	0.64	0.83	0.41	0	0.16	0.31	0.54	0.65
1930	1.05	0.72	1.11	1.44	1.01	1.11	0.89	2.03	2.06	0.45	1.03	1.78	1.96	1.18	0.35	0.84	0.99	2.13	1.37
1931	1.38	1.04	1.64	1.48	1.36	2.22	1.45	2.22	2.7	0.41	1.09	1.54	1.81	2.92	1.05	0.81	1.14	1.15	1.18
