# Vitas - Simonys - PCAB - ITRDB LITH009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5206
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5206.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Vitas - Simonys - PCAB - ITRDB LITH009
#--------------------
# Investigators
#   Investigators: Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Simonys
#   Location: Lithuania
#   Northernmost_Latitude: 55.67
#   Southernmost_Latitude: 55.67
#   Easternmost_Longitude: 25.22
#   Westernmost_Longitude: 25.22
#   Elevation_m: 100
#--------------------
# Data_Collection
#   Collection_Name: LITH009
#   First_Year: 1853
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SIEM01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM28_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM28; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM29_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM29; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SIEM30_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SIEM30; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SIEM01_raw	SIEM02_raw	SIEM03_raw	SIEM04_raw	SIEM05_raw	SIEM06_raw	SIEM07_raw	SIEM08_raw	SIEM10_raw	SIEM12_raw	SIEM13_raw	SIEM14_raw	SIEM15_raw	SIEM16_raw	SIEM17_raw	SIEM18_raw	SIEM19_raw	SIEM20_raw	SIEM21_raw	SIEM22_raw	SIEM24_raw	SIEM25_raw	SIEM26_raw	SIEM27_raw	SIEM28_raw	SIEM29_raw	SIEM30_raw
1853	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.46	NA	NA	1.36	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	2.36	NA	NA	NA	2.56	NA	NA	NA	NA	NA	NA	NA	1.52	0.7	NA	NA	2.16	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	2.28	NA	NA	NA	1.7	NA	NA	NA	NA	NA	NA	NA	1.18	0.78	NA	NA	2.78	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	1.18	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	0.52	0.34	NA	NA	0.94	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	0.94	NA	NA	NA	1.86	NA	NA	NA	NA	NA	NA	NA	1.14	0.74	NA	NA	1.22	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	2.86	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	1.48	1	NA	NA	2	NA	0.64	NA	NA	NA	NA
1892	NA	NA	NA	NA	1.82	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	1.04	0.78	NA	NA	2.52	NA	0.88	NA	NA	NA	NA
1893	NA	NA	1.84	NA	2.14	NA	NA	NA	2.28	NA	NA	NA	NA	NA	NA	NA	1.42	0.4	NA	0.98	2.26	NA	0.92	NA	NA	NA	NA
1894	NA	NA	2.8	NA	2.3	NA	NA	NA	2.64	NA	NA	NA	NA	NA	NA	NA	1.62	0.3	NA	0.9	2.82	NA	1.38	NA	1.04	NA	NA
1895	NA	NA	1.9	NA	1.18	NA	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	1.16	0.5	NA	0.74	2.72	NA	1.36	NA	0.86	NA	NA
1896	NA	NA	1.52	NA	1.52	NA	NA	NA	1.62	NA	NA	NA	NA	NA	NA	NA	1.54	0.78	NA	0.76	2.02	NA	1.5	NA	1.32	NA	NA
1897	NA	NA	2.06	NA	1.68	NA	NA	NA	2.34	NA	NA	NA	NA	NA	NA	NA	1.7	1.1	NA	0.68	2.72	NA	2.06	NA	2.14	NA	NA
1898	NA	NA	2.78	NA	2.46	NA	NA	NA	3.54	NA	NA	NA	NA	NA	NA	NA	1.3	0.74	NA	1.2	2.36	NA	2	NA	2.64	NA	NA
1899	NA	NA	1.54	1.96	1.9	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	1.34	0.48	NA	0.98	2.32	NA	1.28	NA	1.6	NA	NA
1900	NA	NA	2.08	2.16	1.14	NA	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	1.34	0.72	NA	0.86	1.98	NA	1.58	NA	1.72	NA	NA
