# Fischer - Nordrhein-Westfalen/Eifel dre01 - QUPE - ITRDB GERM173
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16689
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16689.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ173-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ173-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ173.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ173.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Eifel dre01 - QUPE - ITRDB GERM173
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Dagmar A. Friedrichs, Valerie Trouet, Ulf Büntgen, David C. Frank, Jan Esper, Burkhard Neuwirth, Jörg Löffler 
#   Journal_Name: Trees - Structure and Function
#   Published_Title: Species-specific climate sensitivity of tree growth in Central-West Germany
#   Published_Date_or_Year: 2009
#   Volume: 23
#   Pages: 729-739
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1007/s00468-009-0315-2
#   Full_Citation: None
#   Abstract: Growth responses to twentieth century climate variability of the three main European tree species Fagus sylvatica, Quercus petraea, and Pinus sylvestris within two temperate low mountain forest sites were analyzed, with particular emphasis on their dependence upon ecological factors and temporal stability in the obtained relationships. While site conditions in Central (~51°N, 9°E, KEL) and West (50.5°N, 6.5°E, EIF) Germany are similar, annual precipitation totals of ~700 mm and ~1,000 mm describe a maritime-continental gradient. Ring-width samples from 228 trees were collected and PCA used to identify common growth patterns. Chronologies were developed and redundancy analysis and simple correlation coefficients calculated to detect twentieth century temperature, precipitation, and drought fingerprints in the tree-ring data. Summer drought is the dominant driver of forest productivity, but regional and species-specific differences indicate more complex influences upon tree growth. F. sylvatica reveals the highest climate sensitivity, whereas Q. petraea is most drought tolerant. Drier growth conditions in KEL result in climate sensitivity of all species, and Q. petraea shifted from non-significant to significant drought sensitivity during recent decades at EIF. Drought sensitivity dynamics of all species vary over time. An increase of drought sensitivity in tree growth was found in the wetter forest area EIF, whereas a decrease occurred in the middle of the last century for all species in the drier KEL region. Species-specific and regional differences in long-term climate sensitivities, as evidenced by temporal variability in drought sensitivity, are potential indicators for a changing climate that effects Central-West German forest growth, but meanwhile hampers a general assessment of these effects.
#--------------------
#   Authors: Johannes Andreas Schultz and Burkhard Neuwirth
#   Journal_Name: Agricultural and Forest Meteorology
#   Published_Title: A new atmospheric circulation tree-ring index (ACTI) derived from climate proxies: Procedure, results and applications
#   Published_Date_or_Year: 2012
#   Volume: 164
#   Pages: 149-160
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.agrformet.2012.05.007
#   Full_Citation: None
#   Abstract: This paper introduces a new procedure to investigate the influence of weather types on spatio-temporal tree-ring growth patterns. Within the framework of the procedure a new proxy-based climate index termed as the atmospheric circulation tree-ring index (ACTI) is calculated that combines weather-type classification data with climate proxies. The new approach is tested using a Central European multi-species tree-ring width network consisting of 115 sites. The procedure used to calculate the ACTI time series includes: 1. Monte Carlo simulations, 2. multiple testing correction, and 3. selection and grouping algorithms. The tree-ring width series are grouped according to their weather-type responses, and the ACTI time series were computed for each group.# # The new procedure explains the climate signal preserved in tree-ring chronologies more comprehensively because the complex interaction between the different climate elements is taken into account by using weather-type classification data. Strong correlations between the ACTI and tree-ring width series (r = 0.69) and between the ACTI time series and climate gridded datasets (r > 0.6) were observed. Further a correlation between ACTI and northern hemisphere mean temperatures (r = 0.5) were found. These results indicate that the ACTI enables the investigation of weather-type growth relationships.
#--------------------
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Eifel dre01
#   Location: Germany
#   Northernmost_Latitude: 50.65
#   Southernmost_Latitude: 50.65
#   Easternmost_Longitude: 6.3167
#   Westernmost_Longitude: 6.3167
#   Elevation_m: 320
#--------------------
# Data_Collection
#   Collection_Name: GERM173
#   First_Year: 1828
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## dre0110m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0110m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre0109m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0109m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre0108m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0108m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre0107m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0107m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre0106m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0106m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre0105m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0105m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre0104m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0104m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre0103m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0103m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre0102m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0102m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dre0101m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dre0101m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	dre0110m_raw	dre0109m_raw	dre0108m_raw	dre0107m_raw	dre0106m_raw	dre0105m_raw	dre0104m_raw	dre0103m_raw	dre0102m_raw	dre0101m_raw
1828	NA	NA	NA	NA	NA	NA	NA	NA	1.35	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	3.8	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	2.62	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	1.63	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA
1837	NA	NA	NA	NA	NA	NA	NA	NA	1.81	NA
1838	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA
1839	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA
1840	NA	NA	NA	NA	NA	NA	NA	NA	1.77	NA
1841	NA	NA	NA	NA	NA	NA	NA	NA	1.4	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	2.52	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	2.57	NA
1844	NA	NA	NA	NA	NA	1.71	NA	NA	0.92	NA
1845	NA	NA	NA	NA	NA	1.72	NA	NA	0.68	NA
1846	NA	NA	NA	1.67	NA	1.44	NA	NA	0.7	NA
1847	NA	NA	NA	1.38	NA	2.33	NA	NA	1	NA
1848	NA	NA	NA	1.84	NA	2.39	NA	NA	1.4	NA
1849	NA	NA	NA	1.66	NA	1.71	NA	NA	1.17	NA
1850	NA	NA	NA	2.13	NA	2.13	NA	NA	1.67	NA
1851	NA	NA	NA	2.26	NA	2.31	NA	NA	2.28	2.2
1852	NA	NA	NA	2.38	NA	2.21	NA	NA	2.46	2.22
1853	NA	NA	NA	2.61	2.57	2.96	NA	NA	2.69	2.64
1854	NA	NA	NA	2.47	2.57	2.54	NA	NA	2.28	1.87
1855	NA	2.26	NA	1.56	2.3	2.73	3.4	NA	3.07	2.29
1856	NA	2.26	NA	1.56	1.72	2.08	2.63	NA	2.22	1.54
1857	NA	1.9	NA	1.41	1.24	1.76	2.73	NA	2.15	1.95
1858	NA	1.82	NA	1	1.16	1.4	2.05	NA	2.25	1.51
1859	NA	1.5	NA	1.3	1.48	1.57	1.75	NA	1.81	1.73
1860	NA	1.52	NA	1.13	1.59	1.89	2.66	NA	1.83	1.34
1861	NA	1.35	NA	1.59	2.02	2.2	2.52	NA	2.4	1.75
1862	NA	1.8	NA	1.69	1.85	1.47	2.46	NA	2.28	1.13
1863	NA	1.65	NA	1.1	1.51	1.32	1.97	NA	1.74	1.2
1864	NA	1.92	NA	0.69	1.45	1.22	1.5	NA	1.65	1.38
1865	NA	1.8	NA	0.77	1.59	1.58	1.35	NA	1.3	0.89
1866	NA	1.31	NA	1.37	3.55	1.72	0.78	NA	2.65	1.35
1867	NA	1.39	NA	2.98	6.33	4.51	2.06	6.76	4.92	4.96
1868	NA	1.2	NA	2.55	4.33	3.17	3.24	5.38	3.34	3.49
1869	NA	1.06	1.91	1.59	1.45	2.44	3.67	2.29	1.23	1.31
1870	1.23	2.28	1.04	1	1.22	0.92	1.46	1.77	0.72	0.91
1871	0.81	2.3	0.68	0.98	0.96	0.41	0.86	1.6	0.82	0.61
1872	0.86	1.22	0.86	0.87	0.62	0.45	1.01	1.8	0.69	0.51
1873	0.84	0.96	1.07	0.94	0.88	0.84	0.66	2.57	1.41	0.95
1874	0.75	0.78	1.87	0.79	1.23	1.21	0.8	2.21	1.6	0.89
1875	0.84	0.49	2.17	1.23	1.91	1.63	1.03	2.77	2.34	1.35
1876	1.02	1.01	3.17	1.07	1.6	1.52	2.02	1.74	1.67	1.1
1877	1.03	1.16	2.19	1.03	1.65	1.58	1.73	1.96	1.59	1.07
1878	0.75	1.92	2.61	1.25	2.07	2.26	2.05	2.37	2.58	1.55
1879	1.09	1.74	3.38	1.45	2.4	2.3	2.31	2.8	2.74	2.06
1880	1.08	1.68	3.7	0.94	1.57	1.72	2.99	1.85	1.97	1.17
1881	0.81	2	2.2	0.98	1.11	1.22	1.91	1.39	1.33	1.07
1882	0.96	2.08	1.68	0.89	1.62	1.83	1.19	1.83	1.74	1.14
1883	0.93	1.36	2.75	0.82	1.18	1.32	1.85	1.14	1.17	0.82
1884	0.97	1.32	1.8	0.8	1.72	1.34	1.27	1.59	1.22	0.99
1885	0.99	1.86	2.16	0.84	1.64	1.57	1.2	1.29	1.12	1.05
1886	1.08	1.29	2.72	0.61	0.93	0.78	1.08	0.57	0.6	0.64
1887	0.86	1.21	1.85	0.75	0.92	1.04	0.46	0.67	0.64	0.68
1888	0.53	1.52	1.34	0.64	0.59	0.54	0.49	0.35	0.37	0.37
1889	0.33	0.93	0.61	0.61	1.01	1.12	0.26	0.5	0.44	0.65
1890	0.48	0.99	1.58	0.91	1.18	1.79	0.38	0.6	0.45	0.79
1891	0.42	0.67	2.02	1.01	1.17	1.3	0.61	0.99	0.66	0.96
1892	0.26	0.86	2.2	1.03	1.04	1.41	0.69	0.87	0.86	0.77
1893	0.51	0.82	1.2	0.77	1	1.21	0.67	1.03	0.64	0.91
1894	0.58	0.95	1.33	1.09	1.46	2.23	0.65	1.37	0.94	2
1895	0.47	0.93	2.41	1.21	1.31	1.45	1.12	1.03	1.14	1.66
1896	0.58	0.78	1.41	1.21	1.15	1.66	0.75	1.08	1.01	1.08
1897	0.62	1.21	1.42	1.66	1.25	1.62	0.96	1.17	1.05	1.16
1898	0.57	0.94	1.42	1.95	1.18	1.67	0.8	1.11	0.79	1.09
1899	0.65	0.91	1.94	1.38	1.22	1.75	0.69	1.42	0.74	1.42
1900	0.56	0.92	1.45	1.51	0.99	1.79	1.02	1.55	0.77	1.46
1901	0.65	1.06	1.49	1.1	0.87	1.21	1.02	1.36	0.67	1.62
1902	0.67	1.41	1.28	0.91	0.87	1.27	0.85	1.24	0.65	1.23
1903	0.86	1.32	1.25	0.82	1.15	1.31	0.82	1.32	0.74	1.17
1904	0.57	1.16	0.85	1.07	1.22	1.74	0.85	1.45	0.69	1.58
1905	0.86	1.11	1.34	0.66	0.76	0.93	1.07	0.86	0.55	1.07
1906	0.47	1.3	0.86	0.44	0.71	0.76	0.61	0.46	0.43	0.65
1907	0.58	1.3	0.6	0.65	0.76	1.25	0.36	0.8	0.4	1.17
1908	0.55	1.13	0.86	0.57	0.96	0.82	0.46	0.56	0.45	0.82
1909	0.37	0.82	1.03	0.74	0.7	1.11	0.46	0.41	0.34	0.68
1910	0.56	0.96	0.52	0.4	1.06	1.15	0.49	0.54	0.51	0.68
1911	0.3	1.05	0.61	0.67	0.93	1.32	0.54	0.92	0.55	1.2
1912	0.39	0.54	0.55	0.74	1.13	1.76	0.74	1.27	0.73	1.37
1913	0.58	0.59	0.63	0.74	1.04	1.53	1.02	1.14	0.61	1
1914	0.51	0.79	0.69	0.89	1.05	1.58	0.89	1.25	0.74	1.21
1915	0.54	0.92	0.5	0.93	1.25	1.81	0.73	1.45	0.62	1.07
1916	0.58	1.04	0.66	0.67	0.75	1.28	1.01	1.35	0.6	1.21
1917	0.9	0.94	0.62	0.8	0.92	1.46	0.83	1.43	0.85	1.42
1918	0.76	1.12	0.65	0.75	0.86	1.26	0.99	1.45	0.56	1.29
1919	0.58	0.85	0.7	0.77	0.81	1.18	1.08	1.01	0.56	1.1
1920	0.62	1.31	0.76	0.55	0.81	1.03	0.66	0.92	0.51	1.15
1921	0.41	0.89	0.77	0.54	0.54	0.58	0.66	0.53	0.46	0.79
1922	0.4	0.94	0.53	0.63	0.83	1.11	0.42	0.87	0.57	1.25
1923	0.33	0.88	0.8	0.37	0.6	0.52	0.64	0.45	0.38	0.74
1924	0.52	0.54	0.36	0.48	0.81	1.17	0.6	0.53	0.34	0.75
1925	0.46	0.96	0.76	0.43	0.8	0.89	0.54	0.61	0.46	0.84
1926	0.4	0.55	0.58	0.4	0.72	1.19	0.5	1.15	0.62	1.15
1927	0.61	0.7	0.62	0.47	0.91	1.33	0.95	1.56	0.78	1.75
1928	0.61	0.55	0.72	0.59	0.94	1.37	1.37	1.34	0.97	1.69
1929	0.66	0.43	0.66	0.42	0.79	0.99	1.46	1.08	0.99	1.13
1930	0.68	0.76	0.98	0.58	0.8	0.84	1.33	0.83	0.57	1.06
1931	1.15	0.89	0.7	1.01	0.85	1.36	0.82	1.69	1.13	1.84
1932	1.51	0.75	1	0.84	1	1.23	1.64	1.19	0.59	1.56
1933	1.66	0.89	1.27	0.93	1.25	1.48	1.21	1.42	0.83	2.11
1934	1.81	1.62	1.24	0.85	1.11	1.29	1.56	1.41	0.8	1.58
1935	2	1.6	0.96	0.95	1.12	1.64	1.15	1.48	0.81	1.57
1936	2.31	2.01	1.16	1.03	1.47	1.48	1.41	1.46	0.89	2.29
1937	2.03	1.58	1	1.03	1.09	1.42	1.45	1.21	0.95	1.78
1938	1.92	1.81	1.14	0.93	1.11	1.62	1.25	1.33	1	2
1939	1.64	1.87	1.07	1.04	0.99	1.02	1.37	1.06	0.83	1.3
1940	1.64	1.18	0.86	0.98	0.87	1.14	1.15	0.88	0.51	1.44
1941	0.94	1.39	1.02	0.83	0.61	0.78	1.03	0.82	0.46	1.1
