# Schweingruber - Nizza Foret d'Aillon - PCAB - ITRDB FRAN018
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4557
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4557.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran018-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran018-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran018.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran018.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Nizza Foret d'Aillon - PCAB - ITRDB FRAN018
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nizza Foret d'Aillon
#   Location: France
#   Northernmost_Latitude: 43.88
#   Southernmost_Latitude: 43.88
#   Easternmost_Longitude: 7.33
#   Westernmost_Longitude: 7.33
#   Elevation_m: 1700
#--------------------
# Data_Collection
#   Collection_Name: FRAN018
#   First_Year: 1795
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 260110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 260120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 260130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 260140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 260150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 260160_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260160; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 260170_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260170; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 260180_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260180; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 260190_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260190; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 260200_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 260200; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	260110_raw	260120_raw	260130_raw	260140_raw	260150_raw	260160_raw	260170_raw	260180_raw	260190_raw	260200_raw
1795	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA
1802	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA
1803	NA	NA	NA	NA	NA	NA	1.23	NA	NA	NA
1804	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA
1805	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA
1806	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA
1814	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA
1819	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	1.86	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
1828	NA	NA	NA	NA	3.06	3.16	1.18	NA	NA	NA
1829	NA	NA	NA	NA	2.76	2.7	1.26	1.74	NA	NA
1830	NA	NA	NA	NA	2.4	2.35	1.35	1.95	NA	NA
1831	NA	NA	NA	NA	1.94	2.78	1.17	1.86	NA	NA
1832	NA	NA	NA	NA	1.94	2.31	1.08	1.53	NA	NA
1833	NA	NA	NA	NA	1.66	2.11	1.11	1.08	NA	NA
1834	NA	NA	NA	NA	1.47	1.95	1.22	1.5	NA	NA
1835	NA	NA	NA	NA	1.81	2.2	0.79	1.67	NA	NA
1836	NA	NA	NA	NA	1.55	1.91	0.85	1.42	NA	NA
1837	NA	NA	NA	NA	1.66	1.69	0.8	1.25	NA	NA
1838	NA	NA	NA	NA	1.83	2.19	0.94	1.28	NA	NA
1839	NA	NA	NA	NA	1.69	1.79	0.75	1.05	NA	NA
1840	NA	NA	NA	NA	1.51	1.49	0.83	1.02	NA	NA
1841	NA	NA	NA	NA	2.03	2.17	0.98	1.57	NA	NA
1842	2.32	NA	NA	NA	1.76	1.98	0.64	1.58	NA	NA
1843	2.02	2.09	NA	NA	1.51	1.81	0.65	1.62	NA	NA
1844	2.32	1.97	NA	NA	1.39	1.52	0.5	1.21	NA	NA
1845	2.2	2.16	NA	NA	1.43	1.66	0.48	1.19	NA	NA
1846	2.11	2.89	NA	NA	1.29	1.81	0.87	1.63	NA	NA
1847	1.96	2.27	NA	NA	1.59	1.55	0.94	1.12	NA	NA
1848	1.78	2.03	NA	NA	1.47	1.56	1.36	1.24	NA	NA
1849	1.68	1.44	NA	NA	1.3	1.3	2.12	0.86	NA	NA
1850	1.55	1.45	NA	NA	1.55	1.3	2.84	1.13	NA	NA
1851	1.81	1.65	NA	NA	1.61	1.49	2.82	1.28	NA	NA
1852	1.8	1.77	NA	NA	1.5	1.03	2.15	1.14	2.54	NA
1853	1.94	1.43	NA	NA	1.58	0.91	2.02	1.09	2.39	NA
1854	2.11	1.48	NA	NA	1.67	1.14	2.37	1.23	2.89	NA
1855	2.12	1.52	NA	NA	1.81	1.52	2.11	1.19	2.62	NA
1856	2.18	1.54	NA	NA	1.94	1.33	2.26	1.13	2.44	NA
1857	2.32	2	NA	NA	1.95	1.19	2.01	1.19	2.71	NA
1858	2.19	1.7	NA	NA	1.77	1.26	2.03	1.37	2.2	NA
1859	1.95	2.08	NA	3.24	1.95	1.45	1.76	1.23	1.94	NA
1860	1.46	1.56	NA	2.12	1.47	1.11	1.44	0.82	1.35	NA
1861	1.78	1.47	NA	2.27	1.5	1.07	1.35	0.97	1.8	NA
1862	1.56	1.24	NA	2.52	1.39	1.01	1.12	0.92	1.23	NA
1863	1.62	1.44	NA	2.4	1.78	1.35	1.2	0.99	1.75	NA
1864	1.72	1.88	NA	2.23	1.5	1.02	1.46	1.47	1.64	NA
1865	1.64	2.05	NA	2.47	1.6	1.14	1.05	1.67	1.55	NA
