# Neuwirth - Hessen/Kellerwald dhk02 - FASY - ITRDB GERM149
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16659
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16659.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ149-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ149-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ149.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ149.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Neuwirth - Hessen/Kellerwald dhk02 - FASY - ITRDB GERM149
#--------------------
# Investigators
#   Investigators: Neuwirth, B.(https://orcid.org/0000-0001-7473-462X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Dagmar A. Friedrichs, Valerie Trouet, Ulf Büntgen, David C. Frank, Jan Esper, Burkhard Neuwirth, Jörg Löffler 
#   Journal_Name: Trees - Structure and Function
#   Published_Title: Species-specific climate sensitivity of tree growth in Central-West Germany
#   Published_Date_or_Year: 2009
#   Volume: 23
#   Pages: 729-739
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1007/s00468-009-0315-2
#   Full_Citation: None
#   Abstract: Growth responses to twentieth century climate variability of the three main European tree species Fagus sylvatica, Quercus petraea, and Pinus sylvestris within two temperate low mountain forest sites were analyzed, with particular emphasis on their dependence upon ecological factors and temporal stability in the obtained relationships. While site conditions in Central (~51°N, 9°E, KEL) and West (50.5°N, 6.5°E, EIF) Germany are similar, annual precipitation totals of ~700 mm and ~1,000 mm describe a maritime-continental gradient. Ring-width samples from 228 trees were collected and PCA used to identify common growth patterns. Chronologies were developed and redundancy analysis and simple correlation coefficients calculated to detect twentieth century temperature, precipitation, and drought fingerprints in the tree-ring data. Summer drought is the dominant driver of forest productivity, but regional and species-specific differences indicate more complex influences upon tree growth. F. sylvatica reveals the highest climate sensitivity, whereas Q. petraea is most drought tolerant. Drier growth conditions in KEL result in climate sensitivity of all species, and Q. petraea shifted from non-significant to significant drought sensitivity during recent decades at EIF. Drought sensitivity dynamics of all species vary over time. An increase of drought sensitivity in tree growth was found in the wetter forest area EIF, whereas a decrease occurred in the middle of the last century for all species in the drier KEL region. Species-specific and regional differences in long-term climate sensitivities, as evidenced by temporal variability in drought sensitivity, are potential indicators for a changing climate that effects Central-West German forest growth, but meanwhile hampers a general assessment of these effects.
#--------------------
#   Authors: Johannes Andreas Schultz and Burkhard Neuwirth
#   Journal_Name: Agricultural and Forest Meteorology
#   Published_Title: A new atmospheric circulation tree-ring index (ACTI) derived from climate proxies: Procedure, results and applications
#   Published_Date_or_Year: 2012
#   Volume: 164
#   Pages: 149-160
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.agrformet.2012.05.007
#   Full_Citation: None
#   Abstract: This paper introduces a new procedure to investigate the influence of weather types on spatio-temporal tree-ring growth patterns. Within the framework of the procedure a new proxy-based climate index termed as the atmospheric circulation tree-ring index (ACTI) is calculated that combines weather-type classification data with climate proxies. The new approach is tested using a Central European multi-species tree-ring width network consisting of 115 sites. The procedure used to calculate the ACTI time series includes: 1. Monte Carlo simulations, 2. multiple testing correction, and 3. selection and grouping algorithms. The tree-ring width series are grouped according to their weather-type responses, and the ACTI time series were computed for each group.# # The new procedure explains the climate signal preserved in tree-ring chronologies more comprehensively because the complex interaction between the different climate elements is taken into account by using weather-type classification data. Strong correlations between the ACTI and tree-ring width series (r = 0.69) and between the ACTI time series and climate gridded datasets (r > 0.6) were observed. Further a correlation between ACTI and northern hemisphere mean temperatures (r = 0.5) were found. These results indicate that the ACTI enables the investigation of weather-type growth relationships.
#--------------------
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hessen/Kellerwald dhk02
#   Location: Germany
#   Northernmost_Latitude: 51.1667
#   Southernmost_Latitude: 51.1667
#   Easternmost_Longitude: 8.9667
#   Westernmost_Longitude: 8.9667
#   Elevation_m: 310
#--------------------
# Data_Collection
#   Collection_Name: GERM149
#   First_Year: 1835
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## dhk0217m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0217m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0216m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0216m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0213m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0213m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0212m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0212m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0211m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0211m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0210m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0210m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0209m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0209m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0208m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0208m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0207m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0207m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0206m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0206m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0205m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0205m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0204m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0204m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0203m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0203m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0202m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0202m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0201m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0201m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	dhk0217m_raw	dhk0216m_raw	dhk0213m_raw	dhk0212m_raw	dhk0211m_raw	dhk0210m_raw	dhk0209m_raw	dhk0208m_raw	dhk0207m_raw	dhk0206m_raw	dhk0205m_raw	dhk0204m_raw	dhk0203m_raw	dhk0202m_raw	dhk0201m_raw
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA
1837	NA	NA	2.74	NA	NA	NA	NA	NA	NA	NA	NA	2.08	1.56	NA	NA
1838	NA	NA	2.61	2	NA	NA	NA	NA	NA	NA	NA	1.84	0.48	NA	NA
1839	NA	NA	3.11	1.98	NA	NA	NA	NA	NA	NA	NA	2.74	1.14	NA	NA
1840	NA	NA	3.15	3.16	NA	NA	NA	NA	NA	NA	NA	3.9	1.02	NA	NA
1841	NA	NA	2.98	3.36	1.87	NA	NA	NA	NA	NA	NA	2.39	0.38	NA	NA
1842	NA	NA	2.18	2.78	2.01	NA	NA	NA	NA	NA	NA	3.97	0.29	NA	NA
1843	NA	NA	3.92	4.4	2.64	NA	NA	NA	NA	NA	NA	3.14	0.49	NA	NA
1844	NA	1.77	3.42	3.8	1.88	NA	NA	NA	NA	NA	NA	1.88	0.24	NA	NA
1845	NA	2.02	3.13	2.74	1.06	NA	NA	NA	NA	2.37	NA	2.1	0.23	NA	NA
1846	NA	1.72	2.44	2.94	1.32	NA	NA	NA	NA	0.68	NA	2.39	0.38	NA	NA
1847	NA	1.62	2.54	2.64	1.28	NA	NA	NA	NA	0.4	NA	2.3	0.34	NA	NA
1848	NA	1.81	2.62	3.78	1.49	NA	NA	1.85	NA	0.8	NA	2.04	0.37	NA	NA
1849	NA	1.27	2.52	3.9	0.81	NA	NA	2.02	NA	1.24	2.96	2.52	0.28	NA	2.1
1850	NA	2.04	3.97	4.7	0.74	NA	NA	1.8	NA	1.4	2.06	2.48	0.25	NA	1.55
1851	NA	1.69	3.51	4.04	0.47	NA	NA	1.3	NA	1.24	2.9	2.4	0.22	NA	1.4
1852	NA	1.96	4.37	3.84	0.72	NA	NA	1.36	NA	1.84	2.4	2.04	0.23	NA	1.73
1853	NA	1.48	3.42	3.06	0.74	NA	NA	1.23	NA	1.96	2.08	2.01	0.23	NA	1.51
1854	NA	1.24	3.68	3	1.16	NA	NA	1.12	NA	1.78	2.76	1.98	0.27	NA	1.04
1855	NA	1.03	3.71	2.84	0.82	NA	NA	1.1	NA	2	2.8	1.67	0.16	NA	1
1856	NA	1.22	3.38	1.8	0.84	NA	0.87	1.22	NA	1.68	2.44	1.25	0.15	NA	1.14
1857	NA	1.4	2.74	1.86	0.68	NA	0.6	0.61	NA	1.12	2.32	0.56	0.15	NA	0.73
1858	NA	0.72	2.02	1.56	0.34	NA	0.82	0.23	NA	1.06	2.11	0.37	0.11	NA	0.72
1859	NA	1.34	2.58	2.24	0.8	NA	1.36	1.46	NA	1.34	2.82	1.43	0.5	NA	1.78
1860	NA	1.34	2.78	3.18	0.98	NA	1.12	1.87	NA	1.72	3.69	1.96	0.43	NA	2.12
1861	NA	1.22	3.16	2.4	0.7	NA	1.28	1.64	NA	1.4	3.5	2.61	0.36	NA	2.29
1862	1.92	0.96	2.58	1.76	0.88	NA	3.4	0.94	NA	1.12	3.13	2.02	0.33	NA	2.09
1863	3.05	1.52	3.46	3.04	2.48	NA	3.28	2.46	3.76	3.16	3.93	2.55	1.85	NA	4.59
1864	2.95	1.56	3.23	3.04	3.02	NA	2.48	2.91	3.64	3.88	4.32	2.9	2.32	NA	5.19
1865	1.6	1.06	2.07	2.2	2.16	NA	0.39	2.84	0.42	2.92	4.62	2.14	1.7	NA	5.37
1866	0.32	1.42	2.8	2.88	3.41	NA	1.24	2.82	3.36	2.2	2.6	2.36	3	NA	2.81
1867	1.93	1.82	2.75	3.6	3.46	NA	2.6	2.92	3.4	2.88	3.6	3.37	3.67	NA	4
1868	2.45	1.6	2.5	2.74	3.06	NA	2.56	3.02	2.84	2.62	2.76	2.51	2.73	NA	3.04
1869	2.31	1.12	1.62	1.76	2.47	NA	2.4	3.05	2.52	2.24	2.32	1.76	2.1	NA	3.07
1870	1.97	0.94	1.72	1.7	2.53	NA	2.18	2.58	2.08	1.92	2.18	1.74	1.78	NA	2.7
1871	1.26	0.34	2.48	2.35	2.5	NA	2.24	1.83	1.8	1.58	3.13	0.54	0.56	NA	1.79
1872	0.18	0.38	0.62	1.99	0.59	NA	0.36	1.2	0.96	1.28	0.78	1.04	0.2	NA	0.29
1873	1.48	0.91	1.31	2.82	1.26	NA	1.34	1.94	1.8	2.24	1.76	2.04	1.16	NA	1.42
1874	2	0.19	1.48	2.32	0.64	NA	1.48	0.46	1.56	2.45	2.2	1.58	0.22	NA	0.36
1875	3.1	0.6	1.92	2.82	1.64	NA	2.22	1.7	2.64	3.17	3.35	2.13	1.32	NA	1.86
1876	2.1	0.59	1.4	1.89	1.48	NA	1.32	1.29	1.64	2.34	2.64	1.63	0.79	NA	1.33
1877	2.99	0.74	1.64	1.8	1.75	NA	1.84	1.43	1.92	2.67	3.32	1.99	1.16	NA	1.82
1878	2	0.84	1.78	1.85	1.96	NA	2.28	1.56	1.8	2.88	2.97	2	1.4	NA	2.2
1879	2.5	0.75	1.68	2.05	1.68	NA	2.36	1.48	1.96	2.19	3.21	1.98	1.55	3.08	2.23
1880	0.52	0.24	0.88	0.52	0.2	NA	0.52	0.22	0.52	0.49	1.05	0.43	0.18	2.56	0.27
1881	1.55	0.5	1.37	1.1	0.6	NA	0.96	0.77	1.32	1.24	1.84	1.02	0.74	1.54	0.39
1882	1.86	0.74	2.25	1.86	0.99	NA	1.8	1.04	2.4	2.63	2.98	1.56	1.01	1.48	0.86
1883	2.28	0.84	2.3	1.88	1.02	NA	2.63	1.1	1.64	2.2	3.19	1.62	0.98	1.6	1.21
1884	2.28	0.84	2.34	2.35	1.02	NA	3.03	1.34	1.68	2.48	3.08	1.46	1.26	2.04	1.87
1885	2.09	0.68	1.74	1.64	0.87	NA	1.9	0.94	1.16	1.22	2.43	1.2	0.69	1.3	1.08
1886	2.28	0.63	1.86	1.57	0.92	NA	2.18	0.76	1.04	0.87	2.05	1.34	0.98	1.35	1.33
1887	1.7	0.94	2.12	1.48	1.02	NA	2.28	1.1	1.12	1.25	1.93	1.17	1.05	1	1.29
1888	1.88	0.75	1.51	1.16	0.95	NA	1.84	0.94	0.72	1.66	1.42	0.64	1.15	1.26	1.35
1889	1.68	0.75	1.34	1.31	0.8	NA	1.67	1.12	0.8	1.5	1.54	0.71	1	1.02	1.48
1890	1.9	0.59	1.5	1.43	0.91	NA	2.75	1.02	1.05	2.03	1.47	0.71	1.35	1.38	2.11
1891	1.36	0.67	1.34	0.98	0.76	NA	2.16	1.13	1.12	2.03	0.91	0.94	1.09	1.61	2.24
1892	1.4	0.74	1.22	1.08	0.6	NA	1.9	1.01	0.83	1.53	1.1	0.8	0.83	0.8	1.64
1893	0.97	0.46	0.79	0.71	0.39	NA	1.36	0.58	0.79	1.12	0.61	0.69	0.68	0.66	0.86
1894	1.61	0.5	0.94	1.18	0.83	NA	2.52	1.38	0.98	1.94	1.09	0.78	1.42	1.53	1.64
1895	2.12	1.08	1.51	1.87	1.65	NA	2.31	1.56	1.68	2.18	1.68	1.22	1.48	0.97	1.82
1896	1.6	1	1.21	1.62	1.18	NA	1.96	1.18	1.6	1.98	1.05	1.38	1.34	0.97	1.56
1897	1.38	0.91	1.5	1.84	1.21	NA	1.6	0.82	1.4	1.9	1.2	1.23	1.06	0.82	1.72
1898	2.1	1.07	0.8	2.11	1.47	NA	1.94	0.94	1.84	2.11	1.31	1.25	1.12	1.04	1.9
1899	1.48	1.39	1.36	1.78	1.34	NA	2.04	1.11	1.24	2.04	1.24	1.21	1.14	1.38	2.02
1900	1.68	0.32	0.47	1.18	0.48	NA	0.58	0.54	0.36	0.86	0.42	0.38	0.31	1.52	1.28
1901	1.81	0.94	0.92	1.58	0.76	NA	1.91	1.3	0.96	1.62	1.38	0.91	0.91	1.16	1.4
1902	2.08	0.4	0.83	1.74	0.66	NA	2.01	1.5	1.04	1.97	1.73	0.62	0.91	0.64	1.24
1903	2.14	1.21	0.88	2.19	1.18	NA	2.36	1.88	1.54	2.68	2.1	1.07	1.24	0.97	2.32
1904	2.25	1.1	0.82	1.68	1.05	0.89	2.17	1.7	1.12	2.23	1.64	1.03	1.04	1.06	2.05
1905	1.76	1.25	0.94	1.88	0.96	1.01	2.26	1.9	1.16	2.34	1.75	0.88	1	1.46	2
1906	1.62	1.3	1.11	1.31	1.01	1.17	2.61	1.9	1.3	2.31	1.7	1.02	1.06	1.33	2.36
1907	1.76	1.53	1.34	1.2	0.95	1.08	2.48	1.64	1.4	2.11	2.01	1.43	1.18	1.4	2.56
1908	1.98	1.32	1.17	1.3	0.84	1.32	2.07	1.76	1.4	2	1.4	1.38	1.26	1.56	1.98
1909	1.22	0.28	0.58	1.04	0.38	1.78	1.66	1.28	0.64	2.14	0.74	0.55	0.72	1.25	0.88
1910	1.28	1.3	0.55	1.47	0.54	2.27	2.73	1.68	1.04	2.52	0.82	0.9	1.19	2.68	1.66
1911	1.48	0.96	0.73	1.37	0.63	2.04	2.28	1.93	0.98	1.96	1.2	0.85	1.16	1.43	1.56
1912	0.51	0.24	0.26	0.77	0.29	1.69	0.53	1.1	0.28	1.47	0.29	0.57	0.62	2.02	0.92
1913	0.8	1.38	0.83	1.18	0.69	2.86	1.2	1.72	0.76	1.93	0.7	1.13	1.02	1.4	1.78
1914	2.08	1.67	1.5	2.04	1.12	3.74	2.22	2.5	1.28	2.83	1.99	1.13	1.88	2.07	2.58
1915	2.18	1.42	0.91	1.8	1.01	2.14	2.26	2.18	1.36	2.12	1.69	0.89	1.28	1.38	1.34
1916	2.15	1.79	1.61	2.15	1.54	3.72	2.5	2.45	1.84	2.85	2.25	1.22	2.28	2	2.83
1917	1.54	1.38	1.2	1.56	1.1	1.76	1.92	2.18	1.12	2.2	1.62	0.67	0.74	1.56	1.66
1918	1.05	0.79	0.55	0.93	0.7	1.04	2.16	1.16	0.6	1.48	0.9	0.6	0.72	1.72	0.52
1919	0.62	1.03	0.7	1.18	0.64	1.76	2.34	0.99	0.68	1.36	0.64	1.08	0.64	1.66	0.86
1920	1.18	1.02	1.09	1.69	0.84	1.84	2.32	1.51	0.92	1.96	1.11	1.02	1.3	1.48	1.45
