# Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4494
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4494.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran034x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran034x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-29
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-29
#--------------------
# Title
#   Study_Name: Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lac de Bourget
#   Location: France
#   Northernmost_Latitude: 45.88
#   Southernmost_Latitude: 45.88
#   Easternmost_Longitude: 5.73
#   Westernmost_Longitude: 5.73
#   Elevation_m: 1340
#--------------------
# Data_Collection
#   Collection_Name: FRAN034
#   First_Year: 1891
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 263080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	263080_raw	263100_raw	263110_raw	263120_raw	263130_raw	263140_raw	263150_raw
1891	NA	NA	0.87	NA	NA	NA	NA
1892	NA	NA	0.96	NA	NA	NA	NA
1893	0.93	NA	0.93	NA	NA	NA	NA
1894	0.82	NA	0.83	0.79	NA	NA	NA
1895	0.71	NA	0.84	0.66	NA	NA	NA
1896	0.75	NA	0.81	0.7	NA	NA	NA
1897	0.8	NA	0.78	0.79	NA	NA	NA
1898	0.58	NA	0.82	0.62	NA	NA	NA
1899	0.82	NA	0.89	0.83	NA	NA	NA
1900	0.85	NA	0.82	0.81	NA	0.85	NA
1901	0.76	NA	0.78	0.78	NA	0.79	0.68
1902	0.75	NA	0.8	0.77	NA	0.75	0.74
1903	0.83	NA	0.78	0.81	NA	0.81	0.74
1904	0.78	NA	0.87	0.8	0.76	0.81	0.84
1905	0.83	NA	0.82	0.81	0.81	0.81	0.77
1906	0.78	NA	0.65	0.68	0.75	0.78	0.68
1907	0.95	NA	0.87	0.86	0.85	0.93	0.84
1908	0.81	NA	0.81	0.79	0.77	0.82	0.74
1909	0.74	0.84	0.75	0.69	0.72	0.73	0.66
1910	0.81	0.67	0.79	0.78	0.72	0.77	0.72
1911	0.84	0.6	0.77	0.77	0.67	0.73	0.58
1912	0.72	0.59	0.6	0.7	0.68	0.63	0.66
1913	0.92	0.77	0.84	0.92	0.8	0.77	0.73
1914	0.84	0.63	0.88	0.92	0.7	0.71	0.72
1915	0.91	0.85	0.9	0.93	0.83	0.84	0.75
1916	0.9	0.74	0.85	0.97	0.78	0.79	0.69
1917	0.95	0.9	0.89	0.97	0.83	0.88	0.87
1918	1.03	0.9	0.96	0.97	0.95	0.98	0.95
1919	1.02	0.86	0.97	1	0.96	1.03	0.96
1920	0.98	0.81	0.93	0.97	0.98	1.01	0.96
1921	0.83	0.82	0.85	0.81	0.87	0.88	0.84
1922	0.8	0.66	0.8	0.8	0.77	0.87	0.84
1923	0.93	0.92	0.87	0.88	0.9	0.8	0.96
1924	0.83	0.73	0.83	0.83	0.88	0.84	0.91
1925	0.78	0.67	0.73	0.79	0.71	0.78	0.81
1926	0.99	0.9	0.95	0.96	0.87	0.96	0.87
1927	0.84	0.74	0.84	0.76	0.71	0.72	0.76
1928	0.86	0.77	0.89	0.89	0.7	0.86	0.89
1929	0.84	0.92	0.91	0.91	0.94	0.74	0.9
1930	0.88	0.79	0.89	0.87	0.83	0.82	0.88
1931	0.65	0.54	0.77	0.8	0.58	0.64	0.71
1932	0.98	0.96	0.91	1	0.93	0.83	0.94
1933	1	0.9	0.98	0.95	0.91	0.91	0.94
1934	0.99	0.9	0.87	0.85	0.93	0.85	0.98
1935	0.79	0.75	0.79	0.92	0.82	0.85	0.9
1936	0.89	0.83	0.92	0.96	0.81	0.85	0.79
1937	0.79	0.79	0.91	0.92	0.87	0.83	0.9
1938	0.91	0.83	0.86	0.96	0.82	0.93	0.96
1939	0.59	0.63	0.83	0.79	0.52	0.58	0.62
1940	0.88	0.9	0.84	0.83	0.85	0.85	0.9
1941	0.85	0.84	0.86	0.82	0.82	0.8	0.94
1942	1.02	1.01	0.9	0.9	1.01	1.02	0.94
1943	1.01	1.02	0.96	0.87	0.95	0.97	1
1944	0.9	0.91	0.9	0.83	0.84	0.88	0.88
1945	0.94	0.95	0.85	0.83	0.88	1	1.05
1946	0.94	0.99	0.95	0.89	0.95	0.95	1.04
1947	0.93	0.88	0.66	0.79	0.89	0.88	0.84
1948	0.91	0.93	0.81	0.9	0.88	0.92	1
1949	0.73	0.72	0.71	0.7	0.78	0.98	0.92
1950	0.94	0.82	0.84	0.86	0.92	0.93	1.02
1951	0.83	0.87	0.83	0.8	0.76	0.83	0.9
1952	0.85	0.84	0.84	0.85	0.86	0.98	0.99
1953	0.98	0.97	0.89	0.88	0.87	0.98	1.01
1954	0.72	0.71	0.8	0.77	0.72	0.71	0.83
1955	0.89	0.87	0.85	0.9	0.76	0.79	0.87
1956	0.91	0.85	0.85	0.86	0.82	0.87	0.91
1957	0.85	0.83	NA	0.89	0.81	0.88	0.97
1958	0.86	0.86	NA	0.8	0.79	0.83	0.9
1959	0.98	0.93	NA	0.89	0.97	0.9	1.01
1960	0.75	0.81	NA	0.87	0.76	0.8	0.9
1961	0.96	0.98	NA	1	0.92	0.97	1
1962	0.73	0.68	NA	0.8	0.8	0.78	0.91
1963	0.8	0.73	NA	0.76	0.78	0.8	0.84
1964	0.98	0.91	NA	0.97	0.96	1.01	1.03
1965	0.6	0.76	NA	0.61	0.77	0.76	0.8
1966	0.84	0.94	NA	0.87	0.9	0.93	0.97
1967	0.87	0.82	NA	0.96	0.85	0.84	0.96
