# Fischer - Nordrhein-Westfalen/Haiger-Siegerland drh04 - PCAB - ITRDB GERM192
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16709
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16709.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ192-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ192-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ192.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ192.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Haiger-Siegerland drh04 - PCAB - ITRDB GERM192
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Haiger-Siegerland drh04
#   Location: Germany
#   Northernmost_Latitude: 50.85
#   Southernmost_Latitude: 50.85
#   Easternmost_Longitude: 8.2167
#   Westernmost_Longitude: 8.2167
#   Elevation_m: 440
#--------------------
# Data_Collection
#   Collection_Name: GERM192
#   First_Year: 1872
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drh0408a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0408a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0402b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0402b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0403a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0403a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0404a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0404a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0405b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0405b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drh0408a_raw	drh0401a_raw	drh0402b_raw	drh0403a_raw	drh0404a_raw	drh0405b_raw	drh0407a_raw
1872	1.97	NA	NA	3	NA	NA	NA
1873	1.49	NA	NA	2.84	4.24	NA	NA
1874	0.66	NA	NA	2.11	4.08	NA	3.89
1875	1.09	NA	NA	2.59	4.91	NA	4.69
1876	1.08	NA	NA	1.42	3.72	NA	2.93
1877	0.66	NA	NA	2.49	3.52	NA	3.24
1878	1.43	NA	NA	2.49	4.79	NA	3.97
1879	1.85	NA	NA	3.04	5.59	NA	4.3
1880	1.98	2.64	4.59	2.5	5.76	NA	3.22
1881	1.24	1.99	2.31	1.39	3.92	NA	1.84
1882	1.55	2.43	3.48	2.38	5.2	NA	2.94
1883	1.27	1.41	3.04	2.39	4.04	NA	2.02
1884	2.33	2.12	4.31	3.11	4.26	NA	2.44
1885	2.86	2.67	3.66	3.32	4.84	NA	1.86
1886	2.31	2.18	4.08	4.28	5.02	NA	2.12
1887	2.28	1.98	2.7	1.93	3.72	NA	1.27
1888	1.07	2.08	2.67	2.58	5.42	NA	1.61
1889	0.88	2.21	2.27	1.54	5.02	NA	1.42
1890	1.76	2.33	2.88	2.46	5.24	NA	1.92
1891	2.49	2.48	3.03	2.52	4.82	NA	1.9
1892	2.58	2.05	2.29	1.92	4.08	NA	1.66
1893	1.6	1.76	1.22	1.66	2.63	NA	1.2
1894	1.83	2.11	2.08	3.14	3.52	NA	1.56
1895	2.18	2.85	2.04	2.94	3.51	NA	1.61
1896	1.83	2.78	1.98	2.67	3.38	NA	0.71
1897	2.98	1.97	2.39	2.3	3.69	2.77	1.37
1898	1.82	2.28	2.88	3.12	4.64	2.36	1.48
1899	1.64	2.38	2.62	2.53	3.66	2.62	1.51
1900	2.1	2.08	1.74	2.34	4.24	2.76	1.36
1901	2.45	2.03	2.21	2.84	4.21	2.77	1.3
1902	3.16	2.53	1.97	3.78	5.44	2.04	1.3
1903	2.78	2.62	1.73	3.37	4.52	2.5	1.34
1904	2.41	2.49	2.31	3.27	4.34	2.99	1.55
1905	3.12	3.02	2.54	3.78	3.42	2.58	1.5
1906	2.69	2.93	1.9	3.04	3.7	2.47	1.42
1907	3.42	3.24	2.45	3.7	3.09	3.19	1.96
1908	2.46	2.62	1.38	2.72	2.88	2.9	1.25
1909	3.38	3.51	1.22	4.06	3.01	3.33	2.3
1910	4.59	4.08	2.05	5.2	5.09	3.03	2.27
1911	4.17	3.27	1.47	4.23	4.49	2.66	1.44
1912	3.58	3.18	1.66	4.59	3.26	2.47	0.93
1913	1.92	3.31	2.15	4.25	3.52	2.29	1.63
1914	1.36	4.84	2.16	5.27	3.82	2.81	1.55
1915	0.49	2.44	1.08	2.62	3.1	1.59	0.82
1916	0.88	2.45	1.58	3.26	3.24	1.97	1.61
1917	0.84	2.57	1.66	2.88	3.53	1.54	1.46
1918	2.19	2.17	1.9	3.17	3.39	2.1	1.05
1919	1.91	2.35	1.8	2.6	3.14	1.57	1.37
1920	1.3	2.81	1.64	1.96	3.05	1.47	1.39
1921	1.17	2.39	1.26	2.17	2.08	1.74	1.36
1922	1	2.75	1.12	1.76	2.44	1.14	1.28
1923	0.78	2.02	1.31	1.4	2.34	1.55	1.41
1924	1.17	3.15	2.56	2.69	4.21	2.31	1.85
1925	1.44	2.6	2.02	2.43	4.13	2.4	1.98
1926	2.06	3.29	2.67	2.62	3.74	2.03	2.04
1927	2.41	4.14	2.89	3.24	4.33	2.46	2.56
1928	2	2.69	2.73	2.57	3.54	1.92	2.08
1929	1.23	2.57	1.62	2.25	2.22	1.26	1.36
1930	1.24	3.04	1.79	1.59	2.02	1.34	1.2
1931	1.01	4.29	1.24	2.44	1.86	1.92	1.24
1932	1.38	3.2	1.79	1.83	1.93	1.66	1.24
1933	1.87	4.01	3.08	2.56	2.02	2.41	1.32
1934	1.14	2.42	2.25	1.66	1.3	1.56	1.32
1935	2.19	2.79	2.39	2.07	1.29	2.13	1.26
1936	1.26	2.48	2.64	1.41	0.76	1.32	0.84
1937	1.4	1.98	2.39	2.3	1.23	1.62	1.1
1938	0.86	2.08	2.01	2.14	1.14	1.81	1.19
1939	0.95	1.74	2.71	2.04	1.36	2.1	1.49
1940	0.74	1.7	2.13	1.76	1.26	1.79	1.65
1941	0.88	2.13	1.6	1.26	1.36	1.51	1.7
1942	0.66	1.57	0.88	1.15	1.05	0.03	1.2
1943	0.82	2.55	1.89	1.71	2.53	0.03	1.57
1944	0.94	1.99	1.86	1.91	1.75	0.03	1.25
1945	1.3	3.45	2.76	2.85	1.72	0.03	2.23
1946	1.56	3.2	3.14	2.71	2.23	1.06	2.8
1947	1.32	2	1.94	1.81	1.34	1.44	1.93
1948	0.61	1.44	0.58	0.56	0.59	0.5	1.48
1949	1.38	2.62	1.26	1.02	1.11	1.13	1.67
1950	2.1	3.82	2.5	1.75	1.74	1.13	2.77
1951	2.98	4	3.16	1.96	1.46	1.55	4.56
1952	2	2.03	2.3	1.42	1.4	1.11	3.45
1953	1.94	3.9	1.99	2.09	1.74	1.38	3.47
1954	1.37	2.68	1.76	2.12	1.22	2.07	2.54
1955	1.39	3.12	2.3	2.62	1.77	2	2.17
1956	1.46	3.27	2.84	2.86	1.67	2.32	2.77
1957	1.54	4.06	3.78	2.22	2.01	2.18	2
1958	1.55	2.55	2.67	2.56	2.9	1.61	1.96
1959	1	2.4	2.18	1.48	2.47	1.18	1.44
1960	0.06	0.48	0.85	0.4	0.94	0.53	0.21
1961	0.11	0.96	1.35	0.55	1.14	0.2	0.59
1962	0.16	2.04	1.47	1.33	1.12	0.22	0.91
1963	0.24	2.88	2.06	1.68	1.62	0.18	1.16
1964	0.25	1.98	1.51	1.32	1.26	0.22	0.8
1965	0.3	2.56	1.41	1.39	0.96	0.18	1.22
1966	0.81	2.52	2.08	1.48	1.32	0.45	1.64
