# Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4494
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4494.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034w-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran034w-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034w.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran034w.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-29
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-29
#--------------------
# Title
#   Study_Name: Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lac de Bourget
#   Location: France
#   Northernmost_Latitude: 45.88
#   Southernmost_Latitude: 45.88
#   Easternmost_Longitude: 5.73
#   Westernmost_Longitude: 5.73
#   Elevation_m: 1340
#--------------------
# Data_Collection
#   Collection_Name: FRAN034
#   First_Year: 1891
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 263080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	263080_raw	263100_raw	263110_raw	263120_raw	263130_raw	263140_raw	263150_raw
1891	NA	NA	6.58	NA	NA	NA	NA
1892	NA	NA	6.22	NA	NA	NA	NA
1893	4.67	NA	5.62	NA	NA	NA	NA
1894	4.37	NA	5.75	5.9	NA	NA	NA
1895	3.7	NA	5.47	5.41	NA	NA	NA
1896	3.71	NA	5.07	5.66	NA	NA	NA
1897	3.05	NA	4.74	4.72	NA	NA	NA
1898	3.03	NA	5.16	4.76	NA	NA	NA
1899	2.96	NA	4.23	4.39	NA	NA	NA
1900	1.74	NA	3.7	3.81	NA	2.45	NA
1901	2.57	NA	4.37	4.23	NA	3.94	3.04
1902	2.35	NA	4.59	4.55	NA	3.86	2.95
1903	2.55	NA	4.73	4.66	NA	3.93	3.34
1904	2.23	NA	4.44	4.47	3.55	3.2	2.69
1905	2.03	NA	3.26	4.01	2.96	3.6	2.53
1906	1.68	NA	2.63	2.7	2.07	2.46	2.26
1907	1.66	NA	2.53	2.63	2.66	1.85	2.27
1908	3.5	NA	4.69	4.39	4.3	3.37	3.34
1909	3.58	3.78	3.99	4.8	4.74	2.88	3.56
1910	3.38	2.62	4.23	5.28	5.54	3.24	3.29
1911	2.03	3.59	3.05	3.75	2.52	2.62	2.73
1912	1.79	2.46	2.41	2.84	1.46	2.68	2.48
1913	3.13	4.92	3.04	3.16	2.12	4.71	3.23
1914	3.02	2.79	3.62	3.24	2.72	5.55	4.04
1915	3.44	3.4	4.75	3.61	3.08	6.2	3.7
1916	2.75	2.5	3.69	3.13	2.5	5.12	3.54
1917	3.21	2.85	4.82	2.99	2.05	5.37	3.41
1918	2.96	2.24	3.32	3.04	1.18	3.53	2.46
1919	2.7	1.91	2.34	2.54	1.11	2.48	2.5
1920	2.84	2.05	2.64	2.88	1.24	2.13	2.79
1921	1.84	1.38	2	1.7	0.89	1.35	1.87
1922	2.42	1.37	1.9	2.21	1.17	1.83	2.3
1923	2.28	1.52	1.79	2.27	1.51	2.19	2.44
1924	1.82	1.67	1.83	2.25	1.27	1.68	2.27
1925	2.71	3.17	3.25	2.75	1.99	2.16	2.8
1926	2.48	2.47	2.78	2.52	1.8	1.99	2.41
1927	3.06	2.74	2.4	3.15	2.02	2.89	2.56
1928	2.6	1.9	1.85	2.33	1.18	2.58	1.89
1929	2.66	2.01	2.28	2.13	0.92	1.99	2.29
1930	3.02	2.38	2.69	3.04	1.81	2.92	3.68
1931	3.17	3.35	2.95	2.94	2.18	3.87	4.01
1932	3.31	2.79	2.48	2.78	2.34	3.25	3.77
1933	3.2	2.59	1.96	2.59	2.53	3.64	3.74
1934	2.27	1.57	2.06	1.84	1.58	3.23	3.01
1935	2.12	1.55	1.39	1.64	1.44	2.85	3.49
1936	4	2.43	1.96	2.42	2.19	3.42	4.62
1937	3.43	2.19	2.38	2.11	1.83	2.84	3.46
1938	2.49	1.7	2.07	1.67	1.47	2.25	2.98
1939	4.46	2.34	2.12	2.25	2.63	3.28	4
1940	4.11	1.57	2.17	1.93	1.89	3.31	3.97
1941	4.3	1.72	1.94	1.76	2.01	3.49	3.4
1942	5.23	1.85	1.6	2.32	2.11	3.25	3.3
1943	7.31	2.51	2.1	3.12	2.7	5.59	3.57
1944	4.29	2.06	1.95	2.09	2	3.73	3.28
1945	2.41	1.65	1.35	1.21	1.19	2.1	2.44
1946	2.6	1.44	1.27	1.46	1.7	2.19	3.12
1947	3.45	1.67	1.1	1.62	2.08	1.89	2.49
1948	2.88	1.26	0.79	1.27	2.07	1.88	1.84
1949	1.63	0.96	0.7	0.99	1.28	1.58	2.16
1950	2.09	1.2	0.95	1.28	1.47	1.52	2.07
1951	2.36	1.36	1.08	1.79	2.21	2.5	2.51
1952	1.41	1.24	1.03	1.39	1.77	1.81	2.87
1953	2.51	1.47	1.17	1.87	2.14	1.88	2.38
1954	1.86	1.36	0.98	1.4	1.8	2.22	2.35
1955	2.73	1.83	1.72	2.29	2.95	3.97	3.38
1956	2.67	1.53	1.17	2.01	2.57	3.06	3.11
1957	3.3	1.66	NA	2.12	2.28	2.9	2.85
1958	4.79	1.75	NA	3.48	2.94	2.88	2.93
1959	2.77	1.68	NA	2.59	2.12	2.94	2.77
1960	3.08	1.53	NA	2.25	2.89	2.66	2.44
1961	2.52	1.45	NA	1.52	3.83	2.37	2.34
1962	0.68	0.6	NA	0.63	1.01	1.01	1.42
1963	2.29	1.71	NA	1.84	3.02	2.2	2.98
1964	1.73	1.52	NA	1.44	2.43	1.76	2.52
1965	2.34	2.21	NA	1.51	2.6	2.84	2.81
1966	2.63	2.17	NA	1.37	2.51	2.39	2.86
1967	1.53	1.64	NA	1.26	2.31	2.1	2.44
