# Bräker - Biglenwald - PCAB - ITRDB SWIT299
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16865
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16865.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit299-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit299-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit299.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit299.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Biglenwald - PCAB - ITRDB SWIT299
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collection purpose: 
# # Plentering
# # 
# # 
# # Cores are stored at: 
# # disposed
# # 
# # 
# # Notes: 
# # Slope W 0.3
# # Formerly Landiswil_Fichte_n13_1989.fh
# # 
# # References:
# # Schmid, S.; Zingg, A.; Biber, P.; Bugmann, H., 2006: 
# # Evaluation of the forest growth model SILVA along an elevational gradient in Switzerland. 
# # Eur. J. For. Res. 125: 43-55. ; Zingg, A.; Erni, V.; Mohr, C., (1997): Selection Forests - A Concept for Sustain NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Biglenwald
#   Location: Switzerland
#   Northernmost_Latitude: 46.9494
#   Southernmost_Latitude: 46.9494
#   Easternmost_Longitude: 7.6619
#   Westernmost_Longitude: 7.6619
#   Elevation_m: 920
#--------------------
# Data_Collection
#   Collection_Name: SWIT299
#   First_Year: 1878
#   Last_Year: 1989
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BI0030F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI0030F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI0075F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI0075F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI0630F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI0630F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI1925F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI1925F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI2715F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI2715F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI2745F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI2745F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3020F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3020F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3700F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3700F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3710F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3710F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI3870F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI3870F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI4175F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI4175F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI4415F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI4415F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BI4524F2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BI4524F2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BI0030F2_raw	BI0075F2_raw	BI0630F2_raw	BI1925F2_raw	BI2715F2_raw	BI2745F2_raw	BI3020F2_raw	BI3700F2_raw	BI3710F2_raw	BI3870F2_raw	BI4175F2_raw	BI4415F2_raw	BI4524F2_raw
1878	NA	NA	NA	NA	2.11	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	2.34	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	2.38	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	3.48	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	2.48	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	3.28	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	3.68	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	2.09	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	2.66	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	2.63	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	1.93	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	2.69	NA	NA	NA	NA	NA	NA	0.79	NA
1890	NA	NA	NA	NA	2.18	NA	NA	NA	NA	NA	NA	0.98	NA
1891	NA	NA	NA	NA	2.57	NA	NA	NA	NA	NA	NA	1.22	NA
1892	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	1.25	NA
1893	NA	NA	NA	NA	2.04	NA	NA	NA	NA	NA	NA	1.06	NA
1894	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA	NA	1.2	NA
1895	NA	NA	NA	NA	2.88	NA	NA	NA	NA	NA	NA	0.77	NA
1896	NA	2.16	NA	NA	0.97	NA	NA	NA	NA	NA	NA	2.03	NA
1897	NA	2.66	NA	NA	2.15	NA	NA	NA	NA	NA	NA	2.93	NA
1898	NA	1.98	NA	NA	1.46	NA	NA	NA	NA	NA	NA	2.61	NA
1899	NA	2.72	NA	NA	2.15	NA	NA	NA	NA	NA	NA	2.43	NA
1900	NA	2.76	NA	NA	2.14	NA	NA	NA	NA	NA	NA	2.7	NA
1901	NA	2.8	NA	NA	2.17	NA	NA	NA	NA	NA	NA	3.77	NA
1902	NA	1.78	NA	NA	1.75	NA	NA	NA	NA	NA	NA	2.66	NA
1903	NA	1.77	NA	NA	0.98	NA	NA	NA	NA	NA	NA	1.78	NA
1904	NA	2.09	NA	NA	1.7	3.05	NA	NA	NA	NA	NA	2.12	NA
1905	NA	1.91	NA	NA	1.8	3.54	NA	NA	NA	NA	NA	1.15	NA
1906	NA	1.72	NA	NA	1.52	2.31	NA	NA	NA	NA	NA	1.89	NA
1907	NA	2.01	NA	NA	1.78	2.92	NA	NA	NA	NA	NA	1.4	NA
1908	NA	1.95	2.04	NA	1.96	2.9	NA	NA	NA	NA	NA	1.06	NA
1909	NA	2.38	2.7	NA	1.91	2.19	NA	NA	NA	NA	NA	1.36	NA
1910	NA	2.48	2.73	NA	1.48	3.75	NA	NA	NA	NA	NA	1.81	NA
1911	2.37	2.16	2.38	NA	1.7	2.51	NA	NA	NA	1.95	NA	1.71	NA
1912	2.3	2.17	3.64	NA	1.8	2.78	NA	NA	NA	0.56	NA	1.78	NA
1913	3.4	1.97	2.88	NA	1.92	3.51	NA	NA	NA	1.31	NA	2.31	NA
1914	2.75	1.74	3.3	NA	2.59	2.81	NA	NA	NA	1.08	2.29	2.23	NA
1915	2.37	1.84	3.61	NA	2.11	2.64	NA	NA	NA	0.88	2.78	2.02	NA
1916	2.93	1.77	2.8	NA	2.62	2.6	NA	NA	NA	1.58	2.99	1.9	NA
1917	2.63	1.66	2.79	NA	2.21	2.34	NA	NA	NA	1.54	3.37	1.67	NA
1918	2.73	1.51	3.53	NA	1.73	2.49	NA	NA	NA	1.5	3.16	1.62	NA
1919	2.86	1.42	2.65	NA	1.58	2.58	NA	NA	NA	1.84	2.23	1.2	NA
1920	3.01	1.15	3.19	NA	1.19	1.94	NA	NA	NA	0.97	2.27	0.94	NA
1921	3.18	1.45	2.67	NA	1.16	1.77	NA	NA	NA	1.01	2.52	1.55	NA
1922	2.3	1.48	3.53	NA	0.89	1.47	NA	NA	NA	0.85	2.48	3.44	NA
1923	3.16	1.97	2.48	NA	1.51	2.67	NA	0.32	NA	1.4	2.81	3.57	NA
1924	3.26	2	2.5	NA	1.93	2.4	NA	0.17	NA	1.47	2.89	3.41	NA
1925	3.15	2.36	2.33	NA	2.4	2.54	NA	0.38	NA	1.25	2.8	3.13	NA
1926	3.76	2.4	2.48	NA	2.68	2.55	NA	0.4	NA	1.51	2.47	1.7	NA
1927	2.48	2.44	3.09	NA	3.14	2.27	NA	0.89	NA	1.94	2.29	2.25	NA
1928	1.94	2.02	2.18	NA	1.78	2.04	1.13	0.95	0.74	1.49	1.43	2.05	NA
1929	1.14	1.55	1.36	NA	1.16	0.98	0.99	1.3	0.7	0.94	1.36	2.17	NA
1930	2.17	2.12	2.18	NA	2.38	2.57	0.39	1.34	1.21	2.11	2.02	1.43	NA
1931	2.4	1.96	2.11	NA	1.65	2.59	0.91	1.41	1.59	1.89	2.83	1.03	NA
1932	1.66	1.82	1.99	NA	1.16	1.24	1.04	1.62	2.02	1.17	2.15	0.9	NA
1933	2.98	2.78	1.95	NA	1.91	1.47	1.47	1.6	2.12	1.62	1.51	1.12	NA
1934	2.42	2.54	1.96	2.1	2.64	1.19	2.18	2.49	0.97	1.33	0.97	0.92	NA
1935	2.43	2.15	2.1	2.18	1.43	1.06	1.94	1.54	1.1	1.14	1.25	0.77	NA
1936	1.77	1.85	2.17	1.66	1.88	1.31	2.27	1.37	1.66	1.19	1.43	1.29	NA
1937	2.51	2.52	2.15	2.52	2.29	1.42	2.12	1.53	2.01	1.83	1.39	1.21	NA
1938	2.11	2.01	1.85	2.24	1.7	1.19	2.03	1.38	1.6	1.19	1.6	0.72	NA
1939	2.26	2.16	2.11	2.62	1.93	1.23	2.02	1.78	1.36	1.64	1.93	0.81	NA
1940	1.91	2.38	3.41	2.63	1.51	1.35	1.97	1.92	1.86	1.82	1.65	1.56	NA
1941	1.58	1.87	2.3	2.03	1.39	1.04	2.47	1.56	1.17	1.45	1.13	1.32	NA
1942	1.24	1.45	1.46	1.77	1.43	0.89	4	1.58	1.64	0.82	0.99	1.81	NA
1943	2	1.33	1.94	1.36	2.16	1.49	3.81	2.22	2.05	1.45	1.21	2.62	NA
