# Fischer - Nordrhein-Westfalen/Siebengebirge drb08 - FASY - ITRDB GERM167
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16683
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16683.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ167-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ167-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ167.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ167.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Siebengebirge drb08 - FASY - ITRDB GERM167
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Siebengebirge drb08
#   Location: Germany
#   Northernmost_Latitude: 50.6667
#   Southernmost_Latitude: 50.6667
#   Easternmost_Longitude: 7.2333
#   Westernmost_Longitude: 7.2333
#   Elevation_m: 340
#--------------------
# Data_Collection
#   Collection_Name: GERM167
#   First_Year: 1850
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drb0817m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0817m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0816m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0816m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0815m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0815m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0814m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0814m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0813m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0813m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0812m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0812m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0811m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0811m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0810m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0810m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0809m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0809m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0808m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0808m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0807m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0807m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0806m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0806m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0805m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0805m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0804m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0804m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0803m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0803m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0802m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0802m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0801m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0801m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drb0817m_raw	drb0816m_raw	drb0815m_raw	drb0814m_raw	drb0813m_raw	drb0812m_raw	drb0811m_raw	drb0810m_raw	drb0809m_raw	drb0808m_raw	drb0807m_raw	drb0806m_raw	drb0805m_raw	drb0804m_raw	drb0803m_raw	drb0802m_raw	drb0801m_raw
1850	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	2.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA	NA
1863	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	1.46	NA
1864	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	0.8	NA
1865	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	0.47	NA	0.53	NA
1866	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	1.17	1.69	1.7	NA
1867	NA	3.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	1.63	1.73	3.17	NA
1868	NA	3.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	NA	1.21	1.43	2.33	1.2
1869	NA	2.02	NA	NA	NA	NA	NA	NA	2	NA	NA	1.07	NA	1.49	1.29	2.04	2.05
1870	NA	1.24	NA	NA	NA	NA	NA	NA	1.69	NA	NA	0.61	NA	1.1	0.86	1.52	0.7
1871	NA	1.31	NA	NA	NA	NA	NA	NA	1.93	NA	NA	1.16	NA	1.38	1.24	1.76	2.59
1872	NA	1.04	NA	1.45	NA	NA	NA	NA	2.06	NA	NA	1.36	NA	1.21	1.24	1.37	1.59
1873	NA	1.07	NA	0.77	NA	NA	NA	NA	1.53	NA	NA	0.37	NA	0.29	0.19	0.68	0.51
1874	NA	0.72	NA	0.72	NA	NA	NA	NA	1.3	NA	NA	0.84	NA	0.62	0.52	0.83	0.54
1875	NA	0.66	NA	0.94	NA	NA	NA	NA	1.26	NA	NA	0.66	NA	0.69	0.79	0.88	1.21
1876	NA	0.96	NA	0.74	NA	NA	NA	NA	1.43	NA	NA	0.82	NA	1	1.16	1.02	1.18
1877	NA	0.54	NA	0.67	NA	NA	NA	NA	0.92	NA	NA	0.42	NA	0.82	0.77	0.92	0.97
1878	0.57	1.07	NA	1.1	NA	NA	NA	NA	1.35	NA	NA	1.13	NA	1.1	1.75	1.63	1.61
1879	0.47	1.49	NA	1.28	NA	NA	NA	NA	1.73	NA	NA	1.13	NA	0.97	4.4	1.68	0.93
1880	0.9	1.19	0.75	0.82	NA	NA	NA	NA	1.68	NA	NA	0.8	NA	1	3.06	1.65	0.64
1881	0.23	0.72	0.99	0.55	NA	NA	NA	NA	1.44	NA	NA	0.51	NA	0.94	1.24	0.92	0.42
1882	0.74	2.44	0.97	0.7	NA	NA	NA	NA	2.49	NA	NA	0.56	NA	1.47	2.23	2.54	0.68
1883	0.23	1.26	1.03	0.6	NA	NA	NA	NA	1.72	NA	NA	0.48	NA	1.18	1.2	1.07	0.65
1884	0.23	1.14	2.16	0.84	NA	NA	NA	NA	2.22	NA	NA	0.48	NA	1.78	0.77	1.36	0.83
1885	0.2	0.87	1.97	0.57	NA	NA	NA	NA	1.56	NA	NA	0.28	NA	1.56	1.22	1.07	0.66
1886	0.25	0.89	1.95	0.63	NA	NA	NA	NA	1.43	NA	NA	0.24	NA	1.3	0.96	1.48	0.62
1887	0.21	0.82	1.23	0.62	NA	NA	NA	NA	1.1	NA	NA	0.27	NA	1.48	1.01	1.1	0.53
1888	0.12	0.75	1.24	1.86	NA	NA	NA	NA	1.29	NA	NA	0.22	NA	1.33	0.61	1.03	0.67
1889	0.8	1.39	2.09	4.43	NA	NA	NA	2.07	1.9	NA	NA	0.55	NA	1.93	1.38	1.47	0.86
1890	1.9	2.61	2.7	5.09	3.81	NA	NA	3.43	3.06	NA	NA	0.52	NA	1.52	1.54	1.97	0.74
1891	1.42	3.32	2.37	3.74	2.77	NA	NA	3.06	2.7	NA	NA	0.87	NA	1.7	1.9	1.66	1.06
1892	0.98	2.77	1.44	1.98	2.05	NA	NA	2	2.13	NA	NA	0.5	NA	1.19	1.11	0.96	0.7
1893	0.07	1	0.9	0.61	0.95	NA	NA	1.18	0.64	1.42	NA	0.16	NA	0.68	0.34	0.28	0.2
1894	0.33	2.21	1.76	1.92	1.39	NA	NA	1.43	1.07	1.34	NA	0.19	NA	0.84	0.51	0.64	0.54
1895	0.89	2.37	2.16	1.82	2.19	NA	NA	2.31	1.8	1.31	NA	0.74	NA	1.3	1.3	1.06	1.59
1896	0.71	1.16	1.55	1.02	2.36	NA	NA	2.02	1.62	0.88	NA	0.45	NA	1.18	0.7	0.96	1.01
1897	1.11	2.2	1.7	1.42	2.02	NA	NA	1.69	1.86	1.38	NA	0.91	NA	1.7	1.5	1.46	1.37
1898	1.68	2.62	1.88	2.04	1.97	NA	NA	1.83	1.99	0.81	NA	1.04	NA	1.22	1.91	1.89	1.72
1899	1.63	2.31	1.78	1.42	1.69	NA	NA	1.44	2.01	0.45	NA	1.02	NA	1.34	1.56	1.58	1.07
1900	1.61	2.42	2.14	1.74	1.84	NA	NA	1.84	1.98	0.16	NA	1.14	NA	1.14	2.04	1.87	1.44
1901	0.73	1.42	1.58	0.9	1.31	NA	NA	1.38	1.41	1.03	NA	0.6	NA	0.91	0.98	0.8	0.7
1902	1.31	1.05	1.58	1.22	1.53	NA	NA	1.77	1.88	1.15	NA	0.68	NA	0.8	1.24	0.92	1.29
1903	0.69	2.21	2	1.84	2.04	NA	NA	2.01	2.1	0.8	NA	1.38	NA	1.06	1.68	2.24	2.03
1904	1.42	1.57	1.67	0.98	1.36	NA	NA	1.42	1.56	1.52	NA	0.93	NA	0.88	1.36	1.12	1.22
1905	1.12	1.45	1.36	1.14	1.09	NA	NA	1.45	2	1.31	NA	0.44	NA	0.92	0.94	1.04	1.32
1906	1.94	1.78	1.5	1.63	1.59	NA	NA	1.63	1.99	1.1	NA	1.36	NA	1.12	1.72	1.92	1.66
1907	0.55	1.96	1.67	1.2	1.21	NA	NA	1.68	1.94	0.95	NA	0.54	NA	0.95	0.84	1.34	0.64
1908	1.17	2.51	1.77	1.58	1.14	NA	NA	1.85	2.42	2.01	NA	1.3	NA	1.46	1.2	1.71	1.45
1909	1.68	3.2	1.79	1.7	2.25	NA	NA	1.81	3.06	2.17	NA	1.79	NA	1.28	1.91	2.16	1.21
1910	2.64	3.22	1.61	2.12	2.84	NA	NA	1.91	3.11	3.09	NA	2.02	NA	1.36	2.68	2.32	1.44
