# Bigler - Bergün GR Val Tuors - PCAB - ITRDB SWIT186
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6119
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6119.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit186-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit186-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit186.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit186.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-12-16
#--------------------
# File_Last_Modified_Date
#   Date: 2008-12-16
#--------------------
# Title
#   Study_Name: Bigler - Bergün GR Val Tuors - PCAB - ITRDB SWIT186
#--------------------
# Investigators
#   Investigators: Bigler, C.; Bircher, N.; Meile, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bergün GR Val Tuors
#   Location: Switzerland
#   Northernmost_Latitude: 46.63
#   Southernmost_Latitude: 46.63
#   Easternmost_Longitude: 9.78
#   Westernmost_Longitude: 9.78
#   Elevation_m: 2065
#--------------------
# Data_Collection
#   Collection_Name: SWIT186
#   First_Year: 1736
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BTK22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK31_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK31; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK34_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK34; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK35_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK35; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK36_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK36; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK37_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK37; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK38_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK38; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK39_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK39; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BTK22_raw	BTK24_raw	BTK25_raw	BTK26_raw	BTK31_raw	BTK33_raw	BTK34_raw	BTK35_raw	BTK36_raw	BTK37_raw	BTK38_raw	BTK39_raw
1736	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	3.17
1739	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	2.91
1740	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	3
1741	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	2.85
1742	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	2.69
1743	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	2.36
1744	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	1.66
1745	NA	NA	NA	1.84	NA	NA	NA	NA	NA	NA	NA	1.87
1746	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	1.64
1747	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA	1.49
1748	NA	NA	NA	1.76	NA	NA	NA	NA	NA	NA	NA	1.35
1749	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA	NA	1.19
1750	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	1.17
1751	NA	NA	NA	1.98	NA	NA	NA	NA	NA	NA	NA	1.51
1752	NA	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	1.16
1753	NA	NA	NA	2.1	NA	NA	NA	NA	NA	NA	NA	1.23
1754	NA	NA	NA	2.21	NA	NA	NA	NA	NA	NA	NA	1.12
1755	NA	NA	NA	1.51	NA	NA	1.53	NA	NA	NA	NA	0.68
1756	NA	NA	NA	1.5	NA	NA	1.29	NA	NA	NA	NA	0.63
1757	NA	NA	NA	1.27	NA	NA	1.36	NA	NA	NA	NA	0.85
1758	NA	NA	NA	1.27	NA	NA	1.33	NA	NA	NA	NA	0.63
1759	NA	NA	NA	1.56	NA	NA	1.77	NA	NA	NA	NA	0.84
1760	NA	NA	NA	1.28	NA	NA	1.89	NA	NA	NA	NA	0.83
1761	NA	NA	NA	1.23	NA	NA	1.98	NA	NA	NA	NA	0.67
1762	NA	NA	NA	1.35	NA	NA	1.58	NA	NA	NA	NA	0.69
1763	NA	NA	NA	1.48	NA	NA	1.49	NA	NA	NA	NA	0.78
1764	NA	NA	NA	1.4	NA	NA	1.31	NA	NA	NA	NA	0.83
1765	NA	NA	NA	1.11	NA	NA	1.11	NA	NA	NA	NA	0.68
1766	NA	NA	NA	1.08	NA	NA	1.29	NA	NA	NA	NA	0.76
1767	NA	NA	NA	1.27	NA	NA	1.49	NA	NA	NA	NA	0.74
1768	NA	NA	NA	1.03	NA	NA	1.39	NA	NA	NA	NA	0.83
1769	NA	NA	NA	1.15	NA	NA	1.79	NA	NA	NA	NA	0.67
1770	NA	NA	0.87	1.15	NA	NA	1.67	NA	NA	NA	NA	0.73
1771	NA	NA	0.88	1.15	NA	NA	1.6	NA	NA	NA	NA	0.62
1772	NA	NA	1.08	1.08	NA	NA	1.31	NA	NA	NA	0.29	0.53
1773	NA	NA	0.73	0.57	NA	NA	0.84	NA	NA	NA	0.24	0.42
1774	NA	NA	0.86	0.78	NA	NA	1.03	NA	NA	NA	0.23	0.4
1775	NA	NA	0.81	0.81	NA	NA	0.93	NA	NA	0.34	0.17	0.39
1776	NA	NA	0.85	0.84	NA	NA	0.89	NA	NA	0.4	0.16	0.33
1777	NA	NA	0.77	0.83	NA	NA	0.98	NA	NA	0.49	0.2	0.43
1778	NA	NA	0.6	0.8	NA	NA	0.82	NA	NA	0.3	0.11	0.4
1779	NA	NA	0.53	0.57	NA	NA	0.8	NA	NA	0.3	0.1	0.45
1780	NA	NA	0.94	1.17	NA	NA	1.34	NA	NA	0.24	0.22	0.52
1781	NA	NA	0.71	1.25	NA	NA	1.05	NA	NA	0.25	0.26	0.49
1782	NA	NA	0.5	1.18	NA	NA	0.9	NA	NA	0.23	0.16	0.43
1783	NA	NA	0.59	1.21	NA	NA	1.2	NA	NA	0.32	0.16	0.48
1784	NA	NA	0.59	1.82	NA	NA	1.23	NA	NA	0.35	0.13	0.39
1785	NA	NA	0.6	1.45	NA	NA	1.26	NA	NA	0.33	0.13	0.41
1786	NA	NA	0.52	1.26	NA	NA	1.34	NA	NA	0.39	0.15	0.52
1787	NA	NA	0.59	1.13	NA	NA	1.2	NA	NA	0.37	0.19	0.6
1788	NA	NA	0.56	1.18	NA	NA	1.21	NA	NA	0.41	0.11	0.53
1789	NA	NA	0.72	0.93	NA	NA	1.04	NA	NA	0.25	0.16	0.43
1790	NA	NA	0.53	0.87	NA	NA	0.86	NA	NA	0.21	0.16	0.44
1791	NA	NA	0.49	1.06	NA	NA	1.03	NA	NA	0.17	0.2	0.48
1792	NA	NA	0.72	0.95	NA	NA	0.93	NA	NA	0.3	0.21	0.57
1793	NA	NA	0.67	0.89	NA	NA	0.83	NA	NA	0.24	0.21	0.49
1794	NA	NA	0.76	0.54	NA	NA	0.69	NA	NA	0.23	0.21	0.55
1795	NA	NA	0.65	0.59	NA	NA	0.69	NA	NA	0.17	0.23	0.58
1796	NA	NA	0.57	0.62	NA	NA	0.79	NA	NA	0.18	0.2	0.55
1797	NA	NA	0.56	0.69	NA	NA	0.73	NA	NA	0.15	0.22	0.42
1798	NA	NA	0.73	0.83	NA	NA	0.98	NA	NA	0.13	0.28	0.53
1799	NA	NA	0.89	0.71	NA	NA	0.9	NA	NA	0.15	0.32	0.51
1800	NA	NA	0.7	0.75	NA	NA	0.9	NA	NA	0.13	0.29	0.52
