# Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4494
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4494.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran034e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran034e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-29
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-29
#--------------------
# Title
#   Study_Name: Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lac de Bourget
#   Location: France
#   Northernmost_Latitude: 45.88
#   Southernmost_Latitude: 45.88
#   Easternmost_Longitude: 5.73
#   Westernmost_Longitude: 5.73
#   Elevation_m: 1340
#--------------------
# Data_Collection
#   Collection_Name: FRAN034
#   First_Year: 1891
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 263080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	263080_raw	263100_raw	263110_raw	263120_raw	263130_raw	263140_raw	263150_raw
1891	NA	NA	5.71	NA	NA	NA	NA
1892	NA	NA	5.64	NA	NA	NA	NA
1893	3.93	NA	4.82	NA	NA	NA	NA
1894	3.7	NA	4.82	5.12	NA	NA	NA
1895	3.29	NA	4.66	4.96	NA	NA	NA
1896	3.33	NA	4.47	4.92	NA	NA	NA
1897	2.56	NA	3.4	4.04	NA	NA	NA
1898	2.72	NA	4.57	4.44	NA	NA	NA
1899	2.6	NA	3.32	3.83	NA	NA	NA
1900	1.41	NA	2.84	3.26	NA	1.84	NA
1901	2.07	NA	3.32	3.46	NA	3.07	2.48
1902	1.96	NA	3.64	3.72	NA	2.52	2.32
1903	2.07	NA	3.85	3.96	NA	3.3	3.08
1904	2.11	NA	3.52	3.96	3.29	2.75	2.56
1905	1.59	NA	2.55	3.14	2.48	2.71	2.06
1906	1.23	NA	1.8	2.16	1.55	1.86	1.88
1907	1.34	NA	2	1.94	2.21	1.36	1.94
1908	2.9	NA	3.7	3.5	3.65	2.4	2.8
1909	2.65	3.12	2.5	2.88	3.81	1.82	3.23
1910	2.33	1.61	3.45	4.02	4.03	2.38	2.95
1911	1.37	3.11	2.75	3.46	2.35	2.39	2.66
1912	0.54	2.3	1.89	1.94	1.05	2.08	2.04
1913	1.97	4.37	2.39	2.47	1.4	3.52	2.87
1914	2.29	2.2	2.95	2.4	2.12	4.41	3.55
1915	2.2	2.89	3.78	2.54	2.36	4.55	2.89
1916	1.85	1.99	2.89	2.43	2.1	3.72	2.96
1917	2.05	2.29	3.95	1.96	1.57	4.19	2.59
1918	2.02	1.84	2.57	2.29	0.84	2.61	1.99
1919	2.08	1.56	1.84	1.84	0.74	1.87	2.13
1920	2.17	1.69	2.04	2.06	0.89	1.53	2.08
1921	1.38	1.28	1.47	1.25	0.64	0.99	1.66
1922	1.72	1.08	1.57	1.55	0.8	1.29	1.71
1923	1.9	1.28	1.27	1.75	1.24	1.8	2
1924	1.51	1.41	1.5	1.92	1.05	1.3	1.86
1925	2.09	2.55	2.56	1.95	1.52	1.3	1.8
1926	2.06	1.99	2.07	1.83	1.42	1.44	1.86
1927	2.39	2.21	1.88	2.15	1.56	1.73	1.69
1928	2.43	1.64	1.42	2.1	1.09	2.06	1.76
1929	2.15	1.72	1.63	1.63	0.71	1.4	1.84
1930	2.4	1.89	2.01	2.37	1.2	2.12	2.75
1931	2.19	3.26	2.28	1.76	1.59	2.84	2.31
1932	2.84	2.32	2.2	2.31	1.9	2.84	3.35
1933	2.66	2.11	1.27	1.9	2.17	2.73	3.27
1934	1.69	1.21	1.39	1.2	1.2	2.28	2.4
1935	1.64	0.97	0.99	1.2	1.12	1.88	2.44
1936	3.36	1.96	1.44	1.92	1.85	2.76	4.1
1937	2.58	1.61	1.59	1.58	1.33	1.88	2.24
1938	2.05	1.31	1.59	1.19	1.14	1.61	2.37
1939	3.75	1.96	1.57	1.61	2.12	2.3	3.09
1940	2.94	1.28	1.46	1.3	1.31	2.18	3.12
1941	2.63	1.35	1.49	1.21	1.46	2.37	2.61
1942	3.83	1.5	1.3	1.67	1.71	2.5	2.97
1943	6.62	1.86	1.35	2.19	2.3	4.98	2.82
1944	3.62	1.51	1.49	1.5	1.57	2.87	2.65
1945	1.85	1.23	1	0.88	0.91	1.51	1.85
1946	2.12	0.91	0.89	1.12	1.4	1.66	2.39
1947	3.13	1.51	1.01	1.35	1.75	1.7	2.3
1948	1.79	0.9	0.65	0.89	1.4	1.38	1.29
1949	1.29	0.69	0.56	0.75	1.03	1.15	1.86
1950	1.65	0.94	0.77	1.04	1.23	1.26	1.64
1951	2.02	1.13	0.89	1.39	1.71	1.86	1.69
1952	1.22	1.05	0.86	1.06	1.57	1.42	2.49
1953	1.98	1.13	0.85	1.33	1.67	1.19	1.74
1954	1.34	1.06	0.78	0.92	1.25	1.37	1.55
1955	2.25	1.48	1.33	1.51	2.34	2.98	2.43
1956	1.74	1.24	0.95	1.37	1.94	2.27	2.41
1957	2.43	1.35	NA	1.52	1.82	2.13	2.35
1958	4.18	1.44	NA	2.72	2.56	2.53	2.53
1959	2.29	1.35	NA	2.07	1.67	2.31	1.93
1960	2.47	1.23	NA	1.76	2.04	1.98	1.87
1961	2	1.13	NA	1.05	2.69	1.58	1.83
1962	0.31	0.42	NA	0.27	0.6	0.51	0.98
1963	1.96	1.42	NA	1.37	2.57	1.84	2.52
1964	1.55	1.4	NA	1.19	2.2	1.33	2.28
1965	1.92	1.8	NA	0.79	1.81	1.8	1.85
1966	2.06	1.7	NA	0.93	1.88	1.95	2.2
1967	1.22	1.3	NA	0.97	1.84	1.49	1.98
