# Touchan - Gavraz - PISY - ITRDB TUR071
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39351
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39351.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tur071-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tur071.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tur071.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-04-08
#--------------------
# File_Last_Modified_Date
#   Date: 2024-04-08
#--------------------
# Title
#   Study_Name: Touchan - Gavraz - PISY - ITRDB TUR071
#--------------------
# Investigators
#   Investigators: Touchan, Ramzi
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Touchan, Ramzi; Kevin J Anchukaitis; Vladimir V Shishov; Fatih Sivrikaya; Jihad Attieh; Muzaffer Ketmen; Jean Stephan; Ioannis Mitsopoulos; Andreas Christou; David M Meko
#   Published_Date_or_Year: 2014
#   Published_Title: Spatial patterns of eastern Mediterranean climate influence on tree growth
#   Journal_Name: The Holocene
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1177/0959683613518594
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Gavraz
#   Location: Turkey
#   Northernmost_Latitude: 40.67
#   Southernmost_Latitude: 40.67
#   Easternmost_Longitude: 36.95
#   Westernmost_Longitude: 36.95
#   Elevation_m: 1850
#--------------------
# Data_Collection
#   Collection_Name: TUR071
#   First_Year: 1788
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GAVP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVP10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVP10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVS01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVS01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVS02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVS02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVS03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVS03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVS04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVS04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GAVS05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GAVS05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GAVP01A_raw	GAVP01B_raw	GAVP02A_raw	GAVP02B_raw	GAVP03_raw	GAVP04A_raw	GAVP04B_raw	GAVP05A_raw	GAVP05B_raw	GAVP06A_raw	GAVP06B_raw	GAVP07_raw	GAVP09A_raw	GAVP09B_raw	GAVP10_raw	GAVS01_raw	GAVS02_raw	GAVS03_raw	GAVS04_raw	GAVS05_raw
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.13	2.56	NA	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67	1.47	NA	NA	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	4.52	1.08	NA	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.91	NA	NA	2.93	5.74	1.45	NA	NA	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	NA	NA	3.97	5.69	3.49	NA	NA	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	1.72	NA	4.03	4.79	3.84	NA	NA	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	2	NA	3.15	4.29	3.4	NA	NA	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.58	2.42	NA	2.45	4.75	5.03	NA	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.76	3.6	NA	1.98	3.38	3.64	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.27	3.57	NA	1.3	3.75	2.74	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.78	4.43	NA	1.68	3.06	3.09	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.06	2.92	NA	2.01	3.78	3.52	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.43	2.05	NA	0.83	3.69	3.86	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	2.63	NA	1.35	2.8	2.41	NA	NA	NA	NA	NA
1802	NA	NA	NA	2.03	NA	NA	NA	NA	NA	2.96	1.84	NA	2.12	3.19	2.23	NA	NA	NA	NA	NA
1803	NA	NA	NA	2.15	NA	NA	NA	NA	NA	3.21	2.2	NA	2.15	1.75	1.86	NA	NA	NA	NA	NA
1804	NA	NA	NA	2.05	NA	NA	NA	NA	NA	3.15	2.31	NA	2.96	2.37	1.73	NA	NA	NA	NA	NA
1805	NA	2.76	NA	2.86	NA	4.14	NA	NA	NA	4.48	3.73	NA	2.31	2.93	2.56	NA	NA	NA	NA	NA
1806	NA	2.18	NA	4.07	NA	3.77	NA	NA	NA	4.12	3.98	NA	2.47	2.82	2.18	NA	NA	NA	NA	NA
1807	NA	2.51	NA	3.99	NA	4.26	NA	NA	NA	4.66	4.28	NA	2.85	2.44	2.46	NA	NA	NA	NA	NA
1808	2.72	2.45	4.59	4.1	NA	3.3	NA	NA	NA	3.74	4.67	NA	3.07	2.77	1.88	NA	NA	NA	NA	NA
1809	3.2	2.51	3.83	3.72	NA	4.12	NA	NA	NA	2.73	3.64	NA	2.19	2.23	1.81	NA	NA	NA	NA	NA
1810	3.22	2.29	3.4	3.83	NA	4.28	NA	2.75	NA	2.51	3.39	NA	2.17	2.37	1.48	NA	NA	NA	NA	NA
1811	3.27	2.1	3.71	3.45	NA	3.79	NA	2.55	2.05	2.49	3.62	NA	2.82	2.03	1.11	NA	NA	NA	NA	NA
1812	2.94	2.17	2.91	2.01	NA	2.53	2.72	2.65	1.91	2.65	3.24	NA	2.48	2.47	1.15	NA	NA	NA	NA	NA
1813	3.43	3.09	2.72	1.97	1.34	2.89	3.16	2.78	2.14	2.87	2.81	NA	1.99	2.14	1.1	NA	NA	NA	NA	NA
1814	4.04	4.32	3.25	3.08	2.57	1.16	1.12	2.26	1.62	1.63	1.36	NA	2.68	3.02	2.11	NA	NA	NA	NA	NA
1815	2.93	2.41	2.3	2.51	1.92	1.39	1.5	2.07	1.3	1.41	2.18	NA	1.68	2.02	1.23	NA	NA	NA	NA	NA
1816	3.13	2.49	2.36	2.2	2.08	2.47	2.62	2.76	1.94	2.14	2.7	NA	1.68	1.78	1.39	NA	NA	NA	NA	NA
1817	3.25	2.97	2.11	2.83	1.91	2.26	3.04	2.82	2.02	2.36	2.94	NA	2.36	2.27	1.77	NA	NA	NA	NA	NA
1818	3.52	2.37	2.4	1.92	0.97	0.54	1.18	3.68	2.37	1.78	1.49	NA	2.03	2.04	1.27	NA	NA	NA	NA	NA
1819	2.66	2.21	2.34	2.25	1.9	0.59	0.86	2.53	2.88	1.86	2.11	NA	2.29	1.89	1.42	NA	NA	NA	NA	NA
1820	2.63	2.01	2.68	2.57	2.23	1.73	0.99	2.54	3.45	3.08	2.3	NA	2.18	1.48	1.77	NA	NA	NA	NA	NA
1821	3.5	2.63	2.28	2.39	2.22	2.6	1.8	2.38	3.23	2.3	1.68	NA	2.18	1.39	1.66	NA	NA	NA	NA	NA
1822	3.14	2.09	1.92	2.05	2.07	1.93	1.82	2.16	2.73	1.73	1.48	NA	1.71	1.42	1.3	NA	NA	NA	NA	NA
1823	3.1	2.37	2.34	1.86	2.11	1.5	1.23	1.53	2.42	1.46	1.75	NA	1.94	1.41	1.15	NA	NA	NA	NA	NA
1824	2.81	2.67	2.07	2.11	3.23	2.91	1.95	2.38	2.84	1.75	2.34	NA	2.51	2.26	1.4	NA	NA	NA	NA	NA
1825	2.54	2.4	2.02	1.58	2.51	3.07	2.78	2.39	3.09	1.28	1.55	NA	2.61	1.71	1.24	NA	NA	NA	NA	NA
1826	2.3	2.32	1.96	1.6	1.97	2.48	2.4	2.62	3.57	1.9	2.34	NA	2.92	1.64	1.41	NA	NA	NA	NA	NA
1827	2.14	2.11	1.49	1.33	2.38	2.6	2.69	2.68	3.8	1.84	1.95	NA	3.06	2.48	1.2	NA	NA	NA	NA	NA
1828	1.95	1.86	1.49	1.29	2.63	2.25	2.19	2.57	2.89	1.21	1.26	NA	1.91	1.77	1.01	NA	NA	NA	NA	NA
1829	2	2.34	2.11	1.56	3.52	3.26	2.58	4.2	3.98	1.26	1.01	NA	2.9	2.05	1.31	NA	NA	NA	NA	NA
1830	1.83	1.86	1.35	1.35	2.76	2.87	2.96	3.46	3.34	1.46	1.65	NA	1.95	1.05	1.09	NA	NA	NA	NA	NA
1831	1.81	1.89	1.12	1.09	2.47	2.95	2.85	2.82	2.94	1.12	1.11	NA	1.66	0.76	1.04	NA	NA	NA	NA	NA
1832	1.71	1.36	0.74	1	2.08	2.09	1.94	2.2	2.32	1.1	1.59	NA	1.31	0.61	0.81	NA	NA	NA	NA	NA
1833	1.63	1.65	1.31	1.14	2.6	2.28	2.42	2.52	3.05	1.68	1.59	NA	1.68	0.64	1.06	NA	NA	NA	NA	NA
1834	1.63	1.45	1.83	1.27	3.62	2.79	2.82	2.82	3.37	1.79	1.76	NA	1.76	0.79	0.95	NA	NA	NA	NA	NA
1835	1.45	1.38	1.27	1.06	2.81	2.6	1.94	2.66	2.25	1.96	1.76	NA	1.68	0.63	1.22	NA	NA	NA	NA	NA
1836	1.21	1.16	0.75	0.82	2.65	2.36	1.83	2.09	2.67	0.87	0.91	NA	1.53	0.6	1.15	NA	NA	NA	NA	NA
1837	1.33	1.41	0.72	0.96	2.99	1.74	2	2.37	3.02	1.05	1.24	NA	2.15	0.88	1.07	NA	NA	NA	NA	NA
